"sigma_P","gamma","phi","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed","Profile_Type","R_naught"
0.17203234375,0.0588235294117647,1.13979533262466,0.655206896551724,0.0259211063324738,0.0679284592755873,0.618447503763695,3.68e-05,5281842,159376.260778892,0,0,0,0.01721420632104,0,-167.261738925073,43790598,"sigma_M",1.15786234465125
0.17203234375,0.0588235294117647,1.13930550051752,0.655206896551724,0.0257862948867927,0.0679918837124027,0.616577882308215,3.68e-05,5281842,159375.979713197,0,0,0,0.01721420632104,0,-167.264794226536,632627138,"sigma_M",1.15893282983107
0.07830015625,0.0588235294117647,1.17155114856415,0.655206896551724,0.0292871383691804,0.0689498599066494,0.662122844794106,3.68e-05,5281842,253125.146778333,0,0,0,0.01721420632104,0,-166.564768759255,723484340,"sigma_M",1.17547956075031
0.07830015625,0.0588235294117647,1.17097999023864,0.655206896551724,0.0292213835207608,0.0690360954820288,0.66152457303359,3.68e-05,5281842,253126.2043946,0,0,0,0.01721420632104,0,-166.574754523879,198735159,"sigma_M",1.17694726700168
0.07830015625,0.0588235294117647,1.1696286398947,0.655206896551724,0.0290217410768257,0.0690806868946359,0.660874393806054,3.68e-05,5281842,253125.433929502,0,0,0,0.01721420632104,0,-166.581803955657,551080663,"sigma_M",1.1777063344179
0.07830015625,0.0588235294117647,1.17162825286572,0.655206896551724,0.0291166850162351,0.0689692738238127,0.65774617268525,3.68e-05,5281842,253126.025027424,0,0,0,0.01721420632104,0,-166.573670411907,463775840,"sigma_M",1.17578349692836
0.07830015625,0.0588235294117647,1.16824955612164,0.655206896551724,0.0289581697348144,0.069072934179167,0.657996505119046,3.68e-05,5281842,253125.980539163,0,0,0,0.01721420632104,0,-166.585206756175,1062100404,"sigma_M",1.17755934577601
0.070489140625,0.0588235294117647,1.16696771144827,0.655206896551724,0.0280958150946517,0.0684337302134111,0.650235542259511,3.68e-05,5281842,220313.567722183,0,0,0,0.01721420632104,0,-166.452582111783,441715292,"sigma_M",1.16661742152686
0.070489140625,0.0588235294117647,1.16536668539026,0.655206896551724,0.0276468205489463,0.0686223205739434,0.64545798007432,3.68e-05,5281842,220312.899135625,0,0,0,0.01721420632104,0,-166.487787247803,818001763,"sigma_M",1.16980639949444
0.070489140625,0.0588235294117647,1.16426485722915,0.655206896551724,0.0276156661689756,0.0684598618778145,0.642988785150122,3.68000000000001e-05,5281842,220312.750881948,0,0,0,0.01721420632104,0,-166.456172834877,565429942,"sigma_M",1.16702408804332
0.070489140625,0.0588235294117647,1.16556939738526,0.655206896551724,0.0274930794530817,0.0685936275762637,0.641811725492244,3.68e-05,5281842,220313.557484232,0,0,0,0.01721420632104,0,-166.478942959956,194626298,"sigma_M",1.16929451913228
0.070489140625,0.0588235294117647,1.16387029234127,0.655206896551724,0.027589456164434,0.0686190563603977,0.644773959006666,3.68e-05,5281842,220311.8305114,0,0,0,0.01721420632104,0,-166.470427015416,383591365,"sigma_M",1.16974959787019
0.17203234375,0.0588235294117647,1.13978245141726,0.689686206896552,0.0257012566224428,0.0680128043796778,0.617070661760754,3.68e-05,5281842,159376.764966548,0,0,0,0.01721420632104,0,-167.61078914721,78500659,"sigma_M",1.15929158599614
0.17203234375,0.0588235294117647,1.13948779164805,0.689686206896552,0.0257339723562027,0.0679850019341946,0.615897203288104,3.68000000000001e-05,5281842,159376.42729743,0,0,0,0.01721420632104,0,-167.617165668758,482270974,"sigma_M",1.15881100866955
0.17203234375,0.0588235294117647,1.14044384824674,0.689686206896552,0.0259961268287123,0.0679278806107916,0.616833583619533,3.68e-05,5281842,159375.389057759,0,0,0,0.01721420632104,0,-167.617368266021,253252197,"sigma_M",1.15784137705314
0.17203234375,0.0588235294117647,1.14089013026918,0.689686206896552,0.0258311337256565,0.0679754228997484,0.618408223852481,3.68e-05,5281842,159374.742010884,0,0,0,0.01721420632104,0,-167.624501997345,227643256,"sigma_M",1.15866060316788
0.07830015625,0.0588235294117647,1.17144422047807,0.689686206896552,0.0289052181180006,0.0689535401102639,0.658560231811062,3.68e-05,5281842,253125.636599164,0,0,0,0.01721420632104,0,-166.935708634578,597445917,"sigma_M",1.17552065560772
0.07830015625,0.0588235294117647,1.17046412547534,0.689686206896552,0.0290043430874972,0.0689777016045061,0.657488738922796,3.68e-05,5281842,253126.147869834,0,0,0,0.01721420632104,0,-166.954002262932,975354644,"sigma_M",1.17592804349363
0.07830015625,0.0588235294117647,1.1730179727736,0.689686206896552,0.0289505014415548,0.069034069736291,0.658693893797211,3.68e-05,5281842,253125.1093573,0,0,0,0.01721420632104,0,-166.950675946118,552148153,"sigma_M",1.17689101691818
0.07830015625,0.0588235294117647,1.17060740610436,0.689686206896552,0.0290024704306843,0.0689562059067514,0.660400885585744,3.68e-05,5281842,253125.551019714,0,0,0,0.01721420632104,0,-166.935522587466,767030956,"sigma_M",1.17557917285642
0.07830015625,0.0588235294117647,1.1729634925454,0.689686206896552,0.0290011476174068,0.0688885333951944,0.657538461937825,3.68e-05,5281842,253125.317066127,0,0,0,0.01721420632104,0,-166.933142943144,24443208,"sigma_M",1.17440295071819
0.070489140625,0.0588235294117647,1.16386542136646,0.689686206896552,0.0277951648554021,0.0684609288390463,0.642591023763897,3.68e-05,5281842,220312.373607668,0,0,0,0.01721420632104,0,-166.848059512189,34611780,"sigma_M",1.16704064758268
0.070489140625,0.0588235294117647,1.15930231268692,0.689686206896552,0.0277716469838404,0.0686388063468143,0.646519473714781,3.68e-05,5281842,220311.680650899,0,0,0,0.01721420632104,0,-166.864925544332,270643987,"sigma_M",1.17010622650295
0.070489140625,0.0588235294117647,1.16498960584174,0.689686206896552,0.0276767358935173,0.0684719421443246,0.643715364765542,3.68e-05,5281842,220313.606390543,0,0,0,0.01721420632104,0,-166.841549754983,1061934743,"sigma_M",1.16723299978452
0.070489140625,0.0588235294117647,1.16636799193967,0.689686206896552,0.0274852288671923,0.0684214277490504,0.642858333860515,3.68e-05,5281842,220312.682661295,0,0,0,0.01721420632104,0,-166.836032134901,39613046,"sigma_M",1.16636386220235
0.070489140625,0.0588235294117647,1.16126109814036,0.689686206896552,0.0280981888031518,0.0685458518369102,0.648854058672666,3.68e-05,5281842,220313.071736416,0,0,0,0.01721420632104,0,-166.854081588148,766389317,"sigma_M",1.16853198011059
0.07830015625,0.0588235294117647,1.17281119663801,0.724165517241379,0.029146906045375,0.0688664961735209,0.657654278044499,3.68e-05,5281842,253125.687631964,0,0,0,0.01721420632104,0,-167.395346741513,844234983,"sigma_M",1.17402829396258
0.07830015625,0.0588235294117647,1.16787392278044,0.724165517241379,0.0290649556849176,0.0690511100336062,0.660317272719073,3.68e-05,5281842,253126.482620438,0,0,0,0.01721420632104,0,-167.405870008782,540111507,"sigma_M",1.1772023698018
0.07830015625,0.0588235294117647,1.17054727024045,0.724165517241379,0.0290509237035638,0.0688938298622013,0.657465390409695,3.68e-05,5281842,253126.422627452,0,0,0,0.01721420632104,0,-167.395828220113,706147324,"sigma_M",1.17449788468922
0.07830015625,0.0588235294117647,1.1706545025401,0.724165517241379,0.0292808238267577,0.0689112675114969,0.66146739810235,3.68e-05,5281842,253125.83445715,0,0,0,0.01721420632104,0,-167.387162629983,941935855,"sigma_M",1.17481950141003
0.07830015625,0.0588235294117647,1.17546134922053,0.724165517241379,0.0289171594111852,0.0689307568494497,0.658990624747208,3.68e-05,5281842,253125.39952382,0,0,0,0.01721420632104,0,-167.393843334371,21071183,"sigma_M",1.17512637647251
0.070489140625,0.0588235294117647,1.16228923883054,0.724165517241379,0.0278064828062365,0.0685305840545115,0.645165531834559,3.68e-05,5281842,220314.183399405,0,0,0,0.01721420632104,0,-167.309233528907,284144417,"sigma_M",1.1682470044721
0.070489140625,0.0588235294117647,1.16340394002363,0.724165517241379,0.0279048023952453,0.0683966626030392,0.646091926141679,3.68e-05,5281842,220313.141412845,0,0,0,0.01721420632104,0,-167.29633089109,970908345,"sigma_M",1.16596745098602
0.070489140625,0.0588235294117647,1.16487703876846,0.724165517241379,0.0279582082152881,0.0684000975701355,0.648127784654176,3.68e-05,5281842,220313.667132042,0,0,0,0.01721420632104,0,-167.29094917611,163805858,"sigma_M",1.16603546627894
0.070489140625,0.0588235294117647,1.16438142227587,0.724165517241379,0.0277715308754376,0.0684710773862744,0.645868129387165,3.68e-05,5281842,220312.703777486,0,0,0,0.01721420632104,0,-167.301250745098,885511704,"sigma_M",1.16723266061334
0.070489140625,0.0588235294117647,1.16506308558838,0.724165517241379,0.0280328368441572,0.0683990252130074,0.645547208953416,3.68e-05,5281842,220312.911990513,0,0,0,0.01721420632104,0,-167.295968586525,56475007,"sigma_M",1.16600103852636
0.070489140625,0.0588235294117647,1.16450999978566,0.758644827586207,0.0278637847999933,0.0683574079115708,0.643625414178206,3.68e-05,5281842,220313.78928168,0,0,0,0.01721420632104,0,-167.808574834855,859974471,"sigma_M",1.16528096697288
0.070489140625,0.0588235294117647,1.16357972620043,0.758644827586207,0.0278646494195469,0.0684087874873104,0.644547704958167,3.68e-05,5281842,220312.847517388,0,0,0,0.01721420632104,0,-167.808417436358,451632416,"sigma_M",1.1661643456469
0.070489140625,0.0588235294117647,1.16347468916241,0.758644827586207,0.0279407290090247,0.0683985004497467,0.645565041443618,3.68e-05,5281842,220313.021292485,0,0,0,0.01721420632104,0,-167.813982648181,196715141,"sigma_M",1.16599541586516
0.070489140625,0.0588235294117647,1.16506536921333,0.758644827586207,0.0277435254415103,0.0683977395690356,0.643936046405516,3.68e-05,5281842,220313.070583279,0,0,0,0.01721420632104,0,-167.810594106076,807984645,"sigma_M",1.16596927271937
0.98437796875,0.0588235294117647,1.01071025255962,0.429279190659398,0.0268260718928862,0.0706043845723535,0.644667487221028,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.565449444093,927579473,"I_0",1.20386316926326
0.98437796875,0.0588235294117647,1.00213541457469,0.425410818980617,0.0258459354981051,0.0709639321851169,0.640265959305067,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.463780967711,643027381,"I_0",1.20997613575027
0.98437796875,0.0588235294117647,1.0059353506714,0.409236464163736,0.0259605043230872,0.0713159001992641,0.648801285335795,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.480189520077,175208675,"I_0",1.2160301377978
0.98437796875,0.0588235294117647,0.999790196010672,0.423323195249592,0.0255188224247828,0.0720366567265266,0.645128295747572,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.556669719721,489526411,"I_0",1.22830353919823
0.92188984375,0.0588235294117647,1.01350187716105,0.441905534860684,0.0259789468092351,0.0706320261640557,0.646150580940458,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.617612923112,483966084,"I_0",1.20434042236146
0.89064578125,0.0588235294117647,1.02199022524304,0.460064725536002,0.0259066328466592,0.0704437908034615,0.631436845781086,3.68000000000001e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.736291106255,231165820,"I_0",1.20101993134813
0.89064578125,0.0588235294117647,1.01714126776613,0.45779824388616,0.0256434975975734,0.0705950505103102,0.638316865506445,3.68000000000001e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.707096412012,308815122,"I_0",1.20365202645702
0.89064578125,0.0588235294117647,1.02299385193491,0.453902112613011,0.0259445333509044,0.0713371636005144,0.645244038045622,3.68000000000001e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.758212991086,358389513,"I_0",1.21634337205248
0.89064578125,0.0588235294117647,1.02124671386317,0.455293879504068,0.025151396802696,0.0710091833446021,0.632856873475878,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.761047812591,623498586,"I_0",1.21067016637526
0.89064578125,0.0588235294117647,1.01474093587571,0.463073829039899,0.0250768601721531,0.0711002506757367,0.634171576777346,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.74915573842,72201537,"I_0",1.2122411748554
0.945322890625,0.0588235294117647,1.00905198021094,0.436880566061266,0.0260920648703978,0.0711440304953191,0.642295093283535,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.58916531446,988878658,"I_0",1.21305087856321
0.945322890625,0.0588235294117647,1.01800396674931,0.441479579513399,0.0262915281823435,0.0708303289139368,0.644974496067268,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.596186862396,581309724,"I_0",1.20770712983951
0.945322890625,0.0588235294117647,1.01051331685134,0.440447915097678,0.0263758860558453,0.071393711007912,0.645528971156117,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.614520969107,1066414185,"I_0",1.21732798808056
0.945322890625,0.0588235294117647,1.01667795922065,0.440039882639123,0.025844567273617,0.0713485689506691,0.644941993815853,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.62230181188,812802618,"I_0",1.21654523558134
0.945322890625,0.0588235294117647,0.99988191825292,0.434504540165679,0.025792503444917,0.0711909671522021,0.641445330696207,3.68e-05,5281842,103449.103448276,0,0,0,0.01721420632104,0,-167.609935345823,144183732,"I_0",1.21385839796627
0.73442546875,0.0588235294117647,1.05896046158023,0.501782690605157,0.0259994632276622,0.070154254951196,0.636563723464943,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.703697533125,261597791,"I_0",1.19606083798598
0.73442546875,0.0588235294117647,1.05615121972949,0.503408648165953,0.0258180040670543,0.0692974390701891,0.628497788784883,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.684421135601,527136642,"I_0",1.18140501274277
0.73442546875,0.0588235294117647,1.05858368142619,0.495578116018696,0.0259599575741459,0.0699120095111904,0.634289544915114,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.659739127627,521854286,"I_0",1.19191649978356
0.73442546875,0.0588235294117647,1.05198013892521,0.498898591475355,0.0260842814444249,0.0697469018700434,0.63324644449583,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.664338391938,463532652,"I_0",1.18910524442231
0.98437796875,0.0588235294117647,1.01874915042152,0.424402456512018,0.0265384244628462,0.0709950047330106,0.648922598867342,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.358503693092,366301777,"I_0",1.21054051349651
0.98437796875,0.0588235294117647,1.01894437876023,0.437719471395498,0.0261666850421138,0.0710175072566139,0.643396567560403,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.352669218655,340973025,"I_0",1.2108866059166
0.98437796875,0.0588235294117647,1.00905612595016,0.43084221445036,0.0262632313447376,0.0718920519482821,0.651753723127888,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.338490209198,620542499,"I_0",1.22586997272492
0.98437796875,0.0588235294117647,1.00593218122288,0.419881364383888,0.0254810295023472,0.071970605132562,0.645300224807264,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.336883403127,972846784,"I_0",1.22716966652887
0.98437796875,0.0588235294117647,1.01313036978411,0.429354647264871,0.0264219467696691,0.0714940538303604,0.656024008415165,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.349313910773,665049098,"I_0",1.21910656471806
0.92188984375,0.0588235294117647,1.02825537446693,0.451914663138401,0.0272693944622977,0.069607653313532,0.639224138534701,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.463689601363,427668368,"I_0",1.18680662316337
0.92188984375,0.0588235294117647,1.02463856491587,0.448120498571259,0.02651948049125,0.0705841532427825,0.645881991155878,3.67999999999999e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.455046636737,166261518,"I_0",1.20350588401369
0.92188984375,0.0588235294117647,1.02633974134556,0.455382216957255,0.0265051844156417,0.0710924175473816,0.644801715298907,3.68000000000001e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.476529345118,138305662,"I_0",1.21216226032455
0.92188984375,0.0588235294117647,1.02323027844514,0.442073287643242,0.02622174160074,0.0710408052726092,0.644969549135033,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.445395413284,551884026,"I_0",1.21128807024858
0.67193734375,0.0588235294117647,1.06481227834638,0.510600770739411,0.0262593275841242,0.0693119991198136,0.63352503705674,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.742758031023,597609369,"I_0",1.18167210700877
0.67193734375,0.0588235294117647,1.066886169105,0.512485286616045,0.0256404528693175,0.0698717802527102,0.63015278596265,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.716724187296,852685498,"I_0",1.19119019941372
0.67193734375,0.0588235294117647,1.0607981679823,0.507185923987978,0.0259432678437037,0.0696711373365008,0.631402277953166,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.728480647016,609518991,"I_0",1.18778753506311
0.67193734375,0.0588235294117647,1.06157563578115,0.521597564661746,0.0255880663375926,0.0698710264398234,0.625903051632094,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.76212371989,837462728,"I_0",1.19115812991604
0.67193734375,0.0588235294117647,1.05822156678281,0.513575042234723,0.0255024234649888,0.0700342431700661,0.630713531181119,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.740112233834,633422398,"I_0",1.1939775475279
0.17203234375,0.0588235294117647,1.11562351443564,0.591423135146132,0.0252453111698219,0.0678979258671422,0.602255449417248,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.808784894855,1017057609,"I_0",1.15728446834202
0.17203234375,0.0588235294117647,1.11395321109821,0.590235713017607,0.0251576043462172,0.0680762588523312,0.604137092617893,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.813124798124,317873847,"I_0",1.16033862084839
0.01581203125,0.0588235294117647,1.11898386155808,0.608429874295303,0.0253999541762393,0.0676927674864131,0.599536828431095,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.324206357444,442508449,"I_0",1.15376514329335
0.89064578125,0.0588235294117647,1.03117048129776,0.459344782467518,0.0265377523092587,0.0703982537159873,0.641786565337664,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.466871763087,1034914291,"I_0",1.200299008081
0.89064578125,0.0588235294117647,1.03468167373481,0.464594414089871,0.0263971871310654,0.0707718149750039,0.640518491457224,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.494795912171,568341816,"I_0",1.20665441076496
0.89064578125,0.0588235294117647,1.03424970798464,0.448396040718431,0.0266323611463009,0.0704861238877431,0.64711274061702,3.68000000000001e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.463810190044,1025416502,"I_0",1.20182800993266
0.89064578125,0.0588235294117647,1.03092012026913,0.450759668918223,0.0262894633468797,0.0709723309979052,0.648673519391473,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.45945321944,243191948,"I_0",1.21013375360667
0.89064578125,0.0588235294117647,1.03070622652179,0.462342339815934,0.0264775760963432,0.0707836512578051,0.646242495996617,3.67999999999999e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.521447129608,928443576,"I_0",1.20690065378504
0.14078828125,0.0588235294117647,1.12455737793571,0.605198721186728,0.0250661813174479,0.0678774502345471,0.598116064026098,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.733792667669,8220935,"I_0",1.15689459156171
0.14078828125,0.0588235294117647,1.11995374908092,0.598443432492536,0.0248743841584557,0.0680840431184639,0.59975093370979,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.764918534768,880549015,"I_0",1.16043377790873
0.14078828125,0.0588235294117647,1.11886245430321,0.60753177714903,0.0250897165590972,0.0680281029389654,0.599451387316619,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.753944849461,103818353,"I_0",1.15948032397041
0.14078828125,0.0588235294117647,1.11731051877026,0.597744592389632,0.0249509684266028,0.0679220077794481,0.597071643968517,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.723185876266,971599085,"I_0",1.15765987776092
0.14078828125,0.0588235294117647,1.11601192596484,0.595331609057733,0.024607811419867,0.0679953525339147,0.595415476736394,3.67999999999999e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.74603658574,494537565,"I_0",1.15890185012827
0.64069328125,0.0588235294117647,1.06495409465235,0.524432876873032,0.0257539741630194,0.069775417154035,0.633324650442803,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.765846547574,1072443607,"I_0",1.18957119551473
0.64069328125,0.0588235294117647,1.06183412501641,0.518024368344853,0.0252373701310129,0.0696727585071002,0.628282288657133,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.754520587312,672062051,"I_0",1.1877931705045
0.64069328125,0.0588235294117647,1.07065118517964,0.511762978904565,0.0263951533507892,0.0692035248362547,0.633599839220966,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.787765153773,435631498,"I_0",1.17981378480127
0.64069328125,0.0588235294117647,1.05923978294447,0.51496478078635,0.0259628438637168,0.0692439186631978,0.62733247009381,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.77721508428,169979340,"I_0",1.18048017344033
0.07830015625,0.0588235294117647,1.12400264815084,0.602005912759327,0.0246535145861231,0.0679154193189089,0.595028767281128,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.539515423891,802272312,"I_0",1.15752357239867
0.07830015625,0.0588235294117647,1.12195737175,0.596625849164824,0.024832752793446,0.0679009255780178,0.594674904769966,3.67999999999999e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.517900797323,781318932,"I_0",1.15727783347725
0.07830015625,0.0588235294117647,1.12517600753973,0.601828795368077,0.0251765627364676,0.0677689160491529,0.602015305566737,3.67999999999999e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.498192920459,937452987,"I_0",1.15506776037877
0.07830015625,0.0588235294117647,1.11463182344892,0.600019635905499,0.0248937347377617,0.0680874467256131,0.595458790741694,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.587701286299,400010095,"I_0",1.16047407485871
0.07830015625,0.0588235294117647,1.11629058085794,0.604078332552691,0.0247809367184668,0.0678961691029961,0.597365890823245,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.516273784504,990635234,"I_0",1.15722302904813
0.57820515625,0.0588235294117647,1.07708226269745,0.5280261667602,0.0250378669820118,0.0697020597931606,0.619319210755679,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.816115833543,860531382,"I_0",1.18820977563968
0.70318140625,0.0588235294117647,1.05794064965088,0.505484210438848,0.0256274170024308,0.070205965648392,0.636107843823548,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.705929278498,963578845,"I_0",1.19694110110196
0.70318140625,0.0588235294117647,1.05655721631787,0.515605089699178,0.02589203966969,0.0700931546893891,0.6330470459133,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.759385462975,525066730,"I_0",1.194999889597
0.70318140625,0.0588235294117647,1.05473563271298,0.508732623358304,0.0261013652923364,0.0695273575724608,0.632400675701275,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.675086322393,25401041,"I_0",1.18535242045
0.70318140625,0.0588235294117647,1.0589452247819,0.511618914095208,0.0255589861447478,0.0700436467697275,0.630114762751965,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.728368338172,124677109,"I_0",1.19413277966516
0.70318140625,0.0588235294117647,1.06375974313113,0.502033727447402,0.0256452818584476,0.0700728744864081,0.62930673713838,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.713141011386,851778062,"I_0",1.19461803247685
0.945322890625,0.0588235294117647,1.02393864959954,0.444528002833933,0.02621425157514,0.0709681444731869,0.64403687571455,3.67999999999999e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.38138613622,927821945,"I_0",1.21004181385218
0.945322890625,0.0588235294117647,1.01563982723755,0.444170852402914,0.0265908238501766,0.0710662119903798,0.652959759406842,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.455085418276,927028492,"I_0",1.21178660069545
0.945322890625,0.0588235294117647,1.01692365983141,0.434242834245655,0.0259882952989274,0.0712459767358467,0.642334809436193,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.435332487954,771983233,"I_0",1.21477792909688
0.945322890625,0.0588235294117647,1.06176499169106,0.45767831313588,0.0327442424367518,0.0664669265605968,0.64778852227929,3.68000000000001e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.798302611228,487092295,"I_0",1.13326104500768
0.945322890625,0.0588235294117647,1.02255178595386,0.441800693255897,0.0263526099673592,0.071743438497699,0.654255554439432,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.427338506769,983433065,"I_0",1.22333267012699
0.695370390625,0.0588235294117647,1.06215051651361,0.506622167269505,0.0261298400526812,0.069531651223904,0.629184556803859,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.704240675463,230606141,"I_0",1.18539291603292
0.820346640625,0.0588235294117647,1.0399199200682,0.478126121818009,0.0259207252396331,0.0706721524819695,0.639912288144359,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.568497938216,199053793,"I_0",1.20494303446279
0.820346640625,0.0588235294117647,1.04623023474148,0.47268596068732,0.0258071959859714,0.070649808357744,0.639815832046421,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.578270832449,760697363,"I_0",1.20455153601413
0.820346640625,0.0588235294117647,1.04447534805154,0.469098005657691,0.0262660633153872,0.0706551066467039,0.640882294636551,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.5931244898,643708443,"I_0",1.20465173702372
0.820346640625,0.0588235294117647,1.03922384494329,0.475188990837254,0.0263348129152085,0.0703181640107328,0.642530505973536,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.564511106344,964132429,"I_0",1.1989260709053
0.820346640625,0.0588235294117647,1.03487017472607,0.474168459468253,0.0260364859987572,0.0706944468907205,0.64129462308593,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.57596947624,169809157,"I_0",1.20534018819752
0.070489140625,0.0588235294117647,1.12662401366911,0.607953109261205,0.0247245558799476,0.0679066024187705,0.596560664352377,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.525725655825,827906464,"I_0",1.15737828900438
0.070489140625,0.0588235294117647,1.11446496452103,0.609585761714923,0.0249165919231095,0.0679574595466316,0.597508336698243,3.68e-05,5281842,124138.724137931,0,0,0,0.01721420632104,0,-167.509188130455,1030257231,"I_0",1.15827161860946
0.60944921875,0.0588235294117647,1.08777396810698,0.527985612421978,0.0261655150838158,0.0696702601932936,0.633618049082836,3.68e-05,5281842,144828.344827586,0,0,0,0.01721420632104,0,-167.518469589535,696062109,"I_0",1.18774225033006
0.35949671875,0.0588235294117647,1.1162460539521,0.566206779507953,0.0257855377247949,0.0685746964691828,0.622731672942117,3.68e-05,5281842,144828.344827586,0,0,0,0.01721420632104,0,-167.484477840225,796637778,"I_0",1.16894703772932
0.35949671875,0.0588235294117647,1.11316857992767,0.558299239138354,0.0258576696352954,0.0685120976909463,0.623680895007688,3.68e-05,5281842,144828.344827586,0,0,0,0.01721420632104,0,-167.466481240715,543631216,"I_0",1.16789134305618
