"sigma_P","gamma","phi","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed","Profile_Type","t0"
0.00019,0.0588235294117647,1.1595670614895,0.575073148204311,0.0275487198359151,0.068637942243647,0.645865587934984,3.67999999999999e-05,5281842,220312.77995063,0,0,0,0.01721420632104,0,-165.818244250724,338719557,"sigma_P",120
