"sigma_P","gamma","mu_EI","b_3","sigma_M","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.138094827586207,0.142857142857143,0.1,-14.7114127902147,10.545315550218,0.708749288254959,3.29788095168177,1.87959918360825,3.68e-05,5301405,147658.119389282,166406.347499711,0,0,0,0,0,-296.01626263071,735835892
0.138094827586207,0.142857142857143,0.1,-14.0141789286421,10.4501160227308,0.705998213549307,3.07470949544601,1.2913036519688,3.68e-05,5301405,147657.929484794,166408.232233157,0,0,0,0,0,-295.640144935341,689534640
0.138094827586207,0.142857142857143,0.1,-15.5835872875324,5.19498649091672,0.546971467908243,2.6323947193785,-1.33594826762209,3.68e-05,5301405,147656.844255283,166406.286259299,0,0,0,0,0,-284.589797112878,641096007
0.138094827586207,0.142857142857143,0.1,-15.6304035364876,7.78037003784911,0.668251046605876,2.5646541174764,-0.936611720778933,3.68e-05,5301405,147657.242960565,166406.381049032,0,0,0,0,0,-286.87685890421,1011895766
0.138094827586207,0.142857142857143,0.1,-5.33797842515755,11.3846683840098,0.403532122322157,5.18628014838046,-7.88271543834727,3.68e-05,5301405,297657.153905708,16405.0388202827,0,0,0,0,0,-301.033234405982,181769465
0.138094827586207,0.142857142857143,0.1,-5.04079897144539,13.4490750019145,0.284378254151192,5.98245208686831,-7.84220968621444,3.68e-05,5301405,297654.765243602,16405.9447349752,0,0,0,0,0,-310.4799638635,766652361
0.138094827586207,0.142857142857143,0.1,-5.66580121643633,12.7045958571065,0.348868784677123,6.59914522785515,-7.7684306725076,3.67999999999999e-05,5301405,297654.186830702,16408.0692650803,0,0,0,0,0,-312.262934334358,698098387
0.138094827586207,0.142857142857143,0.1,-5.61698985833135,10.8134995548377,0.555774684497267,7.4407586378701,-8.27298580263425,3.67999999999999e-05,5301405,297656.87751076,16408.8781476763,0,0,0,0,0,-306.878513776072,8577019
0.138094827586207,0.142857142857143,0.1,-5.23926654850329,13.7644396824368,0.447279300381383,6.71442791212002,-8.07863140014789,3.68e-05,5301405,297655.788811268,16406.862509763,0,0,0,0,0,-311.949364449669,1066919890
0.172571034482759,0.142857142857143,0.1,-2.9364506143258,0.666267741809661,0.317573194364143,-0.439404882239954,-3.17781743666509,3.68e-05,5301405,14064.1010133261,60938.7834454907,0,0,0,0,0,-173.791473334221,616666149
0.172571034482759,0.142857142857143,0.1,-2.99164163035624,0.659304243452254,0.324899747716542,-0.421974888231991,-3.1382664277418,3.67999999999999e-05,5301405,14063.2396813965,60937.6409379551,0,0,0,0,0,-173.713882434093,886480608
0.172571034482759,0.142857142857143,0.1,-2.92382395666332,0.681199241112924,0.25514561900027,-0.47019144868085,-3.14614862418247,3.68e-05,5301405,14063.7080112618,60938.3800269073,0,0,0,0,0,-174.155713075315,405327976
0.172571034482759,0.142857142857143,0.1,-2.95445331706659,0.660968348191405,0.303685427845949,-0.43590475848473,-3.16784229482923,3.68e-05,5301405,14064.0569729143,60938.8066462853,0,0,0,0,0,-173.772652662919,984897391
0.172571034482759,0.142857142857143,0.1,-2.9606822495673,0.636444774165903,0.307515720203379,-0.442910787785979,-3.15931761470476,3.68e-05,5301405,14063.8234195605,60937.5092269117,0,0,0,0,0,-173.871432092102,361505350
0.172571034482759,0.142857142857143,0.1,-15.4759108301201,12.4122934311236,0.391819038377424,-0.453760536898644,2.88079851328897,3.68e-05,5301405,164062.408453453,210939.005399433,0,0,0,0,0,-314.618111268203,519944606
0.172571034482759,0.142857142857143,0.1,-14.1331263436926,11.0334085658679,0.6248758960106,0.790756285218702,2.30603668641352,3.68e-05,5301405,164062.120011149,210937.522559188,0,0,0,0,0,-300.613681109878,575908992
0.172571034482759,0.142857142857143,0.1,-15.1345672906009,8.6071710731149,0.485322783655719,-1.39167155572446,3.2106708967664,3.67999999999999e-05,5301405,164062.252867122,210936.362515638,0,0,0,0,0,-318.238415641514,533134538
0.172571034482759,0.142857142857143,0.1,-15.1964393944144,6.71718909255488,0.37494469408889,-0.214290880143678,1.64917966814415,3.68e-05,5301405,164061.349853746,210937.820718098,0,0,0,0,0,-311.268521608447,459458617
0.172571034482759,0.142857142857143,0.1,-14.8973834362196,10.8812583173833,0.487828298477386,-0.0668283710234339,2.44472740072627,3.68e-05,5301405,164064.266299725,210936.956842451,0,0,0,0,0,-308.042022702838,178594058
0.172571034482759,0.142857142857143,0.1,-7.26330328711921,7.57565526762343,0.650144309009894,1.22102232570189,-0.185271387737217,3.68e-05,5301405,239063.417657256,135935.736215815,0,0,0,0,0,-267.974629236375,295958864
0.172571034482759,0.142857142857143,0.1,-7.91128217648749,9.69851888572648,0.793275808942878,1.97473903257068,-0.563381195769534,3.67999999999999e-05,5301405,239063.049054458,135937.494493002,0,0,0,0,0,-286.476905642551,561756000
0.172571034482759,0.142857142857143,0.1,-7.92936478118892,8.49879499008993,0.795843915854051,1.98157058239885,-1.38446516770135,3.68e-05,5301405,239062.408887473,135937.77952805,0,0,0,0,0,-272.894179569606,505749092
0.172571034482759,0.142857142857143,0.1,-8.56353827108357,9.91043855484433,0.785313509513621,2.26725895007079,-0.266456999019573,3.68e-05,5301405,239062.611875679,135939.018839212,0,0,0,0,0,-287.932296471543,567574533
0.172571034482759,0.142857142857143,0.1,-8.08133139218775,7.63544330880417,0.714182334588281,1.81933693202783,-1.37695688308949,3.68e-05,5301405,239063.462448774,135937.934514602,0,0,0,0,0,-266.587315722956,822585952
0.172571034482759,0.142857142857143,0.1,-1.75249228586782,2.62772449234899,0.429353236501553,0.411038129956162,-6.11219879899729,3.68e-05,5301405,89063.6453100728,285935.685635107,0,0,0,0,0,-222.217821984823,429087495
0.172571034482759,0.142857142857143,0.1,-2.38780420133717,1.33816109020607,0.371496754179846,0.16149474344539,-4.46858839005119,3.68e-05,5301405,89062.2549637681,285936.766158858,0,0,0,0,0,-192.138555766867,620429654
0.172571034482759,0.142857142857143,0.1,-2.53978958139968,1.5330837151715,0.59617189232863,0.708169471105331,-5.22518196324983,3.68e-05,5301405,89060.6722710574,285938.480919066,0,0,0,0,0,-199.439287913036,986104954
0.172571034482759,0.142857142857143,0.1,-2.12574891158474,2.1182317347912,0.446316304797558,0.683484589254059,-5.90217568503155,3.68e-05,5301405,89063.7595999914,285935.802458711,0,0,0,0,0,-214.112390688836,300883783
0.172571034482759,0.142857142857143,0.1,-2.40680160164885,1.46195549923514,0.513228593491083,0.305837511547903,-4.73570354749141,3.68e-05,5301405,89063.3403307827,285941.16539619,0,0,0,0,0,-194.788332557318,224291038
0.172571034482759,0.142857142857143,0.1,-8.40917112438879,2.54093837980416,0.759854040544971,1.48210242031065,-1.75548697076006,3.68e-05,5301405,276562.261267848,98437.5271355185,0,0,0,0,0,-234.041632451605,395445036
0.172571034482759,0.142857142857143,0.1,-11.4139239204398,3.94528606455673,0.427374262667796,1.951400813145,-1.5884518092465,3.68e-05,5301405,276563.458412824,98438.4864322794,0,0,0,0,0,-266.914186957819,429894559
0.172571034482759,0.142857142857143,0.1,-11.5553284454332,3.53227465474895,0.775886789588817,1.88181135513584,-1.41898416940219,3.68e-05,5301405,276563.811916425,98438.5667988049,0,0,0,0,0,-256.679411451982,610211246
0.172571034482759,0.142857142857143,0.1,-11.1744027253298,5.10042697403333,0.272666127566215,2.20290929792785,-2.26554250289584,3.68e-05,5301405,276563.790896639,98437.922056779,0,0,0,0,0,-274.462801559137,367635837
0.172571034482759,0.142857142857143,0.1,-10.556346669277,3.4507514353234,0.657654887068957,2.19586259427138,-2.16073605731076,3.68e-05,5301405,276562.206922225,98437.2074677836,0,0,0,0,0,-252.330358238035,802655379
0.172571034482759,0.142857142857143,0.1,0.796048679910598,1.59317450345666,0.407622786711651,6.02888296153311,6.36270714524556,3.68e-05,5301405,126563.844637717,248438.01736331,0,0,0,0,0,-198.537535100793,497350935
0.172571034482759,0.142857142857143,0.1,0.791591373205724,1.59459302368959,0.410646370283795,6.05284921458968,6.3066998924378,3.68e-05,5301405,126562.862366357,248437.166233949,0,0,0,0,0,-198.540783584689,747921245
0.172571034482759,0.142857142857143,0.1,0.787531122701575,1.58792380989902,0.41095966515902,6.04716185393349,6.31291120538042,3.67999999999999e-05,5301405,126563.670606225,248438.263147729,0,0,0,0,0,-198.536875657474,158448301
0.172571034482759,0.142857142857143,0.1,0.790098175699972,1.58899381180643,0.412108872744676,6.04529225089769,6.30243358737456,3.68e-05,5301405,126563.221018851,248437.498038936,0,0,0,0,0,-198.536963388407,118177178
0.172571034482759,0.142857142857143,0.1,0.792103684208023,1.5896810614208,0.414087871534473,6.04878358603819,6.26979397648192,3.68e-05,5301405,126562.925860338,248437.301506977,0,0,0,0,0,-198.540238428457,897719796
0.172571034482759,0.142857142857143,0.1,7.11461134619424,17.0891097706566,0.539418418253218,0.334338191343614,1.70738579918826,3.67999999999999e-05,5301405,51562.2311431837,23436.8971226904,0,0,0,0,0,-327.303164846511,32547525
0.172571034482759,0.142857142857143,0.1,7.40058069857845,27.474556386096,0.537877212231167,-2.58010422358083,1.63336514497858,3.68000000000001e-05,5301405,51562.9691751872,23439.037490482,0,0,0,0,0,-363.399351199344,311183532
0.172571034482759,0.142857142857143,0.1,7.42559748565357,14.2982090868459,0.620912399724649,0.0640993182333006,2.3492143064159,3.67999999999999e-05,5301405,51561.6343741265,23438.6782166128,0,0,0,0,0,-320.602271180524,1060252801
0.172571034482759,0.142857142857143,0.1,6.55298493171249,32.8153761058648,0.382304234747387,-1.27259576246812,1.0561363779783,3.67999999999999e-05,5301405,51562.767922955,23437.9965668196,0,0,0,0,0,-368.210304104555,44485567
0.172571034482759,0.142857142857143,0.1,6.94717520330877,28.3787224488305,0.484360929992033,-1.70623047400441,1.22567977406235,3.68000000000001e-05,5301405,51563.2788626539,23438.5745790318,0,0,0,0,0,-363.457227804125,457425963
0.172571034482759,0.142857142857143,0.1,-2.88880576075217,0.662994463264766,0.0420470444050776,-0.326035584904304,-2.70596568450043,3.68e-05,5301405,201562.875037397,173435.715589099,0,0,0,0,0,-170.203651716014,246528060
0.172571034482759,0.142857142857143,0.1,-2.87262800850683,0.651302517430321,0.0382471299902145,-0.354672519888104,-2.64451310399645,3.68e-05,5301405,201562.702988054,173438.326954226,0,0,0,0,0,-170.117253168246,508295430
0.172571034482759,0.142857142857143,0.1,-2.90301422747861,0.684669921912463,0.0481800655721682,-0.282951953707189,-2.79567300405534,3.68e-05,5301405,201564.104339345,173438.056148032,0,0,0,0,0,-170.696914546633,551470185
0.172571034482759,0.142857142857143,0.1,-2.86106417243077,0.651247076592758,0.0377888280477264,-0.367279352310826,-2.63999999826194,3.68e-05,5301405,201562.171362449,173437.180480699,0,0,0,0,0,-170.10174798155,823174717
0.172571034482759,0.142857142857143,0.1,-2.86078579077108,0.653179400034118,0.0379259078017186,-0.365450301317942,-2.64186947722188,3.68e-05,5301405,201564.810037977,173439.642556824,0,0,0,0,0,-170.114215698017,145142204
0.172571034482759,0.142857142857143,0.1,-2.35973377584239,1.48813970888249,0.754503805076478,2.93502207228372,-0.667007500536239,3.68e-05,5301405,32813.7281454756,154686.720605572,0,0,0,0,0,-205.798108968237,476677370
0.172571034482759,0.142857142857143,0.1,-2.57509518039179,1.40767926581816,0.71953216996687,1.66571937900205,-0.666496246987119,3.68e-05,5301405,32812.4774367262,154690.978695466,0,0,0,0,0,-200.159661848366,267702466
0.172571034482759,0.142857142857143,0.1,-2.64657072931038,1.38468361456844,0.658739916986491,1.61735953524827,-0.642778420675324,3.68000000000001e-05,5301405,32814.1394386389,154688.079007665,0,0,0,0,0,-200.019005556633,959000672
0.172571034482759,0.142857142857143,0.1,-2.52196068722513,1.40585706868081,0.692239276778271,1.78126651649437,-0.681168686469499,3.68e-05,5301405,32814.7682272896,154685.826057227,0,0,0,0,0,-200.433123218576,92672235
0.172571034482759,0.142857142857143,0.1,-2.55038343860614,1.38194878312963,0.437130757198941,0.682675361671402,-0.789169527534866,3.68e-05,5301405,32811.930504744,154692.208230475,0,0,0,0,0,-197.6363696416,694875671
0.172571034482759,0.142857142857143,0.1,-10.1366397268037,5.34714372819035,0.541268199258587,-0.984282561342649,2.29752817163037,3.68e-05,5301405,182812.749880789,4687.06710153018,0,0,0,0,0,-292.873832445654,52655742
0.172571034482759,0.142857142857143,0.1,-9.74911222757471,8.36209050506268,0.36421646224599,-0.644296610625222,1.90783917669402,3.68e-05,5301405,182812.920253968,4687.33135438311,0,0,0,0,0,-297.03463537134,210648959
0.172571034482759,0.142857142857143,0.1,-10.0106128169793,4.53774060607759,0.626406006220336,-1.04749311605874,2.10789511789804,3.68e-05,5301405,182812.79209438,4687.80439850724,0,0,0,0,0,-283.220798422711,10263388
0.172571034482759,0.142857142857143,0.1,-10.4268532117234,5.56850469842836,0.399786220744738,-1.30149554555244,2.77079318246824,3.68e-05,5301405,182812.970782491,4687.57180607109,0,0,0,0,0,-320.254679625141,56054265
0.172571034482759,0.142857142857143,0.1,-10.9659762166162,5.47392537129149,0.581677350378192,-0.834279935725838,2.43426566904296,3.68e-05,5301405,182812.950086149,4690.08066344679,0,0,0,0,0,-302.113889196382,519753903
0.172571034482759,0.142857142857143,0.1,-16.3003459667452,10.9583518872608,0.774753032389204,5.73166594151513,2.14498265718312,3.68000000000001e-05,5301405,257813.324603828,229689.344922277,0,0,0,0,0,-297.4849261976,342613898
0.172571034482759,0.142857142857143,0.1,-15.4817473171951,10.8905615998226,0.803368723268687,5.37355833395085,0.308126951380071,3.68e-05,5301405,257811.950735691,229689.616457907,0,0,0,0,0,-298.014686387101,988625208
0.172571034482759,0.142857142857143,0.1,-14.5329296342176,10.7346426920208,0.818792921601757,4.64772125708187,1.44568675565708,3.68e-05,5301405,257812.652132201,229688.874778694,0,0,0,0,0,-295.953597772946,32166712
0.172571034482759,0.142857142857143,0.1,-16.0351014648647,10.8418547852433,0.79501041788865,5.01846779100538,1.93975622123862,3.67999999999999e-05,5301405,257814.332880682,229687.594365307,0,0,0,0,0,-297.017894662172,576903850
0.172571034482759,0.142857142857143,0.1,-15.7554457718288,11.0074602590158,0.798556065195725,5.32563242496305,1.87147194626615,3.68e-05,5301405,257813.900004677,229689.970169658,0,0,0,0,0,-296.993586992319,957050845
0.172571034482759,0.142857142857143,0.1,-2.81828073692819,0.573399840214643,0.0309317200342475,-0.467019287615464,-2.63769925820126,3.68e-05,5301405,107812.233888834,79688.2142798495,0,0,0,0,0,-166.183304468711,880853894
0.172571034482759,0.142857142857143,0.1,-2.81473491443513,0.569283589680765,0.0298742787065926,-0.480604048644536,-2.61675638251654,3.68e-05,5301405,107812.990310345,79688.7420864151,0,0,0,0,0,-166.134406736311,381510551
0.172571034482759,0.142857142857143,0.1,-2.8134360080415,0.571239188540157,0.029587589134985,-0.483159027766109,-2.60902182327653,3.67999999999999e-05,5301405,107813.282444047,79688.6649488229,0,0,0,0,0,-166.127773523984,725272509
0.172571034482759,0.142857142857143,0.1,-2.80799975342228,0.57236904948317,0.0296820076720183,-0.485200079090407,-2.61905384096026,3.68e-05,5301405,107812.952251889,79688.3420355945,0,0,0,0,0,-166.144109823959,1033409884
0.172571034482759,0.142857142857143,0.1,-2.80309032140384,0.570713118555208,0.0296317893999483,-0.489620346881759,-2.61610717931794,3.68e-05,5301405,107813.176241279,79686.4817345814,0,0,0,0,0,-166.138894022068,85836619
0.172571034482759,0.142857142857143,0.1,-5.8787282441931,0.0217261878156623,0.0175011613567684,2.17092974130495,-1.80984139633519,3.68e-05,5301405,295312.458029431,267188.706945683,0,0,0,0,0,-922.537011155424,508668638
0.172571034482759,0.142857142857143,0.1,-6.32893595891168,0.0161201154642801,0.0192594046886107,2.40291421724437,-1.766331508574,3.68e-05,5301405,295313.559490653,267186.758689854,0,0,0,0,0,-922.690321339501,415768463
0.172571034482759,0.142857142857143,0.1,-7.49052709931965,0.0211027240579439,0.115210293862072,2.74082921638407,-3.63881408178636,3.68e-05,5301405,295311.598257417,267188.016989663,0,0,0,0,0,-920.137203833397,882693409
0.172571034482759,0.142857142857143,0.1,-5.34751032270866,0.0148723248819543,0.0154454537959487,1.86717643843072,-1.8516429009348,3.68e-05,5301405,295312.575791282,267188.067174688,0,0,0,0,0,-922.029932386459,997444441
0.172571034482759,0.142857142857143,0.1,-5.53663076791331,0.0110725763937942,0.0161454150014158,1.9758880094857,-1.83381117252435,3.68e-05,5301405,295313.044577315,267187.23800124,0,0,0,0,0,-922.115317908215,1010188337
0.172571034482759,0.142857142857143,0.1,0.774934284490741,1.59195755205372,0.422519428688105,6.10557705889308,6.10355136905887,3.68000000000001e-05,5301405,145313.105738385,117189.218102546,0,0,0,0,0,-198.571166717607,839597238
0.172571034482759,0.142857142857143,0.1,0.794823795148598,1.58903925181277,0.420707424975919,6.06569052907967,6.14703847396728,3.68e-05,5301405,145311.212549036,117188.245833415,0,0,0,0,0,-198.564566324982,692084081
0.172571034482759,0.142857142857143,0.1,0.771068489720365,1.59625494737719,0.41323914938779,6.09202734184054,6.23008576212,3.68e-05,5301405,145313.483941132,117188.213043847,0,0,0,0,0,-198.567698268584,234249254
0.172571034482759,0.142857142857143,0.1,0.90275170853383,1.59477920765662,0.379942180472757,5.86729604756879,6.5772889014554,3.68e-05,5301405,145311.865061835,117186.561624463,0,0,0,0,0,-198.572235338455,292067538
0.172571034482759,0.142857142857143,0.1,0.794288622008031,1.59122691716969,0.409605224706781,6.04788651355985,6.27178704506663,3.68e-05,5301405,145313.687003411,117188.017705581,0,0,0,0,0,-198.555872448834,554258311
0.172571034482759,0.142857142857143,0.1,-1.37492762415175,18.5877981800295,0.587603751449259,-0.0107587951453068,0.69835078587818,3.68e-05,5301405,70313.1196914215,192188.376554417,0,0,0,0,0,-398.631193223616,301652994
0.172571034482759,0.142857142857143,0.1,-1.75027165836564,40.4337647976505,0.113573450968439,0.215064285447157,0.986424456813074,3.68e-05,5301405,70314.655057738,192189.695901762,0,0,0,0,0,-418.464369934419,965879481
0.172571034482759,0.142857142857143,0.1,-2.826670552959,0.588106250417713,0.0331387469006169,-0.421131944110149,-2.64545549261088,3.67999999999999e-05,5301405,70316.0398840363,192186.656912383,0,0,0,0,0,-166.904477296137,656090651
0.172571034482759,0.142857142857143,0.1,-2.83107845193973,0.584825000816869,0.0334676998923655,-0.416609896548017,-2.65205301804171,3.68e-05,5301405,70313.6852580708,192188.66206868,0,0,0,0,0,-166.898753224161,5223930
0.172571034482759,0.142857142857143,0.1,-1.04763979882553,24.8337754765767,0.658277415477842,-1.13957451351316,1.57289113390534,3.68e-05,5301405,70312.930425443,192187.840660902,0,0,0,0,0,-382.658603644102,122684782
0.172571034482759,0.142857142857143,0.1,-13.6110459920892,6.28021580333283,0.649592030248893,4.78815147135634,-5.52496958859029,3.68e-05,5301405,220312.584191945,42187.779264958,0,0,0,0,0,-273.563121280132,810768440
0.172571034482759,0.142857142857143,0.1,-13.4200094103485,8.07969284335037,0.538605625197346,4.59914220153198,-5.12419062951122,3.68e-05,5301405,220312.824685421,42186.9898941069,0,0,0,0,0,-282.612988291168,681894510
0.172571034482759,0.142857142857143,0.1,-14.1243519531964,8.29066886031193,0.457556239881183,4.8536389776687,-5.17196296294384,3.68e-05,5301405,220312.984183694,42188.373805147,0,0,0,0,0,-288.4757566828,1059553521
0.172571034482759,0.142857142857143,0.1,-12.596200828987,5.35123306669023,0.462978948609039,4.03804046489341,-4.78525192048713,3.67999999999999e-05,5301405,220313.865469423,42188.8739584715,0,0,0,0,0,-271.231961011151,337512020
0.172571034482759,0.142857142857143,0.1,-12.8612777693939,4.41519450412592,0.556685958766492,4.4679050195489,-5.54203654908396,3.68e-05,5301405,220311.63746968,42187.5586770324,0,0,0,0,0,-266.764656187388,183144368
0.172571034482759,0.142857142857143,0.1,-11.5504695776746,10.5027157907943,0.809376461853309,3.51617364510803,1.41171897781367,3.68e-05,5301405,117189.360974739,107813.262650721,0,0,0,0,0,-292.615934312329,515328050
0.172571034482759,0.142857142857143,0.1,-11.821268076074,10.9375880526239,0.773527976105774,4.43477299700969,1.42825224306844,3.68000000000001e-05,5301405,117189.373238186,107814.321550248,0,0,0,0,0,-293.940986026849,990485543
0.172571034482759,0.142857142857143,0.1,-11.5540944770739,10.8616799499444,0.752590322764345,4.60847232266459,1.47245065182403,3.68e-05,5301405,117185.691707695,107813.786653511,0,0,0,0,0,-294.080122131577,936427841
0.172571034482759,0.142857142857143,0.1,-11.4998625387515,10.6260153332829,0.783310382511479,4.12622172225234,1.39243015956334,3.68e-05,5301405,117188.833592588,107813.161591986,0,0,0,0,0,-293.278308528881,289381208
0.172571034482759,0.142857142857143,0.1,-10.8790644456058,11.0802595323989,0.806962894613908,4.7567324565613,1.30815475819263,3.68e-05,5301405,117189.035007339,107814.533067423,0,0,0,0,0,-293.814577076064,672769843
0.172571034482759,0.142857142857143,0.1,-2.83396103825819,1.25362435706085,0.199103267446787,-0.0617694205875802,-1.31776299519371,3.67999999999999e-05,5301405,267187.31428987,257811.720253672,0,0,0,0,0,-191.530288484575,853603445
0.172571034482759,0.142857142857143,0.1,-2.88223268501383,0.730129233256338,0.0464863197017386,-0.267839314628779,-2.62329067262373,3.68e-05,5301405,267188.257360084,257812.260273652,0,0,0,0,0,-173.687847343472,687072676
0.172571034482759,0.142857142857143,0.1,-2.95278696408047,0.767707711991246,0.0644463617555813,-0.205269430519147,-2.75596877079468,3.68e-05,5301405,267187.911913135,257811.432991419,0,0,0,0,0,-174.422723520149,375249504
0.172571034482759,0.142857142857143,0.1,-2.88416251348315,0.725788399898237,0.0465894759351447,-0.267578020412409,-2.62620177991506,3.68e-05,5301405,267187.520442383,257813.598914252,0,0,0,0,0,-173.660344704458,373996631
0.172571034482759,0.142857142857143,0.1,-2.8821273579248,0.730860519518976,0.0461705953000496,-0.274093214729583,-2.61052658753894,3.68000000000001e-05,5301405,267188.527395076,257813.069232124,0,0,0,0,0,-173.691104696463,856200871
0.172571034482759,0.142857142857143,0.1,-3.33164790502562,0.927725913398149,0.531894913700432,-0.20519511555815,-3.17273406259982,3.68e-05,5301405,192186.25708544,32813.0364073026,0,0,0,0,0,-181.978464483408,846906966
0.172571034482759,0.142857142857143,0.1,-3.30001335909981,0.970160967606833,0.517279472394299,-0.0146616442501182,-3.44825181188945,3.68000000000001e-05,5301405,192187.943786158,32815.4809408521,0,0,0,0,0,-182.635277713368,61258926
0.172571034482759,0.142857142857143,0.1,-4.054592119548,1.46496486233779,0.698078934999031,1.48310800016552,-4.63400354350626,3.68e-05,5301405,192187.123924625,32813.2216516301,0,0,0,0,0,-198.196277700266,221968459
0.172571034482759,0.142857142857143,0.1,-3.68775587125145,1.1736156138406,0.815738682780771,0.760134555048787,-4.12856673459716,3.67999999999999e-05,5301405,192188.174487041,32812.5913566441,0,0,0,0,0,-190.411909420413,674840735
0.172571034482759,0.142857142857143,0.1,-3.5041601014377,1.06528793023964,0.777291021579373,0.402550134756358,-3.85909745459686,3.68e-05,5301405,192186.882592629,32812.8688415146,0,0,0,0,0,-187.100063842975,558564418
0.172571034482759,0.142857142857143,0.1,-17.0499951504923,119.750667022606,0.0825761704302654,-1.17899211492566,-0.144677924984405,3.68e-05,5301405,42187.7042241907,182812.890972401,0,0,0,0,0,-416.915166081148,459967063
0.172571034482759,0.142857142857143,0.1,-17.3338586595739,119.848559910671,0.0970585620655479,0.147763017871981,-0.488835330760081,3.68e-05,5301405,42189.9352824718,182814.202304692,0,0,0,0,0,-403.704645866803,1018198305
0.172571034482759,0.142857142857143,0.1,-17.8410757183485,118.488788039513,0.0984391614092144,0.112740245453634,-0.134469382962129,3.68e-05,5301405,42186.5869409153,182814.337921773,0,0,0,0,0,-402.114087356371,892264375
0.172571034482759,0.142857142857143,0.1,-17.560824283475,120.102638675571,0.133663584516156,-0.641056049095082,-0.369715122051559,3.68000000000001e-05,5301405,42188.7960966432,182812.787310543,0,0,0,0,0,-404.695568726483,424412600
0.172571034482759,0.142857142857143,0.1,-16.924845785891,112.500103095174,0.146358123508442,-1.37425492350849,1.06224461563796,3.68000000000001e-05,5301405,42188.1432160851,182813.204135049,0,0,0,0,0,-401.010832362731,589010090
0.172571034482759,0.142857142857143,0.1,5.43304967570262,15.1333393699584,0.426116676078201,-0.554795111688245,4.86453544397649,3.68e-05,5301405,154688.999788293,70312.1265745366,0,0,0,0,0,-322.224647834813,746750233
0.172571034482759,0.142857142857143,0.1,4.99703035025749,1.88476763608085,0.620943176815743,2.87225633931145,5.46850131573601,3.67999999999999e-05,5301405,154689.001500157,70313.3569150947,0,0,0,0,0,-205.503189043213,281487946
0.172571034482759,0.142857142857143,0.1,4.77137947061441,1.83715536390393,0.50871359649533,2.89330272568186,5.86637067518719,3.68e-05,5301405,154689.109568575,70313.1876456901,0,0,0,0,0,-204.263337929802,908013863
0.172571034482759,0.142857142857143,0.1,4.56921078068325,1.71727628570973,0.246960442202562,3.16001788500898,6.06916587503586,3.68000000000001e-05,5301405,154686.02645728,70311.6084416876,0,0,0,0,0,-201.533001723222,253522853
0.172571034482759,0.142857142857143,0.1,4.14621303827958,1.69414814186591,0.205725679175699,3.36432254960331,6.07274060903714,3.68e-05,5301405,154686.544543964,70313.6040975902,0,0,0,0,0,-201.028621937157,429169698
0.172571034482759,0.142857142857143,0.1,-3.04134464308802,0.737225706983971,0.198713032444696,-0.271473702771576,-3.16972937177806,3.68e-05,5301405,4689.03246870749,220313.341371268,0,0,0,0,0,-175.257968911974,797031433
0.172571034482759,0.142857142857143,0.1,-3.12720816316564,0.781699256094888,0.323996853860797,-0.230937368420653,-3.20418975466738,3.68e-05,5301405,4687.55795698185,220311.787232736,0,0,0,0,0,-177.096768100559,374039079
0.172571034482759,0.142857142857143,0.1,-3.19138516541976,0.788222402741218,0.358090334032633,-0.216017316768319,-3.17672333724753,3.68e-05,5301405,4690.50069231035,220311.737817189,0,0,0,0,0,-177.60860830132,651594122
0.172571034482759,0.142857142857143,0.1,-3.35862700777892,0.84394213571926,0.628779644689836,-0.150035276052054,-3.16458661788949,3.68e-05,5301405,4687.74507193014,220315.258784382,0,0,0,0,0,-180.3481491475,195998617
0.172571034482759,0.142857142857143,0.1,-3.09609918410776,0.793039296466193,0.257793158980912,-0.286843886368299,-3.13421324386431,3.68e-05,5301405,4687.4971982419,220313.872495621,0,0,0,0,0,-176.252355857069,633845003
0.172571034482759,0.142857142857143,0.1,-14.4851237432549,120.906001872155,0.0339143470372004,1.26611750202428,-5.48682180136853,3.68000000000001e-05,5301405,79690.4911130063,145311.456829796,0,0,0,0,0,-416.994247494669,651850081
0.172571034482759,0.142857142857143,0.1,-14.5451464305882,116.873508837845,0.102698331910086,1.40184130156663,-5.58552501101458,3.67999999999999e-05,5301405,79686.9020217591,145315.137028037,0,0,0,0,0,-410.541613783563,245861865
0.172571034482759,0.142857142857143,0.1,-15.0058946943161,113.055751838641,0.0582519316767732,1.12587502078783,-3.99123623171643,3.68e-05,5301405,79689.0920626634,145312.531008393,0,0,0,0,0,-417.276369816684,380412412
0.172571034482759,0.142857142857143,0.1,-14.49254482521,120.144935102825,0.0494145275235029,1.08573980092152,-5.06919916652451,3.68e-05,5301405,79689.8122561311,145312.96219197,0,0,0,0,0,-416.975310782836,129053645
0.172571034482759,0.142857142857143,0.1,-15.5767277616437,115.859316115209,0.0637377545951515,1.43590273966545,-5.34694820939254,3.68e-05,5301405,79687.7955750614,145313.248314811,0,0,0,0,0,-416.154549825188,192499735
0.172571034482759,0.142857142857143,0.1,2.29874445802347,1.51216216908894,0.615244105100253,4.81229123171711,2.33302947138517,3.67999999999999e-05,5301405,229685.243799286,295315.241055923,0,0,0,0,0,-196.872008422813,581773479
