"sigma_P","gamma","mu_EI","b_3","sigma_M","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.00019,0.142857142857143,0.1,4.7620213715554,4.63072054848715,0.384864387751531,0.407405345275359,5.46080932807939,3.68e-05,5301405,154689.63201187,70313.9800578622,0,0,0,0,0,-307.717390645548,14570353
0.00019,0.142857142857143,0.1,5.15205535803188,1.82178405026825,0.405622188571909,2.99845462177975,5.6129591620601,3.67999999999999e-05,5301405,154686.486741941,70313.2645266798,0,0,0,0,0,-203.864034218109,177636294
0.00019,0.142857142857143,0.1,4.73847647934137,1.79598792079024,0.418910462173875,3.0318106038373,5.57133560304035,3.68e-05,5301405,154687.721855879,70312.9242187058,0,0,0,0,0,-203.451627408304,549888949
0.00019,0.142857142857143,0.1,-2.98648715981501,0.755721442536144,0.182956264870152,-0.337636929807575,-3.12032518128647,3.68e-05,5301405,4687.61905094275,220310.681199159,0,0,0,0,0,-174.943085114236,117955791
0.00019,0.142857142857143,0.1,-3.11956710572772,0.80982723182296,0.342090074613903,-0.225735647567042,-3.2214831131704,3.68e-05,5301405,4688.29166619418,220310.903796549,0,0,0,0,0,-177.398706177136,716727148
0.00019,0.142857142857143,0.1,-3.14472909743726,0.826088390280948,0.368464205278025,-0.235827543651437,-3.20239122692938,3.68e-05,5301405,4687.65820802906,220313.856777281,0,0,0,0,0,-177.760770885079,202031268
0.00019,0.142857142857143,0.1,-3.0910988166551,0.765795217534099,0.259895888078061,-0.228487811881221,-3.20562118413529,3.68e-05,5301405,4687.79068556163,220310.580203324,0,0,0,0,0,-176.270541718193,236956072
0.00019,0.142857142857143,0.1,-3.15372553575394,0.814231160309052,0.379583938054985,-0.169526045796124,-3.27166032359173,3.68000000000001e-05,5301405,4687.8586943372,220312.72447032,0,0,0,0,0,-177.899709801318,849362984
0.00019,0.142857142857143,0.1,-13.4577342182765,101.229504767202,0.0760408139040984,1.37962199833209,-5.33520165450136,3.67999999999999e-05,5301405,79686.6576589117,145311.831579972,0,0,0,0,0,-402.67098408718,1073253733
0.00019,0.142857142857143,0.1,-15.4791648013916,120.328384431111,0.0913537309594901,0.78277428444724,-5.45235260222822,3.68e-05,5301405,79688.1805475014,145313.61954464,0,0,0,0,0,-416.942779919541,355681116
0.00019,0.142857142857143,0.1,-14.3631846033668,120.195285592106,0.050716849402608,0.269760850633209,-5.98018454495061,3.68e-05,5301405,79687.2127047766,145312.487435684,0,0,0,0,0,-416.977889571013,249823444
0.00019,0.142857142857143,0.1,-14.6820980564989,119.884523884392,0.0682642131536742,1.0068413859036,-4.690705148034,3.68e-05,5301405,79686.3088682999,145311.939285086,0,0,0,0,0,-416.958945360112,581159511
0.00019,0.142857142857143,0.1,-14.8298123298146,118.545552519066,0.0961134072258886,1.59561782133996,-5.20671376172942,3.68e-05,5301405,79687.9385077628,145311.693289434,0,0,0,0,0,-407.999123362175,235608930
0.00019,0.142857142857143,0.1,2.28253435350201,1.51396665164314,0.629851573294791,4.82125574652878,2.31111630835492,3.68e-05,5301405,229686.906756888,295312.713602706,0,0,0,0,0,-196.848748828621,965658025
0.00019,0.142857142857143,0.1,2.29783240056584,1.50784648917667,0.620877673337766,4.81125747675635,2.32750603240406,3.67999999999999e-05,5301405,229687.223201513,295312.419789388,0,0,0,0,0,-196.83949177188,117763080
0.00019,0.142857142857143,0.1,2.20373333001654,1.51777768845834,0.727923047349202,4.87281666602373,2.21425536797944,3.68e-05,5301405,229688.370051929,295311.081151295,0,0,0,0,0,-196.984736668719,240427795
0.00019,0.142857142857143,0.1,2.26430429344472,1.51590559449368,0.642363165168409,4.82930050422142,2.31684070054087,3.68e-05,5301405,229688.611395304,295312.135208961,0,0,0,0,0,-196.861994362837,613494371
0.00019,0.142857142857143,0.1,2.26495667260419,1.51155593384662,0.637833964281014,4.83360500299148,2.27016398196214,3.68e-05,5301405,229688.811471642,295313.244254037,0,0,0,0,0,-196.860991294401,278509076
0.00019,0.142857142857143,0.1,-13.820625960179,10.587452601309,0.899976908788747,4.39351111240961,1.70640945197192,3.68000000000001e-05,5301405,135940.221894774,276564.122740112,0,0,0,0,0,-295.022710402662,184841419
0.00019,0.142857142857143,0.1,-14.4623362814183,10.4422584672079,0.895437671925357,4.17338452499012,1.71769283824335,3.68000000000001e-05,5301405,135938.464144798,276562.053856716,0,0,0,0,0,-295.29586243503,863054083
0.00019,0.142857142857143,0.1,-14.6663157202742,10.6726575263763,0.817351308703129,4.35682215074401,1.60218325868718,3.68e-05,5301405,135937.777286744,276563.590359116,0,0,0,0,0,-295.848987365189,583785466
0.00019,0.142857142857143,0.1,-15.0870558477299,10.8472680579911,0.919356237897463,5.38354218143537,1.88286153746019,3.68e-05,5301405,135939.880670112,276565.337383107,0,0,0,0,0,-296.169246389756,777285151
0.00019,0.142857142857143,0.1,-14.3910482020743,10.5338460981507,0.899095238355433,4.4223351034887,1.6974086425136,3.67999999999999e-05,5301405,135938.826214061,276562.748861143,0,0,0,0,0,-295.325458838878,569132665
