"E_0","gamma","mu_EI","b_3","sigma_P","sigma_M","rho","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
1,0.142857142857143,0.1,-8.58435276755123,0.45322890625,23.8857881147588,0.0497982809288776,0.455024705520964,1.60925161100237,3.68000000000001e-05,5301405,173438.622951891,0,0,0,0,0,-326.021199468305,420327298
1,0.142857142857143,0.1,-4.46338290094562,0.45322890625,1.4573574198146,0.37656067905477,-0.0687248182591016,-1.36161538898925,3.68e-05,5301405,173436.351228706,0,0,0,0,0,-197.357788194348,955328015
1,0.142857142857143,0.1,-2.92622490401613,0.14078828125,0.68998132397123,0.144964831648226,-0.409156346779382,-3.10298255801396,3.68000000000001e-05,5301405,154686.502938688,0,0,0,0,0,-173.983920343884,744904104
1,0.142857142857143,0.1,-2.78347010057198,0.14078828125,0.576523833501545,0.0285870578711344,-0.509385604185491,-2.55351990955483,3.68e-05,5301405,154688.421213505,0,0,0,0,0,-166.259087316412,86127183
1,0.142857142857143,0.1,-2.79040474787439,0.14078828125,0.573823797989005,0.0287913408861457,-0.506891302841012,-2.55106437024545,3.68e-05,5301405,154687.136647756,0,0,0,0,0,-166.263189082222,463359861
1,0.142857142857143,0.1,-2.78611326134973,0.14078828125,0.578136286197126,0.0286762567060643,-0.511420726530158,-2.55097005045635,3.68e-05,5301405,154687.032488754,0,0,0,0,0,-166.283525885848,845038031
1,0.142857142857143,0.1,-2.78751276175769,0.14078828125,0.574585488821426,0.0286658225695581,-0.511960502346565,-2.54589683204819,3.68000000000001e-05,5301405,154687.949668668,0,0,0,0,0,-166.254442994097,777348825
1,0.142857142857143,0.1,-9.91384944458116,0.64069328125,10.1576149097598,0.912978739277434,2.37173910700591,2.53957703892028,3.68000000000001e-05,5301405,4689.20125522587,0,0,0,0,0,-288.948050813948,238396403
1,0.142857142857143,0.1,-9.58585332191745,0.64069328125,10.0290389801581,0.896456473000625,2.17133777187202,2.51797568472561,3.68e-05,5301405,4689.09568597076,0,0,0,0,0,-288.456918923652,808823340
1,0.142857142857143,0.1,-9.21554231258063,0.64069328125,9.96656292169993,0.814526091253335,1.93368101257684,2.3408828749385,3.68e-05,5301405,4686.9582711892,0,0,0,0,0,-288.048579381101,408482217
1,0.142857142857143,0.1,-9.17928445605004,0.64069328125,9.96260791480733,0.845590836170073,1.81062550219315,2.34077666418527,3.68000000000001e-05,5301405,4688.39314219933,0,0,0,0,0,-287.839778028991,474354993
1,0.142857142857143,0.1,-9.06680687393707,0.64069328125,9.94159677926869,0.840482387900105,1.86170799353161,2.39725886523726,3.68e-05,5301405,4687.6734661436,0,0,0,0,0,-287.797698090519,868942925
1,0.142857142857143,0.1,-16.865781299581,0.39074078125,120.677271433914,0.114346315891294,3.46133317427365,-4.98365996816488,3.68e-05,5301405,229687.087777454,0,0,0,0,0,-417.135810816985,675742112
1,0.142857142857143,0.1,-16.2693050696079,0.39074078125,119.747140003099,0.0885287659255637,3.19167267081108,-4.83498322739196,3.68e-05,5301405,229687.871300662,0,0,0,0,0,-403.662979027738,152359524
1,0.142857142857143,0.1,-15.7093863337092,0.39074078125,114.470661673053,0.238563155030992,2.92621599520368,-5.32856200238638,3.68000000000001e-05,5301405,229687.548287439,0,0,0,0,0,-417.332638543292,173188328
1,0.142857142857143,0.1,-17.0434185111922,0.39074078125,116.0084842527,0.17158528881564,2.76111236100753,-6.07748618206981,3.68e-05,5301405,229688.621621059,0,0,0,0,0,-417.37084784442,212506571
1,0.142857142857143,0.1,-16.2872787979928,0.39074078125,120.363786573375,0.0552636330657225,4.09652639061744,-5.54522969182253,3.68e-05,5301405,229687.713145326,0,0,0,0,0,-403.688331235724,118650646
1,0.142857142857143,0.1,-2.85506080660839,0.89064578125,0.519973023539142,0.0357549135554232,-0.562561536405003,-2.49807492598334,3.68e-05,5301405,79686.7812595516,0,0,0,0,0,-169.715435550211,704329174
1,0.142857142857143,0.1,-2.84596149879273,0.89064578125,0.516285867756706,0.0376497783585979,-0.568103140896066,-2.52610064317917,3.68e-05,5301405,79688.0973620966,0,0,0,0,0,-169.710980027939,384344048
1,0.142857142857143,0.1,-2.85892960127735,0.89064578125,0.517186792413901,0.0363521008972787,-0.580777942968245,-2.48805810843211,3.68000000000001e-05,5301405,79687.1826668027,0,0,0,0,0,-169.714196836937,958612496
1,0.142857142857143,0.1,-2.84474220867022,0.89064578125,0.522904377154142,0.0360913871174595,-0.572160436008081,-2.50248008241981,3.68e-05,5301405,79687.5991752683,0,0,0,0,0,-169.713582896416,149439712
1,0.142857142857143,0.1,-2.84223357499959,0.89064578125,0.513864693003424,0.0367382319295533,-0.557675423148452,-2.53068748003031,3.68e-05,5301405,79688.7126104738,0,0,0,0,0,-169.713291861033,846937696
1,0.142857142857143,0.1,-7.42676257270059,0.01581203125,10.0171259842308,0.378451247277029,3.6390933450265,5.07067426541379,3.68000000000001e-05,5301405,267187.196614663,0,0,0,0,0,-316.297394240713,416286142
1,0.142857142857143,0.1,-8.16862649647672,0.01581203125,12.0372686774827,0.487856100441858,3.37283821473635,5.43506673410407,3.68e-05,5301405,267187.786327273,0,0,0,0,0,-316.846444018988,907199964
1,0.142857142857143,0.1,-7.9512630468912,0.01581203125,11.4469291129465,0.458766861604651,3.82238171174198,5.31899288383224,3.68e-05,5301405,267187.037070821,0,0,0,0,0,-311.099769466272,625408036
1,0.142857142857143,0.1,-7.68619393355453,0.01581203125,12.0110299039032,0.262060800417646,3.35196355052091,5.65671522877799,3.68000000000001e-05,5301405,267186.31458891,0,0,0,0,0,-323.512895536665,758743291
1,0.142857142857143,0.1,-8.13841807217224,0.01581203125,14.5700903671366,0.331917932678117,2.52570608325705,5.87621723218687,3.68e-05,5301405,267187.891650827,0,0,0,0,0,-329.12655063712,296768340
1,0.142857142857143,0.1,5.46676567359995,0.51571703125,1.8919211037283,0.296209449024457,9.64645854397306,4.24991545815686,3.68e-05,5301405,117188.043485798,0,0,0,0,0,-205.834471615573,33010994
1,0.142857142857143,0.1,6.04460569063475,0.51571703125,1.8960038111464,0.297864153248423,9.27014046375123,4.24314888886776,3.68e-05,5301405,117188.864753218,0,0,0,0,0,-205.856948620285,219813194
1,0.142857142857143,0.1,5.20360210345199,0.51571703125,1.89112103874769,0.294314241837858,9.57248770480832,4.45510053726686,3.67999999999999e-05,5301405,117188.317078307,0,0,0,0,0,-205.779043019688,708189662
1,0.142857142857143,0.1,4.99773905239439,0.51571703125,1.89836676027831,0.323839245531236,9.34611070208336,3.89173933025782,3.68e-05,5301405,117190.229261287,0,0,0,0,0,-206.038086602111,730578565
1,0.142857142857143,0.1,5.3584637415046,0.51571703125,1.89543457735707,0.295888922724378,9.10404235645749,4.48135327395905,3.67999999999999e-05,5301405,117188.504189955,0,0,0,0,0,-205.811011862907,494541799
1,0.142857142857143,0.1,0.198849367991068,0.26576453125,0.0114996964799142,0.0935640695500596,4.98407521355343,4.14841484566897,3.67999999999999e-05,5301405,192186.409063152,0,0,0,0,0,-691.254118324637,1064665324
1,0.142857142857143,0.1,-0.0233699662553662,0.26576453125,0.00887519430530545,0.095470095432152,5.82943882983671,3.352384397481,3.67999999999999e-05,5301405,192186.18382517,0,0,0,0,0,-730.397677077928,77731262
1,0.142857142857143,0.1,0.240218734917347,0.26576453125,0.011231625517288,0.0961228552075809,5.04893192241678,4.00550186282144,3.68e-05,5301405,192187.061992064,0,0,0,0,0,-688.382024482855,46569163
1,0.142857142857143,0.1,0.318117318419191,0.26576453125,0.0109274965011297,0.102522179249725,5.05225790891993,3.89891619396315,3.68e-05,5301405,192188.471453211,0,0,0,0,0,-686.748128141289,150487495
1,0.142857142857143,0.1,0.437987854357608,0.26576453125,0.0211520954683304,0.092302967068969,5.50627717568046,3.39385111291831,3.68e-05,5301405,192185.965246697,0,0,0,0,0,-709.622411111983,1009783553
1,0.142857142857143,0.1,-13.6151031196298,0.76566953125,120.676378928692,0.12358273098904,-0.780488660686397,-3.16932082302252,3.68000000000001e-05,5301405,42188.6131168983,0,0,0,0,0,-417.171227441947,88993306
1,0.142857142857143,0.1,-13.5887815576051,0.76566953125,120.582753841013,0.126244804026996,-0.696967493948066,-3.58586282958496,3.68e-05,5301405,42188.350862889,0,0,0,0,0,-417.208758542737,712933973
1,0.142857142857143,0.1,-12.9998547465774,0.76566953125,120.32919398455,0.191979261766006,-0.713775469697608,-3.60335446978371,3.68e-05,5301405,42187.1777064072,0,0,0,0,0,-412.609143168537,366208738
1,0.142857142857143,0.1,-13.3147686488234,0.76566953125,120.522036446896,0.140557328606219,-0.564896961108359,-3.66270374577273,3.68e-05,5301405,42188.0135278332,0,0,0,0,0,-417.195812149761,1068777946
1,0.142857142857143,0.1,-13.1805081514968,0.76566953125,121.02607426499,0.175432921747399,-0.159741000178711,-3.84575514364196,3.68e-05,5301405,42187.76714131,0,0,0,0,0,-417.173159035692,770832897
1,0.142857142857143,0.1,-8.9219527578345,0.98437796875,9.95065857470688,0.670160384872653,2.22892727251392,0.80792777559488,3.68e-05,5301405,107814.468337539,0,0,0,0,0,-288.374548024078,69681611
1,0.142857142857143,0.1,-8.47510033702071,0.98437796875,9.92086667756763,0.671926215916995,2.11002865607105,0.615464282321196,3.68e-05,5301405,107813.653334748,0,0,0,0,0,-287.629726625389,517676293
1,0.142857142857143,0.1,-8.69474472605238,0.98437796875,9.93471616225112,0.561602289391382,2.04608241292053,0.544590283042633,3.67999999999999e-05,5301405,107813.225782136,0,0,0,0,0,-288.304944937362,241884838
1,0.142857142857143,0.1,-10.1285722613554,0.98437796875,10.2676369659034,0.640558876842846,3.08339539493451,0.807825717356994,3.68e-05,5301405,107812.063620684,0,0,0,0,0,-291.209003260348,124579151
1,0.142857142857143,0.1,-9.2095261746277,0.98437796875,10.0654840521939,0.727817378964044,2.64294780352255,0.795459170495029,3.68e-05,5301405,107812.615864978,0,0,0,0,0,-289.096384986377,306074233
1,0.142857142857143,0.1,1.92685215514387,0.48447296875,1.62782586599785,0.303745083255859,4.84296082209442,6.57744492027033,3.68e-05,5301405,257813.205001691,0,0,0,0,0,-199.589015158767,681246311
1,0.142857142857143,0.1,2.06984024710054,0.48447296875,1.63885323109573,0.29950867647882,4.69944856740681,6.67341401852387,3.68e-05,5301405,257814.439895474,0,0,0,0,0,-199.73927514777,843455504
1,0.142857142857143,0.1,2.42913076032249,0.48447296875,1.53260678225353,0.463184800994058,4.64849998209199,2.95872915465498,3.68e-05,5301405,257812.890948268,0,0,0,0,0,-197.425065342423,789516170
1,0.142857142857143,0.1,2.85355939034695,0.48447296875,3.0272652145112,0.413490746935328,3.33800360437094,4.75714027562846,3.68e-05,5301405,257812.440607395,0,0,0,0,0,-216.881191414315,974454613
1,0.142857142857143,0.1,2.50127288537471,0.48447296875,1.51643832528468,0.439920789487848,4.65676828187841,2.73553152212604,3.68e-05,5301405,257814.670674355,0,0,0,0,0,-197.254415638161,710056266
1,0.142857142857143,0.1,-3.36535114874902,0.73442546875,0.792746534168232,0.469879623415889,-0.323476796417738,-2.87441814292876,3.68e-05,5301405,32812.0617134176,0,0,0,0,0,-176.122738672842,305390370
1,0.142857142857143,0.1,-4.1339144879294,0.73442546875,16.6118751712574,0.270300271847009,-1.31437033656358,-3.25787335877019,3.68e-05,5301405,32814.9746328267,0,0,0,0,0,-328.047090778808,332591974
1,0.142857142857143,0.1,-5.23575357638989,0.73442546875,78.473695776432,0.114411604598649,-1.31729729132423,-4.63976859919272,3.68e-05,5301405,32812.1266724853,0,0,0,0,0,-396.688755206944,865708866
1,0.142857142857143,0.1,-4.85400383225111,0.73442546875,32.3196350883275,0.175979894914258,-2.17846457188765,-4.6409226478437,3.68e-05,5301405,32814.4377461703,0,0,0,0,0,-391.478565595414,399056927
1,0.142857142857143,0.1,-4.4393296207245,0.73442546875,45.8181344684864,0.112181227672652,-1.73220682914921,-4.12134166604116,3.68e-05,5301405,32815.6159849277,0,0,0,0,0,-381.362664713365,861456923
1,0.142857142857143,0.1,-15.0278168202839,0.23452046875,10.5094335110006,0.816441402479127,3.31624040110596,2.45505155104,3.68e-05,5301405,182812.429355245,0,0,0,0,0,-295.614246806846,474787478
1,0.142857142857143,0.1,-15.6125323532756,0.23452046875,10.5832856402673,0.837610023276968,4.17911528064235,2.34387470313724,3.68e-05,5301405,182811.675986064,0,0,0,0,0,-296.041396417405,998895403
1,0.142857142857143,0.1,-16.2639345502639,0.23452046875,10.393738343978,0.839742623866788,3.54865134033049,2.74388780566486,3.68e-05,5301405,182813.267143261,0,0,0,0,0,-296.462935583412,1016734763
1,0.142857142857143,0.1,-14.2164750876104,0.23452046875,10.5375430033249,0.831065634871595,3.49564101892116,2.09864416799878,3.68000000000001e-05,5301405,182813.694743864,0,0,0,0,0,-294.87864451722,1009285173
1,0.142857142857143,0.1,-15.027395776477,0.23452046875,10.5135862266674,0.844755787351939,3.47634292438512,2.23099068630226,3.68000000000001e-05,5301405,182812.259368502,0,0,0,0,0,-295.530214918098,519583688
1,0.142857142857143,0.1,0.831326301172937,0.85940171875,1.59393676658956,0.435756888978883,6.09972559603345,5.9350488688035,3.67999999999999e-05,5301405,70314.8051220845,0,0,0,0,0,-198.707758020586,1025183292
1,0.142857142857143,0.1,0.862421158477919,0.85940171875,1.59515259200152,0.423434028738735,6.06536275657864,5.98679860339915,3.68e-05,5301405,70313.7610255204,0,0,0,0,0,-198.696507663422,1063253338
1,0.142857142857143,0.1,0.861370698502733,0.85940171875,1.59189320580815,0.419380571399789,6.03966015674024,6.10756869036901,3.68000000000001e-05,5301405,70313.9354405482,0,0,0,0,0,-198.674941419722,246959282
1,0.142857142857143,0.1,0.846104973580174,0.85940171875,1.5964417307321,0.417131490838427,6.06233492124308,6.12323158215679,3.68e-05,5301405,70314.2897390449,0,0,0,0,0,-198.672304740745,1065438123
1,0.142857142857143,0.1,2.33840754432529,0.85940171875,1.5077050925863,0.510848522261244,4.80134283949937,2.59707478472696,3.68000000000001e-05,5301405,70313.7493612237,0,0,0,0,0,-197.47468275979,922633376
1,0.142857142857143,0.1,-2.93925391134699,0.35949671875,0.686200137873195,0.126886639290761,-0.384635338433734,-3.07498313546546,3.68e-05,5301405,220314.314838077,0,0,0,0,0,-173.14860462337,734168326
1,0.142857142857143,0.1,-3.06153243690141,0.35949671875,0.746902172281666,0.256096234689459,-0.297770456059371,-3.1703121043919,3.67999999999999e-05,5301405,220311.519958471,0,0,0,0,0,-175.778768945093,69838532
1,0.142857142857143,0.1,-3.04633678642251,0.35949671875,0.723673001869287,0.216961921809256,-0.30100850472354,-3.14677869715141,3.68e-05,5301405,220311.226410253,0,0,0,0,0,-175.014972990561,1025781240
1,0.142857142857143,0.1,-2.94920219558778,0.35949671875,0.689213188143666,0.136342835928661,-0.374221726780429,-3.08868749677416,3.68e-05,5301405,220311.105430317,0,0,0,0,0,-173.397698944094,949646422
1,0.142857142857143,0.1,-2.98858947224676,0.35949671875,0.691901606002584,0.179818503551918,-0.338211144574562,-3.1352423834572,3.67999999999999e-05,5301405,220313.709188395,0,0,0,0,0,-174.331965629872,401065640
1,0.142857142857143,0.1,-14.6854961635144,0.60944921875,111.334269585206,0.143505940086527,-1.04113442521001,0.270938433184427,3.68e-05,5301405,145311.996137717,0,0,0,0,0,-400.892768394596,704051467
1,0.142857142857143,0.1,-14.2710778635901,0.60944921875,119.6151800392,0.217027263613197,-1.43364179605356,0.133564223504675,3.68e-05,5301405,145313.463355016,0,0,0,0,0,-404.596161224964,135492194
1,0.142857142857143,0.1,-14.7192340294798,0.60944921875,118.928952928481,0.115821022436243,-0.646288293446676,0.310702475654379,3.68e-05,5301405,145309.812247141,0,0,0,0,0,-404.106204299796,1038247272
1,0.142857142857143,0.1,-14.2182060824062,0.60944921875,88.0327003666502,0.114551190898797,-0.251542954893311,0.236411745475267,3.68e-05,5301405,145314.289774663,0,0,0,0,0,-386.159086902404,89285363
1,0.142857142857143,0.1,-14.8518759029513,0.60944921875,81.9027296050225,0.189156435568947,0.0287986722403415,0.577380222044861,3.68000000000001e-05,5301405,145314.297552278,0,0,0,0,0,-382.371996415671,568241389
1,0.142857142857143,0.1,-2.91145324030028,0.10954421875,0.709802779012745,0.0935403613894061,-0.274354600283341,-3.08562818561706,3.68e-05,5301405,295312.572003152,0,0,0,0,0,-173.097832878489,96173927
1,0.142857142857143,0.1,-2.82316334077611,0.10954421875,0.66871270110058,0.0509712628238801,-0.315560802407642,-2.88393529879695,3.68e-05,5301405,295312.467752247,0,0,0,0,0,-168.994645806035,845257614
1,0.142857142857143,0.1,-2.81151562509968,0.10954421875,1.24000077837491,0.377580759289457,0.489349755197753,-4.37338913985725,3.68e-05,5301405,295312.621030557,0,0,0,0,0,-188.489389648967,808634745
1,0.142857142857143,0.1,-2.89038746591709,0.10954421875,0.719100766325443,0.0993346235037316,-0.328889515873654,-3.06615649242188,3.68e-05,5301405,295314.189677886,0,0,0,0,0,-173.393774147553,458077422
1,0.142857142857143,0.1,-3.38560529712415,0.10954421875,10.6106910585765,0.229487121853865,3.24582872282171,-6.76059268872309,3.68e-05,5301405,295312.4723771,0,0,0,0,0,-280.858412437852,585265605
1,0.142857142857143,0.1,-14.4836009115065,0.29700859375,10.7372397714003,0.851606811307994,4.64885381691351,1.75441187406254,3.68e-05,5301405,276562.639406963,0,0,0,0,0,-295.596789841966,20579986
1,0.142857142857143,0.1,-14.3799556533793,0.29700859375,10.8722049898057,0.766856653231691,4.7848420295148,1.15094417932508,3.67999999999999e-05,5301405,276560.726814832,0,0,0,0,0,-296.336838210066,601338615
1,0.142857142857143,0.1,-14.1467089576085,0.29700859375,10.7270545695187,0.821382047376671,4.5447198364702,1.61568371683963,3.68e-05,5301405,276564.475669707,0,0,0,0,0,-295.44630466799,671839346
1,0.142857142857143,0.1,-14.5344028210267,0.29700859375,11.0182524132081,0.818839488817223,5.42433946934012,1.72187376179413,3.68000000000001e-05,5301405,276563.892962725,0,0,0,0,0,-296.239045185719,157028633
1,0.142857142857143,0.1,-14.9887128796619,0.29700859375,10.7915452600196,0.809510550080563,5.52311628425381,1.39850162812468,3.68e-05,5301405,276564.336791493,0,0,0,0,0,-296.677323600387,273324302
1,0.142857142857143,0.1,-2.86944113037584,0.79691359375,0.524388131998371,0.0478841974915956,-0.530542636022047,-2.69512488875392,3.68e-05,5301405,126562.503017943,0,0,0,0,0,-168.601976049653,182549845
1,0.142857142857143,0.1,-2.94410246704023,0.79691359375,0.537965145632699,0.124977941840997,-0.508797396471009,-2.96656083075038,3.68e-05,5301405,126564.705434682,0,0,0,0,0,-170.412136208623,1065796134
1,0.142857142857143,0.1,-2.94048700073562,0.79691359375,0.530579382609255,0.109303310675057,-0.52894996408115,-2.92171934932364,3.67999999999999e-05,5301405,126562.511011653,0,0,0,0,0,-170.16707425094,451291207
1,0.142857142857143,0.1,-2.88973996609374,0.79691359375,0.527881054126917,0.046710896733112,-0.513378143295868,-2.67015848105558,3.68e-05,5301405,126562.912453019,0,0,0,0,0,-168.555038042575,287981114
1,0.142857142857143,0.1,-2.92154253856292,0.79691359375,0.528635987579349,0.0896683188717254,-0.524400076648237,-2.88924475208019,3.68e-05,5301405,126564.797914065,0,0,0,0,0,-169.820018170398,722419533
1,0.142857142857143,0.1,3.50178677333052,0.04705609375,26.9755532961426,0.45194547906637,-1.68567809318579,2.56336157795996,3.68e-05,5301405,201561.216127254,0,0,0,0,0,-369.302414201159,428175823
1,0.142857142857143,0.1,2.37566334991513,0.04705609375,23.6503867869167,0.543212977309898,-0.0300030902787184,2.20123638824488,3.68e-05,5301405,201563.645643867,0,0,0,0,0,-359.130303838181,857484645
