"","sigma_P","gamma","b_3","sigma_M","rho","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed","Profile_Type"
"24",0.32825265625,0.0588235294117647,-4.01349832331152,0.555529148737342,0.0293507763964177,-1.44380532549137,-3.03769552677134,3.68e-05,5301405,206897.206896552,0,0,0,0,0,-166.406025190279,405465946,"I_0"
"25",0.195465390625,0.0588235294117647,-3.99510748823059,0.55771656227788,0.0288576773288457,-1.44807116636254,-3.04827749053613,3.68e-05,5301405,206897.206896552,0,0,0,0,0,-165.906721089604,858129199,"I_0"
"26",0.195465390625,0.0588235294117647,-4.00083021534156,0.561204707835595,0.0289790284140468,-1.45306216321624,-3.03035464377582,3.68e-05,5301405,206897.206896552,0,0,0,0,0,-165.960255853833,687391149,"I_0"
"27",0.195465390625,0.0588235294117647,-4.00654036523986,0.561283981781336,0.0289215956608312,-1.4525058081591,-3.039216189789,3.68e-05,5301405,206897.206896552,0,0,0,0,0,-165.935601296698,718060928,"I_0"
"28",0.195465390625,0.0588235294117647,-3.99769132279407,0.564727473471807,0.0287080547648164,-1.45156435995017,-3.04233590569896,3.68e-05,5301405,206897.206896552,0,0,0,0,0,-165.924557630434,956569662,"I_0"
"29",0.195465390625,0.0588235294117647,-3.99372385841383,0.570022959454796,0.0287392933068714,-1.4539236844743,-3.04111213425054,3.68e-05,5301405,206897.206896552,0,0,0,0,0,-165.935974524317,980549764,"I_0"
"30",0.42198484375,0.0588235294117647,-4.01829254120291,0.554932010722621,0.030700523781014,-1.42773925795128,-3.04882316550904,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.844148102817,444754034,"I_0"
"31",0.42198484375,0.0588235294117647,-4.01906079963843,0.520989892419541,0.0292065456300504,-1.43156659638211,-3.01938536550806,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.888693254072,1056242821,"I_0"
"32",0.32825265625,0.0588235294117647,-4.03154640095035,0.55673063059888,0.0301909791351182,-1.42786152186203,-3.04005096363618,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.547055506731,876490889,"I_0"
"33",0.32825265625,0.0588235294117647,-4.03043373125968,0.563990169333223,0.0303882616254617,-1.42058653684679,-3.04545845118116,3.68000000000001e-05,5301405,227586.827586207,0,0,0,0,0,-166.540982145917,527395242,"I_0"
"34",0.32825265625,0.0588235294117647,-4.03613555744047,0.552919327560553,0.0306576144767357,-1.42084947377714,-3.0420865854963,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.539065687915,949634165,"I_0"
"35",0.32825265625,0.0588235294117647,-4.02432980711561,0.557724556229741,0.0301616629465102,-1.4263594881289,-3.04700694572654,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.544623743319,380520118,"I_0"
"36",0.32825265625,0.0588235294117647,-4.0379084174323,0.5635077867499,0.0304650786951356,-1.42233273155186,-3.04121337880177,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.536367755948,109190994,"I_0"
"37",0.195465390625,0.0588235294117647,-4.0232718639143,0.560571620699338,0.0299499686956454,-1.42500144401247,-3.05376400542079,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.014647660535,262774307,"I_0"
"38",0.195465390625,0.0588235294117647,-4.01746571319174,0.565591781329253,0.0301280586882819,-1.42580472018562,-3.05511102919244,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.044999503855,695830888,"I_0"
"39",0.195465390625,0.0588235294117647,-4.02673858951382,0.563380698799806,0.0299755751694701,-1.42747039740861,-3.04973235464271,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.012732787677,777995103,"I_0"
"40",0.195465390625,0.0588235294117647,-4.02565768649325,0.559189673674027,0.0302340693120404,-1.41802575133215,-3.06223411905219,3.68000000000001e-05,5301405,227586.827586207,0,0,0,0,0,-165.997995903767,1014665413,"I_0"
"41",0.195465390625,0.0588235294117647,-4.02506713835311,0.563039035671526,0.0299335625664851,-1.42601945563397,-3.04932044255117,3.68e-05,5301405,227586.827586207,0,0,0,0,0,-166.002400073474,278406635,"I_0"
"42",0.42198484375,0.0588235294117647,-4.06147024405009,0.546708683868461,0.0308401160713896,-1.40362376106318,-3.02597660243681,3.67999999999999e-05,5301405,248276.448275862,0,0,0,0,0,-167.006948933815,985300170,"I_0"
"43",0.42198484375,0.0588235294117647,-4.05535911631951,0.491577933667632,0.029964803931412,-1.40672356452309,-2.9979708069807,3.68000000000001e-05,5301405,248276.448275862,0,0,0,0,0,-167.303740699324,660614541,"I_0"
"44",0.32825265625,0.0588235294117647,-4.04065594785638,0.562627263177576,0.030863837179969,-1.40709312014818,-3.04957983568422,3.68e-05,5301405,248276.448275862,0,0,0,0,0,-166.677587646368,439223370,"I_0"
"45",0.32825265625,0.0588235294117647,-4.0377268311262,0.566953134789682,0.0307981689383099,-1.40387731359298,-3.04999102431712,3.68e-05,5301405,248276.448275862,0,0,0,0,0,-166.708427444544,37469757,"I_0"
"46",0.32825265625,0.0588235294117647,-4.03536611326197,0.561157774959697,0.0315302030050547,-1.41238235946277,-3.06044576438193,3.68000000000001e-05,5301405,248276.448275862,0,0,0,0,0,-166.710989847374,1024440341,"I_0"
"47",0.32825265625,0.0588235294117647,-4.05875069097246,0.563412910264354,0.0313786434379992,-1.39888418192888,-3.05715266361682,3.68e-05,5301405,248276.448275862,0,0,0,0,0,-166.698970957204,669167811,"I_0"
"48",0.32825265625,0.0588235294117647,-4.03856342291958,0.558586215181366,0.0310304602183224,-1.40638184486315,-3.05306605288988,3.68e-05,5301405,248276.448275862,0,0,0,0,0,-166.677009669032,1019457854,"I_0"
"49",0.195465390625,0.0588235294117647,-4.02692458484244,0.569926492989401,0.0306348116736235,-1.41252721874345,-3.0564351384088,3.68e-05,5301405,248276.448275862,0,0,0,0,0,-166.194946906649,224145097,"I_0"
"50",0.195465390625,0.0588235294117647,-4.02588210824846,0.568508237820977,0.0303168035488902,-1.40870825362761,-3.06129787363612,3.68e-05,5301405,248276.448275862,0,0,0,0,0,-166.190954423561,727049601,"I_0"
"51",0.195465390625,0.0588235294117647,-4.03349380941757,0.571760211764775,0.0305521065525573,-1.40329466481253,-3.06396254173878,3.68e-05,5301405,248276.448275862,0,0,0,0,0,-166.186165039721,182354475,"I_0"
"52",0.195465390625,0.0588235294117647,-4.02685178599147,0.569571489879499,0.0304955472865727,-1.4132962722567,-3.05641189121123,3.67999999999999e-05,5301405,248276.448275862,0,0,0,0,0,-166.195462606519,556615454,"I_0"
"53",0.32825265625,0.0588235294117647,-4.04364296485819,0.568121723224999,0.0315758348843435,-1.39503284199259,-3.05358947467464,3.68e-05,5301405,268966.068965517,0,0,0,0,0,-166.94306561172,940027312,"I_0"
"54",0.32825265625,0.0588235294117647,-4.05051549758396,0.572030138460467,0.0318972506994874,-1.38818547115552,-3.06208107919833,3.68e-05,5301405,268966.068965517,0,0,0,0,0,-166.928111594716,546055030,"I_0"
"55",0.32825265625,0.0588235294117647,-4.0516668051534,0.56939592127244,0.0318646958762083,-1.38146552294006,-3.07140748961419,3.68e-05,5301405,268966.068965517,0,0,0,0,0,-166.91982662415,908264310,"I_0"
"56",0.32825265625,0.0588235294117647,-4.04722633971707,0.565991188122812,0.0320434730150659,-1.39039963980901,-3.06327226859748,3.68000000000001e-05,5301405,268966.068965517,0,0,0,0,0,-166.92635358944,69981154,"I_0"
"57",0.195465390625,0.0588235294117647,-4.04743449260483,0.567381971045786,0.0317841546072038,-1.39369445670824,-3.06338091569675,3.68e-05,5301405,268966.068965517,0,0,0,0,0,-166.417380465965,4091377,"I_0"
"58",0.195465390625,0.0588235294117647,-4.05480572370354,0.575356210668911,0.0318644191299185,-1.38115652159632,-3.06965364855063,3.68e-05,5301405,268966.068965517,0,0,0,0,0,-166.440991027204,9795991,"I_0"
"59",0.195465390625,0.0588235294117647,-4.04113798884803,0.5745607566222,0.0316180992387374,-1.39157788131534,-3.07178245112682,3.68e-05,5301405,268966.068965517,0,0,0,0,0,-166.428171867104,343938360,"I_0"
"60",0.195465390625,0.0588235294117647,-4.05030617328887,0.573720329201413,0.0317311149392431,-1.39106262827441,-3.06884648043656,3.68e-05,5301405,268966.068965517,0,0,0,0,0,-166.433851271986,477718798,"I_0"
"61",0.195465390625,0.0588235294117647,-4.04262441245748,0.5683615417911,0.0318158186196775,-1.38935498505286,-3.07023304902746,3.68e-05,5301405,268966.068965517,0,0,0,0,0,-166.422539164657,1026143529,"I_0"
"62",0.42198484375,0.0588235294117647,-4.07530066685923,0.568987260878958,0.0331152890400258,-1.36278963680349,-3.07045335370095,3.68e-05,5301405,289655.689655172,0,0,0,0,0,-167.473516483147,692236086,"I_0"
"63",0.32825265625,0.0588235294117647,-4.05645381469504,0.580057301585471,0.0327426689068368,-1.37334118536993,-3.06699151240713,3.68e-05,5301405,289655.689655172,0,0,0,0,0,-167.212503917128,122189746,"I_0"
"64",0.32825265625,0.0588235294117647,-4.05232898398454,0.577390791808227,0.0323690009069267,-1.37807169286951,-3.05459222189913,3.67999999999999e-05,5301405,289655.689655172,0,0,0,0,0,-167.272394112256,369437806,"I_0"
"65",0.32825265625,0.0588235294117647,-4.06571736895301,0.576006599957394,0.0328844836258076,-1.36789859452096,-3.07143726443989,3.68e-05,5301405,289655.689655172,0,0,0,0,0,-167.208390212518,904274434,"I_0"
"66",0.32825265625,0.0588235294117647,-4.06476873729458,0.573004837973384,0.032526757729503,-1.3691193180913,-3.06154540095582,3.68e-05,5301405,289655.689655172,0,0,0,0,0,-167.238657425661,435317860,"I_0"
"67",0.195465390625,0.0588235294117647,-4.12677453490146,0.591762154995586,0.0374658461197376,-1.31704263271687,-3.14690458296711,3.68e-05,5301405,289655.689655172,0,0,0,0,0,-166.979036264278,181062060,"I_0"
"68",0.195465390625,0.0588235294117647,-4.0672481992801,0.575385527471589,0.0327358124102831,-1.36186571779339,-3.08709000960921,3.68e-05,5301405,289655.689655172,0,0,0,0,0,-166.699747601238,357471952,"I_0"
"69",0.195465390625,0.0588235294117647,-4.05239341053825,0.580119240181848,0.0324984336939287,-1.37878013723858,-3.07107282252162,3.68e-05,5301405,289655.689655172,0,0,0,0,0,-166.751877351725,906677000,"I_0"
"70",0.195465390625,0.0588235294117647,-4.06424738626409,0.583004060628115,0.0325423888348437,-1.3671949011563,-3.0742079337394,3.68e-05,5301405,289655.689655172,0,0,0,0,0,-166.71662545458,100219593,"I_0"
"71",0.195465390625,0.0588235294117647,-4.06335825630271,0.581768267632372,0.0326961223780833,-1.36740334897927,-3.07495914169076,3.68000000000001e-05,5301405,289655.689655172,0,0,0,0,0,-166.739124440986,384965821,"I_0"
"72",0.195465390625,0.0588235294117647,-4.07446743070283,0.588692193599074,0.034192817284084,-1.34932895559058,-3.08876723236442,3.68e-05,5301405,310345.310344828,0,0,0,0,0,-167.078729611059,459549829,"I_0"
"73",0.195465390625,0.0588235294117647,-4.07157973080005,0.586567450662424,0.0335503813635482,-1.353896966093,-3.07308584307094,3.68e-05,5301405,310345.310344828,0,0,0,0,0,-167.086617377117,1071103011,"I_0"
"74",0.195465390625,0.0588235294117647,-4.08303130802062,0.590060914739547,0.0341015234407214,-1.34601597501162,-3.08115429376267,3.68e-05,5301405,310345.310344828,0,0,0,0,0,-167.081856516392,500593200,"I_0"
"75",0.195465390625,0.0588235294117647,-4.08057706491378,0.587852617579769,0.0341606404725916,-1.34127443568079,-3.08791973293864,3.68e-05,5301405,310345.310344828,0,0,0,0,0,-167.074476927543,1024624583,"I_0"
"76",0.195465390625,0.0588235294117647,-4.0735287308823,0.58045015798895,0.0335652329545758,-1.35017130919721,-3.07978565845602,3.68000000000001e-05,5301405,310345.310344828,0,0,0,0,0,-167.069336280208,36521785,"I_0"
"77",0.20327640625,0.0588235294117647,-4.10423740370792,0.596952287191931,0.0356500423298008,-1.31632053791133,-3.10083282106735,3.68e-05,5301405,331034.931034483,0,0,0,0,0,-167.461103916306,90732065,"I_0"
"78",0.195465390625,0.0588235294117647,-4.08651910931567,0.596510326058361,0.0347733749103778,-1.32999716347746,-3.09301385009526,3.68e-05,5301405,331034.931034483,0,0,0,0,0,-167.436929965775,269645595,"I_0"
"79",0.195465390625,0.0588235294117647,-4.08066498213726,0.592627643823964,0.0345548724544181,-1.33138397574152,-3.08673947700145,3.67999999999999e-05,5301405,331034.931034483,0,0,0,0,0,-167.426012449575,523510232,"I_0"
"80",0.195465390625,0.0588235294117647,-4.07738539966165,0.598005982977786,0.034541606785507,-1.33753736039628,-3.08344637764689,3.68e-05,5301405,331034.931034483,0,0,0,0,0,-167.446117393939,245991034,"I_0"
"81",0.195465390625,0.0588235294117647,-4.08529034535253,0.597726934793137,0.0345224533283628,-1.33540025168986,-3.07739659317712,3.68e-05,5301405,331034.931034483,0,0,0,0,0,-167.44982726539,27943221,"I_0"
"82",0.195465390625,0.0588235294117647,-4.09479288319822,0.596096138572228,0.0350410397900586,-1.32861975648559,-3.08643032168452,3.68e-05,5301405,331034.931034483,0,0,0,0,0,-167.442518303713,399263562,"I_0"
"83",0.07830015625,0.0588235294117647,-4.23260010004099,0.598280743013154,0.0394754592254108,-1.22413793103448,-3.20282668257337,3.68000000000001e-05,5301405,253126.92338343,0,0,0,0,0,-167.033773786786,927333685,"b_1"
"84",0.070489140625,0.0588235294117647,-4.16439177923322,0.602507798060477,0.0421034482758621,-1.29543925395565,-3.19124089715067,3.68e-05,5301405,220314.306709314,0,0,0,0,0,-167.157134843684,521486249,"rho"
"85",0.070489140625,0.0588235294117647,-4.18322705813693,0.608700108246995,0.0421034482758621,-1.29319675003823,-3.16885128135492,3.68e-05,5301405,220314.303222754,0,0,0,0,0,-167.152088945054,1060912320,"rho"
"86",0.070489140625,0.0588235294117647,-4.18061122980412,0.604330335648205,0.0421034482758621,-1.29055585830936,-3.18233663816989,3.68e-05,5301405,220313.084978995,0,0,0,0,0,-167.163427837273,706084556,"rho"
"87",0.070489140625,0.0588235294117647,-4.17934798454003,0.599797839827605,0.0421034482758621,-1.28993343778764,-3.18436759268401,3.68e-05,5301405,220312.667130305,0,0,0,0,0,-167.14912034516,571666951,"rho"
"88",0.070489140625,0.0588235294117647,-4.17533226313405,0.597041725241444,0.0421034482758621,-1.28883221903291,-3.18711717662676,3.67999999999999e-05,5301405,220312.715270293,0,0,0,0,0,-167.118254363448,1004687658,"rho"
"89",0.070489140625,0.0588235294117647,-4.11593949183842,0.579923878930256,0.0369655172413793,-1.34863626818505,-3.12761922738091,3.68e-05,5301405,220312.575762685,0,0,0,0,0,-166.201615123379,428504512,"rho"
"90",0.070489140625,0.0588235294117647,-4.12158454751802,0.578717446188639,0.0369655172413793,-1.34337187934469,-3.13592757185828,3.68e-05,5301405,220314.972227995,0,0,0,0,0,-166.213632701113,777304777,"rho"
"91",0.070489140625,0.0588235294117647,-4.11467616540258,0.57851572269729,0.0369655172413793,-1.34773282665715,-3.13046116036262,3.68e-05,5301405,220315.41226292,0,0,0,0,0,-166.195543309812,1071280450,"rho"
"92",0.070489140625,0.0588235294117647,-4.11776191700859,0.581885474976086,0.0369655172413793,-1.33982580637314,-3.14181648243356,3.68e-05,5301405,220314.10368197,0,0,0,0,0,-166.185354257458,844686820,"rho"
"93",0.070489140625,0.0588235294117647,-4.11514822787409,0.579582210334894,0.0369655172413793,-1.34618612937136,-3.13085102444163,3.68e-05,5301405,220314.354564923,0,0,0,0,0,-166.183940324844,589647291,"rho"
"94",0.070489140625,0.0588235294117647,-4.04340859807079,0.567510265455664,0.0318275862068965,-1.40365503297427,-3.0811169330519,3.68e-05,5301405,220312.432269247,0,0,0,0,0,-165.51246503181,158217246,"rho"
"95",0.070489140625,0.0588235294117647,-4.07750283797944,0.593989269010856,0.0318275862068965,-1.40733808865706,-3.04035575116984,3.68e-05,5301405,220313.524070778,0,0,0,0,0,-165.696439385229,514764945,"rho"
"96",0.070489140625,0.0588235294117647,-4.04536666690282,0.564450494973357,0.0318275862068965,-1.4038262626053,-3.08308786354809,3.68e-05,5301405,220312.264150121,0,0,0,0,0,-165.502585038561,487002287,"rho"
"97",0.070489140625,0.0588235294117647,-4.05869698271681,0.57178643964782,0.0318275862068965,-1.39890398173798,-3.07701262667756,3.68e-05,5301405,220312.249109315,0,0,0,0,0,-165.5211693272,233592016,"rho"
"98",0.070489140625,0.0588235294117647,-3.96287158479746,0.566125189082684,0.0266896551724138,-1.47141773330391,-3.02135893914609,3.68e-05,5301405,220313.61306641,0,0,0,0,0,-165.543653687253,618288095,"rho"
"99",0.070489140625,0.0588235294117647,-3.96455849816073,0.56727462648878,0.0266896551724138,-1.47382547755335,-3.01527604136613,3.68e-05,5301405,220311.615997761,0,0,0,0,0,-165.545626154175,82056174,"rho"
"100",0.070489140625,0.0588235294117647,-3.96436569692355,0.567486894525162,0.0266896551724138,-1.47304802497657,-3.01882853737279,3.68e-05,5301405,220313.209939285,0,0,0,0,0,-165.54976608662,486764141,"rho"
"101",0.070489140625,0.0588235294117647,-3.97485383017971,0.561815850629231,0.0266896551724138,-1.46441256100823,-3.02431598911756,3.68e-05,5301405,220313.630965606,0,0,0,0,0,-165.514701852049,589058434,"rho"
"102",0.070489140625,0.0588235294117647,-3.96961563876104,0.567071658079171,0.0266896551724138,-1.47067684511956,-3.02286434254446,3.68000000000001e-05,5301405,220313.245203949,0,0,0,0,0,-165.513897464085,670165121,"rho"
"103",0.070489140625,0.0588235294117647,-3.87084672760711,0.593574430422232,0.021551724137931,-1.54573455924179,-2.95773674542826,3.68e-05,5301405,220312.156751095,0,0,0,0,0,-167.125065131897,69063162,"rho"
"104",0.070489140625,0.0588235294117647,-3.87409494749024,0.586086370157863,0.021551724137931,-1.5460977702059,-2.94865128995883,3.68000000000001e-05,5301405,220312.416351316,0,0,0,0,0,-167.146578493108,241241556,"rho"
"105",0.070489140625,0.0588235294117647,-3.88470585948055,0.598818365176306,0.021551724137931,-1.54290611815204,-2.94813100287552,3.68e-05,5301405,220314.245466015,0,0,0,0,0,-167.101428367891,425526775,"rho"
"106",0.070489140625,0.0588235294117647,-3.87865847350707,0.596074659955426,0.021551724137931,-1.54784272423117,-2.94276393024428,3.68e-05,5301405,220313.02340923,0,0,0,0,0,-167.12740636112,637356842,"rho"
"107",0.273575546875,0.0588235294117647,-3.93103448275862,0.561179490344516,0.0279230001247781,-1.47640346023069,-3.04462640623431,3.68e-05,5301405,220313.29221434,0,0,0,0,0,-166.499599757714,677185793,"b_3"
"108",0.273575546875,0.0588235294117647,-3.93103448275862,0.568299341848101,0.0278617916102915,-1.47820454005197,-3.04693853910713,3.68e-05,5301405,220311.939504501,0,0,0,0,0,-166.467832742856,641194314,"b_3"
"109",0.273575546875,0.0588235294117647,-3.93103448275862,0.562774316565473,0.0281650726018367,-1.48140604980287,-3.04637733803637,3.68000000000001e-05,5301405,220313.924504446,0,0,0,0,0,-166.511078089488,516345446,"b_3"
"110",0.273575546875,0.0588235294117647,-3.93103448275862,0.567562917394418,0.0281692453222284,-1.47546460760877,-3.0536407421164,3.68e-05,5301405,220312.541301939,0,0,0,0,0,-166.502631189131,441662818,"b_3"
"111",0.273575546875,0.0588235294117647,-3.93103448275862,0.569844511748997,0.027800773046298,-1.48055015878874,-3.0398819111088,3.68e-05,5301405,220313.728545333,0,0,0,0,0,-166.530568914931,415671573,"b_3"
