"b_3","gamma","sigma_P","sigma_M","rho","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
-18,0.0588235294117647,0.39074078125,7.97587365753941,0.906374349000804,2.98157383261796,-4.72265553450336,3.68e-05,5301405,571874.508209197,0,0,0,0,0,-298.027452185482,164372787
-18,0.0588235294117647,0.39074078125,7.49814208362729,0.900422064437403,2.2402778662944,-3.5058110841169,3.68e-05,5301405,571872.76884377,0,0,0,0,0,-294.612491026893,447088668
-18,0.0588235294117647,0.89064578125,6.41267587056146,0.868606399665141,-0.95136494959377,0.669348183294606,3.68e-05,5301405,271875.570818608,0,0,0,0,0,-298.344041372233,721601979
-18,0.0588235294117647,0.89064578125,6.57121308717016,0.898803340312848,-0.891027181715563,0.760598714579765,3.68e-05,5301405,271873.373302974,0,0,0,0,0,-297.303714837138,285857272
-18,0.0588235294117647,0.89064578125,6.82568150668447,0.869808685911289,-0.82027448605762,0.629364372681393,3.68e-05,5301405,271874.436737414,0,0,0,0,0,-297.674201637812,1025428969
-18,0.0588235294117647,0.89064578125,6.49692267718444,0.893383520445059,-0.0234307862395705,-0.242922162944128,3.68e-05,5301405,271876.371304983,0,0,0,0,0,-295.790166308031,602990852
-18,0.0588235294117647,0.89064578125,6.59829933462591,0.8867596450347,-0.144883148269809,-0.248818051274876,3.68000000000001e-05,5301405,271875.131322094,0,0,0,0,0,-295.783393920143,77926206
-18,0.0588235294117647,0.07830015625,6.92109102653003,0.958875098967681,-0.5295092997601,-0.328927405945211,3.67999999999999e-05,5301405,384376.563264378,0,0,0,0,0,-295.355586368995,614965114
-18,0.0588235294117647,0.07830015625,6.81828058904064,0.945278993684742,0.254180823755169,-1.21715401582337,3.68e-05,5301405,384374.216340158,0,0,0,0,0,-294.211794628292,1061620239
-18,0.0588235294117647,0.07830015625,7.01067142350116,0.930488098166395,-0.179263830898053,-0.678718293335903,3.68000000000001e-05,5301405,384376.99028685,0,0,0,0,0,-295.160787756552,947459338
-18,0.0588235294117647,0.07830015625,6.88876539981988,0.951654187926038,-0.150739984121968,-0.747867104377258,3.68e-05,5301405,384374.009910714,0,0,0,0,0,-294.617202638598,443249841
-18,0.0588235294117647,0.07830015625,7.24234797424303,0.949764990991008,0.302297743847994,-1.14769892841783,3.67999999999999e-05,5301405,384373.547228259,0,0,0,0,0,-294.328213039692,847828411
-18,0.0588235294117647,0.57820515625,9.32495305905709,0.922970505010766,2.4677392572655,-3.96018100543036,3.68e-05,5301405,84374.3486049507,0,0,0,0,0,-308.98468128561,966279028
-18,0.0588235294117647,0.57820515625,9.41771286970953,0.886898567567197,2.63134459298103,-4.27839423540512,3.68e-05,5301405,84376.4175525548,0,0,0,0,0,-310.222624345373,791600454
-18,0.0588235294117647,0.57820515625,9.29885535459597,0.926025060272441,2.69654587477879,-4.43282666374802,3.68e-05,5301405,84377.0604328004,0,0,0,0,0,-310.00649287497,187541755
-18,0.0588235294117647,0.57820515625,10.1469707729542,0.913104171108255,2.47343694163033,-3.98873986648877,3.68e-05,5301405,84375.0022421835,0,0,0,0,0,-309.211497289717,728315513
-18,0.0588235294117647,0.57820515625,9.59136987051538,0.90795686827284,2.77895309407898,-4.41286872906664,3.68e-05,5301405,84374.5033572025,0,0,0,0,0,-310.397960085485,671287057
-18,0.0588235294117647,0.32825265625,0.0945586163482471,0.181212483168936,7.04010678088165,1.85367632720361,3.68e-05,5301405,534374.229453349,0,0,0,0,0,-911.209620992298,402120863
-18,0.0588235294117647,0.32825265625,13.9064389350613,0.361147167030762,6.91695898634027,2.0828379412638,3.67999999999999e-05,5301405,534374.939835907,0,0,0,0,0,-324.31526215831,1022713699
-18,0.0588235294117647,0.32825265625,0.0143341937481305,0.136775269886827,6.77571078723044,2.56855822490054,3.68000000000001e-05,5301405,534376.143293308,0,0,0,0,0,-917.559526967005,596134517
-18,0.0588235294117647,0.32825265625,0.0583671814342588,0.159170913726006,6.7832635045616,1.92694150029703,3.68e-05,5301405,534375.33267172,0,0,0,0,0,-917.273894244178,619339739
-18,0.0588235294117647,0.32825265625,0.0488389783413414,0.228776822296844,4.5160775768987,2.01166668651148,3.68e-05,5301405,534377.430568906,0,0,0,0,0,-874.389935344477,935378031
-18,0.0588235294117647,0.82815765625,6.53139021747061,0.928896865174375,1.24624579896527,-1.84626675339549,3.68000000000001e-05,5301405,234375.865489797,0,0,0,0,0,-296.709945610089,671487386
-18,0.0588235294117647,0.82815765625,6.87299088202291,0.913434611996996,1.19664900792324,-1.83322260166419,3.68e-05,5301405,234374.411098905,0,0,0,0,0,-296.705137952339,268389453
-18,0.0588235294117647,0.82815765625,7.14657336688741,0.899434654887012,1.31831736698126,-2.02343934959397,3.68e-05,5301405,234375.18250351,0,0,0,0,0,-297.160959732812,983435919
-18,0.0588235294117647,0.82815765625,7.11657738774373,0.927901898884875,1.32947122207499,-2.09833800079608,3.68e-05,5301405,234373.978120253,0,0,0,0,0,-296.732798387059,1012558751
-18,0.0588235294117647,0.82815765625,7.25149108232165,0.917614405754685,0.999321078289331,-1.6127931494401,3.68000000000001e-05,5301405,234376.896379526,0,0,0,0,0,-296.308332466107,870171850
-18,0.0588235294117647,0.45322890625,9.89795151669693,0.855890043627458,4.86919701032265,1.76773894191446,3.68000000000001e-05,5301405,309375.450929425,0,0,0,0,0,-305.032312980337,847710205
-18,0.0588235294117647,0.45322890625,9.64348254135534,0.820897488833022,5.56795358958555,1.70189795669055,3.68e-05,5301405,309374.775134653,0,0,0,0,0,-305.439668464418,500945344
-18,0.0588235294117647,0.45322890625,9.77376694510557,0.896565785008859,4.70736370878506,1.48336481497881,3.67999999999999e-05,5301405,309373.670148741,0,0,0,0,0,-305.720891720546,696366844
-18,0.0588235294117647,0.45322890625,9.19941638836175,0.823992018045013,4.25714901469513,2.11664943774876,3.68e-05,5301405,309376.360334229,0,0,0,0,0,-305.654342996255,263981693
-18,0.0588235294117647,0.45322890625,9.6979078255492,0.890020058367952,3.99899682821824,1.67909362576198,3.67999999999999e-05,5301405,309375.359516079,0,0,0,0,0,-306.022312548162,196634522
-18,0.0588235294117647,0.95313390625,9.07084546803829,0.91499646963047,0.455354697179632,4.3592127987591,3.68e-05,5301405,9375.8695745064,0,0,0,0,0,-301.239130409196,812629685
-18,0.0588235294117647,0.95313390625,10.2508867028379,0.909246980269588,1.1412964007323,4.13570726469209,3.68e-05,5301405,9375.83821924306,0,0,0,0,0,-300.932767813725,231716567
-18,0.0588235294117647,0.95313390625,9.66997774940054,0.906238844040742,1.41651137734573,4.18680202628815,3.68e-05,5301405,9377.79105978726,0,0,0,0,0,-300.230690313877,993385912
-18,0.0588235294117647,0.95313390625,11.4157367050207,0.90941600700455,0.6912239456739,4.10237481032081,3.67999999999999e-05,5301405,9375.5623200798,0,0,0,0,0,-301.712492358937,990916441
-18,0.0588235294117647,0.95313390625,9.13284635341909,0.89627729943883,0.700406845462087,4.36108460294928,3.67999999999999e-05,5301405,9376.15600793828,0,0,0,0,0,-301.15294443649,2825366
-18,0.0588235294117647,0.20327640625,18.8975094962191,0.822732269678286,-0.31428765936559,-2.27793356844162,3.68e-05,5301405,459376.61233216,0,0,0,0,0,-332.573684792065,53328601
-18,0.0588235294117647,0.20327640625,10.8637518961831,0.869222248738107,0.00638166810209066,-1.1210447903883,3.68e-05,5301405,459375.202370489,0,0,0,0,0,-300.827711926128,85868187
-18,0.0588235294117647,0.20327640625,8.04629111133033,0.805144138157821,0.938640754812287,-1.90609346121068,3.68e-05,5301405,459376.060353025,0,0,0,0,0,-295.915272442487,887250212
-18,0.0588235294117647,0.20327640625,7.08116209659924,0.852116173223446,0.382297393505319,-1.25445529680198,3.68e-05,5301405,459373.025556196,0,0,0,0,0,-294.789949561304,827256023
-18,0.0588235294117647,0.20327640625,7.98190931726967,0.846922324964556,0.914965004914096,-1.92711576153912,3.68000000000001e-05,5301405,459373.764404194,0,0,0,0,0,-295.029733240484,913410931
-18,0.0588235294117647,0.70318140625,11.6583979189308,0.858343306446981,1.95978968211557,2.8436310967112,3.68e-05,5301405,159374.548319422,0,0,0,0,0,-304.8002900592,35307741
-18,0.0588235294117647,0.70318140625,11.8110090357543,0.893857367012711,1.52245116064675,2.80647995779326,3.68e-05,5301405,159374.499794589,0,0,0,0,0,-304.390828373975,176231690
-18,0.0588235294117647,0.70318140625,12.0094638390298,0.911430611100789,1.51859588162475,2.81392153979938,3.68e-05,5301405,159375.958112505,0,0,0,0,0,-304.259793193507,986309177
-18,0.0588235294117647,0.70318140625,11.1800219118155,0.868086531930798,2.27067799437922,2.75550957384178,3.68e-05,5301405,159375.679861107,0,0,0,0,0,-304.788969226449,756697745
-18,0.0588235294117647,0.70318140625,11.8119958327784,0.909360407356983,1.39762908744156,2.95143217742657,3.68e-05,5301405,159376.444210093,0,0,0,0,0,-304.200179552052,787915918
-18,0.0588235294117647,0.23452046875,8.27000631486119,0.662809413568946,8.65119021205459,8.46545801581358,3.68e-05,5301405,215626.104435951,0,0,0,0,0,-301.006229728332,193889280
-18,0.0588235294117647,0.23452046875,9.62198402202572,0.638775803240383,10.2964132240708,7.81109902622574,3.68e-05,5301405,215627.230176573,0,0,0,0,0,-300.507595234488,348617210
-18,0.0588235294117647,0.23452046875,8.75869524577089,0.751888745607209,9.44600595187256,7.58433194561362,3.68e-05,5301405,215625.432385926,0,0,0,0,0,-300.567672406471,244730452
-18,0.0588235294117647,0.23452046875,8.85736151084342,0.582439233231963,9.25102985965912,8.94085198753275,3.68e-05,5301405,215624.524209634,0,0,0,0,0,-299.384946707594,49513328
-18,0.0588235294117647,0.23452046875,8.70954327307052,0.734098599871561,8.8360375810631,8.22551487240248,3.68e-05,5301405,215627.763416518,0,0,0,0,0,-299.69364845549,243577710
-18,0.0588235294117647,0.73442546875,6.46289995650012,0.948462236358538,1.24337043353025,-1.85658153329952,3.68e-05,5301405,515624.607699264,0,0,0,0,0,-290.640028028935,864655913
-18,0.0588235294117647,0.73442546875,6.41224530471795,0.957913389685261,1.00839533969454,-1.6079407054527,3.68e-05,5301405,515625.845433209,0,0,0,0,0,-290.270092325501,580220903
-18,0.0588235294117647,0.73442546875,6.25084005530353,0.950147519964115,0.809576045002615,-1.29404324981934,3.68e-05,5301405,515623.006482422,0,0,0,0,0,-290.4400866674,597903522
-18,0.0588235294117647,0.73442546875,6.59562402202855,0.951800284551472,1.07103247084423,-1.70580681994342,3.68000000000001e-05,5301405,515624.368273217,0,0,0,0,0,-290.399141760704,229692663
-18,0.0588235294117647,0.73442546875,6.30089050313966,0.961673807914975,1.076941655247,-1.6180943356922,3.68e-05,5301405,515625.863154308,0,0,0,0,0,-290.171736959765,63356347
-18,0.0588235294117647,0.48447296875,11.5872926204501,0.931290163703064,0.7684142890199,3.19688630003127,3.68e-05,5301405,65625.0565676849,0,0,0,0,0,-303.288055134628,2650419
-18,0.0588235294117647,0.48447296875,12.0256992315453,0.932760981484452,0.704795749558987,3.22868910749418,3.68e-05,5301405,65624.4177980681,0,0,0,0,0,-303.296224919806,747938108
-18,0.0588235294117647,0.48447296875,12.0137481843244,0.906157862229347,0.74301282159784,3.16224168876988,3.68e-05,5301405,65627.1307877161,0,0,0,0,0,-303.50514280721,859786776
-18,0.0588235294117647,0.48447296875,11.8886997792067,0.927275400227421,0.558390578931638,3.20512365222639,3.68e-05,5301405,65624.2574993279,0,0,0,0,0,-303.325478566421,642325154
-18,0.0588235294117647,0.48447296875,12.0913357256443,0.924529640841586,0.467451175773199,3.28071719870249,3.68000000000001e-05,5301405,65626.5581624178,0,0,0,0,0,-303.447104826775,790008100
-18,0.0588235294117647,0.98437796875,0.0116769032331237,0.322413808094602,3.74333729224721,-4.1198398035176,3.68e-05,5301405,365625.372997261,0,0,0,0,0,-933.021625188168,854184152
-18,0.0588235294117647,0.98437796875,0.0160020297558535,0.404960035074416,3.76743583842911,-4.00551535772396,3.68e-05,5301405,365625.805821267,0,0,0,0,0,-936.404373182349,994750782
-18,0.0588235294117647,0.98437796875,0.0217772311839601,0.0373892943313899,4.35677993456617,-6.62228360638696,3.68e-05,5301405,365625.275095249,0,0,0,0,0,-940.585167325016,312408506
-18,0.0588235294117647,0.98437796875,0.0118276115519616,0.403030992900319,3.45854757845396,-4.38346999609534,3.68000000000001e-05,5301405,365625.481740022,0,0,0,0,0,-936.724220774911,366019052
-18,0.0588235294117647,0.98437796875,0.0275987541595381,0.33150181129737,3.35547952656723,-3.62381372363196,3.68e-05,5301405,365625.185585314,0,0,0,0,0,-933.739332305666,614998236
-18,0.0588235294117647,0.35949671875,19.7352089002135,0.446511044886425,1.19736574923014,-3.20748302238901,3.68e-05,5301405,290625.8502678,0,0,0,0,0,-326.557465812783,739369236
-18,0.0588235294117647,0.35949671875,25.1469125952632,0.602506695234648,0.192352572129972,-3.64606934082153,3.68e-05,5301405,290626.140666104,0,0,0,0,0,-347.562929670469,664109591
-18,0.0588235294117647,0.35949671875,9.76114460832658,0.710300370813357,1.06186783679597,-2.20447075320026,3.68000000000001e-05,5301405,290626.737556371,0,0,0,0,0,-302.096685913067,1005914789
-18,0.0588235294117647,0.35949671875,25.7032321795242,0.627750687378767,0.520488043153822,-4.24478349773887,3.68e-05,5301405,290626.302456904,0,0,0,0,0,-350.232480688725,671014764
-18,0.0588235294117647,0.35949671875,8.34613903836539,0.779059443513078,1.16936535452174,-2.18960708018112,3.68e-05,5301405,290625.57255138,0,0,0,0,0,-299.736810928631,111567187
-18,0.0588235294117647,0.85940171875,10.2091487411255,0.920746250977028,2.954852954948,2.48174263823979,3.68e-05,5301405,590623.642957038,0,0,0,0,0,-306.106535850873,79065266
-18,0.0588235294117647,0.85940171875,12.3581444395937,0.883163881762456,2.09383168542455,2.25689234450739,3.67999999999999e-05,5301405,590625.392055596,0,0,0,0,0,-306.25428863904,699628661
-18,0.0588235294117647,0.85940171875,12.0162271111923,0.918093249784317,1.83876460110498,2.23293235393447,3.68e-05,5301405,590623.954113352,0,0,0,0,0,-305.781059242031,270947804
-18,0.0588235294117647,0.85940171875,12.0056985283474,0.862842998521951,3.24802129416099,1.90262278285061,3.68e-05,5301405,590625.040003679,0,0,0,0,0,-307.122767521651,105884562
-18,0.0588235294117647,0.85940171875,12.4513755613804,0.926608724703762,1.63989459029551,2.28356813094137,3.68e-05,5301405,590626.511377778,0,0,0,0,0,-305.632442507113,729086000
-18,0.0588235294117647,0.10954421875,9.95982662737489,0.849155192206829,5.69565909081638,1.61197016220627,3.67999999999999e-05,5301405,140626.140131816,0,0,0,0,0,-304.034620017918,93506449
-18,0.0588235294117647,0.10954421875,11.941087742596,0.778133923198921,6.17742704862685,0.705696868553201,3.68e-05,5301405,140625.311769243,0,0,0,0,0,-310.548011801609,493277462
-18,0.0588235294117647,0.10954421875,11.2844614151948,0.775970204685897,5.69497509820299,0.689245812466855,3.67999999999999e-05,5301405,140625.827738356,0,0,0,0,0,-311.304116531765,564032252
-18,0.0588235294117647,0.10954421875,13.3347799174,0.814297504089649,5.26743257558976,0.190684996358371,3.68e-05,5301405,140625.855504276,0,0,0,0,0,-315.626443315289,889736390
-18,0.0588235294117647,0.10954421875,10.4661721134814,0.802015381161656,5.73294130991724,1.39611853482686,3.68e-05,5301405,140627.082498465,0,0,0,0,0,-305.916033403004,358508329
-18,0.0588235294117647,0.60944921875,12.3432973267004,0.950245196197144,0.988121968574084,2.40447053728251,3.68e-05,5301405,440626.053412071,0,0,0,0,0,-305.168447208103,566135072
-18,0.0588235294117647,0.60944921875,12.2232850112001,0.940464193190947,0.940404484153234,2.4838068531679,3.68e-05,5301405,440624.176493284,0,0,0,0,0,-305.235485410722,293415997
-18,0.0588235294117647,0.60944921875,12.1924881258367,0.940594481744162,1.05632924991556,2.42251643605493,3.68e-05,5301405,440626.567129836,0,0,0,0,0,-305.231429784711,681995418
-18,0.0588235294117647,0.60944921875,12.0569313301411,0.943384081817443,0.832901901112692,2.49633710970667,3.68e-05,5301405,440625.783186815,0,0,0,0,0,-305.22357589889,158984729
-18,0.0588235294117647,0.60944921875,12.2110267653834,0.94156830126159,0.952511181756818,2.55475125969275,3.68e-05,5301405,440625.341458768,0,0,0,0,0,-305.226318831993,696294929
-18,0.0588235294117647,0.42198484375,12.1398227874644,0.887953822311843,1.21180875253734,2.58440805671464,3.68e-05,5301405,253126.054483663,0,0,0,0,0,-305.027782328467,1072550882
-18,0.0588235294117647,0.42198484375,0.0918852022761076,0.0747397458818326,1.93072748791545,2.33211957600692,3.68e-05,5301405,253125.083604542,0,0,0,0,0,-957.070852696466,520484273
-18,0.0588235294117647,0.42198484375,0.0394165487703306,0.0740590594109997,1.65159964510488,2.38652938201453,3.68e-05,5301405,253125.399451416,0,0,0,0,0,-956.607959001045,61740091
-18,0.0588235294117647,0.42198484375,0.0236339432110668,0.114241205786887,1.41548075999369,1.98486192070816,3.68e-05,5301405,253126.477351436,0,0,0,0,0,-956.437532870775,268266599
-18,0.0588235294117647,0.42198484375,0.0474377347227316,0.127948125019359,1.48728036296512,1.88956464093734,3.68e-05,5301405,253124.764703318,0,0,0,0,0,-956.710246823203,628315846
-18,0.0588235294117647,0.92188984375,10.8215267346129,0.83780417434216,7.10191168467381,-0.542830137620464,3.68e-05,5301405,553125.087398575,0,0,0,0,0,-313.194861313206,102044185
-18,0.0588235294117647,0.92188984375,10.0831967767036,0.791968430440053,6.84721170017407,0.264716022114062,3.68e-05,5301405,553125.206216205,0,0,0,0,0,-310.058032127508,407098614
-18,0.0588235294117647,0.92188984375,9.51600728380554,0.836841657718479,5.91477981803944,0.397979150747134,3.68000000000001e-05,5301405,553125.58508237,0,0,0,0,0,-309.790617494769,1006767290
-18,0.0588235294117647,0.92188984375,13.0708227210902,0.758780387941831,6.17842248240324,-0.345853431484439,3.68e-05,5301405,553124.135108507,0,0,0,0,0,-315.909435276906,742565634
-18,0.0588235294117647,0.92188984375,13.41229415099,0.868431657918419,4.56174355177293,-1.0524751373199,3.68e-05,5301405,553127.215696383,0,0,0,0,0,-316.282198525375,967570148
-18,0.0588235294117647,0.17203234375,9.66401532291161,0.841318456777564,3.87884049581898,2.7346426618584,3.68e-05,5301405,103127.015690131,0,0,0,0,0,-303.93090873029,1040494492
-18,0.0588235294117647,0.17203234375,10.3817123121175,0.820899863900872,3.95559415496673,2.49601733228219,3.68e-05,5301405,103125.873480047,0,0,0,0,0,-304.61160139554,1006288720
-18,0.0588235294117647,0.17203234375,10.0118729736039,0.839331255921001,2.9019351672748,2.71669775946557,3.68e-05,5301405,103127.979888733,0,0,0,0,0,-304.789378831224,904618968
-18,0.0588235294117647,0.17203234375,9.44246122987943,0.880711218447892,4.11993056495393,2.32410150260089,3.68e-05,5301405,103126.784807511,0,0,0,0,0,-302.899291979934,155696190
-18,0.0588235294117647,0.17203234375,9.74849781399456,0.8826995016162,3.93869760555946,2.48694917985478,3.68000000000001e-05,5301405,103126.602013252,0,0,0,0,0,-302.777899567554,726993101
-18,0.0588235294117647,0.67193734375,7.57669720805283,0.845499202661331,2.18576243723126,-3.31167098299263,3.68e-05,5301405,403126.310452209,0,0,0,0,0,-297.163579108428,684231831
-18,0.0588235294117647,0.67193734375,8.16745566302193,0.785182550040465,2.21466817130603,-3.39048546290919,3.68e-05,5301405,403125.253157469,0,0,0,0,0,-298.806936683809,524576661
-18,0.0588235294117647,0.67193734375,20.1303720556223,0.768562652487679,1.49790075922993,-4.67830835086025,3.68e-05,5301405,403126.528225974,0,0,0,0,0,-336.104054457856,956043430
-18,0.0588235294117647,0.67193734375,7.61622644157439,0.80645019463556,1.72958700415206,-2.80457165403628,3.68e-05,5301405,403124.930536836,0,0,0,0,0,-297.068840501558,878947070
-18,0.0588235294117647,0.67193734375,9.48757926644827,0.619214630272605,2.21947011827892,-3.49115801169368,3.67999999999999e-05,5301405,403125.166988386,0,0,0,0,0,-303.234763149234,1011983929
-18,0.0588235294117647,0.04705609375,8.24942544822467,0.930151938777898,1.88934448632914,-3.31846013361896,3.68000000000001e-05,5301405,178128.504654136,0,0,0,0,0,-302.165938599821,956432978
-18,0.0588235294117647,0.04705609375,8.15761559617665,0.940243578699254,1.32852729813543,-2.5445507036361,3.68e-05,5301405,178126.041269601,0,0,0,0,0,-300.560637068127,743959937
-18,0.0588235294117647,0.04705609375,7.72271975990657,0.927266136765341,1.4150046854744,-2.66796679507099,3.68e-05,5301405,178124.125159585,0,0,0,0,0,-301.039998632436,637245592
-18,0.0588235294117647,0.04705609375,8.08188845718821,0.942774332318797,1.7425405212784,-3.09873034092173,3.68e-05,5301405,178126.032591114,0,0,0,0,0,-301.515409999106,434774848
-18,0.0588235294117647,0.04705609375,7.52741434541411,0.950626249104242,1.22287424312991,-2.3850853876037,3.68e-05,5301405,178125.058295693,0,0,0,0,0,-300.316368416307,173438697
-18,0.0588235294117647,0.54696109375,9.95874746818143,0.714150353164008,-2.09213869095985,2.66039423908255,3.68e-05,5301405,478125.899242258,0,0,0,0,0,-309.042847782217,580737347
-18,0.0588235294117647,0.54696109375,14.5336035096299,0.445028281812075,-0.856853582581116,2.69279212313176,3.68e-05,5301405,478123.52926209,0,0,0,0,0,-314.208041438421,1062482804
-18,0.0588235294117647,0.54696109375,13.6973555433434,0.578345327357207,-1.57097596230014,2.70985029419748,3.68e-05,5301405,478126.273610972,0,0,0,0,0,-312.500835140434,305518493
