"b_3","gamma","mu_EI","sigma_P","sigma_M","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
-13.0344827586207,0.142857142857143,0.1,0.820346640625,118.949723698801,0.0479167433932345,-0.556210773827758,-3.34748445060496,3.68e-05,5301405,222655.353236895,241407.582026366,0,0,0,0,0,-413.952478978649,207589116
-13.0344827586207,0.142857142857143,0.1,0.320441640625,10.342540226017,0.885921830895464,3.11202292696701,2.04445688600124,3.68e-05,5301405,72655.7157695854,91407.4423308784,0,0,0,0,0,-293.357321900287,792083951
-13.0344827586207,0.142857142857143,0.1,0.320441640625,10.2184018747623,0.907144215518218,2.84676786033561,2.00818057574398,3.68e-05,5301405,72657.6987541056,91407.5040115468,0,0,0,0,0,-293.235072145308,870197149
-13.0344827586207,0.142857142857143,0.1,0.320441640625,10.3741590381808,0.911944290622029,3.07484790478812,2.03488338630545,3.68e-05,5301405,72657.9951341868,91407.8264946126,0,0,0,0,0,-293.319372181348,296273624
-13.0344827586207,0.142857142857143,0.1,0.320441640625,10.4362987342694,0.888418029240385,3.1034858329908,2.01818068868661,3.68e-05,5301405,72657.7414002555,91406.8441349253,0,0,0,0,0,-293.393821409725,825784370
-13.0344827586207,0.142857142857143,0.1,0.320441640625,10.2740231280198,0.909556721115369,3.07310144614852,1.88760197331655,3.68e-05,5301405,72656.3680292568,91406.331006647,0,0,0,0,0,-293.32264366793,357079807
-13.0344827586207,0.142857142857143,0.1,0.070489140625,3.33170595365278,0.828264326560183,2.26086491279938,-1.75049390179848,3.68e-05,5301405,147655.855510469,166405.654755413,0,0,0,0,0,-263.165894358232,959539902
-13.0344827586207,0.142857142857143,0.1,0.070489140625,3.47590242129045,0.778263310006434,2.28371168695688,-1.60786455064277,3.68e-05,5301405,147655.760500445,166407.081683622,0,0,0,0,0,-264.369912783695,426380220
-13.0344827586207,0.142857142857143,0.1,0.070489140625,3.68389705958552,0.755992279667914,2.15589026555755,-1.50922488647602,3.68e-05,5301405,147655.851557618,166406.111331019,0,0,0,0,0,-264.501760133581,770141234
-13.0344827586207,0.142857142857143,0.1,0.070489140625,10.2858321519566,0.81227202727196,2.76264190593952,1.02976585306931,3.68000000000001e-05,5301405,147656.680709221,166405.677984316,0,0,0,0,0,-294.198952681116,185653686
-13.0344827586207,0.142857142857143,0.1,0.070489140625,10.3904102956038,0.78839532018998,3.26372557001083,1.21858168215955,3.68e-05,5301405,147658.853015282,166405.863086845,0,0,0,0,0,-294.179265279602,685343985
-13.0344827586207,0.142857142857143,0.1,0.570394140625,7.27152272221427,0.582796204217297,5.78866613013067,-8.02893420635282,3.68e-05,5301405,297656.841624551,16409.9782005424,0,0,0,0,0,-278.196829462748,433152703
-13.0344827586207,0.142857142857143,0.1,0.570394140625,8.04596767151181,0.495597224104391,5.49690050748191,-7.00678210058291,3.68000000000001e-05,5301405,297656.634268104,16405.7202634003,0,0,0,0,0,-286.086544421092,461622434
-13.0344827586207,0.142857142857143,0.1,0.570394140625,9.92837160107339,0.690910937410082,6.14639937160777,-8.56544957027914,3.68e-05,5301405,297656.482286491,16407.5629783366,0,0,0,0,0,-288.107746783734,750830732
-13.0344827586207,0.142857142857143,0.1,0.570394140625,7.77515971169549,0.726481791341374,5.9597216517314,-8.26936601031774,3.68e-05,5301405,297655.809639191,16408.1020940465,0,0,0,0,0,-278.82583632222,710756904
-13.0344827586207,0.142857142857143,0.1,0.570394140625,10.9815950110139,0.561025924149717,6.18514341158147,-9.48434821474181,3.68e-05,5301405,297656.310551462,16407.6997718377,0,0,0,0,0,-292.976654793715,516937129
-12.2068965517241,0.142857142857143,0.1,0.60944921875,4.86942545001402,0.489398700253286,3.58331868763529,-4.16795342625787,3.68e-05,5301405,14063.6724378629,60939.7416943081,0,0,0,0,0,-281.065646099763,936846615
-12.2068965517241,0.142857142857143,0.1,0.60944921875,4.22396732316632,0.579659279643918,3.36114970784483,-3.53426051516327,3.68000000000001e-05,5301405,14064.137153922,60937.1738858675,0,0,0,0,0,-276.311975199541,734682519
-12.2068965517241,0.142857142857143,0.1,0.60944921875,5.02608732633494,0.620279688163025,3.53713610492895,-3.71430815115632,3.68e-05,5301405,14063.5300811757,60939.0955424352,0,0,0,0,0,-276.071823614466,599214546
-12.2068965517241,0.142857142857143,0.1,0.60944921875,6.47847916181424,0.436156102950215,3.90194470697225,-4.18830273495236,3.67999999999999e-05,5301405,14063.0883354045,60933.8979840231,0,0,0,0,0,-286.406393659989,842452162
-12.2068965517241,0.142857142857143,0.1,0.60944921875,6.93356484631408,0.303043093917841,3.79227246136731,-4.28856043138507,3.68e-05,5301405,14061.3191685524,60938.7170572371,0,0,0,0,0,-293.253726092805,320350440
-12.2068965517241,0.142857142857143,0.1,0.10954421875,5.96550980395365,0.45374515427609,0.045730751686943,1.55008601803414,3.68e-05,5301405,164063.74688276,210938.416185783,0,0,0,0,0,-294.936525509159,634815809
-12.2068965517241,0.142857142857143,0.1,0.10954421875,5.58737800814439,0.570402970022984,-0.199064673159803,1.84971006682415,3.68e-05,5301405,164063.909991286,210937.823573205,0,0,0,0,0,-291.179770120144,458201938
-12.2068965517241,0.142857142857143,0.1,0.10954421875,5.35810537454195,0.561640121488069,-0.423786965402961,2.53770431656486,3.68e-05,5301405,164062.460614415,210937.626955189,0,0,0,0,0,-298.74038902809,317485750
-12.2068965517241,0.142857142857143,0.1,0.10954421875,10.0740594394838,0.364864405337909,0.372451640947505,1.98179224410865,3.68000000000001e-05,5301405,164061.367714246,210937.398316688,0,0,0,0,0,-303.419652302489,724875382
-12.2068965517241,0.142857142857143,0.1,0.10954421875,7.22518927767544,0.353912796981932,0.192251399977894,1.21373737873329,3.68e-05,5301405,164061.872627294,210936.561456255,0,0,0,0,0,-294.908057261067,132511165
-12.2068965517241,0.142857142857143,0.1,0.35949671875,10.2904052097002,0.853132276725023,3.22307750040374,1.43022307945856,3.68e-05,5301405,239060.885163528,135937.100926001,0,0,0,0,0,-292.892548895692,525081628
-12.2068965517241,0.142857142857143,0.1,0.35949671875,10.1676242731385,0.798201235259609,2.84173044558062,0.666991543983344,3.68000000000001e-05,5301405,239062.958666744,135939.24370801,0,0,0,0,0,-293.192927338666,596351805
-12.2068965517241,0.142857142857143,0.1,0.35949671875,10.2804314587792,0.921957561862322,3.03118081463304,1.12494871195565,3.67999999999999e-05,5301405,239064.059871942,135937.753600991,0,0,0,0,0,-292.650429463494,721381680
-12.2068965517241,0.142857142857143,0.1,0.35949671875,10.399025602002,0.830879795042342,3.53800352487287,0.995175506013722,3.68000000000001e-05,5301405,239063.964909784,135938.170360909,0,0,0,0,0,-293.285659908337,593074462
-12.2068965517241,0.142857142857143,0.1,0.35949671875,10.1697774265883,0.866333251377558,3.07252385151974,1.21055420988574,3.68e-05,5301405,239063.804668368,135936.918867744,0,0,0,0,0,-292.764945233146,664487
-12.2068965517241,0.142857142857143,0.1,0.85940171875,124.71612975462,0.0168659244437439,1.56404166943149,-6.94184615389839,3.68e-05,5301405,89062.521797237,285937.799683685,0,0,0,0,0,-416.827413004844,498616387
-12.2068965517241,0.142857142857143,0.1,0.85940171875,94.9613899980531,0.0285962237198464,2.2314429764876,-7.35327676361848,3.68e-05,5301405,89063.1038800417,285936.096450756,0,0,0,0,0,-403.967032452547,218947585
-12.2068965517241,0.142857142857143,0.1,0.85940171875,119.684387662685,0.015107644524643,2.10463092604581,-7.48609149068411,3.68e-05,5301405,89063.0914165533,285938.437678043,0,0,0,0,0,-416.859543994012,1013760833
-12.2068965517241,0.142857142857143,0.1,0.85940171875,110.904001820949,0.0531835425946883,2.25152115580642,-8.35440852181623,3.68e-05,5301405,89063.4207724178,285936.318203387,0,0,0,0,0,-409.611759707094,137444602
-12.2068965517241,0.142857142857143,0.1,0.85940171875,120.347036863321,0.0436725360956815,0.91622247142391,-7.77532838169072,3.68e-05,5301405,89063.0420080092,285937.483748402,0,0,0,0,0,-416.960014461219,663980075
-12.2068965517241,0.142857142857143,0.1,0.23452046875,5.20967694034853,0.390806227601189,1.14475484154887,-0.924401456598733,3.68e-05,5301405,276560.716937835,98436.1303574701,0,0,0,0,0,-280.067185334207,93563534
-12.2068965517241,0.142857142857143,0.1,0.23452046875,3.7077645516195,0.570682762439051,1.69959350472744,-0.926328836651719,3.68e-05,5301405,276562.790685329,98436.2386178594,0,0,0,0,0,-268.663285764841,366514914
-12.2068965517241,0.142857142857143,0.1,0.23452046875,4.49234947272435,0.486404223496721,1.45452877263246,-0.767842280443608,3.68e-05,5301405,276561.668771979,98438.8419295069,0,0,0,0,0,-271.640063958614,114128275
-12.2068965517241,0.142857142857143,0.1,0.23452046875,7.02009602534994,0.322063237892069,1.93352952177455,-1.92594840133577,3.68e-05,5301405,276562.276140124,98437.8502902278,0,0,0,0,0,-284.054556411555,556693580
-12.2068965517241,0.142857142857143,0.1,0.23452046875,4.80256902802236,0.408365597742292,2.15662177754458,-1.69034970828745,3.68e-05,5301405,276562.954855164,98438.7992517828,0,0,0,0,0,-272.224309769207,730849895
-12.2068965517241,0.142857142857143,0.1,0.73442546875,10.1997828686217,0.762855311110385,3.08948170078011,1.14341872233588,3.68e-05,5301405,126563.227892791,248441.157914706,0,0,0,0,0,-293.090211543903,175453049
-12.2068965517241,0.142857142857143,0.1,0.73442546875,10.2821266897155,0.768177806788733,3.11554767720574,1.17075001089354,3.68e-05,5301405,126560.980709367,248437.289599451,0,0,0,0,0,-293.112719206159,673625876
-12.2068965517241,0.142857142857143,0.1,0.73442546875,10.2690066558067,0.77900633545457,2.98628840283089,1.21824212189946,3.68e-05,5301405,126564.749079123,248439.195861476,0,0,0,0,0,-293.039661567311,633561534
-12.2068965517241,0.142857142857143,0.1,0.73442546875,10.120306884705,0.787554804702656,2.957824417145,1.25652857372953,3.68e-05,5301405,126562.659875351,248439.078971813,0,0,0,0,0,-292.954249828764,136068618
-12.2068965517241,0.142857142857143,0.1,0.73442546875,10.2711910451296,0.716072015432507,3.34422257538345,1.15536710542912,3.68e-05,5301405,126561.556029639,248434.819085718,0,0,0,0,0,-293.484433705098,890138877
-12.2068965517241,0.142857142857143,0.1,0.98437796875,118.36833424186,0.103810826955306,-3.67089327583594,1.48686624313743,3.68e-05,5301405,51562.005499083,23439.1820071543,0,0,0,0,0,-404.307717046509,397969690
-12.2068965517241,0.142857142857143,0.1,0.98437796875,106.508463068198,0.106598046502473,-2.15922402176524,1.20368099371782,3.68e-05,5301405,51563.0982753671,23437.7988738876,0,0,0,0,0,-397.31934364248,151589129
-12.2068965517241,0.142857142857143,0.1,0.98437796875,13.8283571582306,0.219279103807981,-1.40229368148361,1.74025539564311,3.67999999999999e-05,5301405,51563.2206526216,23435.9562394638,0,0,0,0,0,-319.923602328169,869609641
-12.2068965517241,0.142857142857143,0.1,0.98437796875,11.1352518004325,0.331206239890213,-1.90218334155468,1.9024926979493,3.68e-05,5301405,51563.1222829866,23440.3916659869,0,0,0,0,0,-316.431324916201,596274888
-12.2068965517241,0.142857142857143,0.1,0.98437796875,77.1412753308852,0.052211629152484,-2.43234875083785,1.51326463806875,3.68e-05,5301405,51561.8225019669,23436.9103395451,0,0,0,0,0,-386.997152240014,692690007
-12.2068965517241,0.142857142857143,0.1,0.48447296875,3.61291291100704,0.680241554759151,3.93908793790379,-4.45249946884889,3.67999999999999e-05,5301405,201564.019800471,173437.890238592,0,0,0,0,0,-260.153925239126,763639370
-12.2068965517241,0.142857142857143,0.1,0.48447296875,3.3610421223931,0.749915128170527,4.44126319252287,-5.46262738718423,3.68000000000001e-05,5301405,201563.932383765,173438.19215016,0,0,0,0,0,-257.975963636715,464633248
-12.2068965517241,0.142857142857143,0.1,0.48447296875,3.70861319182388,0.69735111579428,4.41833726424769,-5.06754366216739,3.68e-05,5301405,201564.480432085,173438.085714645,0,0,0,0,0,-260.861101821624,505533171
-12.2068965517241,0.142857142857143,0.1,0.48447296875,3.38516860758142,0.816172648417326,4.00697629558071,-4.57569229577986,3.68e-05,5301405,201562.132586062,173439.237030946,0,0,0,0,0,-256.528258311533,672386668
-12.2068965517241,0.142857142857143,0.1,0.48447296875,3.20554742013,0.678543500409256,3.76517230574437,-4.31860915007829,3.68e-05,5301405,201562.575990814,173437.091333275,0,0,0,0,0,-259.39525705154,96114738
-12.2068965517241,0.142857142857143,0.1,0.79691359375,3.47526718439874,0.778975251044297,2.78231425273445,-2.6473987851876,3.68000000000001e-05,5301405,32815.2121247044,154691.102636645,0,0,0,0,0,-262.099553633753,1024899128
-12.2068965517241,0.142857142857143,0.1,0.79691359375,5.02131597423337,0.585922499883218,3.33814960384453,-3.36668630118319,3.68e-05,5301405,32815.2733873867,154687.16654976,0,0,0,0,0,-270.90781314322,169974802
-12.2068965517241,0.142857142857143,0.1,0.79691359375,3.24809319698751,0.655268437717188,2.79290174165651,-2.5065413059544,3.68e-05,5301405,32812.0499325465,154686.674517403,0,0,0,0,0,-266.206459486763,1032691459
-12.2068965517241,0.142857142857143,0.1,0.79691359375,5.77461509702887,0.358979249608377,3.34265954487685,-3.63652798138803,3.68e-05,5301405,32814.1242872028,154684.722076019,0,0,0,0,0,-280.781918859886,212789971
-12.2068965517241,0.142857142857143,0.1,0.79691359375,3.80755428523129,0.586339741361787,3.28964459971944,-3.45328479544314,3.68e-05,5301405,32815.9385666316,154687.601231008,0,0,0,0,0,-269.807500788587,492839958
-12.2068965517241,0.142857142857143,0.1,0.29700859375,10.3197365143957,0.699844609457596,1.61542011955453,2.14488083216775,3.68e-05,5301405,182812.684175698,4690.121827559,0,0,0,0,0,-293.60772783807,696789980
-12.2068965517241,0.142857142857143,0.1,0.29700859375,11.7044210397505,0.532738216628766,-0.617986674952833,2.61170787173959,3.68e-05,5301405,182813.888350233,4687.56088709414,0,0,0,0,0,-303.244492660757,400174376
-12.2068965517241,0.142857142857143,0.1,0.29700859375,10.3686075060074,0.676881127850318,1.19312465722381,2.30048524993052,3.67999999999999e-05,5301405,182813.635179651,4687.00187173067,0,0,0,0,0,-294.552416297883,43733308
-12.2068965517241,0.142857142857143,0.1,0.29700859375,10.164019994925,0.73892490711695,1.59337866832494,2.35622028363364,3.68e-05,5301405,182813.934070923,4688.36132692536,0,0,0,0,0,-293.449747879831,939734029
-12.2068965517241,0.142857142857143,0.1,0.29700859375,11.1570119250898,0.710502522174258,0.434430871779367,2.65105673186576,3.68e-05,5301405,182811.412605189,4687.53533738523,0,0,0,0,0,-297.030671892263,523624933
-12.2068965517241,0.142857142857143,0.1,0.04705609375,10.3423720131926,0.826066261616802,3.23459363942638,0.964262920762351,3.68e-05,5301405,257813.578346122,229687.51157516,0,0,0,0,0,-293.143970555582,409079234
-12.2068965517241,0.142857142857143,0.1,0.04705609375,10.3965554254337,0.815325451516329,3.45909477973497,0.519029507617472,3.68000000000001e-05,5301405,257810.354837299,229687.704248823,0,0,0,0,0,-293.556628977734,654557545
-12.2068965517241,0.142857142857143,0.1,0.04705609375,10.3574068310905,0.821745130291044,3.22153322871979,1.08159195808361,3.67999999999999e-05,5301405,257810.860733778,229689.770681744,0,0,0,0,0,-293.170390091581,945283104
-12.2068965517241,0.142857142857143,0.1,0.04705609375,10.233781921721,0.775300737407512,3.10862605039161,0.744893076756344,3.68e-05,5301405,257811.780144379,229688.159422822,0,0,0,0,0,-293.317078595966,913699489
-12.2068965517241,0.142857142857143,0.1,0.04705609375,10.1840847444011,0.820251332917793,2.98127819976796,0.716488551690943,3.68e-05,5301405,257813.966077938,229686.72239912,0,0,0,0,0,-293.101541028488,840399740
-12.2068965517241,0.142857142857143,0.1,0.54696109375,106.82754060941,0.452221087812322,1.25245303389014,-8.3104538940233,3.68e-05,5301405,107813.313958051,79687.5278371183,0,0,0,0,0,-410.622049586667,922334384
-12.2068965517241,0.142857142857143,0.1,0.54696109375,120.137051272687,0.212105600072677,0.261068177829805,-6.53606511091227,3.68000000000001e-05,5301405,107812.145936395,79685.2200451403,0,0,0,0,0,-414.309353613935,561021202
-12.2068965517241,0.142857142857143,0.1,0.54696109375,112.067697661958,0.125998405290862,1.57066200811921,-7.5290831645927,3.68000000000001e-05,5301405,107814.28077685,79688.4094945297,0,0,0,0,0,-408.17925431727,71596222
-12.2068965517241,0.142857142857143,0.1,0.54696109375,119.853473708547,0.104842525373726,0.631054545334765,-6.72509380584094,3.68e-05,5301405,107812.216794923,79688.8752980271,0,0,0,0,0,-416.818106696152,155201267
-12.2068965517241,0.142857142857143,0.1,0.54696109375,108.88178210608,0.260867522113453,0.728133336955446,-7.15449341385561,3.68000000000001e-05,5301405,107814.426195247,79687.3124830687,0,0,0,0,0,-410.739450516548,1055540823
-12.2068965517241,0.142857142857143,0.1,0.42198484375,0.0418274618017867,0.00866219684593883,3.08560444754778,-1.01372867872326,3.68e-05,5301405,295313.042613157,267188.086665175,0,0,0,0,0,-961.744758819492,877885173
-12.2068965517241,0.142857142857143,0.1,0.42198484375,0.0143397468958182,0.0129592094107709,3.39437127800577,-2.09817513446801,3.68e-05,5301405,295312.065595708,267186.13144214,0,0,0,0,0,-936.984846344315,1031148480
-12.2068965517241,0.142857142857143,0.1,0.42198484375,0.00985981044051341,0.0133819360855279,2.51134845020394,-2.17506221687502,3.68e-05,5301405,295313.473629766,267187.869221709,0,0,0,0,0,-845.946906711016,137830573
-12.2068965517241,0.142857142857143,0.1,0.42198484375,0.00635559467480748,0.0159958147197879,1.30512201801415,-3.92616652802405,3.68e-05,5301405,295312.311424433,267187.425860962,0,0,0,0,0,-984.02269547772,396311511
-12.2068965517241,0.142857142857143,0.1,0.42198484375,0.00650303587574702,0.0157665186549466,1.2151869292503,-3.66538486956161,3.68e-05,5301405,295312.825296368,267187.654272617,0,0,0,0,0,-984.068819943961,722840817
-12.2068965517241,0.142857142857143,0.1,0.92188984375,10.3321804172793,0.869088697730241,9.23060561633758,6.05325636340901,3.68e-05,5301405,145312.531002265,117188.754532281,0,0,0,0,0,-290.110828449669,493011138
-12.2068965517241,0.142857142857143,0.1,0.92188984375,9.24766585874653,0.805954890254704,9.89032278960954,6.62194048239265,3.68e-05,5301405,145314.584634377,117186.698288968,0,0,0,0,0,-283.84920228549,223776933
-12.2068965517241,0.142857142857143,0.1,0.92188984375,10.2823085447374,0.766703143819706,10.1701060078588,6.27968039105378,3.68000000000001e-05,5301405,145312.477256217,117187.548988455,0,0,0,0,0,-294.081484690014,535550876
-12.2068965517241,0.142857142857143,0.1,0.92188984375,9.94990879310075,0.734484531750576,9.07794348331353,6.50651661330905,3.68e-05,5301405,145311.834841945,117187.494501627,0,0,0,0,0,-288.043574773888,234814466
-12.2068965517241,0.142857142857143,0.1,0.92188984375,10.2532884619396,0.67016867637047,9.81971812956113,6.19707091712162,3.68000000000001e-05,5301405,145313.537658655,117188.902685111,0,0,0,0,0,-288.906298782385,493727169
-12.2068965517241,0.142857142857143,0.1,0.67193734375,4.4159793564956,0.654130086587635,0.549426548535267,0.954057892360172,3.68e-05,5301405,70314.7567955283,192187.901630034,0,0,0,0,0,-273.682168077367,795782243
-12.2068965517241,0.142857142857143,0.1,0.67193734375,6.72993290684782,0.47948264193214,0.209633958146697,1.35413228070113,3.68000000000001e-05,5301405,70313.0646546913,192187.250230915,0,0,0,0,0,-287.299947423261,980233627
-12.2068965517241,0.142857142857143,0.1,0.67193734375,4.8136953785523,0.744821940867244,0.311772740070184,1.31090383613364,3.68e-05,5301405,70312.1717648143,192188.096886566,0,0,0,0,0,-277.710583877578,447860381
-12.2068965517241,0.142857142857143,0.1,0.67193734375,4.22327110402737,0.762916717956497,0.197078729758418,1.32059239065684,3.68e-05,5301405,70313.2276831588,192189.160509645,0,0,0,0,0,-275.55374560089,953475101
-12.2068965517241,0.142857142857143,0.1,0.67193734375,6.19218822680405,0.572266849101335,-0.0215349160453601,1.4413880045607,3.68e-05,5301405,70313.8483186396,192186.245128894,0,0,0,0,0,-284.747200700328,901254515
-12.2068965517241,0.142857142857143,0.1,0.17203234375,3.21316079827581,0.545601606278972,3.86217643378227,-4.88955808317717,3.68e-05,5301405,220313.138880267,42188.4243804755,0,0,0,0,0,-264.055643528001,1058897595
-12.2068965517241,0.142857142857143,0.1,0.17203234375,3.52051331396133,0.780195908387194,4.26124539830639,-5.49684417896512,3.67999999999999e-05,5301405,220313.03471611,42188.1872084564,0,0,0,0,0,-256.384940592165,887107831
-12.2068965517241,0.142857142857143,0.1,0.17203234375,3.58708315921885,0.748855817764367,4.14850794087033,-5.18398391656799,3.68e-05,5301405,220312.166339387,42189.596835812,0,0,0,0,0,-257.72492448467,505235792
-12.2068965517241,0.142857142857143,0.1,0.17203234375,3.15938193396547,0.803489657762329,3.38696984080831,-3.8159747267401,3.67999999999999e-05,5301405,220311.552245559,42187.7727510455,0,0,0,0,0,-256.383982214617,54957896
-12.2068965517241,0.142857142857143,0.1,0.17203234375,3.85609072984829,0.527467086460371,4.41718075088509,-5.64624741668806,3.68e-05,5301405,220314.813602764,42187.2258568408,0,0,0,0,0,-265.153944788827,317781671
-12.2068965517241,0.142857142857143,0.1,0.26576453125,10.7013436605327,0.771286404932719,4.59483958053493,1.53982266527419,3.68e-05,5301405,117190.035511946,107815.279972856,0,0,0,0,0,-294.24654064441,49992976
-12.2068965517241,0.142857142857143,0.1,0.26576453125,10.8100634345652,0.772024468902406,4.72835457071419,1.59515883606433,3.68000000000001e-05,5301405,117187.170181944,107814.856540015,0,0,0,0,0,-294.411130700011,527677632
-12.2068965517241,0.142857142857143,0.1,0.26576453125,10.7324570615275,0.790039265614405,4.61769729962036,1.63173159088347,3.68e-05,5301405,117188.562922525,107812.746627633,0,0,0,0,0,-294.212215317463,866742050
-12.2068965517241,0.142857142857143,0.1,0.26576453125,10.9145701271207,0.805138988762456,4.86457028831357,1.53380060795983,3.68e-05,5301405,117187.784538576,107813.522268719,0,0,0,0,0,-294.460533118529,966289166
-12.2068965517241,0.142857142857143,0.1,0.26576453125,11.0984942574222,0.781556866949914,5.28535156039835,1.45021478463026,3.68e-05,5301405,117188.830130226,107814.191867938,0,0,0,0,0,-295.078336480038,537886864
-12.2068965517241,0.142857142857143,0.1,0.76566953125,3.63664470941402,0.613118449048177,3.32700484200821,-3.28252427647417,3.68e-05,5301405,267185.365562421,257812.001896301,0,0,0,0,0,-259.693770464921,746198077
-12.2068965517241,0.142857142857143,0.1,0.76566953125,3.07248695142752,0.753505395573937,3.43297992036758,-3.55140289686906,3.68e-05,5301405,267188.328187999,257811.626925982,0,0,0,0,0,-255.345646272225,304243146
-12.2068965517241,0.142857142857143,0.1,0.76566953125,3.71037589490188,0.599324674453388,4.04474676566546,-3.98087538566905,3.68000000000001e-05,5301405,267188.283673951,257811.163023797,0,0,0,0,0,-262.503797456574,467608282
-12.2068965517241,0.142857142857143,0.1,0.76566953125,3.36471154363185,0.616974062418723,2.95305299203494,-2.15773371632518,3.68e-05,5301405,267187.610021801,257811.410716698,0,0,0,0,0,-260.91025131598,556936241
-12.2068965517241,0.142857142857143,0.1,0.76566953125,3.44794175142268,0.724815560164965,3.74495995621718,-3.61655572282943,3.68e-05,5301405,267187.038989475,257813.420576296,0,0,0,0,0,-256.818584838632,97377578
-12.2068965517241,0.142857142857143,0.1,0.51571703125,3.53055470941845,0.694981641022545,5.08888855348539,-7.06614534681705,3.68000000000001e-05,5301405,192187.918430997,32812.9274055242,0,0,0,0,0,-260.614682007202,807452155
-12.2068965517241,0.142857142857143,0.1,0.51571703125,10.4227953560548,0.521454381117305,5.42081619222084,-7.11137876397143,3.68000000000001e-05,5301405,192185.792842933,32812.6977861254,0,0,0,0,0,-291.044034868633,801668713
-12.2068965517241,0.142857142857143,0.1,0.51571703125,3.82592435085669,0.644622042332269,4.93767090892154,-7.22219169422514,3.68e-05,5301405,192186.942280802,32812.7949415313,0,0,0,0,0,-263.628093781816,378262028
-12.2068965517241,0.142857142857143,0.1,0.51571703125,4.97932016454736,0.629093794143609,5.21243171963507,-7.15088357071391,3.68e-05,5301405,192187.910761947,32813.9607086983,0,0,0,0,0,-265.87911591847,826835138
-12.2068965517241,0.142857142857143,0.1,0.51571703125,3.64901929451198,0.668601746663364,4.94078465238299,-6.88859068189694,3.68e-05,5301405,192185.151142273,32813.0781623259,0,0,0,0,0,-261.459288269642,468933904
-12.2068965517241,0.142857142857143,0.1,0.01581203125,5.29284931652373,0.44376589812032,0.852400155377489,-0.0155100146121657,3.68e-05,5301405,42188.0304940172,182814.010615462,0,0,0,0,0,-279.509543515522,2874816
-12.2068965517241,0.142857142857143,0.1,0.01581203125,10.2376457251399,0.736491931248218,2.43749282998931,1.43090277035579,3.67999999999999e-05,5301405,42190.0195697958,182812.205638489,0,0,0,0,0,-293.255069399986,991702972
-12.2068965517241,0.142857142857143,0.1,0.01581203125,7.24740716007418,0.269883786124031,0.512922831765901,0.786147930341262,3.68e-05,5301405,42188.5508545569,182812.375357824,0,0,0,0,0,-304.746796851088,889253580
-12.2068965517241,0.142857142857143,0.1,0.01581203125,4.18215360440675,0.644517412023396,0.865575055152764,-0.0621568266608652,3.68e-05,5301405,42189.6741874099,182812.009834401,0,0,0,0,0,-270.831233967774,585303033
-12.2068965517241,0.142857142857143,0.1,0.01581203125,10.259743600635,0.653583240677604,2.44330175724621,1.1412059872904,3.68e-05,5301405,42188.9420697216,182812.387884646,0,0,0,0,0,-293.744837130363,706169810
-12.2068965517241,0.142857142857143,0.1,0.89064578125,6.74069908115465,0.519583943401567,-1.4866138540534,3.19597072430517,3.68e-05,5301405,154687.041893085,70315.0691785128,0,0,0,0,0,-305.131943211366,570327819
-12.2068965517241,0.142857142857143,0.1,0.89064578125,11.9730407425091,0.344570890919814,-2.35936805515315,4.01730758888737,3.68e-05,5301405,154689.392719198,70313.1603096661,0,0,0,0,0,-328.764176515758,552837530
-12.2068965517241,0.142857142857143,0.1,0.89064578125,3.68511514882239,0.601122173791992,-1.67159599489583,3.2781469102111,3.68e-05,5301405,154688.44616015,70312.9444968269,0,0,0,0,0,-325.763827768758,1001380724
-12.2068965517241,0.142857142857143,0.1,0.89064578125,4.66410162138252,0.605262750802563,-0.681349609816057,2.86462783286839,3.68e-05,5301405,154688.295336003,70313.9142885621,0,0,0,0,0,-298.855602728251,22638239
-12.2068965517241,0.142857142857143,0.1,0.89064578125,4.84171742168022,0.354450823075424,-1.11322636641901,3.69581208292844,3.68e-05,5301405,154687.834717214,70314.3170381124,0,0,0,0,0,-337.008377140298,1011876503
-12.2068965517241,0.142857142857143,0.1,0.39074078125,3.37800831755045,0.754316343701618,3.26410588327136,-3.21198172023079,3.68e-05,5301405,4687.677099773,220312.873960229,0,0,0,0,0,-266.657702420514,927984377
-12.2068965517241,0.142857142857143,0.1,0.39074078125,10.1790689704614,0.844565974508706,3.09561756572391,0.921724909260268,3.68000000000001e-05,5301405,4690.31889240464,220312.582766189,0,0,0,0,0,-293.017504816003,505188445
-12.2068965517241,0.142857142857143,0.1,0.39074078125,10.0811764846272,0.819612951112292,2.79390700342395,0.0922239482640094,3.67999999999999e-05,5301405,4687.66408808901,220310.683897596,0,0,0,0,0,-294.103306654083,479424630
-12.2068965517241,0.142857142857143,0.1,0.39074078125,4.46518041326642,0.587550443388742,3.00275394157192,-2.89205492135912,3.68e-05,5301405,4689.2429146178,220312.989143876,0,0,0,0,0,-270.335450741632,661642329
-12.2068965517241,0.142857142857143,0.1,0.39074078125,10.2662236659749,0.714734505025493,2.8456233289517,0.598666471257727,3.68e-05,5301405,4688.93236348583,220313.488985372,0,0,0,0,0,-293.84456842591,759863376
-12.2068965517241,0.142857142857143,0.1,0.14078828125,102.475183178675,0.0388348413413365,1.44006929004849,-5.1340492550966,3.68e-05,5301405,79686.4322793849,145312.184201715,0,0,0,0,0,-410.913141519421,77339027
