"b_3","gamma","mu_EI","sigma_P","sigma_M","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
-18,0.142857142857143,0.1,0.29700859375,115.888962045989,0.0945646347857242,-1.67080110669182,2.37508992086228,3.68e-05,5301405,182812.519162359,4687.85272396872,0,0,0,0,0,-402.026732776682,383067680
-18,0.142857142857143,0.1,0.29700859375,17.4432977624593,0.140201737064043,-0.0463963231114706,3.35788244508509,3.68e-05,5301405,182813.887445651,4688.4916377281,0,0,0,0,0,-327.832496258849,709719385
-18,0.142857142857143,0.1,0.29700859375,98.8978348825777,0.0455817744091931,-2.20120012455771,3.57270496503197,3.68e-05,5301405,182813.63937434,4687.58181171472,0,0,0,0,0,-395.995005509564,787382666
-18,0.142857142857143,0.1,0.29700859375,14.1051530473865,0.349923369798556,-1.19121753847311,4.33209269376476,3.68000000000001e-05,5301405,182813.017201636,4688.3962802588,0,0,0,0,0,-319.336056008063,89330894
-18,0.142857142857143,0.1,0.29700859375,28.4040539807929,0.320788438035243,-2.74361278432582,2.73939649006606,3.68e-05,5301405,182816.471910535,4688.44750886312,0,0,0,0,0,-345.342320889026,350163653
-18,0.142857142857143,0.1,0.04705609375,10.7222825199312,0.775520733784489,6.14458042083583,1.57694572627706,3.68e-05,5301405,257811.802466409,229689.412002917,0,0,0,0,0,-298.911572212732,439571887
-18,0.142857142857143,0.1,0.04705609375,10.9542021602582,0.777993424373673,6.03588400302861,1.65339859633556,3.68e-05,5301405,257811.756836207,229689.789161358,0,0,0,0,0,-298.769334804448,356317416
-18,0.142857142857143,0.1,0.04705609375,11.0907887407261,0.725653959433003,5.76463109972184,1.52088337348585,3.68000000000001e-05,5301405,257813.466795627,229688.565314599,0,0,0,0,0,-299.183090921261,49599944
-18,0.142857142857143,0.1,0.04705609375,10.9398085865543,0.700315477572587,5.35785219498794,1.13005251217347,3.68e-05,5301405,257810.589223439,229689.205350067,0,0,0,0,0,-299.758002719794,109593046
-18,0.142857142857143,0.1,0.04705609375,11.1225679256983,0.791833582158897,6.04384477989507,1.24380901321075,3.68e-05,5301405,257810.824045825,229687.564681327,0,0,0,0,0,-299.198563187305,997032365
-18,0.142857142857143,0.1,0.54696109375,120.102391134126,0.229199505148265,0.96887289387516,-7.60943870948901,3.68e-05,5301405,107812.192059386,79687.5395827639,0,0,0,0,0,-416.904555256019,449912585
-18,0.142857142857143,0.1,0.54696109375,120.2047828511,0.117644024885031,0.406056744199719,-6.82858968769668,3.68e-05,5301405,107813.403646872,79688.9017103973,0,0,0,0,0,-416.922116322549,492204107
-18,0.142857142857143,0.1,0.54696109375,120.217641222995,0.15559265623098,0.611227453189737,-7.3720313256228,3.68e-05,5301405,107813.239749735,79688.7773192599,0,0,0,0,0,-416.912619768956,321117775
-18,0.142857142857143,0.1,0.54696109375,120.20311902052,0.15991449041051,-0.158117298343514,-7.03221078628776,3.68000000000001e-05,5301405,107813.9572932,79689.4480255059,0,0,0,0,0,-416.912527476174,163122060
-18,0.142857142857143,0.1,0.54696109375,119.672302330868,0.317262211418544,0.0912071838124913,-6.73998604455018,3.68e-05,5301405,107813.796143272,79688.0356063666,0,0,0,0,0,-416.905164899713,237364430
-18,0.142857142857143,0.1,0.42198484375,0.00771019518168458,0.0164630988832063,1.82649442063372,-3.0922205487758,3.68e-05,5301405,295312.793006619,267187.933210388,0,0,0,0,0,-983.996168777314,360489445
-18,0.142857142857143,0.1,0.42198484375,0.00608783201142859,0.0164027519407571,1.87718131898952,-3.01601978082304,3.68e-05,5301405,295312.329376825,267187.694721508,0,0,0,0,0,-983.974318538126,233109430
-18,0.142857142857143,0.1,0.42198484375,0.00573513575665089,0.0162809016423582,1.41150035273881,-2.68843966873604,3.68e-05,5301405,295312.339958391,267187.810886902,0,0,0,0,0,-983.972927138382,324415886
-18,0.142857142857143,0.1,0.42198484375,0.00609538018797839,0.016431752709131,1.85914552098846,-3.02232109516428,3.68e-05,5301405,295312.79583867,267187.435381834,0,0,0,0,0,-983.956187400489,342663760
-18,0.142857142857143,0.1,0.42198484375,0.00790083114621381,0.0161438208787418,1.32262936590126,-2.49583800403107,3.68e-05,5301405,295312.587510412,267186.644667713,0,0,0,0,0,-984.044926126913,940497623
-18,0.142857142857143,0.1,0.92188984375,10.8786966864788,0.9011111890375,5.98846394001763,2.99876570324761,3.68e-05,5301405,145313.893994849,117187.735213841,0,0,0,0,0,-296.995568848769,399764175
-18,0.142857142857143,0.1,0.92188984375,10.876424486136,0.853517971363363,6.09031523430517,3.02215400610545,3.68e-05,5301405,145312.190956564,117189.490164431,0,0,0,0,0,-297.213269379189,309258835
-18,0.142857142857143,0.1,0.92188984375,10.6997749142963,0.908908903800651,6.34551120855461,3.01360928666931,3.68e-05,5301405,145314.473037837,117187.665490803,0,0,0,0,0,-296.934987737357,804348899
-18,0.142857142857143,0.1,0.92188984375,10.9136947586163,0.876787685674636,6.88879787676365,3.01221637295978,3.68e-05,5301405,145313.330468439,117186.712312632,0,0,0,0,0,-297.210247776648,33587259
-18,0.142857142857143,0.1,0.92188984375,10.9439372577039,0.918690688899515,6.92433844122711,3.08167078361346,3.68e-05,5301405,145313.267240988,117187.077992025,0,0,0,0,0,-297.017291870106,1039598186
-18,0.142857142857143,0.1,0.67193734375,8.58591100602981,0.624417379744228,-1.03290421092975,2.72950843105621,3.68e-05,5301405,70311.9228766534,192188.803927441,0,0,0,0,0,-313.571221234334,496349314
-18,0.142857142857143,0.1,0.67193734375,10.8011465323475,0.606788985413694,-0.189743315127895,2.75486318924384,3.68e-05,5301405,70312.4301011826,192188.124168517,0,0,0,0,0,-311.529263614132,10799108
-18,0.142857142857143,0.1,0.67193734375,23.6427847282794,0.379778729375921,-0.397319170701727,2.14848183143718,3.68e-05,5301405,70310.8528126778,192186.921290711,0,0,0,0,0,-329.70676083838,466170713
-18,0.142857142857143,0.1,0.67193734375,12.018186421201,0.486607688396692,0.0229610278580872,3.46209389016894,3.68e-05,5301405,70314.2070601047,192188.191425857,0,0,0,0,0,-310.604439221292,961194044
-18,0.142857142857143,0.1,0.67193734375,11.5886402953541,0.501838148404436,0.297382063099285,2.65068305398021,3.68e-05,5301405,70313.032853475,192185.865254419,0,0,0,0,0,-310.204851307218,835546819
-18,0.142857142857143,0.1,0.17203234375,10.0706970194945,0.624444545319556,5.58274777504941,-4.92320484556026,3.68e-05,5301405,220312.649075897,42188.7382482936,0,0,0,0,0,-296.907978053718,271186648
-18,0.142857142857143,0.1,0.17203234375,7.11840544463486,0.670912423786598,5.23953919967695,-5.13181137800659,3.68e-05,5301405,220312.310846106,42187.5608264554,0,0,0,0,0,-282.980926410951,215440852
-18,0.142857142857143,0.1,0.17203234375,10.4361273685305,0.399238814316126,5.5972073047631,-5.8420707133338,3.68e-05,5301405,220310.003555826,42186.847324155,0,0,0,0,0,-297.454190984795,289517267
-18,0.142857142857143,0.1,0.17203234375,10.0677882971091,0.426140153858345,5.5007573614559,-5.07296053290314,3.68e-05,5301405,220312.168389674,42186.869687308,0,0,0,0,0,-297.891442603037,278307881
-18,0.142857142857143,0.1,0.17203234375,11.087610068297,0.420825253653875,5.32633904227956,-4.98721723141745,3.68000000000001e-05,5301405,220313.375520894,42187.5153645527,0,0,0,0,0,-302.091065183804,142742275
-18,0.142857142857143,0.1,0.26576453125,11.1209878593943,0.795243311982724,6.94937567740287,2.94350205204275,3.68e-05,5301405,117188.956842958,107813.563955766,0,0,0,0,0,-297.622293289638,843481576
-18,0.142857142857143,0.1,0.26576453125,11.11699651098,0.815258759335288,7.55158829973759,2.954901303045,3.67999999999999e-05,5301405,117189.518705809,107813.23831731,0,0,0,0,0,-297.646455623248,468831866
-18,0.142857142857143,0.1,0.26576453125,11.2884968957329,0.820518309639717,6.92920745101326,3.02967912285192,3.68e-05,5301405,117186.326521048,107813.531858815,0,0,0,0,0,-297.570111874032,21265075
-18,0.142857142857143,0.1,0.26576453125,11.1847987638457,0.817795514249265,7.08602272522553,3.03336337236702,3.68e-05,5301405,117187.865322262,107812.566786131,0,0,0,0,0,-297.568078304278,259814440
-18,0.142857142857143,0.1,0.26576453125,11.1112869379774,0.795903762370224,7.18255753144695,2.9106510867273,3.68e-05,5301405,117188.662117981,107812.552313772,0,0,0,0,0,-297.705726728361,579758329
-18,0.142857142857143,0.1,0.76566953125,119.580699718507,0.145398341547953,1.83594974453627,-3.51058694478218,3.68e-05,5301405,267188.336531102,257811.566375904,0,0,0,0,0,-404.238236902954,396245860
-18,0.142857142857143,0.1,0.76566953125,14.2701187872006,0.348168022033359,3.45970113884435,-3.55349561707043,3.68e-05,5301405,267186.982468786,257812.343709949,0,0,0,0,0,-313.690739615441,107357822
-18,0.142857142857143,0.1,0.76566953125,114.07965096764,0.14806419797048,2.536762923895,-3.23650996117492,3.68e-05,5301405,267187.247651701,257811.379992858,0,0,0,0,0,-399.491575846903,23271854
-18,0.142857142857143,0.1,0.76566953125,69.9676957691788,0.323272673867568,3.00020384587722,-3.22934690618183,3.68e-05,5301405,267189.149550924,257811.885522425,0,0,0,0,0,-373.921889851412,598058438
-18,0.142857142857143,0.1,0.76566953125,103.977582524641,0.102199527390505,2.48855056507718,-3.47098540676829,3.68000000000001e-05,5301405,267189.04148365,257813.185339561,0,0,0,0,0,-395.169298638214,793676465
-18,0.142857142857143,0.1,0.51571703125,9.58494191191756,0.525459522528966,6.3344585286676,-7.23646268881512,3.68e-05,5301405,192188.237609561,32812.6414165601,0,0,0,0,0,-293.301920405886,276444797
-18,0.142857142857143,0.1,0.51571703125,10.6586874451796,0.518079651969509,6.34443784210434,-6.74138797338706,3.68e-05,5301405,192187.797762069,32813.9209459891,0,0,0,0,0,-298.155681184859,224576993
-18,0.142857142857143,0.1,0.51571703125,10.7639484571055,0.537850367286352,6.44164243508485,-6.555283165488,3.67999999999999e-05,5301405,192188.344673315,32812.8452079611,0,0,0,0,0,-301.032829136547,820693191
-18,0.142857142857143,0.1,0.51571703125,9.56470697412574,0.48996998201082,6.69261313276586,-7.35181949805422,3.68e-05,5301405,192187.712148908,32812.3236665636,0,0,0,0,0,-300.469672508611,838751407
-18,0.142857142857143,0.1,0.51571703125,9.81253239327611,0.686450610071611,6.25602006338668,-6.86419864514563,3.68e-05,5301405,192188.247665709,32811.8452903904,0,0,0,0,0,-293.413985361815,596227947
-18,0.142857142857143,0.1,0.01581203125,119.57322096737,0.0869193572395602,0.227967279804248,-0.35200623975347,3.67999999999999e-05,5301405,42188.1767955442,182814.79838292,0,0,0,0,0,-416.923496072153,677954675
-18,0.142857142857143,0.1,0.01581203125,117.05902896993,0.117257113107966,-0.317978742717681,-0.0491817602890353,3.68e-05,5301405,42188.1916805728,182813.590604778,0,0,0,0,0,-416.979877498388,363027275
-18,0.142857142857143,0.1,0.01581203125,118.45481101634,0.241034090183926,-1.20769142437983,-0.854393392803744,3.68e-05,5301405,42187.4444433331,182811.991910994,0,0,0,0,0,-416.937994669725,859130204
-18,0.142857142857143,0.1,0.01581203125,120.90343953391,0.115387692194327,0.180025635289188,-0.213786535056422,3.68e-05,5301405,42188.2650835934,182812.209331915,0,0,0,0,0,-405.102358987163,111882384
-18,0.142857142857143,0.1,0.01581203125,120.006778639469,0.0888502390939336,-0.131418909256674,-0.824208171146054,3.68e-05,5301405,42189.1520385373,182813.802545867,0,0,0,0,0,-410.208260414682,221683949
-18,0.142857142857143,0.1,0.89064578125,10.1957549946357,0.484923947924839,-0.830118299320342,4.29415373561816,3.68e-05,5301405,154687.191925513,70314.8470572694,0,0,0,0,0,-316.662308665202,981566358
-18,0.142857142857143,0.1,0.89064578125,16.1616024564934,0.364283545911142,-2.49577414191352,4.81438170984404,3.68e-05,5301405,154684.775468501,70312.167859745,0,0,0,0,0,-327.541823859116,99518415
-18,0.142857142857143,0.1,0.89064578125,12.6021349633483,0.302504681660836,0.0423975275213528,4.50864762220047,3.68e-05,5301405,154690.680230581,70312.9445732602,0,0,0,0,0,-314.827325562865,1068600558
-18,0.142857142857143,0.1,0.89064578125,11.2380360041903,0.571580189588709,-0.773030344002824,4.13280509853756,3.67999999999999e-05,5301405,154687.961028362,70315.0443254738,0,0,0,0,0,-311.99672067498,403248343
-18,0.142857142857143,0.1,0.89064578125,10.8241664406211,0.583570944349083,-0.531117123465947,4.33057620115203,3.68000000000001e-05,5301405,154688.347593907,70312.8826498253,0,0,0,0,0,-310.560583870073,888991662
-18,0.142857142857143,0.1,0.39074078125,98.5594930680045,0.240744550239207,3.34945491633687,-2.0622537798014,3.68000000000001e-05,5301405,4688.37749717389,220312.037355919,0,0,0,0,0,-391.873112798255,1005362000
-18,0.142857142857143,0.1,0.39074078125,11.4529738590387,0.460099152944629,4.4509246276278,-0.551545707510371,3.68e-05,5301405,4689.7636559638,220311.565587497,0,0,0,0,0,-305.780668530456,96801545
-18,0.142857142857143,0.1,0.39074078125,95.7696836826813,0.0802809101238363,4.30918251485938,-1.6773184632758,3.68e-05,5301405,4687.16228524458,220313.554244756,0,0,0,0,0,-389.017788927208,120451757
-18,0.142857142857143,0.1,0.39074078125,90.356950183715,0.219233842749367,4.95501563702566,-2.33683101944697,3.68e-05,5301405,4688.04668471161,220312.484091154,0,0,0,0,0,-385.907442487093,43703547
-18,0.142857142857143,0.1,0.39074078125,105.259694571858,0.123856572897984,2.95080908003433,-2.00005355876105,3.68e-05,5301405,4688.03054899688,220312.591301542,0,0,0,0,0,-395.386205866562,495393546
-18,0.142857142857143,0.1,0.14078828125,120.275110655218,0.0763377116847296,0.506393801241009,-5.27598696911918,3.68e-05,5301405,79687.6269078213,145314.12483208,0,0,0,0,0,-416.954049096741,881418114
-18,0.142857142857143,0.1,0.14078828125,120.449133384673,0.0512043590563493,1.11623585955325,-6.15736124829863,3.68000000000001e-05,5301405,79688.8946001572,145313.688176846,0,0,0,0,0,-416.976552951348,623885158
-18,0.142857142857143,0.1,0.14078828125,120.682760115608,0.0907786681282534,0.476955673636858,-5.64304752342081,3.68e-05,5301405,79687.4961481938,145313.357272945,0,0,0,0,0,-416.941292934335,996612422
-18,0.142857142857143,0.1,0.14078828125,120.007651437659,0.0602365253903226,0.682497453161203,-5.83811128323487,3.68e-05,5301405,79687.7875695291,145312.316170698,0,0,0,0,0,-416.972728763655,865438853
-18,0.142857142857143,0.1,0.14078828125,120.077118756291,0.0796893267055498,1.04948638809681,-5.65240364832417,3.68e-05,5301405,79687.2866937072,145313.864724406,0,0,0,0,0,-416.943460194098,710385133
-18,0.142857142857143,0.1,0.64069328125,10.898949839519,0.735048182007962,5.34019582909189,1.29860902418153,3.68e-05,5301405,229687.01668409,295312.662590933,0,0,0,0,0,-299.286304887721,129547554
-18,0.142857142857143,0.1,0.64069328125,10.8322518311928,0.743077810998678,5.59846049608084,1.48587992668111,3.68e-05,5301405,229686.164203723,295311.623592505,0,0,0,0,0,-298.900936391727,1012207582
-18,0.142857142857143,0.1,0.64069328125,11.0160188733329,0.787662783757,6.18303951299803,2.34344528201091,3.68e-05,5301405,229687.533729584,295312.954230984,0,0,0,0,0,-298.255660960888,99791814
-18,0.142857142857143,0.1,0.64069328125,11.0686709318364,0.81523516815806,6.6427362383484,2.29596465541659,3.67999999999999e-05,5301405,229687.743192961,295310.937612168,0,0,0,0,0,-298.265663597461,649891101
-18,0.142857142857143,0.1,0.64069328125,10.7766408213136,0.747751567313613,4.94304963435029,1.99588090746332,3.68e-05,5301405,229688.225910634,295312.281587537,0,0,0,0,0,-298.608536444577,271086258
-18,0.142857142857143,0.1,0.07830015625,10.886457137372,0.902875303749601,5.12865946093701,2.81372364831713,3.68000000000001e-05,5301405,135939.395070242,276562.436853882,0,0,0,0,0,-297.714625604566,99316006
-18,0.142857142857143,0.1,0.07830015625,10.9598274758666,0.907646522828772,5.88925027421794,2.54425920104934,3.68e-05,5301405,135939.023113493,276561.426934432,0,0,0,0,0,-297.625727700202,1006537282
-18,0.142857142857143,0.1,0.07830015625,11.0515099537754,0.89754982012764,6.12669826281475,2.53911783944826,3.68e-05,5301405,135939.785404678,276560.294011215,0,0,0,0,0,-297.697450419112,285474255
-18,0.142857142857143,0.1,0.07830015625,10.7080737246167,0.88867161580135,4.91290533585666,2.53023469455203,3.68e-05,5301405,135937.53025975,276561.771473127,0,0,0,0,0,-297.785275746302,15223509
-18,0.142857142857143,0.1,0.07830015625,10.8337474223014,0.905910689409696,5.49759827148164,2.51201702233542,3.68e-05,5301405,135938.359858379,276562.080535897,0,0,0,0,0,-297.600326035932,113084086
-18,0.142857142857143,0.1,0.57820515625,112.838730915967,0.0352176567242865,0.338000378528553,-3.5719032542795,3.68e-05,5301405,285939.60301783,126564.749914104,0,0,0,0,0,-417.249296958735,442609351
-18,0.142857142857143,0.1,0.57820515625,120.250530449131,0.0245564305000397,0.535368536821494,-2.85414122426562,3.68e-05,5301405,285936.46475273,126563.942013714,0,0,0,0,0,-412.544339111543,965672498
-18,0.142857142857143,0.1,0.57820515625,120.399317611018,0.0302291776976699,0.39496256996308,-3.78710737499435,3.68e-05,5301405,285937.050540047,126562.996691524,0,0,0,0,0,-416.920810136465,247009649
-18,0.142857142857143,0.1,0.57820515625,119.513952892629,0.0351600823363457,0.648504416576304,-3.45856946713164,3.68e-05,5301405,285937.228250804,126564.919119851,0,0,0,0,0,-416.755004369946,833489550
-18,0.142857142857143,0.1,0.57820515625,120.29043061541,0.0586780066849942,0.786107861633339,-3.02519720915253,3.68e-05,5301405,285937.594883532,126561.376273667,0,0,0,0,0,-410.801694220435,725814995
-18,0.142857142857143,0.1,0.82815765625,0.00775346071399168,0.0243272504802317,2.79660352778312,-6.93659040321664,3.68e-05,5301405,210937.784933785,201562.470594633,0,0,0,0,0,-983.902381128965,652059094
-18,0.142857142857143,0.1,0.82815765625,0.00886556408333339,0.0242735913222854,2.82572794223571,-6.56203896057865,3.68e-05,5301405,210938.176346341,201563.148456184,0,0,0,0,0,-983.939123695397,953938985
-18,0.142857142857143,0.1,0.82815765625,0.00808482379366724,0.024283056409459,2.72694469208319,-6.5023939887957,3.68000000000001e-05,5301405,210937.84486136,201563.333467844,0,0,0,0,0,-983.914598591484,228267658
