"I_0","gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","R_0","C_0","r","omega","epsilon","LL","seed"
496551.896551724,0.0588235294117647,0.906221943079214,0.07830015625,1.12715254145483,0.32998016772647,0.11693367886822,0.93328930287306,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-187.285311142936,8628912
496551.896551724,0.0588235294117647,1.141350541241,0.07830015625,0.928421856888164,0.356140410561182,0.0616732571902743,0.927365408484857,3.68e-05,5281842,0,0,0,0.01721420632104,0,-181.595810000561,524994774
496551.896551724,0.0588235294117647,1.09971111519056,0.07830015625,0.96268399861893,0.389549026565296,0.0619442606954049,0.928239069892914,3.68e-05,5281842,0,0,0,0.01721420632104,0,-182.10105127001,808271993
496551.896551724,0.0588235294117647,1.21430355073592,0.07830015625,0.846725330763232,0.1583092577137,0.0631276565434935,0.868323685396238,3.68e-05,5281842,0,0,0,0.01721420632104,0,-178.190476943294,660550993
496551.896551724,0.0588235294117647,1.1798150413942,0.07830015625,0.885214711261605,0.273952848996881,0.0616254615009958,0.901810002630345,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-180.321230201339,512847788
496551.896551724,0.0588235294117647,1.39322172910912,0.57820515625,2.07361980151826,0.218169367109481,0.36800667505004,0.835446038558534,3.68e-05,5281842,0,0,0,0.01721420632104,0,-210.287737043088,784719695
496551.896551724,0.0588235294117647,1.17085847799292,0.57820515625,0.609264685391003,0.0380036292512976,0.0747724087641461,0.724145223426635,3.68e-05,5281842,0,0,0,0.01721420632104,0,-170.87393335714,116764788
496551.896551724,0.0588235294117647,1.17095009699878,0.57820515625,0.6148610115798,0.0379441858603641,0.074561141530223,0.725577864034285,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-170.871450173024,836863540
496551.896551724,0.0588235294117647,1.68115906817253,0.57820515625,2.17652493099331,0.39108512372698,0.819729149737119,0.837767817064369,3.68e-05,5281842,0,0,0,0.01721420632104,0,-242.524498030584,104360934
496551.896551724,0.0588235294117647,1.48678992584033,0.57820515625,2.4153490929708,0.385168087029667,0.596005443975361,0.867389478480244,3.68e-05,5281842,0,0,0,0.01721420632104,0,-221.156012007867,157184381
496551.896551724,0.0588235294117647,0.215773977486662,0.82815765625,4.93047806538322,0.102027788917557,0.202281047489361,0.0568197333331996,3.68e-05,5281842,0,0,0,0.01721420632104,0,-361.946697296769,578881864
