"I_0","gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","R_0","C_0","r","omega","epsilon","LL","seed"
558620.75862069,0.0588235294117647,1.21453204445178,0.07830015625,0.758935063061612,0.105794870320585,0.0677414410006528,0.849851866103618,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-176.358613674293,98255985
558620.75862069,0.0588235294117647,1.10945721758998,0.07830015625,0.991085320422396,0.52827479933301,0.0624641659030293,0.935576127449412,3.68e-05,5281842,0,0,0,0.01721420632104,0,-183.554488360061,876977804
558620.75862069,0.0588235294117647,1.16320811987987,0.07830015625,0.900351808655718,0.239813685698584,0.064431676592556,0.911002127303839,3.68e-05,5281842,0,0,0,0.01721420632104,0,-180.403987014682,873780204
558620.75862069,0.0588235294117647,1.11035852842798,0.07830015625,0.992661926555659,0.499966357228841,0.0630956760613297,0.949873586473888,3.68e-05,5281842,0,0,0,0.01721420632104,0,-183.568062823615,779282474
558620.75862069,0.0588235294117647,1.1725669280249,0.07830015625,0.894998312341074,0.218896103231759,0.0648122495341979,0.909551578468418,3.68e-05,5281842,0,0,0,0.01721420632104,0,-180.057146834652,862064274
558620.75862069,0.0588235294117647,1.63668800212387,0.57820515625,3.71709858826937,0.255731683251406,0.902569729560622,0.894763212493736,3.68e-05,5281842,0,0,0,0.01721420632104,0,-247.105299700617,588761308
558620.75862069,0.0588235294117647,1.15547422409302,0.57820515625,0.742306179096676,0.0845416136119832,0.0711116388537147,0.85695631527582,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-174.80748574946,549031441
558620.75862069,0.0588235294117647,1.5090968417575,0.57820515625,2.05363983538103,0.329974500529822,0.563342952617638,0.877219228967837,3.68e-05,5281842,0,0,0,0.01721420632104,0,-219.964453651325,495708405
558620.75862069,0.0588235294117647,1.74564532091182,0.57820515625,3.3720124015672,0.235401957610656,1.19357066785681,0.915505755072389,3.68e-05,5281842,0,0,0,0.01721420632104,0,-260.360199130492,394979597
558620.75862069,0.0588235294117647,1.32249909775265,0.57820515625,1.9350667229096,0.16373822789024,0.394142691923218,0.909285838787016,3.68e-05,5281842,0,0,0,0.01721420632104,0,-213.499272712142,980427359
558620.75862069,0.0588235294117647,-0.178538524026665,0.82815765625,4.36919419528145,0.307179033398321,0.189186637220043,0.102919405819912,3.68e-05,5281842,0,0,0,0.01721420632104,0,-322.178242129348,249080217
558620.75862069,0.0588235294117647,0.303361642412202,0.82815765625,0.0725074175555701,0.821455056194547,1.46358788691166,0.0495239551735262,3.68e-05,5281842,0,0,0,0.01721420632104,0,-521.21404346107,402456198
558620.75862069,0.0588235294117647,0.866132619481158,0.82815765625,4.50339296536637,0.145160943814994,0.330250005866745,0.0978781913483616,3.68e-05,5281842,0,0,0,0.01721420632104,0,-477.653396931889,173530016
558620.75862069,0.0588235294117647,0.520072721028841,0.82815765625,7.13078492963776,0.176412712942496,0.23108443876596,0.0753929136416748,3.68e-05,5281842,0,0,0,0.01721420632104,0,-339.398242014625,831449897
558620.75862069,0.0588235294117647,0.994024974442621,0.82815765625,3.35953418802688,0.0906179872999138,0.306924749719825,0.199023927019966,3.68e-05,5281842,0,0,0,0.01721420632104,0,-496.141239298689,767206136
558620.75862069,0.0588235294117647,1.1940299799677,0.32825265625,0.675057645756377,0.0447195119232407,0.0761575170370942,0.747112209360242,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-171.665091191021,659971283
558620.75862069,0.0588235294117647,1.1936183598834,0.32825265625,0.669816999810424,0.0443835711845993,0.0761042280668067,0.747266742807281,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.658203921171,995239518
558620.75862069,0.0588235294117647,1.19055697888366,0.32825265625,0.672294893588095,0.0442778278581401,0.0762869870866168,0.74645047955995,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.675548873914,689188548
558620.75862069,0.0588235294117647,1.19301126373004,0.32825265625,0.669489768426119,0.0447328628804719,0.0762659551763208,0.750060806867868,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.670615076554,268575439
558620.75862069,0.0588235294117647,1.19027553503359,0.32825265625,0.669994179375,0.0445241188511231,0.0761716707640892,0.750734409353172,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.653522985488,627469131
558620.75862069,0.0588235294117647,1.17119607548973,0.70318140625,0.61422251678562,0.0392783835389279,0.076135426027397,0.72640613570315,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-171.820855165495,111816157
558620.75862069,0.0588235294117647,1.17335483468377,0.70318140625,0.618985866485862,0.0396327047464362,0.0764441584234056,0.73020237884929,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.811627972718,470929703
558620.75862069,0.0588235294117647,1.17717481478586,0.70318140625,0.606252847112995,0.0387409136745951,0.0758728599639091,0.721227991658297,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.790378972561,572786312
558620.75862069,0.0588235294117647,1.16657356803387,0.70318140625,0.609810567970059,0.0382350285913091,0.0764509058100983,0.726488453634858,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.828584249585,622254883
558620.75862069,0.0588235294117647,1.17248906711873,0.70318140625,0.6101241487674,0.0380239920290455,0.0766522431962293,0.727255454580409,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-171.803651370138,669813086
558620.75862069,0.0588235294117647,0.912431387424481,0.20327640625,1.10779689747437,0.38274804824492,0.109123914760482,0.937832410883434,3.68e-05,5281842,0,0,0,0.01721420632104,0,-187.864045860732,1071625349
558620.75862069,0.0588235294117647,1.20716817962313,0.20327640625,0.814866683736106,0.134953612330873,0.0659412497003097,0.853051258117827,3.68e-05,5281842,0,0,0,0.01721420632104,0,-177.293426876596,712332100
558620.75862069,0.0588235294117647,1.15522492190404,0.20327640625,0.755959076046619,0.0717895602831034,0.0751948167840788,0.863128940450326,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-173.616764929198,261801661
558620.75862069,0.0588235294117647,1.19249339499451,0.20327640625,0.678289285328264,0.0470862654099937,0.0761192281232399,0.760692721061071,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.393104889925,825077203
558620.75862069,0.0588235294117647,1.18706104353002,0.20327640625,0.688070574836749,0.0504122484111706,0.0758636310933218,0.776696109444241,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.484100597094,924393333
558620.75862069,0.0588235294117647,1.18294012385629,0.45322890625,0.684266649872515,0.0553692971494719,0.07394382508094,0.789798148279498,3.68e-05,5281842,0,0,0,0.01721420632104,0,-172.273797090338,1000260203
558620.75862069,0.0588235294117647,1.18158616230051,0.45322890625,0.653074103862003,0.044408952950167,0.0760077505049078,0.750257334492542,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.833101629077,52895561
558620.75862069,0.0588235294117647,1.23147612601433,0.45322890625,0.810356137283719,0.118543053407974,0.0646219573622796,0.763344344420081,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-176.566878513847,864637124
558620.75862069,0.0588235294117647,1.14473332126471,0.45322890625,0.947980484609739,0.229390739786236,0.0637676614203214,0.833768989554944,3.68e-05,5281842,0,0,0,0.01721420632104,0,-179.937776051955,588846320
558620.75862069,0.0588235294117647,1.18994537978617,0.45322890625,0.646125067364212,0.0423132645090489,0.076203419130559,0.739826190600443,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.800524310145,840545579
558620.75862069,0.0588235294117647,0.625509265266202,0.95313390625,1.43160145100096,0.468450064320489,12.964115795242,0.738365434138227,3.68e-05,5281842,0,0,0,0.01721420632104,0,-195.1012403752,564043894
558620.75862069,0.0588235294117647,0.627296664658308,0.95313390625,1.43374007920554,0.470639200868649,12.9460091530399,0.738708860548602,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-195.099130228324,474073025
558620.75862069,0.0588235294117647,0.6194934064436,0.95313390625,1.43862916427725,0.46414697679451,13.0024889993892,0.735440103805911,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-195.095420892221,560056046
558620.75862069,0.0588235294117647,0.626300422743659,0.95313390625,1.43367798949561,0.470150514189357,12.9078342171948,0.737207585835535,3.68e-05,5281842,0,0,0,0.01721420632104,0,-195.093499335831,783969247
558620.75862069,0.0588235294117647,0.625061635044786,0.95313390625,1.43341450004337,0.465148004536145,12.9548267581501,0.737340621268073,3.68e-05,5281842,0,0,0,0.01721420632104,0,-195.095774445435,308929396
558620.75862069,0.0588235294117647,1.19037575881386,0.445417890625,0.657063334215444,0.0428341154244151,0.0760924577701636,0.741422814208123,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.792767041461,88195241
558620.75862069,0.0588235294117647,1.18804662406771,0.445417890625,0.647721198270667,0.0430448457811539,0.0760946177089129,0.743033095405207,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-171.780623505728,883283081
558620.75862069,0.0588235294117647,1.18300085091165,0.445417890625,0.657765934644349,0.0450527676980005,0.0757190773830204,0.751620201236091,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-171.79226111344,5667744
