"I_0","gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","R_0","C_0","r","omega","epsilon","LL","seed"
579310.379310345,0.0588235294117647,1.18858122266812,0.445417890625,0.656038541467168,0.0444224573563897,0.076379371119864,0.749171737983592,3.68e-05,5281842,0,0,0,0.01721420632104,0,-172.103251694311,367588629
579310.379310345,0.0588235294117647,1.19271950701274,0.445417890625,0.666988248691669,0.044718373623268,0.0764684781131759,0.748699984790136,3.68e-05,5281842,0,0,0,0.01721420632104,0,-172.129282770263,805745172
579310.379310345,0.0588235294117647,1.58686756708158,0.445417890625,2.09796224326819,0.610992917785462,0.685768034798696,0.894754901929261,3.68e-05,5281842,0,0,0,0.01721420632104,0,-223.386555533095,623975762
579310.379310345,0.0588235294117647,1.29411724124215,0.445417890625,1.71830455426481,0.616511050781363,0.336783137973966,0.918698946362784,3.68e-05,5281842,0,0,0,0.01721420632104,0,-201.778137393259,91714304
579310.379310345,0.0588235294117647,1.18752995330152,0.445417890625,0.666180630887504,0.0442611153407946,0.076656787784239,0.746667793441691,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-172.132046370754,661756578
579310.379310345,0.0588235294117647,1.14263862809268,0.945322890625,0.563414709215432,0.0353675569722158,0.0778448759257261,0.71542568685479,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.848845822246,1035666633
579310.379310345,0.0588235294117647,1.1407296105442,0.945322890625,0.570225292718358,0.0369066395588685,0.0771360886533481,0.717214086132403,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.849177519171,797799261
579310.379310345,0.0588235294117647,1.14914493812599,0.945322890625,0.574396854674664,0.0366711345985237,0.076555897400332,0.712531771866584,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.837575738171,911523843
579310.379310345,0.0588235294117647,1.14595060370117,0.945322890625,0.54637028513989,0.0346438425503556,0.0774090067823878,0.704635613909057,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.857929031381,852148153
579310.379310345,0.0588235294117647,1.13851790504803,0.945322890625,0.56294256971751,0.0362775846099838,0.0772698112917381,0.720290835673775,3.68e-05,5281842,0,0,0,0.01721420632104,0,-171.822594372231,918280241
579310.379310345,0.0588235294117647,0.632093749770327,0.695370390625,1.44438172963784,0.460246039243074,12.7394508121584,0.719672957876749,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-194.994397323902,567969689
579310.379310345,0.0588235294117647,1.76961390406167,0.695370390625,5.47064739861766,0.102589702507556,1.39719212124889,0.897977473423139,3.68e-05,5281842,0,0,0,0.01721420632104,0,-275.869517124587,507650067
579310.379310345,0.0588235294117647,1.54318518915211,0.695370390625,4.73356368630183,0.0834342022433517,0.842458915809727,0.866548221474926,3.68e-05,5281842,0,0,0,0.01721420632104,0,-262.002992859737,1018003229
579310.379310345,0.0588235294117647,1.6611731830921,0.695370390625,3.9790437810127,0.108710424398031,1.06571092486134,0.89869089903196,3.68e-05,5281842,0,0,0,0.01721420632104,0,-265.771525309101,940858951
579310.379310345,0.0588235294117647,1.6856534281602,0.695370390625,4.71016294783238,0.122047711829647,1.08743463933729,0.896511800006932,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-262.377765703101,845539159
