"I_0","gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","R_0","C_0","r","omega","epsilon","LL","seed"
206897.206896552,0.0588235294117647,0.952742888889351,0.79691359375,1.29150689291939,0.268353869313511,0.148003521184354,0.632873054892334,3.68e-05,5281842,0,0,0,0.01721420632104,0,-193.381670485495,510031246
206897.206896552,0.0588235294117647,1.04249330487094,0.79691359375,1.31888659707318,0.407580157383445,0.193913634149747,0.736424871254839,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-194.600069457936,224689546
206897.206896552,0.0588235294117647,1.53981876421887,0.79691359375,5.34980003972652,0.483741376652182,0.298439407946422,0.3059939749467,3.68e-05,5281842,0,0,0,0.01721420632104,0,-267.526417498875,1042478708
206897.206896552,0.0588235294117647,1.59871144475298,0.79691359375,5.32269298737914,0.570436855212846,0.266037949603073,0.0585798035333143,3.68e-05,5281842,0,0,0,0.01721420632104,0,-321.090892949753,587413129
206897.206896552,0.0588235294117647,1.03824812847752,0.79691359375,0.941099945228972,0.113295181976195,0.0569878740644534,0.63691414233009,3.68e-05,5281842,0,0,0,0.01721420632104,0,-178.04317619767,642133649
206897.206896552,0.0588235294117647,1.14606136714865,0.29700859375,0.563101530725097,0.0271649846741501,0.0689025764577409,0.642108603409461,3.68e-05,5281842,0,0,0,0.01721420632104,0,-166.845674797794,993261992
206897.206896552,0.0588235294117647,1.14838054228352,0.29700859375,0.566316135681711,0.0278079482603599,0.0687528716768679,0.645720510782472,3.68e-05,5281842,0,0,0,0.01721420632104,0,-166.837149426028,49821091
206897.206896552,0.0588235294117647,1.15369725048825,0.29700859375,0.561720556761247,0.0273783151199869,0.068843031107903,0.640711196305713,3.68e-05,5281842,0,0,0,0.01721420632104,0,-166.84294438545,422820509
206897.206896552,0.0588235294117647,1.15222219803611,0.29700859375,0.562473237262101,0.0274277925907225,0.0689473489286615,0.645266852731151,3.68e-05,5281842,0,0,0,0.01721420632104,0,-166.829871940223,3655290
206897.206896552,0.0588235294117647,1.14879038248402,0.29700859375,0.566314192258279,0.0272804585346179,0.0686395925666767,0.643163675948712,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-166.82385753598,860973505
206897.206896552,0.0588235294117647,1.08864674987703,0.04705609375,0.755367750009848,0.0613701383358589,0.0686494309055272,0.836157570933879,3.68e-05,5281842,0,0,0,0.01721420632104,0,-172.901626420163,387200622
206897.206896552,0.0588235294117647,0.74818133830231,0.04705609375,1.05942045158172,0.123357991619616,0.0889045393084657,0.92039203465541,3.68e-05,5281842,0,0,0,0.01721420632104,0,-188.230277154949,1063522874
206897.206896552,0.0588235294117647,1.15335364283088,0.04705609375,0.59341346310196,0.0318034498008063,0.0682302277377598,0.680946176408556,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-166.357585428913,751622316
