"I_0","gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","R_0","C_0","r","omega","epsilon","LL","seed"
20690.6206896552,0.0588235294117647,0.757971905773009,0.79691359375,1.16588959540633,0.154124228842913,0.184066501160754,0.876080235101447,3.68e-05,5281842,0,0,0,0.01721420632104,0,-192.022057307567,477731650
20690.6206896552,0.0588235294117647,1.15057080031637,0.79691359375,2.53810053030678,0.394396323730533,0.304732637262186,0.426277934423476,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-226.084060685415,412572463
20690.6206896552,0.0588235294117647,1.61573929874629,0.79691359375,3.86902462094443,0.378480718396477,0.689357826572433,0.609838825243256,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-290.635061198517,597094714
20690.6206896552,0.0588235294117647,1.78045485336073,0.79691359375,2.63871458087436,0.416188029739177,3.01142812335356,0.905350041870448,3.68e-05,5281842,0,0,0,0.01721420632104,0,-308.761550964756,477891213
20690.6206896552,0.0588235294117647,1.38095559479724,0.79691359375,2.32554652180756,0.529351093447571,0.926633547572049,0.779491444296673,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-336.453752863085,512137107
20690.6206896552,0.0588235294117647,0.890169508486193,0.29700859375,0.859377979332119,0.0357045913884106,0.0704706942849218,0.562868235854509,3.68e-05,5281842,0,0,0,0.01721420632104,0,-179.331106527334,209583942
20690.6206896552,0.0588235294117647,0.878988134769103,0.29700859375,0.872927375916717,0.0344062888055493,0.0706992255072851,0.552342898667183,3.68e-05,5281842,0,0,0,0.01721420632104,0,-179.264880888425,977934205
20690.6206896552,0.0588235294117647,0.867408693599403,0.29700859375,0.863082718922375,0.0321341556194801,0.0709590253648196,0.537651743887796,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-179.264052651612,164097867
20690.6206896552,0.0588235294117647,0.857817618766813,0.29700859375,0.856837993316091,0.0300937064554165,0.0706698619388448,0.526162585552824,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-179.313415865694,857303370
20690.6206896552,0.0588235294117647,1.30326165717886,0.29700859375,0.621143664598737,0.877414818609321,0.0522937435137934,0.693576325430365,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-174.215251823535,324749658
20690.6206896552,0.0588235294117647,0.517063419240055,0.04705609375,1.22003399217933,0.094163587991429,0.138272523577175,0.697597560936262,3.68e-05,5281842,0,0,0,0.01721420632104,0,-190.384385039892,476662918
20690.6206896552,0.0588235294117647,0.681907733564466,0.04705609375,1.19343777242713,0.178140410863601,0.179195455677623,0.903732116954667,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-190.355910259816,30817715
