"I_0","gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","R_0","C_0","r","omega","epsilon","LL","seed"
496551.896551724,0.0588235294117647,1.3201994371172,0.60944921875,1.82532673157582,0.214022021239241,0.39428115089206,0.874647679321595,3.68e-05,5281842,0,0,0,0.01721420632104,0,-208.897785570927,814017053
496551.896551724,0.0588235294117647,1.17490211641145,0.60944921875,0.61785946939841,0.0376855323450041,0.0746744799068259,0.720051385072306,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-170.937956582225,972289125
496551.896551724,0.0588235294117647,1.17200119886605,0.60944921875,0.613375822557642,0.0377354335781219,0.0746351525829379,0.722848760469722,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-170.901478744956,1022797590
496551.896551724,0.0588235294117647,1.17310765312606,0.60944921875,0.606698768444227,0.0377280793215742,0.0748033189748022,0.719217367174947,3.68e-05,5281842,0,0,0,0.01721420632104,0,-170.921828109589,495344706
496551.896551724,0.0588235294117647,1.1703296213274,0.60944921875,0.611191397292859,0.0391302567329359,0.0745289608477489,0.730418833617531,3.68e-05,5281842,0,0,0,0.01721420632104,0,-170.915026053993,1012532611
496551.896551724,0.0588235294117647,1.19379275271563,0.10954421875,0.660487360513425,0.0424943947634802,0.0745913734718135,0.741844131907137,3.68e-05,5281842,0,0,0,0.01721420632104,0,-169.967894015435,734366578
496551.896551724,0.0588235294117647,1.19408085514456,0.10954421875,0.658098817844774,0.0419219779599211,0.0745890758428247,0.738636991813215,3.68e-05,5281842,0,0,0,0.01721420632104,0,-169.960276282106,582128181
496551.896551724,0.0588235294117647,1.19370790537101,0.10954421875,0.658875566681288,0.042283618107328,0.0744982939626103,0.738463424263395,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-169.945252095662,534191462
496551.896551724,0.0588235294117647,1.19258104036571,0.10954421875,0.659579912204438,0.0423619903576284,0.0744566229324166,0.739078501022338,3.68e-05,5281842,0,0,0,0.01721420632104,0,-169.945139648585,666966681
496551.896551724,0.0588235294117647,1.19202247467344,0.10954421875,0.659828952058311,0.0419771429124626,0.0745910199381348,0.740056946985062,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-169.947933324363,274232135
496551.896551724,0.0588235294117647,1.18942394988881,0.35949671875,0.645193414088432,0.0409487276347123,0.0743553440437755,0.730520448343823,3.68e-05,5281842,0,0,0,0.01721420632104,0,-170.64369072909,838112869
496551.896551724,0.0588235294117647,1.18812818659053,0.35949671875,0.64150960375972,0.0408434500696649,0.0743496700988537,0.732157546202551,3.68e-05,5281842,0,0,0,0.01721420632104,0,-170.631719546302,596909405
496551.896551724,0.0588235294117647,1.185977013466,0.35949671875,0.646347754115029,0.0401174206083192,0.0746432313818285,0.731654359204164,3.68e-05,5281842,0,0,0,0.01721420632104,0,-170.625726996414,313719413
496551.896551724,0.0588235294117647,0.937186798258532,0.35949671875,1.01878559093157,0.172423951700276,0.107390737317208,0.878425219665911,3.68e-05,5281842,0,0,0,0.01721420632104,0,-184.340246764285,649282281
496551.896551724,0.0588235294117647,1.18591137042409,0.35949671875,0.643239366048439,0.0414559918607002,0.0744988631846871,0.739366915707056,3.68e-05,5281842,0,0,0,0.01721420632104,0,-170.643486521636,901955617
496551.896551724,0.0588235294117647,1.36047451105009,0.85940171875,11.9102080205227,0.102007749863304,0.277674700045779,0.0158403751910122,3.68e-05,5281842,0,0,0,0.01721420632104,0,-387.003852537006,496177865
496551.896551724,0.0588235294117647,0.410578526881555,0.85940171875,4.17319741113703,0.0260979395910995,0.136400619168753,0.0101450161482305,3.68e-05,5281842,0,0,0,0.01721420632104,0,-252.527381844255,261144817
496551.896551724,0.0588235294117647,1.41141601077513,0.85940171875,7.33011843598913,0.10761669340192,0.173554354692096,0.0286231699197939,3.67999999999999e-05,5281842,0,0,0,0.01721420632104,0,-280.858180027449,709862024
496551.896551724,0.0588235294117647,1.81325555743819,0.85940171875,9.68440104144592,0.036091757001061,0.209924605709878,0.0238822048359688,3.68e-05,5281842,0,0,0,0.01721420632104,0,-371.095931519879,345458338
496551.896551724,0.0588235294117647,1.60670863457072,0.85940171875,11.4938250134841,0.0555751526794083,0.166537147669973,0.00937991386020635,3.68e-05,5281842,0,0,0,0.01721420632104,0,-294.762010551523,459902663
