"I_0","gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","R_0","C_0","r","omega","epsilon","LL","seed"
310345.310344828,0.0588235294117647,1.14848515124902,0.60944921875,0.558719908551947,0.031857888160652,0.0707106891156081,0.682505970268663,3.68e-05,5281842,0,0,0,0.01721420632104,0,-168.322764609031,507128768
310345.310344828,0.0588235294117647,1.56473851847235,0.60944921875,4.17772588520093,0.320874735538599,0.356125588909655,0.679440067700397,3.68e-05,5281842,0,0,0,0.01721420632104,0,-232.758604407838,1029675410
310345.310344828,0.0588235294117647,1.14414438821449,0.60944921875,0.549894738978532,0.0318483970634296,0.0708052873743454,0.67883813715638,3.68e-05,5281842,0,0,0,0.01721420632104,0,-168.313250128463,940281603
310345.310344828,0.0588235294117647,1.14858008057168,0.60944921875,0.552959297588514,0.031364584447047,0.0710441635087583,0.679610591675518,3.68e-05,5281842,0,0,0,0.01721420632104,0,-168.326401018185,864542364
310345.310344828,0.0588235294117647,0.909424719752408,0.60944921875,1.10366558473222,0.21722187436944,0.133879188065581,0.838453257650399,3.68e-05,5281842,0,0,0,0.01721420632104,0,-188.539853962521,463770781
310345.310344828,0.0588235294117647,1.18157218328758,0.10954421875,0.593414479881876,0.0314835014091711,0.0700604623595545,0.681341673529952,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-166.813645848335,707497148
310345.310344828,0.0588235294117647,1.18116698616281,0.10954421875,0.588923007671814,0.0317546592007392,0.0702107700727555,0.683055380245921,3.68e-05,5281842,0,0,0,0.01721420632104,0,-166.845644785796,132514221
310345.310344828,0.0588235294117647,1.18219977880873,0.10954421875,0.592649528371731,0.0317164443602005,0.0699633560670718,0.683703091452846,3.68e-05,5281842,0,0,0,0.01721420632104,0,-166.792785689923,719508473
310345.310344828,0.0588235294117647,1.17828956945214,0.10954421875,0.593673510203748,0.0313772172197295,0.0702075227669133,0.682754117836471,3.68e-05,5281842,0,0,0,0.01721420632104,0,-166.829778964235,116424306
310345.310344828,0.0588235294117647,1.1779653186126,0.10954421875,0.589788841870553,0.0315412090737393,0.0700343490809675,0.6826239285145,3.68e-05,5281842,0,0,0,0.01721420632104,0,-166.800802206618,54248628
310345.310344828,0.0588235294117647,1.17133367427769,0.35949671875,0.585278595879426,0.0314368527890399,0.0703326254469043,0.680235886960969,3.68e-05,5281842,0,0,0,0.01721420632104,0,-167.750965629904,712881151
310345.310344828,0.0588235294117647,1.16885026244044,0.35949671875,0.580352916435353,0.0316231942990153,0.0704962239690359,0.680930952512794,3.68e-05,5281842,0,0,0,0.01721420632104,0,-167.775408684111,1062936255
310345.310344828,0.0588235294117647,1.17528368204683,0.35949671875,0.582064353944884,0.0315640002975652,0.0702689815359323,0.679964665026509,3.68e-05,5281842,0,0,0,0.01721420632104,0,-167.747934651714,536157965
310345.310344828,0.0588235294117647,1.16604635387011,0.35949671875,0.584136269788999,0.0316313235499607,0.0705235654612388,0.681522509131549,3.68e-05,5281842,0,0,0,0.01721420632104,0,-167.776937205595,1072955165
310345.310344828,0.0588235294117647,0.885900357260633,0.35949671875,1.12209274584001,0.262996484504237,0.136603058303697,0.897383892394831,3.68e-05,5281842,0,0,0,0.01721420632104,0,-188.302106762957,762284739
310345.310344828,0.0588235294117647,-0.197562572029868,0.85940171875,4.45298468057549,0.039114490361178,0.160448535588501,0.00977408780954806,3.68e-05,5281842,0,0,0,0.01721420632104,0,-285.944929463898,482732045
310345.310344828,0.0588235294117647,1.336530180244,0.85940171875,1.27005829550713,0.0589557188003835,0.070567341621363,0.00628354390164295,3.68000000000001e-05,5281842,0,0,0,0.01721420632104,0,-197.843042839242,763337447
