"I_0","gamma","mu_EI","b_3","sigma_P","sigma_M","rho","b_1","b_2","mu_H","N_0","E_0","R_0","C_0","r","g","epsilon","LL","seed"
175862.482758621,0.142857142857143,0.1,-12.1526468985186,0.70318140625,86.3612057936493,0.294241074909868,1.5896521658233,-7.22673193268267,3.68e-05,5301405,98436.9468441408,0,0,0,0,0,-397.985405845851,70651100
175862.482758621,0.142857142857143,0.1,-11.4105478498507,0.70318140625,16.571116604426,0.330895590948087,2.62328628727503,-7.46495053923664,3.68e-05,5301405,98437.0542798099,0,0,0,0,0,-354.73155749225,894512061
175862.482758621,0.142857142857143,0.1,-10.395928425198,0.70318140625,4.57030946193716,0.635845503660799,3.912888181972,-5.80845206789035,3.68000000000001e-05,5301405,98437.4469043488,0,0,0,0,0,-261.904119903786,490959732
175862.482758621,0.142857142857143,0.1,-12.6630265889195,0.70318140625,120.3932993332,0.168141369682466,0.618355904627527,-6.74472111082466,3.68000000000001e-05,5301405,98439.0295904526,0,0,0,0,0,-415.236833593724,376974903
175862.482758621,0.142857142857143,0.1,-12.3322077887702,0.70318140625,115.611155542353,0.250117539446033,1.95221528737293,-7.22602927889187,3.68e-05,5301405,98438.7801772406,0,0,0,0,0,-405.463232262329,67862404
175862.482758621,0.142857142857143,0.1,2.34786315262323,0.20327640625,1.51191204141571,0.560383795871519,4.77640663503213,2.39475625696733,3.68e-05,5301405,248436.786023552,0,0,0,0,0,-196.915676446475,966525907
175862.482758621,0.142857142857143,0.1,2.22376532417977,0.20327640625,1.52005841127115,0.69239856220699,4.86340641173266,2.25853918909702,3.67999999999999e-05,5301405,248437.62446214,0,0,0,0,0,-197.045049492803,919335687
175862.482758621,0.142857142857143,0.1,2.33930705143025,0.20327640625,1.51332950919792,0.569660397062541,4.78580587817532,2.38822090923378,3.68e-05,5301405,248437.505120788,0,0,0,0,0,-196.921625481311,347180595
175862.482758621,0.142857142857143,0.1,-2.52400968951607,0.20327640625,1.38750793706684,0.697192188363187,1.15734283795025,-0.919155067968183,3.68e-05,5301405,248437.173222017,0,0,0,0,0,-198.488877261571,159341361
175862.482758621,0.142857142857143,0.1,-2.62340912424869,0.20327640625,1.39835320940114,0.651383219570463,0.745369161582116,-0.947979508493983,3.68000000000001e-05,5301405,248437.345200462,0,0,0,0,0,-197.709174447828,664135796
175862.482758621,0.142857142857143,0.1,4.44353997514238,0.95313390625,9.1462739837108,0.808078911175769,5.24419063519481,-2.99476368941324,3.68e-05,5301405,23436.9311209006,0,0,0,0,0,-300.227276094748,824773666
175862.482758621,0.142857142857143,0.1,3.17285345600292,0.95313390625,1.7027612138427,0.712043132533451,4.65715830102928,1.45373612507697,3.68000000000001e-05,5301405,23436.2690617859,0,0,0,0,0,-201.598590480879,2147722
175862.482758621,0.142857142857143,0.1,4.01868007411825,0.95313390625,7.03110347708227,0.7861739578143,5.11423167922492,-2.31903190593385,3.68e-05,5301405,23439.1730005057,0,0,0,0,0,-285.200998189274,752216597
175862.482758621,0.142857142857143,0.1,2.52628682628271,0.95313390625,1.57003123228169,0.776509537491523,4.8861102029272,1.75694042314378,3.68e-05,5301405,23437.9534246589,0,0,0,0,0,-198.787782193043,736678766
175862.482758621,0.142857142857143,0.1,4.17647213522559,0.95313390625,4.46901401358155,0.714637854374122,4.61848110486546,-0.719120310568717,3.68e-05,5301405,23438.324104242,0,0,0,0,0,-254.277400384237,280856918
175862.482758621,0.142857142857143,0.1,-4.51056798332138,0.45322890625,1.55280575944062,0.3033999261591,0.116964533889448,-1.28362324904575,3.68e-05,5301405,173435.556911825,0,0,0,0,0,-198.3958513003,937542856
175862.482758621,0.142857142857143,0.1,-6.03207246572645,0.45322890625,3.05504869738787,0.175026575840751,0.59600461050541,-0.281361156167402,3.68e-05,5301405,173438.478742277,0,0,0,0,0,-238.834159134174,101961733
175862.482758621,0.142857142857143,0.1,-6.56853709444759,0.45322890625,23.2914619581477,0.234643776176039,-2.19126144758901,2.09278507503247,3.68e-05,5301405,173438.479970616,0,0,0,0,0,-388.692800331045,585498213
175862.482758621,0.142857142857143,0.1,-7.31903955793525,0.45322890625,17.7428907929796,0.14279975542058,-1.42007164602068,0.887165399925065,3.68000000000001e-05,5301405,173437.675055297,0,0,0,0,0,-322.639142941141,736821212
175862.482758621,0.142857142857143,0.1,-6.5061848924841,0.45322890625,121.297144493041,0.120778174190273,-0.294325875837746,3.00004653745729,3.68e-05,5301405,173438.318234667,0,0,0,0,0,-416.773538441942,690735540
175862.482758621,0.142857142857143,0.1,-2.87116703809611,0.14078828125,0.638401524245395,0.037500583808475,-0.367289224678591,-2.66980104685493,3.68e-05,5301405,154688.929138154,0,0,0,0,0,-168.773903314272,834720181
175862.482758621,0.142857142857143,0.1,-2.94870581272839,0.14078828125,0.731247352246741,0.0415650705051877,-0.382073642556353,-2.55207949466629,3.68e-05,5301405,154687.857531248,0,0,0,0,0,-170.224205710991,887281964
175862.482758621,0.142857142857143,0.1,-2.86374705836617,0.14078828125,0.629706750149872,0.0360147153906464,-0.383367101887498,-2.64058183216834,3.68e-05,5301405,154687.070629928,0,0,0,0,0,-168.744411664573,531253546
175862.482758621,0.142857142857143,0.1,-2.60421933918567,0.14078828125,1.35751699557956,0.349782177079923,0.250201418298153,-1.00220080341906,3.68000000000001e-05,5301405,154687.622839825,0,0,0,0,0,-195.498497052774,273729013
175862.482758621,0.142857142857143,0.1,-2.89583725493094,0.14078828125,0.70439575397507,0.038304613776262,-0.427080521211047,-2.53669246536898,3.68e-05,5301405,154687.854183578,0,0,0,0,0,-169.739423647637,1031155565
175862.482758621,0.142857142857143,0.1,-9.8488610427023,0.64069328125,10.2738688687674,0.847065134246042,3.13526453007915,1.10232891575302,3.68000000000001e-05,5301405,4688.63274134284,0,0,0,0,0,-290.341866203949,854245299
175862.482758621,0.142857142857143,0.1,-11.295780002952,0.64069328125,10.6478512885918,0.797527898125748,4.17770783687971,1.32638228766805,3.68e-05,5301405,4686.78060573521,0,0,0,0,0,-293.115843498857,819110374
175862.482758621,0.142857142857143,0.1,-8.27055630429047,0.64069328125,9.83420228019379,0.785732457937707,2.15281483954006,0.805248052719165,3.67999999999999e-05,5301405,4688.40044500834,0,0,0,0,0,-283.924698262348,738979703
175862.482758621,0.142857142857143,0.1,-8.56693260649953,0.64069328125,9.80304502345947,0.759963037450215,2.07844262881493,0.672118988009429,3.68000000000001e-05,5301405,4688.23727060523,0,0,0,0,0,-287.606302070639,673722969
175862.482758621,0.142857142857143,0.1,-9.02267248739298,0.64069328125,9.96415082342196,0.869412616450914,2.33776340885629,0.892320307511846,3.68e-05,5301405,4688.17537691116,0,0,0,0,0,-288.335012056583,821987354
175862.482758621,0.142857142857143,0.1,-15.5859176392908,0.39074078125,17.1651376614656,0.0385846217446858,4.54554918776508,-5.29212958317066,3.68e-05,5301405,229687.219869865,0,0,0,0,0,-323.614260357837,526863096
175862.482758621,0.142857142857143,0.1,-17.1252620976591,0.39074078125,56.994720044796,0.0463567612501169,3.98180564319166,-5.23184509551358,3.68e-05,5301405,229688.176687172,0,0,0,0,0,-367.052919070396,630248111
175862.482758621,0.142857142857143,0.1,-16.7395527251285,0.39074078125,72.0968948298207,0.0236349586893487,3.48301052008523,-6.45707365345572,3.68000000000001e-05,5301405,229686.509420976,0,0,0,0,0,-385.53396528613,788536413
175862.482758621,0.142857142857143,0.1,-17.2451138169723,0.39074078125,92.3977831061787,0.0837049372741816,3.42969953757208,-6.95509266222858,3.68e-05,5301405,229688.001326428,0,0,0,0,0,-395.871515476195,245922864
175862.482758621,0.142857142857143,0.1,-16.5419210029866,0.39074078125,82.3197502319977,0.0251554137528069,3.68264863920177,-5.7924513560265,3.68e-05,5301405,229687.688179172,0,0,0,0,0,-387.107347613409,963784358
175862.482758621,0.142857142857143,0.1,-2.81943759121642,0.89064578125,0.517077338434031,0.0326075081700081,-0.439215173337273,-2.55879896020107,3.68e-05,5301405,79688.9327146095,0,0,0,0,0,-168.176499158176,44468664
175862.482758621,0.142857142857143,0.1,-2.80573756878847,0.89064578125,0.51437462250112,0.0328218817722391,-0.416847083109904,-2.57328826070549,3.68e-05,5301405,79687.4744760193,0,0,0,0,0,-168.116873103296,1058606119
175862.482758621,0.142857142857143,0.1,-2.82770261190408,0.89064578125,0.504565893831024,0.0327019443412803,-0.415791864471598,-2.5583338105792,3.68e-05,5301405,79686.740250357,0,0,0,0,0,-168.111698219764,227555868
175862.482758621,0.142857142857143,0.1,-2.82207577532078,0.89064578125,0.522642729450471,0.033045774594906,-0.413812580386777,-2.58998816179281,3.68000000000001e-05,5301405,79688.587106904,0,0,0,0,0,-168.126558220223,498797794
175862.482758621,0.142857142857143,0.1,-2.83642945401309,0.89064578125,0.502749609029131,0.0342450768079676,-0.407857098252663,-2.58905149407634,3.68e-05,5301405,79686.9680905957,0,0,0,0,0,-168.147094428787,590517583
175862.482758621,0.142857142857143,0.1,-7.97429021505443,0.01581203125,17.6577506569718,0.214274941582181,2.24182902294421,5.40890683007969,3.68000000000001e-05,5301405,267187.608385037,0,0,0,0,0,-343.979547204448,443396900
175862.482758621,0.142857142857143,0.1,-8.02804127913237,0.01581203125,15.9034925636743,0.352352813260309,2.34414457910937,5.65226473050551,3.68000000000001e-05,5301405,267186.773065587,0,0,0,0,0,-330.736507665156,935595857
175862.482758621,0.142857142857143,0.1,-6.87621252355444,0.01581203125,10.8874139968583,0.420674075438174,3.62644259601816,5.32111143572654,3.68e-05,5301405,267187.292340035,0,0,0,0,0,-311.73570491228,636875291
175862.482758621,0.142857142857143,0.1,-7.04611317922752,0.01581203125,12.3902005231544,0.43908553140336,4.45085507083524,5.16419733449601,3.68e-05,5301405,267189.646788789,0,0,0,0,0,-308.56163928213,1045693366
175862.482758621,0.142857142857143,0.1,-6.38575364915758,0.01581203125,6.83818984453433,0.386879978532641,3.80374052537933,4.9370572724721,3.68e-05,5301405,267189.288988288,0,0,0,0,0,-308.266651905958,680354278
175862.482758621,0.142857142857143,0.1,5.45555997907085,0.51571703125,1.89607819938665,0.302188648393029,8.87046584169697,4.32374256187131,3.68e-05,5301405,117189.338403266,0,0,0,0,0,-205.883088671841,345755840
175862.482758621,0.142857142857143,0.1,5.77042314122835,0.51571703125,1.89290804972353,0.300482813318059,9.38648133897756,4.21273438293148,3.68e-05,5301405,117187.153177608,0,0,0,0,0,-205.857161382054,351746984
175862.482758621,0.142857142857143,0.1,5.86561730548259,0.51571703125,1.89545942344991,0.300613283909938,8.80161966630064,4.30066151965092,3.68e-05,5301405,117186.983922792,0,0,0,0,0,-205.883420460834,321736375
175862.482758621,0.142857142857143,0.1,5.35491126244032,0.51571703125,1.88699172817811,0.296772711697277,9.05966031420703,4.50765295566535,3.68000000000001e-05,5301405,117188.267897407,0,0,0,0,0,-205.792727285602,610952433
175862.482758621,0.142857142857143,0.1,5.66172693977464,0.51571703125,1.89680922061584,0.305730508166705,9.34548737243358,4.12555736632894,3.68e-05,5301405,117188.390495802,0,0,0,0,0,-205.904676653703,644170269
175862.482758621,0.142857142857143,0.1,1.72566320292306,0.26576453125,0.0186540312632638,0.0924993641055671,5.10629072102317,3.82146954721902,3.68e-05,5301405,192189.243165028,0,0,0,0,0,-784.049832009264,367917926
175862.482758621,0.142857142857143,0.1,0.345992563236415,0.26576453125,0.0404489255678774,0.0957061399740525,5.60799154804764,3.64767763602135,3.68e-05,5301405,192187.118974226,0,0,0,0,0,-699.282041072294,893981441
175862.482758621,0.142857142857143,0.1,0.439907930409421,0.26576453125,0.0175558228255561,0.0910949966264818,5.70460134120075,3.24771054346837,3.67999999999999e-05,5301405,192188.751964561,0,0,0,0,0,-717.953293257244,566502578
175862.482758621,0.142857142857143,0.1,0.42232452000935,0.26576453125,0.00552744884050261,0.0960333854345319,4.86417158319871,4.04595531866676,3.68e-05,5301405,192187.494453149,0,0,0,0,0,-682.601436955933,176335610
175862.482758621,0.142857142857143,0.1,0.683417093593148,0.26576453125,0.0224002984416862,0.0924390592830902,5.30419987049516,3.44190737655165,3.68e-05,5301405,192186.520596268,0,0,0,0,0,-709.684874248521,133762813
175862.482758621,0.142857142857143,0.1,-13.6204717373503,0.76566953125,120.351933978908,0.0865643360942235,-0.726879529270321,-4.81413469001223,3.68000000000001e-05,5301405,42188.1592569548,0,0,0,0,0,-416.975864062566,98786199
175862.482758621,0.142857142857143,0.1,-14.5866938412761,0.76566953125,120.426657214482,0.114253120381067,-0.810141134348077,-5.11172578526871,3.68000000000001e-05,5301405,42188.5615506448,0,0,0,0,0,-416.965399564729,832743577
175862.482758621,0.142857142857143,0.1,-14.1013848073739,0.76566953125,120.66540701068,0.0936905449809864,-1.31891912763815,-4.7218112977239,3.68e-05,5301405,42188.0501397226,0,0,0,0,0,-416.969438906947,582947588
175862.482758621,0.142857142857143,0.1,-14.3615489285287,0.76566953125,120.67335657021,0.109723113371542,0.277431003797905,-4.47638504501274,3.68e-05,5301405,42187.0190073721,0,0,0,0,0,-412.221886857179,123635786
175862.482758621,0.142857142857143,0.1,-14.3023917337953,0.76566953125,120.594274095462,0.105885988386979,-1.35597133494128,-5.01217899426368,3.68e-05,5301405,42188.243284425,0,0,0,0,0,-416.966586733506,914799274
175862.482758621,0.142857142857143,0.1,-8.51966120312867,0.98437796875,4.5764957526821,0.367113441561568,1.59028410903507,-0.827569690798284,3.68e-05,5301405,107811.232064163,0,0,0,0,0,-253.753827683421,897949937
175862.482758621,0.142857142857143,0.1,-9.83539229435808,0.98437796875,3.30936137235168,0.454265015095066,2.29220789344256,-1.86011519243065,3.68e-05,5301405,107812.135171224,0,0,0,0,0,-253.82318398633,187443920
175862.482758621,0.142857142857143,0.1,-8.09245910225194,0.98437796875,8.53983908234096,0.586577017345732,2.22456851780114,0.346133481970421,3.68e-05,5301405,107810.397230543,0,0,0,0,0,-283.881890281002,962405351
175862.482758621,0.142857142857143,0.1,-9.97780878969206,0.98437796875,9.1441924186241,0.542590646000214,2.5255631687097,-0.83240554560724,3.68000000000001e-05,5301405,107813.596601601,0,0,0,0,0,-291.763105694092,965935421
175862.482758621,0.142857142857143,0.1,-10.1983991447947,0.98437796875,6.11086749969704,0.579541992465907,2.31639528287802,-1.3078616041371,3.67999999999999e-05,5301405,107814.460544016,0,0,0,0,0,-266.505542063366,494471927
175862.482758621,0.142857142857143,0.1,0.548524858232332,0.48447296875,8.65781078084884,0.538123688547615,1.37003966809297,4.96463820597707,3.68e-05,5301405,257813.088560616,0,0,0,0,0,-304.000232094681,664871072
175862.482758621,0.142857142857143,0.1,2.29706120306845,0.48447296875,1.6494442338475,0.303146213372995,4.40435292030861,7.19588870777191,3.68e-05,5301405,257813.337484613,0,0,0,0,0,-199.981598751255,545697978
175862.482758621,0.142857142857143,0.1,2.53166923054551,0.48447296875,1.658552794645,0.2592896800441,4.29208177727338,6.98899244922404,3.68e-05,5301405,257812.170646007,0,0,0,0,0,-200.14528035201,963498087
175862.482758621,0.142857142857143,0.1,1.39816522444413,0.48447296875,1.60590036399151,0.359545905541251,5.36314702795228,6.26147184968694,3.68e-05,5301405,257811.580869264,0,0,0,0,0,-199.019486483978,107974312
175862.482758621,0.142857142857143,0.1,1.68756848929544,0.48447296875,1.61672373638248,0.299495977720218,5.01941281702413,7.00541944308344,3.68e-05,5301405,257815.032850068,0,0,0,0,0,-199.257231328752,171892049
175862.482758621,0.142857142857143,0.1,-3.18280075309575,0.73442546875,0.707087861541767,0.331213093159584,-0.177998519659379,-3.25398436948767,3.68e-05,5301405,32813.7106377038,0,0,0,0,0,-176.64418852383,975004815
175862.482758621,0.142857142857143,0.1,-2.97113627461184,0.73442546875,0.595588431654192,0.11116129239489,-0.421677459358845,-2.99989041886225,3.67999999999999e-05,5301405,32811.8109577745,0,0,0,0,0,-171.526801649233,647042992
175862.482758621,0.142857142857143,0.1,-3.04063040067158,0.73442546875,0.740758918791821,0.280473926175229,-0.454846965666669,-3.04955922855581,3.68000000000001e-05,5301405,32811.6924045764,0,0,0,0,0,-176.223468619123,541691086
175862.482758621,0.142857142857143,0.1,-4.07131934293337,0.73442546875,1.28291494497789,0.239165464660404,0.658372306844529,-2.91987108999633,3.68e-05,5301405,32813.0427751333,0,0,0,0,0,-189.173635509411,528802246
175862.482758621,0.142857142857143,0.1,-2.88264186360836,0.73442546875,0.545893718552178,0.0539888618681475,-0.439647041051821,-2.80982479986494,3.68000000000001e-05,5301405,32813.9521337515,0,0,0,0,0,-168.630537772264,795580727
175862.482758621,0.142857142857143,0.1,-14.7037518323635,0.23452046875,10.6171010964591,0.817223661455518,3.32223759908922,1.92019996884827,3.68e-05,5301405,182812.35439993,0,0,0,0,0,-295.577998985622,702642436
175862.482758621,0.142857142857143,0.1,-15.8171865248773,0.23452046875,10.4555872058399,0.87873962844943,3.78561658343411,2.02318367753724,3.68e-05,5301405,182813.058977196,0,0,0,0,0,-296.210303358841,964870357
175862.482758621,0.142857142857143,0.1,-15.4174894624767,0.23452046875,10.6503289675134,0.840351520627709,3.60306994762518,2.20588235462284,3.68e-05,5301405,182811.328084821,0,0,0,0,0,-296.011879313289,139992527
175862.482758621,0.142857142857143,0.1,-14.7486138783393,0.23452046875,10.4496309532461,0.805351569041426,3.32484198478719,1.99563862116065,3.68e-05,5301405,182811.574528675,0,0,0,0,0,-295.579556123987,585195816
175862.482758621,0.142857142857143,0.1,-15.0521404837026,0.23452046875,10.6494870345577,0.816920430096032,3.36173533277025,2.0842790694788,3.68e-05,5301405,182813.874863074,0,0,0,0,0,-295.851081296047,213029162
175862.482758621,0.142857142857143,0.1,0.837806881255304,0.85940171875,1.58974796939572,0.420434957150289,6.09783754413171,6.0704693392244,3.68e-05,5301405,70313.3432656831,0,0,0,0,0,-198.654842024876,257543855
175862.482758621,0.142857142857143,0.1,0.84057538758417,0.85940171875,1.59355847587121,0.433612975440979,6.10291766660044,5.94028931627086,3.68e-05,5301405,70313.2015547079,0,0,0,0,0,-198.681238914611,365320622
175862.482758621,0.142857142857143,0.1,0.825918732988169,0.85940171875,1.59036410937472,0.444813673592672,6.132860141634,5.85482633056939,3.68e-05,5301405,70312.469072843,0,0,0,0,0,-198.70343327652,65200082
175862.482758621,0.142857142857143,0.1,0.871557471520347,0.85940171875,1.59048776481831,0.437680145677351,6.06354334377782,5.86288051672791,3.68e-05,5301405,70315.5366622337,0,0,0,0,0,-198.695384213029,89772751
175862.482758621,0.142857142857143,0.1,0.836438170375121,0.85940171875,1.589344202006,0.42502033036259,6.09244229483645,6.07488671226347,3.68000000000001e-05,5301405,70313.6508070552,0,0,0,0,0,-198.653923209895,424455552
175862.482758621,0.142857142857143,0.1,-2.85591420383284,0.35949671875,0.645244125945687,0.0382825524206907,-0.334875064796618,-2.66499817423175,3.68000000000001e-05,5301405,220312.255348537,0,0,0,0,0,-170.843132475589,564442298
175862.482758621,0.142857142857143,0.1,-3.16116896130655,0.35949671875,0.869099363987995,0.209650588446227,-0.169708274330746,-3.09214676509293,3.68e-05,5301405,220314.235076838,0,0,0,0,0,-179.375022575966,300941397
175862.482758621,0.142857142857143,0.1,-2.97105051661589,0.35949671875,0.696521033464186,0.0577985593100944,-0.225089628632522,-2.84154273756183,3.68e-05,5301405,220310.862071915,0,0,0,0,0,-172.193508841418,763852934
175862.482758621,0.142857142857143,0.1,-2.96427103853807,0.35949671875,0.724213286480179,0.0723901756606714,-0.230825662740759,-2.94032611943319,3.68000000000001e-05,5301405,220312.829306431,0,0,0,0,0,-173.408752509242,653394911
175862.482758621,0.142857142857143,0.1,-2.88308433347555,0.35949671875,0.648542725749694,0.0416784526060116,-0.30764242188993,-2.70635847922615,3.68e-05,5301405,220310.18659762,0,0,0,0,0,-170.938463251009,964234240
175862.482758621,0.142857142857143,0.1,-13.9645834709639,0.60944921875,117.075968386423,0.104753886250322,-1.40881633185644,-0.462348001280172,3.68e-05,5301405,145310.804568545,0,0,0,0,0,-404.142397867653,777427740
175862.482758621,0.142857142857143,0.1,-14.4511788996026,0.60944921875,13.387929459965,0.247011038468385,-1.14941700027731,0.646799021739826,3.68e-05,5301405,145314.280510363,0,0,0,0,0,-332.151554801789,886376518
175862.482758621,0.142857142857143,0.1,-14.6334246590071,0.60944921875,5.95795229085638,0.446806461849921,0.479723484740635,0.902141771649031,3.68e-05,5301405,145313.257855298,0,0,0,0,0,-294.166972043701,458298849
175862.482758621,0.142857142857143,0.1,-12.6188768366833,0.60944921875,5.030189175657,0.49763926830739,0.201404146359,1.11594333039351,3.68e-05,5301405,145313.733163443,0,0,0,0,0,-284.282961751118,744001220
175862.482758621,0.142857142857143,0.1,-12.94806346965,0.60944921875,7.07673658447122,0.344306768362635,0.239891828216255,0.931601967473983,3.68e-05,5301405,145314.63307519,0,0,0,0,0,-293.850887886999,991288648
175862.482758621,0.142857142857143,0.1,-3.35032054493366,0.10954421875,1.08534737929734,0.341279455135694,0.42762838588237,-3.72598408700897,3.67999999999999e-05,5301405,295312.456084192,0,0,0,0,0,-186.136949196819,604619126
175862.482758621,0.142857142857143,0.1,-3.55574938485182,0.10954421875,1.25294119262799,0.528500421557161,0.905228122542053,-4.23899257557619,3.68e-05,5301405,295312.649018152,0,0,0,0,0,-191.997592510961,101355351
175862.482758621,0.142857142857143,0.1,-2.90526718332681,0.10954421875,0.716239670641235,0.0456694475695073,-0.295089252604195,-2.64393877555784,3.68e-05,5301405,295311.605633996,0,0,0,0,0,-172.674519035776,920477676
175862.482758621,0.142857142857143,0.1,-3.19197473723062,0.10954421875,0.897652762176289,0.173457107089381,-0.0624038067213036,-3.08497572230091,3.68e-05,5301405,295313.373875986,0,0,0,0,0,-179.614467927641,238384401
175862.482758621,0.142857142857143,0.1,-2.90459022076621,0.10954421875,0.717167120025655,0.0467422879021981,-0.289894756907266,-2.65709346444709,3.68e-05,5301405,295311.769573476,0,0,0,0,0,-172.722747871721,206775285
175862.482758621,0.142857142857143,0.1,-13.8868808336541,0.29700859375,10.6422432123085,0.746422028794594,4.54719441435582,0.306976357580971,3.68e-05,5301405,276562.833962879,0,0,0,0,0,-296.465289752637,968770584
175862.482758621,0.142857142857143,0.1,-16.3043001950473,0.29700859375,10.9166857285654,0.685510746187532,4.33162841711822,-0.687041959860168,3.68e-05,5301405,276562.99055836,0,0,0,0,0,-299.717738377586,135862226
175862.482758621,0.142857142857143,0.1,-14.7886266159006,0.29700859375,10.8659591176772,0.819033968817262,5.14250817032215,-0.80240655608111,3.68000000000001e-05,5301405,276561.273626972,0,0,0,0,0,-298.330348648911,112643704
175862.482758621,0.142857142857143,0.1,-14.6455888883976,0.29700859375,10.5318481232227,0.713283176353414,4.22451468555886,0.116069576582864,3.68e-05,5301405,276564.279103849,0,0,0,0,0,-297.359295619083,147941142
175862.482758621,0.142857142857143,0.1,-15.1536250053784,0.29700859375,10.7801859401237,0.822477310053531,4.87457495768924,-2.06473516171978,3.68e-05,5301405,276560.787717917,0,0,0,0,0,-298.73398424778,635067929
175862.482758621,0.142857142857143,0.1,-2.82021488136296,0.79691359375,0.538830538136585,0.0325860155462548,-0.384125464981191,-2.58445953167902,3.68e-05,5301405,126562.286428292,0,0,0,0,0,-168.822416321342,911529758
175862.482758621,0.142857142857143,0.1,-2.81058412922604,0.79691359375,0.545737832797529,0.0334563802186626,-0.388727160644758,-2.60885999061013,3.68e-05,5301405,126561.962451542,0,0,0,0,0,-168.85980028034,465063698
175862.482758621,0.142857142857143,0.1,-2.83063088611016,0.79691359375,0.538575240711705,0.0334574888904545,-0.386717816761453,-2.60157133777467,3.68e-05,5301405,126562.690807736,0,0,0,0,0,-168.839334809456,665182412
175862.482758621,0.142857142857143,0.1,-2.81561573100862,0.79691359375,0.543287480924427,0.0335477078848543,-0.389877567621076,-2.60544912512418,3.68e-05,5301405,126562.655391146,0,0,0,0,0,-168.850208042136,127025916
175862.482758621,0.142857142857143,0.1,-2.83328255686479,0.79691359375,0.545120829169991,0.0358206809740402,-0.371196558092914,-2.65728012004313,3.68e-05,5301405,126563.253051197,0,0,0,0,0,-168.882983825454,640774095
175862.482758621,0.142857142857143,0.1,2.10385319311614,0.04705609375,22.7233963324147,0.472945669977701,-0.357685351051246,2.505162125109,3.68e-05,5301405,201563.092836784,0,0,0,0,0,-364.886203874726,841207986
175862.482758621,0.142857142857143,0.1,1.77885063039967,0.04705609375,27.8949029592125,0.531647705651264,-2.40826209968048,1.04497958053834,3.68e-05,5301405,201564.28112673,0,0,0,0,0,-393.578373686981,617311
175862.482758621,0.142857142857143,0.1,3.44909631653038,0.04705609375,19.7276964409668,0.481086763380786,-0.514183622591311,3.3536243631888,3.68e-05,5301405,201562.164016217,0,0,0,0,0,-346.763735413309,276370285
175862.482758621,0.142857142857143,0.1,3.4497946502798,0.04705609375,28.3127827171095,0.302992876517696,-0.979431509327781,2.64610717182763,3.68e-05,5301405,201560.75302076,0,0,0,0,0,-372.236455164241,410264653
175862.482758621,0.142857142857143,0.1,2.90861692003843,0.04705609375,17.0925286730044,0.624697650627815,0.569949428551521,2.92580619239758,3.67999999999999e-05,5301405,201561.236042885,0,0,0,0,0,-330.140771658227,172635959
175862.482758621,0.142857142857143,0.1,-7.25155656918825,0.54696109375,2.03639069629637,0.848257442707824,2.07243177513044,-2.9947151010845,3.68e-05,5301405,51562.6985844541,0,0,0,0,0,-224.683225959158,939523315
175862.482758621,0.142857142857143,0.1,-6.27908750844721,0.54696109375,1.89485503189161,0.865760070935126,1.94718638092156,-3.30720954463649,3.68e-05,5301405,51562.1820420508,0,0,0,0,0,-215.0216110962,1050309186
175862.482758621,0.142857142857143,0.1,-7.99322703802728,0.54696109375,2.31473268716179,0.914051032022496,2.4379393761052,-3.51616290829864,3.68e-05,5301405,51563.1256629312,0,0,0,0,0,-232.598361796728,378244304
175862.482758621,0.142857142857143,0.1,-7.10789619699415,0.54696109375,2.20691872833563,0.852586558903745,2.42845913362455,-3.84473046312408,3.68e-05,5301405,51563.6904390991,0,0,0,0,0,-227.294150602658,57752448
175862.482758621,0.142857142857143,0.1,-4.41297868418263,0.54696109375,1.30028934437286,0.768557664562136,1.10566205756622,-3.4295823526709,3.67999999999999e-05,5301405,51563.0558960627,0,0,0,0,0,-194.687310572473,892556870
175862.482758621,0.142857142857143,0.1,-1.32323534485428,0.42198484375,9.3596563827611,0.842295105008008,9.09223772090151,-3.13773147732493,3.68e-05,5301405,164062.45239116,0,0,0,0,0,-302.708207716935,603341022
175862.482758621,0.142857142857143,0.1,-2.46523939784944,0.42198484375,16.8452555547436,0.793297572694732,8.8166684499992,-5.05529776599546,3.68e-05,5301405,164062.925800683,0,0,0,0,0,-327.14360691808,550017464
175862.482758621,0.142857142857143,0.1,-1.84074151684739,0.42198484375,17.2434713695315,0.718609593231948,9.71125667390997,-5.36196295052263,3.67999999999999e-05,5301405,164061.76447736,0,0,0,0,0,-326.040343492656,6582938
175862.482758621,0.142857142857143,0.1,-3.10112037856163,0.42198484375,19.8199345506542,0.715716155129689,8.38653867549041,-7.28383598013638,3.67999999999999e-05,5301405,164062.557500689,0,0,0,0,0,-333.307287501215,455026255
175862.482758621,0.142857142857143,0.1,-0.101810413393903,0.42198484375,9.47492465297672,0.681857773925227,9.87129090497494,-4.16232078882523,3.68e-05,5301405,164063.017927831,0,0,0,0,0,-308.785055600694,454425722
175862.482758621,0.142857142857143,0.1,-12.4579892149094,0.92188984375,0.0434204231051934,0.0200290738803997,2.1910266656426,0.230326164400119,3.68e-05,5301405,14062.1665821012,0,0,0,0,0,-932.821503164647,949078453
175862.482758621,0.142857142857143,0.1,-12.7678497088482,0.92188984375,11.3987802780339,0.152147211226811,2.59415461294398,0.230835853354568,3.68e-05,5301405,14064.9199522934,0,0,0,0,0,-303.243733234861,65096609
