"sigma_M","gamma","phi","sigma_P","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.241455172413793,0.0588235294117647,1.05031174647956,0.79691359375,0.0272800031313059,0.0736036540648249,0.669807683190163,3.68e-05,5281842,384374.537692198,0,0,0,0.01721420632104,0,-177.635176627791,787088989
0.241455172413793,0.0588235294117647,1.0556007902392,0.79691359375,0.0276462895970751,0.0735662367073889,0.666108885429585,3.68e-05,5281842,384376.057970924,0,0,0,0.01721420632104,0,-177.556691196817,18936344
0.241455172413793,0.0588235294117647,1.04149922287873,0.79691359375,0.0262423004779382,0.0741609725337252,0.674550080026439,3.68e-05,5281842,384376.152771277,0,0,0,0.01721420632104,0,-177.771396305077,601499897
0.241455172413793,0.0588235294117647,1.04269301976224,0.79691359375,0.0276800335363119,0.0747297645966698,0.652140685385726,3.68e-05,5281842,384374.028884062,0,0,0,0.01721420632104,0,-178.11424929367,1021036344
0.241455172413793,0.0588235294117647,1.06651279535317,0.79691359375,0.0284612748041377,0.0735819976795205,0.670461167321772,3.68e-05,5281842,384374.632415202,0,0,0,0.01721420632104,0,-177.528791603118,536367553
0.241455172413793,0.0588235294117647,1.27958718366939,0.29700859375,0.00343081636227626,0.255956217276726,0.59527381151483,3.68e-05,5281842,84376.401810148,0,0,0,0.01721420632104,0,-793.191929401383,315190901
0.241455172413793,0.0588235294117647,1.28068821026484,0.29700859375,0.00436737570457713,0.272372703183921,0.619447121196218,3.68e-05,5281842,84376.6869873211,0,0,0,0.01721420632104,0,-796.179726920083,789815898
0.241455172413793,0.0588235294117647,1.03929481699904,0.29700859375,0.0026051104770243,0.140930126851221,0.200158205175452,3.67999999999999e-05,5281842,84374.8314642517,0,0,0,0.01721420632104,0,-799.672209951129,518623341
0.241455172413793,0.0588235294117647,1.14291217521206,0.29700859375,0.0036723745364097,0.256412482823239,0.620871494416199,3.68e-05,5281842,84375.5223533366,0,0,0,0.01721420632104,0,-785.228826919915,50336128
0.241455172413793,0.0588235294117647,0.792993715917946,0.29700859375,0.026766351267134,0.0566683720447517,0.463673436042761,3.67999999999999e-05,5281842,84375.3232511721,0,0,0,0.01721420632104,0,-325.76810412339,991365167
0.241455172413793,0.0588235294117647,2.07322080900218,0.04705609375,0.378259972422011,2.32071131127742,0.802157052290594,3.68e-05,5281842,534376.42546186,0,0,0,0.01721420632104,0,-519.256512981796,989831573
0.241455172413793,0.0588235294117647,2.36993644903404,0.04705609375,0.24640235657665,3.04657903528163,0.85230866636824,3.68e-05,5281842,534375.844997272,0,0,0,0.01721420632104,0,-522.845863960088,33543666
0.241455172413793,0.0588235294117647,2.58538484909898,0.04705609375,0.349761043420992,3.535189195439,0.726981326249205,3.68e-05,5281842,534374.592298896,0,0,0,0.01721420632104,0,-490.207443972132,664655686
0.241455172413793,0.0588235294117647,2.32270361887332,0.04705609375,0.324060119094865,2.76854558777797,0.817443632961784,3.68000000000001e-05,5281842,534374.216337249,0,0,0,0.01721420632104,0,-510.787848923715,815663265
0.241455172413793,0.0588235294117647,2.95725901214616,0.04705609375,0.38423209862616,3.57829207982479,0.678700104170824,3.68e-05,5281842,534375.504901781,0,0,0,0.01721420632104,0,-472.612759674491,492120548
0.241455172413793,0.0588235294117647,1.90741125811237,0.54696109375,0.00679610942387941,0.663593186768503,0.753311276025626,3.67999999999999e-05,5281842,234374.292009095,0,0,0,0.01721420632104,0,-789.762547870118,884995257
0.241455172413793,0.0588235294117647,1.37678785521116,0.54696109375,0.00258507091105152,0.252223499477777,0.525314421603264,3.67999999999999e-05,5281842,234375.544383089,0,0,0,0.01721420632104,0,-762.355375231701,730489745
