"sigma_M","gamma","phi","sigma_P","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.931041379310345,0.0588235294117647,0.667443148836342,0.60944921875,0.46800434847517,12.1548367720543,0.733724709313556,3.68000000000001e-05,5281842,346877.175789409,0,0,0,0.01721420632104,0,-203.097010600423,714871073
0.931041379310345,0.0588235294117647,0.691843788722026,0.60944921875,0.46615576492085,11.8883224982042,0.745794207955303,3.68e-05,5281842,346874.357652076,0,0,0,0.01721420632104,0,-203.133994882608,816647221
0.931041379310345,0.0588235294117647,0.728124863992516,0.60944921875,0.459440611366628,11.6757960921275,0.726256793978782,3.68e-05,5281842,346874.261665962,0,0,0,0.01721420632104,0,-203.145226632339,136621852
0.931041379310345,0.0588235294117647,2.00722365267272,0.60944921875,0.265033417525386,3.46514609043204,0.956255751407396,3.68e-05,5281842,346876.019347425,0,0,0,0.01721420632104,0,-378.584998305081,335959604
0.931041379310345,0.0588235294117647,0.66514982991443,0.60944921875,0.439251517527087,12.1727989773426,0.725305590522253,3.68e-05,5281842,346875.757370063,0,0,0,0.01721420632104,0,-203.112519229328,19289108
0.931041379310345,0.0588235294117647,1.31826598198698,0.10954421875,0.620882155671287,0.0519690122686809,0.713695574118243,3.68e-05,5281842,46875.0911653527,0,0,0,0.01721420632104,0,-177.027916291783,153103543
0.931041379310345,0.0588235294117647,1.30799622229492,0.10954421875,0.655856988658049,0.0519750102467093,0.723683316643254,3.68e-05,5281842,46876.5431179112,0,0,0,0.01721420632104,0,-176.955716018973,106308928
0.931041379310345,0.0588235294117647,1.30777426459883,0.10954421875,0.676433868416503,0.0518962654408204,0.724686956390174,3.68e-05,5281842,46876.6787403329,0,0,0,0.01721420632104,0,-176.982457073142,797916618
0.931041379310345,0.0588235294117647,1.30556868077664,0.10954421875,0.678016465790591,0.0520104438791658,0.724746623915109,3.68e-05,5281842,46874.5670823934,0,0,0,0.01721420632104,0,-176.923247296007,902729910
0.931041379310345,0.0588235294117647,1.3038679830274,0.10954421875,0.64795158613547,0.0520030629212469,0.726261402657626,3.68e-05,5281842,46876.641104081,0,0,0,0.01721420632104,0,-177.001295510391,715696672
0.931041379310345,0.0588235294117647,1.97786881645408,0.35949671875,0.217164503969215,3.08835992803743,0.974923545694361,3.68e-05,5281842,496874.67709768,0,0,0,0.01721420632104,0,-387.270686054188,1012244691
0.931041379310345,0.0588235294117647,1.1988189630639,0.35949671875,0.0434071805001897,0.073820013217127,0.735509734002035,3.68e-05,5281842,496875.552815608,0,0,0,0.01721420632104,0,-173.476173677912,978508715
0.931041379310345,0.0588235294117647,1.89130319935289,0.35949671875,0.267245621340007,2.76900064090904,0.982316769808463,3.68e-05,5281842,496876.943682576,0,0,0,0.01721420632104,0,-376.539088116236,399030153
0.931041379310345,0.0588235294117647,1.19518154353091,0.35949671875,0.0435289662158196,0.0740108110361176,0.738146619069143,3.67999999999999e-05,5281842,496874.70503686,0,0,0,0.01721420632104,0,-173.485570204974,862185863
0.931041379310345,0.0588235294117647,1.85478220132975,0.35949671875,0.253533506976458,2.56279563022438,0.978316375793314,3.67999999999999e-05,5281842,496875.299541179,0,0,0,0.01721420632104,0,-379.362660582822,631983469
0.931041379310345,0.0588235294117647,0.772104734659741,0.85940171875,0.447215960091153,11.3135459935369,0.757857860470476,3.68e-05,5281842,196876.598128809,0,0,0,0.01721420632104,0,-202.991775895517,196730921
0.931041379310345,0.0588235294117647,1.8842396837889,0.85940171875,0.334370858528562,1.47970190735737,0.754035775623768,3.68000000000001e-05,5281842,196876.722169674,0,0,0,0.01721420632104,0,-466.272182706219,614274806
0.931041379310345,0.0588235294117647,1.27813703663985,0.85940171875,0.351312333987851,9.80372322270699,0.719726429990269,3.67999999999999e-05,5281842,196877.373075713,0,0,0,0.01721420632104,0,-209.040606584146,622258676
0.931041379310345,0.0588235294117647,1.82716847357225,0.85940171875,0.126714814199141,0.685357843926227,0.592132163009599,3.68e-05,5281842,196875.898766874,0,0,0,0.01721420632104,0,-512.011425863503,777295423
0.931041379310345,0.0588235294117647,0.648236619500991,0.85940171875,0.442079556257799,12.4069626079199,0.746621651823143,3.68e-05,5281842,196875.733877506,0,0,0,0.01721420632104,0,-202.804826818457,40171440
0.931041379310345,0.0588235294117647,1.89243464488536,0.23452046875,0.396955038601259,0.81217360407285,0.797369308927678,3.68e-05,5281842,421874.842922949,0,0,0,0.01721420632104,0,-408.909379393483,576843507
0.931041379310345,0.0588235294117647,1.70326304564227,0.23452046875,0.299201633897005,0.459305281276019,0.683408146128171,3.68e-05,5281842,421875.822490861,0,0,0,0.01721420632104,0,-425.366199597514,906295635
0.931041379310345,0.0588235294117647,1.79153974288912,0.23452046875,0.423781995255033,0.601420104133775,0.774656932179901,3.68e-05,5281842,421874.466931989,0,0,0,0.01721420632104,0,-360.435604476229,628174895
0.931041379310345,0.0588235294117647,1.95445794321713,0.23452046875,0.242739427595723,0.442002081844782,0.58265484675609,3.68e-05,5281842,421874.885675698,0,0,0,0.01721420632104,0,-481.913389653241,88321248
0.931041379310345,0.0588235294117647,1.9213413115178,0.23452046875,0.194894686343979,0.37626080724821,0.534330113899914,3.68e-05,5281842,421873.774877212,0,0,0,0.01721420632104,0,-499.44827292268,871049173
0.931041379310345,0.0588235294117647,0.654522641704931,0.73442546875,0.453454972834603,12.3007940800305,0.743789129199154,3.68e-05,5281842,121877.213683286,0,0,0,0.01721420632104,0,-202.978247203581,318842255
0.931041379310345,0.0588235294117647,0.645781170389027,0.73442546875,0.453214935509033,12.3817317482517,0.743275066767828,3.68e-05,5281842,121876.037499256,0,0,0,0.01721420632104,0,-202.983050544594,290550407
0.931041379310345,0.0588235294117647,0.655839291758805,0.73442546875,0.467141370666886,12.2370629267478,0.754505687251339,3.68e-05,5281842,121876.46430151,0,0,0,0.01721420632104,0,-203.020431721673,752792822
0.931041379310345,0.0588235294117647,0.656248923203738,0.73442546875,0.452399688676589,12.2345691680194,0.746836995686255,3.68e-05,5281842,121875.719318,0,0,0,0.01721420632104,0,-202.989275555593,257333169
