"sigma_M","gamma","phi","sigma_P","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.931041379310345,0.0588235294117647,1.17538160291318,0.07830015625,0.0290265965598998,0.0686140481891284,0.656406915467829,3.68e-05,5281842,253124.581093628,0,0,0,0.01721420632104,0,-170.957692853385,480139010
0.931041379310345,0.0588235294117647,1.17634514230553,0.07830015625,0.0293694166613902,0.0686506832345177,0.658121667706389,3.68e-05,5281842,253125.062657383,0,0,0,0.01721420632104,0,-170.961943345468,189267241
0.931041379310345,0.0588235294117647,1.17428721575489,0.07830015625,0.0293773333194243,0.0685942277122131,0.65764766984684,3.68e-05,5281842,253125.467630616,0,0,0,0.01721420632104,0,-170.965461205987,549324474
0.931041379310345,0.0588235294117647,1.17426760980063,0.07830015625,0.0291792951560789,0.0686059691262864,0.657890409561114,3.68e-05,5281842,253125.294058789,0,0,0,0.01721420632104,0,-170.962356110254,800803485
0.931041379310345,0.0588235294117647,1.17385741212563,0.07830015625,0.0291376125539445,0.0686956504783023,0.656594261164854,3.68e-05,5281842,253125.045737313,0,0,0,0.01721420632104,0,-170.960643552317,361651442
0.931041379310345,0.0588235294117647,1.8439747428755,0.57820515625,0.151089148806947,0.867566585028146,0.706951846081093,3.68e-05,5281842,553123.446798012,0,0,0,0.01721420632104,0,-512.570355970039,592880764
0.931041379310345,0.0588235294117647,2.28048451736002,0.57820515625,0.149946082901509,0.527153544414517,0.551328155154355,3.68e-05,5281842,553124.044141518,0,0,0,0.01721420632104,0,-538.886052943209,948709113
0.931041379310345,0.0588235294117647,2.07897014415111,0.57820515625,0.244994859369517,0.708740773697346,0.619984438304532,3.68e-05,5281842,553124.847215111,0,0,0,0.01721420632104,0,-508.021347418729,488988560
0.931041379310345,0.0588235294117647,1.85023384245215,0.57820515625,0.100571400090899,0.531865200740166,0.579747170301882,3.68e-05,5281842,553122.245432146,0,0,0,0.01721420632104,0,-535.053734884599,260867146
0.931041379310345,0.0588235294117647,2.12312104894892,0.57820515625,0.1681281413904,0.376175562023753,0.404670093586168,3.68e-05,5281842,553123.349571426,0,0,0,0.01721420632104,0,-536.259172163411,410510976
0.931041379310345,0.0588235294117647,0.647007869819241,0.82815765625,0.426562923360998,12.406319537303,0.744654355812123,3.68e-05,5281842,103125.907900215,0,0,0,0.01721420632104,0,-202.873895301726,95032077
0.931041379310345,0.0588235294117647,1.70257860399175,0.82815765625,0.395826290633905,2.24950059133605,0.717991157079546,3.68e-05,5281842,103126.329333516,0,0,0,0.01721420632104,0,-445.748870540146,835544161
0.931041379310345,0.0588235294117647,0.656287120290919,0.82815765625,0.463143792310987,12.3008341937791,0.75302353241351,3.68e-05,5281842,103128.394416499,0,0,0,0.01721420632104,0,-202.877361180946,194857018
0.931041379310345,0.0588235294117647,0.620080490362307,0.82815765625,0.440672590978639,12.6434862724998,0.765438359842341,3.68e-05,5281842,103126.205402984,0,0,0,0.01721420632104,0,-202.924382433239,535700278
0.931041379310345,0.0588235294117647,0.660536392530758,0.82815765625,0.46584941139868,12.1800514053596,0.75324066135673,3.68e-05,5281842,103126.709449061,0,0,0,0.01721420632104,0,-202.870638298061,441774292
