"sigma_M","gamma","mu_EI","b_3","sigma_P","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.793124137931035,0.142857142857143,0.1,-0.545885197395604,0.554772109375,0.152097292137243,5.04246177395219,-1.0163785986464,3.68000000000001e-05,5301405,185156.539811811,278905.920180674,0,0,0,0,0,-382.940468363792,211355135
0.793124137931035,0.142857142857143,0.1,-1.38399712305638,0.554772109375,0.371294777551042,4.32195636656413,-0.690771550732073,3.68000000000001e-05,5301405,185158.111833945,278908.170946193,0,0,0,0,0,-296.521052536897,1021725919
0.793124137931035,0.142857142857143,0.1,-1.62206628531913,0.554772109375,0.307045666759377,4.2767796093593,-0.559630992110437,3.67999999999999e-05,5301405,185156.232397946,278908.932800119,0,0,0,0,0,-304.24944453246,599771792
0.793124137931035,0.142857142857143,0.1,-13.2141195172287,0.054867109375,0.936221089900679,-0.67872583914483,-4.96411947097713,3.68000000000001e-05,5301405,35156.996290243,128908.274463285,0,0,0,0,0,-933.542941791335,18316296
0.793124137931035,0.142857142857143,0.1,-13.3739945416879,0.054867109375,0.941322205941293,-1.02756861941742,-4.38344155922699,3.68000000000001e-05,5301405,35157.4112939055,128906.157773826,0,0,0,0,0,-932.245373170257,57210152
0.793124137931035,0.142857142857143,0.1,-13.1309177365432,0.054867109375,0.936481585027178,-1.27457022700591,-5.25389243401839,3.68000000000001e-05,5301405,35157.4667959851,128910.136481145,0,0,0,0,0,-934.365710093103,612973079
0.793124137931035,0.142857142857143,0.1,-13.2283749141761,0.054867109375,0.916224299470804,-0.477444351575103,-6.21974207924366,3.68000000000001e-05,5301405,35156.531541994,128907.84931824,0,0,0,0,0,-939.112826462032,193737321
0.793124137931035,0.142857142857143,0.1,-12.682358414856,0.054867109375,0.922541180266749,-1.16427887639767,-3.97048385074358,3.68000000000001e-05,5301405,35156.5888668666,128905.47990814,0,0,0,0,0,-926.811710642262,52551683
0.793124137931035,0.142857142857143,0.1,-0.96733794972097,0.929700859375,0.00377475809726478,0.285332803823842,-1.85120060944129,3.68000000000001e-05,5301405,222658.161594571,241405.45989456,0,0,0,0,0,-727.876139345318,546738556
0.793124137931035,0.142857142857143,0.1,0.646115876108347,0.929700859375,0.00512541662187287,-0.307695999052008,-1.89183462225069,3.68000000000001e-05,5301405,222656.702900009,241406.742834912,0,0,0,0,0,-793.210391203519,1056046340
0.793124137931035,0.142857142857143,0.1,0.268818974403916,0.929700859375,0.00863663060764755,1.15408982242376,-2.09677785818441,3.68000000000001e-05,5301405,222655.963157698,241408.033127894,0,0,0,0,0,-614.018233449641,1004849907
0.793124137931035,0.142857142857143,0.1,-0.439828929162697,0.929700859375,0.0147549767718795,1.21194443238965,-2.10275322696031,3.68e-05,5301405,222656.660371302,241405.814071995,0,0,0,0,0,-501.769085994549,134331661
0.793124137931035,0.142857142857143,0.1,1.04094512447447,0.929700859375,0.00729385837598861,1.32073998868446,-2.2990189764495,3.68000000000001e-05,5301405,222655.32845604,241407.348060536,0,0,0,0,0,-609.549078105362,97706421
0.793124137931035,0.142857142857143,0.1,-8.74189286282033,0.429795859375,0.829779681340424,2.24899005818221,-0.0871772958724731,3.68e-05,5301405,72659.2682980346,91406.2949770507,0,0,0,0,0,-613.602574104653,311850486
0.793124137931035,0.142857142857143,0.1,-9.20538641505333,0.429795859375,0.821922180712017,2.77159588640805,0.3693647948468,3.68000000000001e-05,5301405,72656.4801276142,91405.9344712029,0,0,0,0,0,-442.698813638763,879863769
0.793124137931035,0.142857142857143,0.1,-9.13643636311549,0.429795859375,0.825544835160674,2.83842574648418,0.526987639457741,3.68000000000001e-05,5301405,72656.5295759321,91406.6408894108,0,0,0,0,0,-638.483657334784,333074142
0.793124137931035,0.142857142857143,0.1,-9.83790825900954,0.429795859375,0.800559055025038,3.38963831741495,0.721882772218366,3.68000000000001e-05,5301405,72656.2417052158,91407.7112738173,0,0,0,0,0,-625.513116119938,842134914
0.793124137931035,0.142857142857143,0.1,-10.2945089717262,0.429795859375,0.760702832565348,2.62857761297834,1.02643132337869,3.68000000000001e-05,5301405,72654.6716672201,91406.0827522685,0,0,0,0,0,-634.667607559814,228635951
0.793124137931035,0.142857142857143,0.1,-15.897126236188,0.679748359375,0.591813335263675,2.69655892570208,0.25610512864099,3.68000000000001e-05,5301405,147657.477569349,166408.509123478,0,0,0,0,0,-668.712285992608,516475316
0.793124137931035,0.142857142857143,0.1,-15.595377007671,0.679748359375,0.742316547339244,2.65870320948989,0.807694244425628,3.68000000000001e-05,5301405,147657.262688026,166406.775230923,0,0,0,0,0,-645.906216764505,121354899
0.793124137931035,0.142857142857143,0.1,-15.8207978413907,0.679748359375,0.712876755269707,2.33322678593589,0.588294951760319,3.68000000000001e-05,5301405,147658.593408148,166407.046792379,0,0,0,0,0,-628.663146014227,885125218
0.793124137931035,0.142857142857143,0.1,-14.8974174671672,0.679748359375,0.691132785618649,3.21378834359314,-0.148858102937601,3.68000000000001e-05,5301405,147655.095746642,166406.088456881,0,0,0,0,0,-663.39766550451,332167443
0.793124137931035,0.142857142857143,0.1,-16.1653964231248,0.679748359375,0.843012458030289,2.78392374656647,0.981897007043311,3.68000000000001e-05,5301405,147656.11344105,166405.396028628,0,0,0,0,0,-651.436108570518,912340374
0.793124137931035,0.142857142857143,0.1,-5.97538720114301,0.179843359375,0.723517026892307,4.11820082777518,-3.80693879062379,3.68000000000001e-05,5301405,297655.31545521,16406.2700110103,0,0,0,0,0,-503.732711800827,405050625
0.793124137931035,0.142857142857143,0.1,-5.90061322245689,0.179843359375,0.599692313736547,4.25459012609872,-3.79798086415802,3.68000000000001e-05,5301405,297656.16785962,16406.4055569339,0,0,0,0,0,-515.680109411589,578890262
0.793124137931035,0.142857142857143,0.1,-5.33014423969628,0.179843359375,0.87690260152133,3.18167874022104,-4.16823403627873,3.68000000000001e-05,5301405,297656.815519392,16408.0666530341,0,0,0,0,0,-462.653669685176,224579764
0.793124137931035,0.142857142857143,0.1,-5.87545152765401,0.179843359375,0.803246769021891,4.53907531043077,-3.92832816969912,3.68000000000001e-05,5301405,297657.856827766,16407.5527305213,0,0,0,0,0,-498.859769257564,253530635
0.793124137931035,0.142857142857143,0.1,-5.23170710844643,0.179843359375,0.857350636034231,2.93879897637911,-5.10397680916482,3.68e-05,5301405,297658.371276616,16406.9811755671,0,0,0,0,0,-324.903347799954,249138613
0.827603448275862,0.142857142857143,0.1,-2.92500770825222,0.57820515625,0.22181374359218,-0.532942756966979,-3.07089867819849,3.68e-05,5301405,14064.848797354,60937.657582208,0,0,0,0,0,-174.280573054728,791836354
0.827603448275862,0.142857142857143,0.1,-2.92568458480026,0.57820515625,0.22550225802841,-0.525790710582287,-3.08113366813726,3.68e-05,5301405,14065.1703994703,60936.8284701343,0,0,0,0,0,-174.267813554093,733748566
0.827603448275862,0.142857142857143,0.1,-2.93097335634981,0.57820515625,0.212267124223441,-0.517217567275679,-3.07317331032857,3.68e-05,5301405,14062.3148475744,60938.1786466665,0,0,0,0,0,-174.24951635128,361489740
0.827603448275862,0.142857142857143,0.1,-2.91329487493335,0.57820515625,0.216141888243211,-0.545004956385569,-3.0659524251973,3.68e-05,5301405,14063.1181020274,60938.6372763501,0,0,0,0,0,-174.264703827434,643136661
0.827603448275862,0.142857142857143,0.1,-2.90585444962367,0.57820515625,0.22189992643326,-0.545274483183958,-3.07625966859622,3.68e-05,5301405,14063.4523635633,60938.0773382168,0,0,0,0,0,-174.281575044226,758577753
0.827603448275862,0.142857142857143,0.1,-15.0766515246192,0.07830015625,0.663039588423292,-1.43579947207361,3.28087140273179,3.68e-05,5301405,164060.706724824,210936.834307072,0,0,0,0,0,-423.381997785537,37050833
0.827603448275862,0.142857142857143,0.1,-14.3218552000669,0.07830015625,0.705113575764041,-1.56015753223414,3.14539159426215,3.68e-05,5301405,164063.703320095,210941.615331067,0,0,0,0,0,-427.40272515303,690225968
0.827603448275862,0.142857142857143,0.1,-14.0274013212297,0.07830015625,0.556120509975708,-0.194366801712298,3.08086310297219,3.68000000000001e-05,5301405,164063.536310178,210937.305632574,0,0,0,0,0,-420.999787952289,725818110
0.827603448275862,0.142857142857143,0.1,-13.7780423398904,0.07830015625,0.62111192685015,-0.89694470558968,2.80181172405011,3.68000000000001e-05,5301405,164063.70359208,210936.803628746,0,0,0,0,0,-416.105565966137,396132539
0.827603448275862,0.142857142857143,0.1,-15.0113423047711,0.07830015625,0.652469718464884,-0.0310020443334506,3.28311764156105,3.68000000000001e-05,5301405,164061.735474424,210939.865830065,0,0,0,0,0,-422.437003088822,614337703
0.827603448275862,0.142857142857143,0.1,-9.07344391900263,0.82815765625,0.777815705646834,4.17927592469207,0.267018202912471,3.68000000000001e-05,5301405,239061.893029488,135939.99874038,0,0,0,0,0,-426.004590750316,419432458
0.827603448275862,0.142857142857143,0.1,-8.27755100042735,0.82815765625,0.740649206694847,3.28575197853335,-0.806236548329952,3.68000000000001e-05,5301405,239061.547408673,135940.7253407,0,0,0,0,0,-451.768087929749,433011651
0.827603448275862,0.142857142857143,0.1,-8.71647037778473,0.82815765625,0.724249315758957,3.85074475527817,-0.21911979030558,3.68000000000001e-05,5301405,239060.721985955,135938.320930387,0,0,0,0,0,-447.881403948896,72572055
0.827603448275862,0.142857142857143,0.1,-8.62300041561353,0.82815765625,0.546464959607336,3.77923102763275,-0.21460375253869,3.68000000000001e-05,5301405,239064.84127986,135937.328280324,0,0,0,0,0,-475.598545394299,3651198
0.827603448275862,0.142857142857143,0.1,-7.43968265931684,0.82815765625,0.593463629021467,2.63123053645232,-0.511965139931777,3.67999999999999e-05,5301405,239064.369884811,135936.664323076,0,0,0,0,0,-443.542512462413,810810022
0.827603448275862,0.142857142857143,0.1,5.20243583175511,0.32825265625,0.0401735508264982,5.57758118484725,-4.20915049147981,3.68e-05,5301405,89064.8572580851,285934.189853478,0,0,0,0,0,-550.013003169321,726789646
0.827603448275862,0.142857142857143,0.1,5.83952489238603,0.32825265625,0.0492770360010921,4.8272063116459,-4.22551664410851,3.68000000000001e-05,5301405,89062.2246587229,285936.420701724,0,0,0,0,0,-553.122870946946,872019931
0.827603448275862,0.142857142857143,0.1,5.55418897844151,0.32825265625,0.0488354295607263,4.7280574984144,-4.09589333818472,3.67999999999999e-05,5301405,89064.0600132269,285938.928587144,0,0,0,0,0,-545.587408458901,273765642
0.827603448275862,0.142857142857143,0.1,5.05939921981146,0.32825265625,0.0521168218102433,5.3452441572574,-3.7987558568227,3.68e-05,5301405,89063.444488687,285938.374066821,0,0,0,0,0,-545.725622102574,267197795
0.827603448275862,0.142857142857143,0.1,6.19645921263934,0.32825265625,0.047720215587519,5.18413007526095,-4.05025445839659,3.68e-05,5301405,89063.9416341848,285937.357497754,0,0,0,0,0,-540.574832073505,733934135
0.827603448275862,0.142857142857143,0.1,-10.8222415857583,0.70318140625,0.812525549531949,-0.872349775053496,0.256239963534157,3.68e-05,5301405,276561.064683017,98438.0759901667,0,0,0,0,0,-387.677598084006,147366600
0.827603448275862,0.142857142857143,0.1,-11.7727858181132,0.70318140625,0.809036927189852,0.952281429264545,-0.307774636027533,3.68e-05,5301405,276562.518966833,98436.7254454369,0,0,0,0,0,-366.728011572135,1001029932
0.827603448275862,0.142857142857143,0.1,-11.4270473673678,0.70318140625,0.820977718353964,0.613504727010567,-1.22193575502527,3.68000000000001e-05,5301405,276563.425231168,98438.0859005025,0,0,0,0,0,-383.610041157026,174220202
0.827603448275862,0.142857142857143,0.1,-10.329907449856,0.70318140625,0.675115754272727,0.899454573646271,-1.36344269893534,3.68000000000001e-05,5301405,276560.857699106,98439.1135333103,0,0,0,0,0,-360.34545507088,677432521
0.827603448275862,0.142857142857143,0.1,-11.8174022632338,0.70318140625,0.829997222790113,-0.0478052254924851,-0.725143374631043,3.68e-05,5301405,276561.448575725,98437.6506183923,0,0,0,0,0,-428.987921622563,455161106
0.827603448275862,0.142857142857143,0.1,0.808756973247946,0.20327640625,0.402810693780005,5.84683425557018,6.45757785766473,3.68e-05,5301405,126562.923587225,248438.400802337,0,0,0,0,0,-221.947380945356,767117716
0.827603448275862,0.142857142857143,0.1,0.80747456507172,0.20327640625,0.398895013997264,5.85571032557063,6.4723522241426,3.68e-05,5301405,126562.920138517,248438.109515392,0,0,0,0,0,-221.946725943174,601731239
0.827603448275862,0.142857142857143,0.1,0.80999420169385,0.20327640625,0.39941607670668,5.84934178194369,6.45236930389095,3.68e-05,5301405,126564.259388086,248438.71018032,0,0,0,0,0,-221.950831797314,919222424
0.827603448275862,0.142857142857143,0.1,0.809309995904693,0.20327640625,0.402169029799228,5.85395734046277,6.44623795344215,3.68e-05,5301405,126562.750855705,248437.75594207,0,0,0,0,0,-221.946474970705,467005242
0.827603448275862,0.142857142857143,0.1,0.79880426986432,0.20327640625,0.403461820991185,5.86070032074736,6.44184035124939,3.68e-05,5301405,126562.293970033,248438.564334148,0,0,0,0,0,-221.94631741052,983937936
0.827603448275862,0.142857142857143,0.1,8.61039569833479,0.95313390625,0.2693661880478,1.05534671789802,2.12910821856609,3.68e-05,5301405,51561.8763194233,23438.3046897218,0,0,0,0,0,-377.338484882134,217823849
0.827603448275862,0.142857142857143,0.1,7.67049564855416,0.95313390625,0.221062365527394,2.00151664598665,3.82204794692478,3.68000000000001e-05,5301405,51562.7572198894,23438.0810950072,0,0,0,0,0,-309.064444944475,915152020
0.827603448275862,0.142857142857143,0.1,9.21052561521948,0.95313390625,0.15674019876835,1.61852597583165,3.57444156401899,3.68e-05,5301405,51562.8136465933,23437.742834928,0,0,0,0,0,-329.909360620566,634921172
0.827603448275862,0.142857142857143,0.1,9.35491871948466,0.95313390625,0.16723375402066,1.21913367464001,4.47306606199691,3.68e-05,5301405,51563.6400371821,23440.3370810191,0,0,0,0,0,-319.707198886639,361083890
0.827603448275862,0.142857142857143,0.1,7.80587930903067,0.95313390625,0.386442463854058,1.96878770270317,3.06786691576492,3.68e-05,5301405,51565.727712938,23436.9127438403,0,0,0,0,0,-330.843159180234,961410308
0.827603448275862,0.142857142857143,0.1,-3.1494038252631,0.45322890625,0.229643668441153,-0.215593370010134,-3.09414294140314,3.67999999999999e-05,5301405,201564.729407566,173435.711582018,0,0,0,0,0,-179.495908166815,497832604
0.827603448275862,0.142857142857143,0.1,-2.92129954824456,0.45322890625,0.0593162689869504,-0.265462598548674,-2.87679656576741,3.68e-05,5301405,201564.198305822,173437.924547343,0,0,0,0,0,-172.99813491189,153721426
0.827603448275862,0.142857142857143,0.1,-2.8559739617763,0.45322890625,0.0390128065940433,-0.351983319592211,-2.66638583150621,3.68e-05,5301405,201564.738241566,173438.04610077,0,0,0,0,0,-172.080913771042,45270460
0.827603448275862,0.142857142857143,0.1,-2.84728702361093,0.45322890625,0.0373618108075231,-0.364471900343054,-2.64497028769846,3.68e-05,5301405,201560.863633154,173437.215166449,0,0,0,0,0,-172.072300829275,451851413
0.827603448275862,0.142857142857143,0.1,-2.84490575734581,0.45322890625,0.0381035574230781,-0.360378879786995,-2.65880179935599,3.68e-05,5301405,201562.380993029,173436.92335529,0,0,0,0,0,-172.08525052427,861593971
0.827603448275862,0.142857142857143,0.1,-2.573014069599,0.14078828125,0.692339997132331,2.31404042133089,-0.623365247499307,3.68e-05,5301405,32814.2755847407,154688.826379266,0,0,0,0,0,-216.708240420908,528750080
0.827603448275862,0.142857142857143,0.1,-2.71526594919645,0.14078828125,0.685077026388725,2.65997151005012,-0.551220992489892,3.68000000000001e-05,5301405,32811.862901121,154687.710013167,0,0,0,0,0,-218.731709537416,1072584828
0.827603448275862,0.142857142857143,0.1,-2.68338020197043,0.14078828125,0.703756799226762,2.0646481887788,-0.578538148987389,3.68e-05,5301405,32815.1697583609,154688.556201209,0,0,0,0,0,-215.51289800673,898434381
0.827603448275862,0.142857142857143,0.1,-2.55395134427604,0.14078828125,0.805777978618946,2.63167122981275,-0.601457359239229,3.68e-05,5301405,32812.399176241,154689.0147556,0,0,0,0,0,-218.772364851259,572165238
0.827603448275862,0.142857142857143,0.1,-2.56864217941783,0.14078828125,0.566551450049862,1.31774738381924,-0.694808684028897,3.68e-05,5301405,32812.822541676,154686.569544942,0,0,0,0,0,-212.69554712627,410746473
0.827603448275862,0.142857142857143,0.1,-10.9791132414175,0.64069328125,0.446260570348839,-1.22431076763571,2.90821623746372,3.68e-05,5301405,182811.152113525,4688.29197289194,0,0,0,0,0,-418.799658699276,161395309
0.827603448275862,0.142857142857143,0.1,-10.5846477275032,0.64069328125,0.380482101975552,-0.206502789348314,3.15736687799895,3.68000000000001e-05,5301405,182812.378356956,4687.60390803542,0,0,0,0,0,-420.976293449021,828329665
0.827603448275862,0.142857142857143,0.1,-10.0579339114768,0.64069328125,0.356478185477844,-0.633218838971243,2.98759297368275,3.68e-05,5301405,182812.815702052,4686.60995309551,0,0,0,0,0,-423.080040703411,537865237
0.827603448275862,0.142857142857143,0.1,-9.72995389786794,0.64069328125,0.195898083156283,-0.73987865178301,2.68698104472199,3.68e-05,5301405,182812.698412579,4690.56407208156,0,0,0,0,0,-451.11359447817,244342489
0.827603448275862,0.142857142857143,0.1,-11.1202929681036,0.64069328125,0.25652457338066,-1.00929722441413,2.79850095782445,3.68000000000001e-05,5301405,182811.700888218,4691.18737283639,0,0,0,0,0,-450.988876933211,149513660
0.827603448275862,0.142857142857143,0.1,-16.8359177403709,0.39074078125,0.70166387162114,6.27599339066186,2.29158408287969,3.68000000000001e-05,5301405,257813.377730618,229686.909039101,0,0,0,0,0,-692.950615748975,966682815
0.827603448275862,0.142857142857143,0.1,-16.0481358009012,0.39074078125,0.844661322722322,5.57038810996055,1.26464895148949,3.68000000000001e-05,5301405,257812.651753365,229688.821340009,0,0,0,0,0,-689.199391230593,928041354
0.827603448275862,0.142857142857143,0.1,-16.7734866977544,0.39074078125,0.755568443457146,6.17787326406917,1.55445741231854,3.68000000000001e-05,5301405,257815.054406454,229686.665097749,0,0,0,0,0,-691.182343999772,392658114
0.827603448275862,0.142857142857143,0.1,-16.0351175230926,0.39074078125,0.818089135629673,6.03594390889841,1.3504669304458,3.68000000000001e-05,5301405,257813.912896325,229687.881886189,0,0,0,0,0,-689.703137013993,160837789
0.827603448275862,0.142857142857143,0.1,-16.6797517968173,0.39074078125,0.772649625136866,6.55439884079284,1.83043894280002,3.68000000000001e-05,5301405,257813.144795094,229687.504272275,0,0,0,0,0,-679.974465012021,540194457
0.827603448275862,0.142857142857143,0.1,-2.84621305792129,0.89064578125,0.0408507157422458,-0.42950826552887,-2.71872441748675,3.68e-05,5301405,107810.694246952,79687.6920131638,0,0,0,0,0,-171.546081832116,166575214
0.827603448275862,0.142857142857143,0.1,-2.83263293423955,0.89064578125,0.0365858503776452,-0.44922106141825,-2.6515140809344,3.68000000000001e-05,5301405,107811.306647553,79689.3158310637,0,0,0,0,0,-171.447040398862,215275469
0.827603448275862,0.142857142857143,0.1,-2.82709336520164,0.89064578125,0.0385955171533843,-0.442523316277371,-2.69536347195771,3.68e-05,5301405,107813.242397289,79688.8332468308,0,0,0,0,0,-171.492429066664,115855396
0.827603448275862,0.142857142857143,0.1,-2.90085405151146,0.89064578125,0.0549078331683981,-0.385937466540146,-2.85198918627001,3.68e-05,5301405,107813.092692363,79687.5921545834,0,0,0,0,0,-172.04698781859,391892236
0.827603448275862,0.142857142857143,0.1,-2.8208631134391,0.89064578125,0.0341414730915819,-0.468071790235355,-2.61583448532551,3.68e-05,5301405,107812.628452508,79689.8819176,0,0,0,0,0,-171.39644248995,458439482
0.827603448275862,0.142857142857143,0.1,-3.17032498802818,0.01581203125,0.206119366497575,-0.0899472343587849,-3.00877845169248,3.68000000000001e-05,5301405,295314.130860395,267188.10292747,0,0,0,0,0,-181.422432625397,36899446
0.827603448275862,0.142857142857143,0.1,-3.00472571458785,0.01581203125,0.0951475760015136,-0.128939233857044,-2.90284659861317,3.68000000000001e-05,5301405,295313.729984247,267189.030149209,0,0,0,0,0,-176.821665761794,812725400
0.827603448275862,0.142857142857143,0.1,-3.42412911936398,0.01581203125,0.441807357301635,0.0722063937869476,-3.14035432162182,3.68e-05,5301405,295313.520602981,267187.422724837,0,0,0,0,0,-186.369401241205,12855818
0.827603448275862,0.142857142857143,0.1,-2.89901417182014,0.01581203125,0.0524896952119497,-0.250903233734201,-2.61595475111629,3.68e-05,5301405,295310.987033198,267184.42042754,0,0,0,0,0,-174.741942315126,70474745
0.827603448275862,0.142857142857143,0.1,-2.90952060907501,0.01581203125,0.0544549454457849,-0.238056365556486,-2.63662698626624,3.68e-05,5301405,295312.572199206,267187.787059823,0,0,0,0,0,-174.757342950738,918130657
0.827603448275862,0.142857142857143,0.1,0.856274962136822,0.51571703125,0.394557073935567,5.79813744678003,6.47522771133978,3.68e-05,5301405,145311.826703519,117187.718479973,0,0,0,0,0,-221.876013175192,875406975
0.827603448275862,0.142857142857143,0.1,0.845116390139838,0.51571703125,0.394815370612911,5.81141298085702,6.46158267434097,3.68e-05,5301405,145312.733610253,117188.441036945,0,0,0,0,0,-221.895388032254,126650000
0.827603448275862,0.142857142857143,0.1,0.862041150284494,0.51571703125,0.394296907129386,5.7896537189002,6.46112055163357,3.68e-05,5301405,145313.028930633,117188.199347239,0,0,0,0,0,-221.879121004086,992140037
0.827603448275862,0.142857142857143,0.1,0.85235044333797,0.51571703125,0.397107659939546,5.80680134970574,6.42599559056003,3.68e-05,5301405,145312.334888541,117187.630445472,0,0,0,0,0,-221.881158406329,224621414
0.827603448275862,0.142857142857143,0.1,0.854089826908495,0.51571703125,0.393734855717577,5.79694385346486,6.4960705190028,3.68e-05,5301405,145312.666999106,117188.682230647,0,0,0,0,0,-221.883094964347,110748277
0.827603448275862,0.142857142857143,0.1,-2.65077040499257,0.26576453125,0.257695200062502,0.793128196172544,-0.878420053474902,3.68e-05,5301405,70311.5241010967,192188.580424301,0,0,0,0,0,-207.363072543428,49885881
0.827603448275862,0.142857142857143,0.1,-2.79148338707275,0.26576453125,0.0686649392195772,-0.540266531061112,-1.35764429358152,3.68e-05,5301405,70314.0939574484,192185.971940735,0,0,0,0,0,-193.534805282117,743586856
0.827603448275862,0.142857142857143,0.1,-2.8142936046974,0.26576453125,0.0331336437234842,-0.443152747369354,-2.63526579472946,3.68000000000001e-05,5301405,70313.5610484745,192188.913790086,0,0,0,0,0,-169.932760003765,584600370
0.827603448275862,0.142857142857143,0.1,-2.8134967765861,0.26576453125,0.033112292021404,-0.441936713056137,-2.64129191111645,3.68e-05,5301405,70313.0222752301,192186.462265564,0,0,0,0,0,-169.937015154337,821441383
0.827603448275862,0.142857142857143,0.1,-2.81513147442482,0.26576453125,0.0332075575037843,-0.441846237297733,-2.63550461730788,3.68e-05,5301405,70314.7849367021,192187.769066309,0,0,0,0,0,-169.934014415315,242660773
0.827603448275862,0.142857142857143,0.1,-13.3843836136297,0.76566953125,0.696863853041535,5.13808191981192,-3.45559663411223,3.68000000000001e-05,5301405,220312.444219731,42188.1859593181,0,0,0,0,0,-719.644051619231,212938231
0.827603448275862,0.142857142857143,0.1,-13.9740046917358,0.76566953125,0.676839485356001,4.51857696038553,-5.47638831332108,3.68e-05,5301405,220312.701164786,42188.4571533029,0,0,0,0,0,-397.630165639637,688746622
0.827603448275862,0.142857142857143,0.1,-14.0398026847548,0.76566953125,0.647389306774187,5.01342520555986,-4.87212773221789,3.68e-05,5301405,220312.541126499,42188.651169584,0,0,0,0,0,-423.612594215948,451854350
0.827603448275862,0.142857142857143,0.1,-13.9103999339933,0.76566953125,0.76922952540459,4.57745720216934,-4.46019575402685,3.68000000000001e-05,5301405,220312.009626171,42188.7771659678,0,0,0,0,0,-408.914269924809,262428963
0.827603448275862,0.142857142857143,0.1,-13.6734584779401,0.76566953125,0.737096571708472,4.96084804609966,-4.37219661714206,3.68000000000001e-05,5301405,220313.42756978,42189.4010053819,0,0,0,0,0,-678.533446505552,298225673
0.827603448275862,0.142857142857143,0.1,-10.4030150781144,0.98437796875,0.412669016581349,7.30872378015467,1.6443721442133,3.68000000000001e-05,5301405,117188.180929108,107811.691837215,0,0,0,0,0,-675.595527454807,198123609
0.827603448275862,0.142857142857143,0.1,-11.9032337077658,0.98437796875,0.532507543200534,7.88826487269712,2.1569444092715,3.68000000000001e-05,5301405,117188.49265723,107812.018030972,0,0,0,0,0,-446.599251764261,923369344
0.827603448275862,0.142857142857143,0.1,-11.908035742156,0.98437796875,0.613321557988041,6.97973767051754,1.88321078202089,3.68000000000001e-05,5301405,117189.305043072,107813.105429171,0,0,0,0,0,-478.809768352673,992323075
0.827603448275862,0.142857142857143,0.1,-11.2126380596225,0.98437796875,0.753712523652088,7.6333224649756,0.95152336573971,3.68000000000001e-05,5301405,117187.376710363,107814.157965203,0,0,0,0,0,-430.434943350911,870293968
0.827603448275862,0.142857142857143,0.1,-10.9642601156748,0.98437796875,0.540177685615406,7.13240889301819,1.6293420146565,3.68000000000001e-05,5301405,117187.144415167,107815.675292434,0,0,0,0,0,-444.551131351591,243883586
0.827603448275862,0.142857142857143,0.1,-2.8472006353215,0.48447296875,0.0434217887708719,-0.266878012005848,-2.63359658316065,3.68e-05,5301405,267187.821807357,257813.255697106,0,0,0,0,0,-174.237533056609,768127290
0.827603448275862,0.142857142857143,0.1,-2.85014968038192,0.48447296875,0.0431278467297407,-0.26906834748839,-2.62768347252566,3.68e-05,5301405,267187.954836096,257813.577263614,0,0,0,0,0,-174.237728583196,400992537
0.827603448275862,0.142857142857143,0.1,-2.85739294962275,0.48447296875,0.0429575804338788,-0.262226305404844,-2.63632330955781,3.68e-05,5301405,267189.018009318,257811.832930834,0,0,0,0,0,-174.19471281731,593598722
0.827603448275862,0.142857142857143,0.1,-2.84887369966943,0.48447296875,0.0429983526981319,-0.262261172696989,-2.63449092787187,3.68e-05,5301405,267186.356505656,257812.494587809,0,0,0,0,0,-174.254112180914,269772821
0.827603448275862,0.142857142857143,0.1,-2.8441903745519,0.48447296875,0.0424325476841867,-0.270309896929514,-2.62568842961509,3.68e-05,5301405,267186.393039763,257814.128801816,0,0,0,0,0,-174.230692550845,44975908
0.827603448275862,0.142857142857143,0.1,-3.79027935936659,0.73442546875,0.809681942646093,2.05797592171782,-5.84345176804184,3.68e-05,5301405,192185.658602167,32814.3858957465,0,0,0,0,0,-229.420079918786,306759397
0.827603448275862,0.142857142857143,0.1,-4.364770118665,0.73442546875,0.770120195993959,2.78286418589231,-6.62470306301366,3.68e-05,5301405,192186.995390761,32814.649684866,0,0,0,0,0,-262.687589576313,814960003
0.827603448275862,0.142857142857143,0.1,-4.00929333554367,0.73442546875,0.814277054879101,1.60256375499543,-4.82275189051919,3.67999999999999e-05,5301405,192189.761205917,32812.3897945206,0,0,0,0,0,-208.428392607113,693889294
0.827603448275862,0.142857142857143,0.1,-3.77054588888532,0.73442546875,0.857501208439162,1.38730429612302,-4.91950892596754,3.68e-05,5301405,192186.678536904,32814.4714650172,0,0,0,0,0,-205.578911255218,333103877
0.827603448275862,0.142857142857143,0.1,-3.72371305178447,0.73442546875,0.848323831434785,0.596669806823925,-3.89359206643419,3.68e-05,5301405,192189.325904038,32813.9367886595,0,0,0,0,0,-189.213028371314,654686205
0.827603448275862,0.142857142857143,0.1,-16.0065162342845,0.23452046875,0.663457861434843,-0.595137553313421,3.00491883421288,3.68000000000001e-05,5301405,42187.3773657161,182813.724034274,0,0,0,0,0,-446.450410135961,673462436
0.827603448275862,0.142857142857143,0.1,-16.3083113032108,0.23452046875,0.79504732013325,1.35841244619191,2.16319780087517,3.68000000000001e-05,5301405,42188.6238890825,182811.855391407,0,0,0,0,0,-617.966471184353,858596072
