"rho","gamma","phi","sigma_P","sigma_M","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.15,0.0588235294117647,1.28396452614959,0.07830015625,0.769744566408383,0.0561773774196838,0.747281867944884,3.68e-05,5281842,253125.614991307,0,0,0,0.01721420632104,0,-176.867264771877,513218285
0.15,0.0588235294117647,1.28960723409967,0.07830015625,0.771193366713701,0.0560809306690819,0.74145518180058,3.68e-05,5281842,253125.246497441,0,0,0,0.01721420632104,0,-176.878203501847,35288260
0.15,0.0588235294117647,1.28890980120094,0.07830015625,0.764829711534434,0.0561079515459981,0.740136386614819,3.68e-05,5281842,253125.717994598,0,0,0,0.01721420632104,0,-176.851250964914,923574931
0.15,0.0588235294117647,1.2890031944368,0.07830015625,0.770942708273308,0.0559966354157105,0.743950573233561,3.68000000000001e-05,5281842,253125.71890033,0,0,0,0.01721420632104,0,-177.055112319036,390844584
0.15,0.0588235294117647,1.28593179515596,0.07830015625,0.770815179041998,0.0560732218334062,0.743988482910933,3.67999999999999e-05,5281842,253125.086725886,0,0,0,0.01721420632104,0,-176.971384020896,1013827511
0.15,0.0588235294117647,1.83246177056097,0.57820515625,6.0196102651343,1.87886785611631,0.92504422075715,3.68e-05,5281842,553122.53955863,0,0,0,0.01721420632104,0,-292.18866959465,115648514
0.15,0.0588235294117647,1.86260196717141,0.57820515625,4.9324722827895,1.67975955974219,0.886416981771225,3.68e-05,5281842,553126.098304721,0,0,0,0.01721420632104,0,-306.832108116945,193175666
0.15,0.0588235294117647,1.20633742009259,0.57820515625,0.775908181758976,0.0634189153821599,0.823964825855244,3.68e-05,5281842,553124.260305616,0,0,0,0.01721420632104,0,-177.151568050164,297125109
0.15,0.0588235294117647,1.20034211499105,0.57820515625,0.771141348626954,0.0634226661884543,0.824218453117949,3.68e-05,5281842,553127.19492843,0,0,0,0.01721420632104,0,-177.165455108225,309087175
0.15,0.0588235294117647,1.20534215994357,0.57820515625,0.772685041356119,0.0633555836924351,0.824084028735812,3.68e-05,5281842,553123.738633164,0,0,0,0.01721420632104,0,-177.133100750038,220199987
0.15,0.0588235294117647,0.575442375782881,0.82815765625,1.63935138848759,14.9504014901955,0.579435757573731,3.68e-05,5281842,103123.51819079,0,0,0,0.01721420632104,0,-201.302375229751,960253783
0.15,0.0588235294117647,0.679354128179097,0.82815765625,1.647136422732,13.7579835838334,0.663576479263009,3.68e-05,5281842,103125.003481599,0,0,0,0.01721420632104,0,-201.854338635765,746947089
0.15,0.0588235294117647,1.53530613548545,0.82815765625,4.88419508520415,0.970493117643078,0.808567733150188,3.68e-05,5281842,103124.770315839,0,0,0,0.01721420632104,0,-256.816046389082,238785356
0.15,0.0588235294117647,0.503630703554532,0.82815765625,1.63000646613372,15.6213387886211,0.582890825540252,3.68e-05,5281842,103127.633836515,0,0,0,0.01721420632104,0,-201.302012311634,997129354
0.15,0.0588235294117647,1.86715275115506,0.82815765625,2.5440448826097,2.38831198571693,0.865862802786804,3.68e-05,5281842,103124.81880547,0,0,0,0.01721420632104,0,-340.516053413951,269108264
0.15,0.0588235294117647,1.23438000552109,0.32825265625,0.766535789574234,0.0593005543043105,0.795034470579285,3.68e-05,5281842,403126.203298201,0,0,0,0.01721420632104,0,-176.552491437025,1033028689
0.15,0.0588235294117647,1.24063682243178,0.32825265625,0.771368730253077,0.0594723530630344,0.792315792648227,3.68e-05,5281842,403127.376353298,0,0,0,0.01721420632104,0,-176.450907458743,897762385
0.15,0.0588235294117647,1.24336150958394,0.32825265625,0.767409483238407,0.0593033090946456,0.790267499227571,3.68e-05,5281842,403125.489632076,0,0,0,0.01721420632104,0,-176.490416381306,384199897
0.15,0.0588235294117647,1.23352148784855,0.32825265625,0.771894068683766,0.0593742387402374,0.795840566883747,3.68e-05,5281842,403123.127349449,0,0,0,0.01721420632104,0,-176.529414190822,558632191
0.15,0.0588235294117647,1.24034604586872,0.32825265625,0.768649571930968,0.0593066241480395,0.794021341731619,3.68e-05,5281842,403125.486730841,0,0,0,0.01721420632104,0,-176.52711157562,49528998
0.15,0.0588235294117647,1.11423476534302,0.70318140625,0.850325171606368,0.054384889289711,0.648733753940664,3.67999999999999e-05,5281842,178125.310009927,0,0,0,0.01721420632104,0,-176.718876768037,288061880
0.15,0.0588235294117647,1.58303213808851,0.70318140625,2.40971560421538,0.584850147731272,0.62483243767904,3.68e-05,5281842,178124.595576872,0,0,0,0.01721420632104,0,-378.687011567261,542497
0.15,0.0588235294117647,1.28047738270054,0.70318140625,0.691389346277624,0.0539560795161779,0.670411656729257,3.68e-05,5281842,178125.12956519,0,0,0,0.01721420632104,0,-174.032725090148,380107201
0.15,0.0588235294117647,1.32210797851268,0.70318140625,0.818375923482622,0.0536026440706563,0.539623176706701,3.68e-05,5281842,178126.04394959,0,0,0,0.01721420632104,0,-177.936893001317,821493252
0.15,0.0588235294117647,0.822354955442779,0.70318140625,1.08841312190701,0.122070843928184,0.790889520587349,3.68e-05,5281842,178125.506996198,0,0,0,0.01721420632104,0,-188.674161882021,499537969
