"rho","gamma","phi","sigma_P","sigma_M","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.021551724137931,0.0588235294117647,1.12458322542764,0.79691359375,0.545122437178115,0.0792558474387078,0.651598004154339,3.68000000000001e-05,5281842,384374.583280303,0,0,0,0.01721420632104,0,-171.168624547009,579664962
0.021551724137931,0.0588235294117647,1.10914021004489,0.79691359375,0.551392928434943,0.0794753484967894,0.650125904857662,3.68e-05,5281842,384374.872552483,0,0,0,0.01721420632104,0,-171.287548680278,548336510
0.021551724137931,0.0588235294117647,1.13191583376417,0.79691359375,0.562505600335156,0.0783664243773959,0.64545791031683,3.68000000000001e-05,5281842,384375.672016564,0,0,0,0.01721420632104,0,-171.156442752131,300586009
0.021551724137931,0.0588235294117647,1.11654539730164,0.79691359375,0.559348221998539,0.0786571124727363,0.648756020745205,3.68e-05,5281842,384376.436210624,0,0,0,0.01721420632104,0,-171.135495607333,535742826
0.021551724137931,0.0588235294117647,1.10948014298144,0.79691359375,0.545373796422505,0.0795695819226445,0.65218312734342,3.68000000000001e-05,5281842,384374.914684104,0,0,0,0.01721420632104,0,-171.239499335473,464351722
0.021551724137931,0.0588235294117647,1.05956098796038,0.29700859375,0.618258548416749,0.0689629621420695,0.559919940733267,3.68e-05,5281842,84375.9638308147,0,0,0,0.01721420632104,0,-170.118219898918,305263691
0.021551724137931,0.0588235294117647,1.05665701567326,0.29700859375,0.61558901879393,0.0687390807911974,0.563036229341074,3.68000000000001e-05,5281842,84374.9578044703,0,0,0,0.01721420632104,0,-170.098922658498,462952465
0.021551724137931,0.0588235294117647,1.0651573199964,0.29700859375,0.638616632393163,0.0687159823701289,0.557204462708397,3.67999999999999e-05,5281842,84376.7202604474,0,0,0,0.01721420632104,0,-170.129938888193,149826327
0.021551724137931,0.0588235294117647,1.06456905596833,0.29700859375,0.613915322206249,0.0688680291185503,0.560315753723018,3.68e-05,5281842,84375.5506124941,0,0,0,0.01721420632104,0,-170.0995607854,977412563
0.021551724137931,0.0588235294117647,1.06824708667934,0.29700859375,0.614680672846912,0.0688382943952619,0.552671328447291,3.68e-05,5281842,84374.8050781079,0,0,0,0.01721420632104,0,-170.093983445463,624964439
