"rho","gamma","phi","sigma_P","sigma_M","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.119172413793103,0.0588235294117647,1.72724133366776,0.60944921875,5.9581567763157,1.44416310737677,0.92772133991159,3.68000000000001e-05,5281842,346876.29706977,0,0,0,0.01721420632104,0,-276.562050990424,907687301
0.119172413793103,0.0588235294117647,1.93133997730227,0.60944921875,4.75718633749975,2.0907442700343,0.917273365487277,3.68e-05,5281842,346876.824344462,0,0,0,0.01721420632104,0,-313.296393153167,811451721
0.119172413793103,0.0588235294117647,0.191311108094138,0.60944921875,1.85155457857956,24.4424287873826,0.831848219282939,3.67999999999999e-05,5281842,346874.756447843,0,0,0,0.01721420632104,0,-205.945017551448,893215597
0.119172413793103,0.0588235294117647,0.932235475828871,0.60944921875,2.55046945541715,8.43493934989967,0.932571995337638,3.68e-05,5281842,346872.179072753,0,0,0,0.01721420632104,0,-221.091204292019,8226545
0.119172413793103,0.0588235294117647,1.84730508297193,0.60944921875,6.93573699537055,2.41731965206458,0.932116994570166,3.68e-05,5281842,346873.88976117,0,0,0,0.01721420632104,0,-302.825602597048,13817260
0.119172413793103,0.0588235294117647,1.41101627970944,0.10954421875,1.04523692514637,0.0534186187664405,0.528437459608126,3.68000000000001e-05,5281842,46876.8547876395,0,0,0,0.01721420632104,0,-187.21987553735,832945983
0.119172413793103,0.0588235294117647,1.43461670878403,0.10954421875,1.02131654260884,0.0533849881001509,0.535266386762626,3.68000000000001e-05,5281842,46877.374727448,0,0,0,0.01721420632104,0,-187.389677767037,377713268
0.119172413793103,0.0588235294117647,1.43733050524391,0.10954421875,1.04761537543555,0.0534490214270472,0.539576751885409,3.68e-05,5281842,46876.7531934161,0,0,0,0.01721420632104,0,-187.180832994586,312517348
0.119172413793103,0.0588235294117647,1.41886529327217,0.10954421875,1.01501308701059,0.0536280648096009,0.550229131927254,3.68e-05,5281842,46878.0227205767,0,0,0,0.01721420632104,0,-186.967544906507,990727489
0.119172413793103,0.0588235294117647,1.42173121496019,0.10954421875,1.04365060069127,0.0537368244933348,0.54110947654532,3.68e-05,5281842,46875.954791413,0,0,0,0.01721420632104,0,-186.616873718921,147231383
0.119172413793103,0.0588235294117647,1.22640005759685,0.35949671875,0.762922820606651,0.0633093855595081,0.807740048351518,3.68e-05,5281842,496874.579395709,0,0,0,0.01721420632104,0,-175.925809409352,20964969
