"rho","gamma","phi","sigma_P","sigma_M","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.0472413793103448,0.0588235294117647,0.965892908357359,0.26576453125,0.890354561060382,0.073401161149693,0.905768122458973,3.68e-05,5281842,215625.69479459,0,0,0,0.01721420632104,0,-179.667724268881,1019597973
0.0472413793103448,0.0588235294117647,1.15873206073971,0.26576453125,0.639611389751795,0.066626718358141,0.73916151911816,3.68e-05,5281842,215625.774350154,0,0,0,0.01721420632104,0,-170.050895002651,404605955
0.0472413793103448,0.0588235294117647,0.746466123237051,0.26576453125,1.51187445416564,0.108544233039186,0.990980291446525,3.68e-05,5281842,215625.39061456,0,0,0,0.01721420632104,0,-197.889416431729,379816106
0.0472413793103448,0.0588235294117647,1.057296696784,0.26576453125,3.48203768947894,0.249102622146855,0.972477343144889,3.68e-05,5281842,215625.516380714,0,0,0,0.01721420632104,0,-227.906618806965,150431429
0.0472413793103448,0.0588235294117647,1.15792854011871,0.26576453125,0.640911462640353,0.0664650589054399,0.74097331271191,3.68e-05,5281842,215625.416310693,0,0,0,0.01721420632104,0,-170.128276527757,331604698
0.0472413793103448,0.0588235294117647,-1.05414133606514,0.76566953125,2.40031073503493,38.3834431785152,0.389917485443514,3.68e-05,5281842,515624.783846781,0,0,0,0.01721420632104,0,-217.316239007169,508156208
0.0472413793103448,0.0588235294117647,1.17236536412672,0.76566953125,0.605371178648777,0.0721741671900499,0.738039659124071,3.68e-05,5281842,515626.09851532,0,0,0,0.01721420632104,0,-171.521122809409,618683010
0.0472413793103448,0.0588235294117647,1.95978060930216,0.76566953125,6.56519350759099,1.8353306784914,0.858717940350665,3.68000000000001e-05,5281842,515624.729525819,0,0,0,0.01721420632104,0,-341.337331721545,737231294
0.0472413793103448,0.0588235294117647,1.17143179096308,0.76566953125,0.603007164229604,0.072294168176517,0.742551119362069,3.68e-05,5281842,515624.915312534,0,0,0,0.01721420632104,0,-171.471631370158,277280809
0.0472413793103448,0.0588235294117647,1.52971204045976,0.76566953125,5.56544081368864,6.31982213543267,0.938876506574062,3.68000000000001e-05,5281842,515624.033989493,0,0,0,0.01721420632104,0,-264.161337402947,95686394
0.0472413793103448,0.0588235294117647,1.03932016785658,0.51571703125,0.688673718670986,0.0674454187315661,0.693936067381856,3.68e-05,5281842,65625.7687923212,0,0,0,0.01721420632104,0,-174.290486013386,742292335
0.0472413793103448,0.0588235294117647,1.03215595786945,0.51571703125,0.691280535916262,0.0674303023898914,0.695124100465076,3.68e-05,5281842,65625.5422200602,0,0,0,0.01721420632104,0,-174.256353219833,10567974
0.0472413793103448,0.0588235294117647,1.03576588623306,0.51571703125,0.69718818454342,0.067670634767651,0.691392574581934,3.68e-05,5281842,65626.5498384253,0,0,0,0.01721420632104,0,-174.225316659886,453842887
0.0472413793103448,0.0588235294117647,1.03460717768687,0.51571703125,0.689625795380434,0.0677068751168184,0.693722294144366,3.68e-05,5281842,65626.9185264815,0,0,0,0.01721420632104,0,-174.236755449462,698493742
0.0472413793103448,0.0588235294117647,1.03898321225447,0.51571703125,0.69072113795164,0.0679420126428917,0.691013087298048,3.68e-05,5281842,65626.0673086868,0,0,0,0.01721420632104,0,-174.215958172113,286005943
