"rho","gamma","b_3","sigma_P","sigma_M","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.0677931034482759,0.0588235294117647,3.77888291684596,0.39074078125,2.08530126552825,2.63909113013855,5.04960821658834,3.68e-05,5301405,590623.910704802,0,0,0,0,0,-210.436791279297,678154073
0.0677931034482759,0.0588235294117647,3.72743211266303,0.39074078125,2.07899104996416,2.66458772476632,4.93456607242127,3.68e-05,5301405,590624.33711385,0,0,0,0,0,-210.44487757784,530281138
0.0677931034482759,0.0588235294117647,3.75149673679058,0.39074078125,2.08085122258891,2.64931080718857,4.9827945102966,3.68e-05,5301405,590625.121717228,0,0,0,0,0,-210.438539944149,689671488
0.0677931034482759,0.0588235294117647,-12.7461426427804,0.14078828125,19.3557694755349,3.04827109705437,1.34470606820563,3.68000000000001e-05,5301405,140625.461984461,0,0,0,0,0,-324.080739450612,1046199332
0.0677931034482759,0.0588235294117647,-12.9979646158783,0.14078828125,18.9503403194723,2.86592347042546,1.22210675361628,3.68e-05,5301405,140626.394657328,0,0,0,0,0,-323.949510740829,910330543
0.0677931034482759,0.0588235294117647,-13.5889763156741,0.14078828125,20.6678114237091,3.7702590163652,1.2716672790691,3.68e-05,5301405,140623.993758328,0,0,0,0,0,-327.430251685544,930943288
0.0677931034482759,0.0588235294117647,-13.3218426151922,0.14078828125,19.3622681274599,2.91776466918552,1.43100464176565,3.68e-05,5301405,140625.704201082,0,0,0,0,0,-324.385830458802,785928014
0.0677931034482759,0.0588235294117647,-12.6847395186201,0.14078828125,18.276692795922,2.32863484228324,1.25731005976808,3.68e-05,5301405,140627.038671147,0,0,0,0,0,-321.565091017936,332184560
0.0677931034482759,0.0588235294117647,0.774066400739722,0.64069328125,2.22115873934678,4.19127187596098,7.0594369722804,3.68000000000001e-05,5301405,440626.044224873,0,0,0,0,0,-213.403594115628,846053393
0.0677931034482759,0.0588235294117647,1.08470100857892,0.64069328125,2.2378561798269,3.60573033134878,5.4817066046083,3.68e-05,5301405,440625.369418835,0,0,0,0,0,-213.655640035667,585877181
0.0677931034482759,0.0588235294117647,0.908361840270262,0.64069328125,2.22336797781105,3.62132447474849,5.98887548211102,3.68e-05,5301405,440624.028124564,0,0,0,0,0,-213.578245025203,166182035
0.0677931034482759,0.0588235294117647,1.07568260526468,0.64069328125,2.20095690997424,3.49512684591292,5.89320263963866,3.68e-05,5301405,440623.8666466,0,0,0,0,0,-213.178048218463,958984798
0.0677931034482759,0.0588235294117647,-1.3616936393756,0.64069328125,3.79984957313933,4.08222897809777,4.94987289127879,3.68e-05,5301405,440625.28982333,0,0,0,0,0,-237.791874221627,436804240
0.0677931034482759,0.0588235294117647,-1.29111221671413,0.07830015625,4.49228958149763,3.88601419457316,1.73295767365651,3.68e-05,5301405,253123.689383179,0,0,0,0,0,-248.52587633303,704053086
0.0677931034482759,0.0588235294117647,-2.34117696650427,0.07830015625,5.86322434669175,3.81646302078896,2.11011702637757,3.68e-05,5301405,253127.193700782,0,0,0,0,0,-262.729462931786,418833826
0.0677931034482759,0.0588235294117647,-1.32530186530834,0.07830015625,4.59659200143168,3.7980375006275,1.88426908295967,3.67999999999999e-05,5301405,253125.106829165,0,0,0,0,0,-248.760774594775,185591117
0.0677931034482759,0.0588235294117647,-2.51679744618789,0.07830015625,5.8830859958036,3.95122994416547,1.94690161595498,3.68000000000001e-05,5301405,253126.871657047,0,0,0,0,0,-264.442595498466,737848883
0.0677931034482759,0.0588235294117647,-0.907412492591394,0.07830015625,4.04622754978576,3.74674428056032,1.91103867803435,3.68000000000001e-05,5301405,253124.237090107,0,0,0,0,0,-242.735225046573,41224749
0.0677931034482759,0.0588235294117647,6.02045540971703,0.57820515625,2.38043578041663,8.85974839086428,4.51578373147266,3.68e-05,5301405,553123.434167067,0,0,0,0,0,-216.401346350955,851703850
0.0677931034482759,0.0588235294117647,6.09869837074381,0.57820515625,2.38481038751842,9.77593508763102,3.99665548258044,3.67999999999999e-05,5301405,553124.079987692,0,0,0,0,0,-216.615958401667,969961205
0.0677931034482759,0.0588235294117647,5.63588976302207,0.57820515625,2.37501570563025,9.06467998759572,4.88689341841828,3.67999999999999e-05,5301405,553125.03911928,0,0,0,0,0,-216.253132577608,950813448
0.0677931034482759,0.0588235294117647,5.68178609999037,0.57820515625,2.38152205644099,9.20436746545495,4.37204297363323,3.68e-05,5301405,553127.05709088,0,0,0,0,0,-216.522327042808,650198502
0.0677931034482759,0.0588235294117647,6.56381621356238,0.57820515625,2.39401980355152,9.66968784965396,3.77167263356241,3.68e-05,5301405,553125.813983034,0,0,0,0,0,-216.697657295946,932609795
0.0677931034482759,0.0588235294117647,-12.8305996032715,0.82815765625,0.0453195717147532,3.59890485654409,-1.95185364528488,3.68e-05,5301405,103127.104133487,0,0,0,0,0,-956.301731049742,299084516
0.0677931034482759,0.0588235294117647,-12.7850000442173,0.82815765625,0.0241492941314905,3.53637105515611,-1.93972975535093,3.68e-05,5301405,103125.555708222,0,0,0,0,0,-956.313078320555,860260304
0.0677931034482759,0.0588235294117647,-13.0393159563859,0.82815765625,0.0282931496381904,3.67352386188675,-1.91314036061924,3.68e-05,5301405,103125.444317298,0,0,0,0,0,-956.344436192095,1017404994
0.0677931034482759,0.0588235294117647,-12.8106263011232,0.82815765625,0.0560579732813521,3.58123607124871,-1.93565248766676,3.68e-05,5301405,103126.391552174,0,0,0,0,0,-956.332470127882,525060105
0.0677931034482759,0.0588235294117647,-12.0630013902262,0.82815765625,0.0303968618265534,3.30994903766174,-2.10969524650805,3.68e-05,5301405,103126.411360588,0,0,0,0,0,-956.252988693571,519839984
0.0677931034482759,0.0588235294117647,-4.33026086885856,0.32825265625,0.667030741884532,-1.17171614350607,-3.32174855135906,3.68e-05,5301405,403126.648021858,0,0,0,0,0,-171.383185938888,447430163
0.0677931034482759,0.0588235294117647,-4.33284904418682,0.32825265625,0.668258498482953,-1.1650691229243,-3.3270581819789,3.68000000000001e-05,5301405,403125.411721428,0,0,0,0,0,-171.381280354118,594935480
0.0677931034482759,0.0588235294117647,-4.32461329645334,0.32825265625,0.669995597900112,-1.17498564578455,-3.31715041356382,3.68e-05,5301405,403124.72934832,0,0,0,0,0,-171.388985893397,371731719
0.0677931034482759,0.0588235294117647,-4.32856798085001,0.32825265625,0.672707825523549,-1.17534219290876,-3.31863263938794,3.68e-05,5301405,403126.491948884,0,0,0,0,0,-171.394330995116,755018393
0.0677931034482759,0.0588235294117647,-4.33183955998925,0.32825265625,0.666673518971054,-1.16647966607402,-3.31924327392494,3.68e-05,5301405,403126.082645479,0,0,0,0,0,-171.363313067083,121349254
0.0677931034482759,0.0588235294117647,-9.72518661733122,0.70318140625,6.8861142059084,0.770998212511185,-3.24319736823203,3.68e-05,5301405,178126.937661279,0,0,0,0,0,-276.854779531429,925928356
0.0677931034482759,0.0588235294117647,-9.42042976741063,0.70318140625,6.44598159651127,0.789355083216675,-3.37442851676184,3.68000000000001e-05,5301405,178125.794600821,0,0,0,0,0,-273.024223024408,105712563
0.0677931034482759,0.0588235294117647,-9.84891303048646,0.70318140625,7.27525759538877,0.746383136387616,-3.16419344429532,3.68e-05,5301405,178126.262902341,0,0,0,0,0,-278.290751170609,1039845690
0.0677931034482759,0.0588235294117647,-10.5866262501067,0.70318140625,8.18131354756376,0.67397750886464,-2.82861420888883,3.68e-05,5301405,178126.704244327,0,0,0,0,0,-286.811764695104,352271216
0.0677931034482759,0.0588235294117647,-10.0538641337528,0.70318140625,7.95555026755697,0.992928224509754,-3.58891927333834,3.68e-05,5301405,178124.549948584,0,0,0,0,0,-282.919632231457,260190923
0.0677931034482759,0.0588235294117647,-4.33973110243823,0.20327640625,0.703184314743505,-1.11218412752108,-3.2785272611391,3.68000000000001e-05,5301405,478124.532997141,0,0,0,0,0,-172.025554896626,411603513
0.0677931034482759,0.0588235294117647,-4.35189244791042,0.20327640625,0.704859929492978,-1.10701185451893,-3.27273883406717,3.68000000000001e-05,5301405,478125.063254597,0,0,0,0,0,-172.02405313028,390867225
0.0677931034482759,0.0588235294117647,-4.33987656203942,0.20327640625,0.704096352131564,-1.11194452822445,-3.27710337231908,3.68e-05,5301405,478124.684090042,0,0,0,0,0,-172.033348439224,922602223
0.0677931034482759,0.0588235294117647,-4.34675667108832,0.20327640625,0.703334860462896,-1.10674111878863,-3.27793459467809,3.68e-05,5301405,478126.279377847,0,0,0,0,0,-172.024223447404,793299960
0.0677931034482759,0.0588235294117647,-4.33893429851228,0.20327640625,0.705045487602918,-1.10813774616386,-3.2755449185444,3.68e-05,5301405,478125.214670849,0,0,0,0,0,-172.017168179119,358258106
0.0677931034482759,0.0588235294117647,-4.21176950218615,0.45322890625,0.87074832804414,-1.41992586039166,-2.75124799960409,3.68e-05,5301405,28124.6558254798,0,0,0,0,0,-180.041709784886,7266555
0.0677931034482759,0.0588235294117647,-4.20969482233961,0.45322890625,0.865726207548893,-1.42794680414772,-2.73856054679408,3.68e-05,5301405,28126.5636794382,0,0,0,0,0,-180.02713992661,385646264
0.0677931034482759,0.0588235294117647,-4.24821476223992,0.45322890625,0.866977055575245,-1.42630580111881,-2.71311875072485,3.68000000000001e-05,5301405,28127.2210163488,0,0,0,0,0,-180.011892904854,328093229
0.0677931034482759,0.0588235294117647,-4.257478679927,0.45322890625,0.868847646701124,-1.43384571407768,-2.69459266944575,3.68e-05,5301405,28126.3892710109,0,0,0,0,0,-180.051843322192,473839861
0.0677931034482759,0.0588235294117647,-4.2109549382741,0.45322890625,0.866360972349396,-1.43547677817267,-2.73596279279829,3.68e-05,5301405,28127.3668814912,0,0,0,0,0,-180.023504012506,1057174979
0.0677931034482759,0.0588235294117647,3.66421334679648,0.95313390625,2.08733724664974,2.57154069187642,5.49994375878228,3.68e-05,5301405,328126.761623502,0,0,0,0,0,-210.790964158323,368055562
0.0677931034482759,0.0588235294117647,3.6072313830274,0.95313390625,2.08125335638601,2.57717908892927,5.55411116242712,3.68e-05,5301405,328124.952265807,0,0,0,0,0,-210.804087218323,680774749
0.0677931034482759,0.0588235294117647,3.65918529609278,0.95313390625,2.08708959692148,2.58216163110216,5.51251371007695,3.68e-05,5301405,328126.757102622,0,0,0,0,0,-210.792904867139,388367385
0.0677931034482759,0.0588235294117647,3.66968675542503,0.95313390625,2.08620237807259,2.55789073918003,5.62016521024833,3.68e-05,5301405,328126.194577368,0,0,0,0,0,-210.791711931148,634846794
0.0677931034482759,0.0588235294117647,3.71195249487306,0.95313390625,2.0779226430686,2.5652693345714,5.53386863073387,3.68e-05,5301405,328124.999958119,0,0,0,0,0,-210.790256043931,964572780
0.0677931034482759,0.0588235294117647,-5.86650349610771,0.445417890625,8.32489444641189,4.17074817101927,6.93609906248163,3.68e-05,5301405,145308.846106878,0,0,0,0,0,-281.207770997664,372815228
0.0677931034482759,0.0588235294117647,-5.28215762068019,0.445417890625,6.31529625978827,4.57812956244341,7.54993341724175,3.68000000000001e-05,5301405,145312.424865112,0,0,0,0,0,-267.871340849076,140412716
0.0677931034482759,0.0588235294117647,-6.40633983911867,0.445417890625,9.60284973899016,4.428406197493,6.29648427388716,3.68e-05,5301405,145313.586652837,0,0,0,0,0,-288.097181569333,734281253
0.0677931034482759,0.0588235294117647,-5.18166908896994,0.445417890625,6.51603651128692,5.40578201550397,6.17823339880942,3.68e-05,5301405,145314.156596217,0,0,0,0,0,-268.831955282686,92175948
0.0677931034482759,0.0588235294117647,-4.35481687598105,0.445417890625,5.35193859137424,4.92662457282919,6.8160139256041,3.68e-05,5301405,145313.857935011,0,0,0,0,0,-258.571861596157,420412179
0.0677931034482759,0.0588235294117647,2.86438278487667,0.945322890625,2.1058065511521,2.96656685774658,4.01153108486036,3.68e-05,5301405,445311.352059336,0,0,0,0,0,-211.573424395615,52073301
0.0677931034482759,0.0588235294117647,4.31812498817816,0.945322890625,2.37511309204807,5.10255758302308,4.52736615971855,3.68e-05,5301405,445312.666851426,0,0,0,0,0,-216.49775246496,813992376
0.0677931034482759,0.0588235294117647,3.72025880992339,0.945322890625,2.11654144141851,2.88740446475585,4.30088865903071,3.68e-05,5301405,445311.603403235,0,0,0,0,0,-211.401330041834,170849116
0.0677931034482759,0.0588235294117647,4.58521556669497,0.945322890625,2.2865018198787,3.98143242990646,4.87932908319803,3.68e-05,5301405,445314.908862421,0,0,0,0,0,-214.701556212996,684746046
0.0677931034482759,0.0588235294117647,3.04887044129689,0.945322890625,2.10403905707781,2.90295157519752,4.23379943166637,3.68e-05,5301405,445313.779544431,0,0,0,0,0,-211.341150442759,962332530
0.0677931034482759,0.0588235294117647,-13.5709856170843,0.695370390625,18.726224639269,3.05738542777089,1.15192211784806,3.68e-05,5301405,295314.751484987,0,0,0,0,0,-324.996813601154,501293806
0.0677931034482759,0.0588235294117647,-13.2003428462668,0.695370390625,18.3039593988433,2.85200126719425,1.50639838304842,3.68e-05,5301405,295312.557422888,0,0,0,0,0,-321.966699487383,409484060
0.0677931034482759,0.0588235294117647,-13.0016338392533,0.695370390625,18.7933018888078,3.38709639695704,1.60212570578148,3.68e-05,5301405,295312.762428353,0,0,0,0,0,-321.419294584184,92789053
0.0677931034482759,0.0588235294117647,-13.5339387689269,0.695370390625,18.9211908508838,2.7069640656251,1.38486206396655,3.68e-05,5301405,295312.646605831,0,0,0,0,0,-323.342891449604,777914087
0.0677931034482759,0.0588235294117647,-13.3334645826156,0.695370390625,19.2269823623589,3.08133003853469,1.43910150875037,3.68000000000001e-05,5301405,295311.284689388,0,0,0,0,0,-322.355153920943,372815228
0.0677931034482759,0.0588235294117647,-4.32432819537838,0.195465390625,0.736894948060765,-1.06170985734137,-3.18361035203486,3.68e-05,5301405,595310.082895419,0,0,0,0,0,-173.399275450283,727300855
0.0677931034482759,0.0588235294117647,-4.32130350428963,0.195465390625,0.733924847792921,-1.06774073951706,-3.1728626456253,3.68e-05,5301405,595310.894176283,0,0,0,0,0,-173.403303887079,135956473
0.0677931034482759,0.0588235294117647,-4.32618442769984,0.195465390625,0.734532079640502,-1.06214299018173,-3.18146965608593,3.68e-05,5301405,595314.21072956,0,0,0,0,0,-173.391731307402,809053479
0.0677931034482759,0.0588235294117647,-4.32271943434074,0.195465390625,0.735038584864925,-1.06249259082649,-3.18249263942238,3.67999999999999e-05,5301405,595312.960371798,0,0,0,0,0,-173.393883127932,157955313
0.0677931034482759,0.0588235294117647,-2.55806378868713,0.195465390625,0.0069819847683053,1.18213439761253,-6.65865570407143,3.68e-05,5301405,595313.21843512,0,0,0,0,0,-917.369538054001,1013661796
0.0677931034482759,0.0588235294117647,-13.8485448941031,0.820346640625,19.9354847419675,3.86049901418798,1.52313442612217,3.68e-05,5301405,70314.3499920092,0,0,0,0,0,-325.992672352598,936785037
0.0677931034482759,0.0588235294117647,-13.5741532038231,0.820346640625,20.8866191114326,4.47436747624127,1.16728458847831,3.68e-05,5301405,70311.7866384993,0,0,0,0,0,-327.872831139772,260260542
0.0677931034482759,0.0588235294117647,-15.060329407067,0.820346640625,20.2962452923554,3.99249404084266,1.57506110092707,3.68e-05,5301405,70314.3968707663,0,0,0,0,0,-327.351260754971,194308593
0.0677931034482759,0.0588235294117647,-14.3281550993991,0.820346640625,19.4853035646473,3.66485623576516,1.49208382499065,3.68e-05,5301405,70313.4288462468,0,0,0,0,0,-325.932973433841,81158002
0.0677931034482759,0.0588235294117647,-13.9080130789843,0.820346640625,19.1711699420763,3.54319292313288,1.51044149621637,3.68e-05,5301405,70314.8653784672,0,0,0,0,0,-325.154124719802,797290020
0.0677931034482759,0.0588235294117647,1.42207667613533,0.320441640625,2.26914168739369,3.35147326474563,2.57757227834329,3.68e-05,5301405,370313.011946268,0,0,0,0,0,-215.123438857696,815922413
0.0677931034482759,0.0588235294117647,1.07500883819867,0.320441640625,2.40583504092131,3.45783926487296,2.33266494859173,3.68e-05,5301405,370315.083095284,0,0,0,0,0,-217.563486846856,310284479
0.0677931034482759,0.0588235294117647,-0.0330131906159698,0.320441640625,2.37612346739736,4.95743817014627,5.85520935450508,3.68000000000001e-05,5301405,370313.483814233,0,0,0,0,0,-216.375881449796,956941683
0.0677931034482759,0.0588235294117647,-1.05132837872147,0.320441640625,4.17550534478247,3.77343144248164,1.94705268632933,3.68000000000001e-05,5301405,370312.91340275,0,0,0,0,0,-244.278197375331,116272889
0.0677931034482759,0.0588235294117647,-0.485030984147689,0.320441640625,2.62495356935621,4.99833284193992,5.53905954181807,3.67999999999999e-05,5301405,370315.498953326,0,0,0,0,0,-219.649038112268,557655860
0.0677931034482759,0.0588235294117647,-4.38328506969929,0.070489140625,0.701944875282728,-1.09792598753505,-3.37189510845814,3.68000000000001e-05,5301405,220311.694179869,0,0,0,0,0,-171.791853038284,1030753295
0.0677931034482759,0.0588235294117647,-4.40094317906942,0.070489140625,0.703923280449296,-1.09644696444827,-3.35806647259417,3.68000000000001e-05,5301405,220312.485777633,0,0,0,0,0,-171.813687404162,544185966
0.0677931034482759,0.0588235294117647,-4.39866436578824,0.070489140625,0.696145512777305,-1.09797220097745,-3.36191751095954,3.67999999999999e-05,5301405,220313.059901772,0,0,0,0,0,-171.847084222962,923735761
0.0677931034482759,0.0588235294117647,-4.40039617012715,0.070489140625,0.701061944435342,-1.09546665066298,-3.35708753158428,3.67999999999999e-05,5301405,220313.830965177,0,0,0,0,0,-171.791102508113,809322810
0.0677931034482759,0.0588235294117647,-4.40085056619668,0.070489140625,0.701668550088187,-1.09655097057674,-3.3557393441484,3.68e-05,5301405,220313.761891591,0,0,0,0,0,-171.794452730176,725276281
0.0677931034482759,0.0588235294117647,3.81118731774586,0.570394140625,2.08053713785137,2.58756888290468,5.27601358278732,3.68e-05,5301405,520311.995689092,0,0,0,0,0,-210.533460436149,618988258
0.0677931034482759,0.0588235294117647,3.79344088023041,0.570394140625,2.08849281690503,2.59218369624612,5.27381345814278,3.68e-05,5301405,520312.212505198,0,0,0,0,0,-210.532819078068,936891890
0.0677931034482759,0.0588235294117647,3.81188432278899,0.570394140625,2.08048360918639,2.58860775687016,5.295305226148,3.68e-05,5301405,520313.1191655,0,0,0,0,0,-210.533985416247,56382339
0.0677931034482759,0.0588235294117647,3.79933063383254,0.570394140625,2.08224527354795,2.58951434915503,5.31013853959717,3.68e-05,5301405,520311.423870708,0,0,0,0,0,-210.535609199019,414416375
0.0677931034482759,0.0588235294117647,3.82273544699194,0.570394140625,2.08391031393991,2.58485627725175,5.30681368468223,3.68e-05,5301405,520312.167384402,0,0,0,0,0,-210.533669791544,183392867
0.0626551724137931,0.0588235294117647,-10.4735385380558,0.60944921875,11.1304319937556,2.9070273480903,0.670115744635235,3.68e-05,5301405,346876.743551333,0,0,0,0,0,-305.286526039553,482336223
0.0626551724137931,0.0588235294117647,-9.50750873751522,0.60944921875,7.97765998064562,1.51294146665602,0.358908988469927,3.68e-05,5301405,346875.952209646,0,0,0,0,0,-284.329472521459,526341261
0.0626551724137931,0.0588235294117647,-9.83957458430311,0.60944921875,9.57931359296217,3.07041937849954,0.480059961076188,3.68e-05,5301405,346872.462532909,0,0,0,0,0,-299.170965364799,532508250
0.0626551724137931,0.0588235294117647,-9.18610232431432,0.60944921875,8.72877217609252,2.97066006001744,0.3914345539956,3.68e-05,5301405,346874.598774193,0,0,0,0,0,-294.115985923482,835926444
0.0626551724137931,0.0588235294117647,-10.4568910575624,0.60944921875,11.9467784255584,2.11628547683489,0.634117375460298,3.68e-05,5301405,346875.931092776,0,0,0,0,0,-296.675149865553,604329062
0.0626551724137931,0.0588235294117647,-3.0843080347526,0.10954421875,1.19907036129542,-1.59133516225018,-3.91855888887256,3.68000000000001e-05,5301405,46875.7477237654,0,0,0,0,0,-186.804648123915,859030164
0.0626551724137931,0.0588235294117647,-2.44788082060181,0.10954421875,3.99046579406492,-1.37921873071316,-5.84641001645791,3.68e-05,5301405,46879.0122448153,0,0,0,0,0,-235.368398424815,184104270
0.0626551724137931,0.0588235294117647,-3.97142080687684,0.10954421875,0.880051132577827,-1.36216990812328,-3.13030822265736,3.68e-05,5301405,46876.0207332646,0,0,0,0,0,-177.711697607639,702392247
0.0626551724137931,0.0588235294117647,-3.10846259592704,0.10954421875,1.2015407184765,-1.56719574007578,-3.92900239644916,3.68e-05,5301405,46875.9306916389,0,0,0,0,0,-186.766525067432,253892011
0.0626551724137931,0.0588235294117647,-2.60691950940464,0.10954421875,2.73732131638215,-1.46894008665865,-5.21842415695103,3.68e-05,5301405,46876.3825898612,0,0,0,0,0,-216.617663062149,262134812
0.0626551724137931,0.0588235294117647,-12.3293923842339,0.35949671875,14.7868977437791,0.707592364098046,1.24269056710605,3.67999999999999e-05,5301405,496874.151973248,0,0,0,0,0,-310.240938242693,650126841
0.0626551724137931,0.0588235294117647,-11.6322480718316,0.35949671875,12.4714664577175,0.127264400718367,0.951320994607136,3.68e-05,5301405,496872.52592334,0,0,0,0,0,-304.225713939927,839589755
0.0626551724137931,0.0588235294117647,-11.8512374778346,0.35949671875,14.3803416241881,0.321806774980739,0.930775823488467,3.67999999999999e-05,5301405,496877.450129357,0,0,0,0,0,-306.301498422982,633568815
0.0626551724137931,0.0588235294117647,-12.8497190597625,0.35949671875,15.6802971518505,0.282722425829545,1.19842439947178,3.68000000000001e-05,5301405,496873.232920389,0,0,0,0,0,-313.27654073603,781401418
0.0626551724137931,0.0588235294117647,-12.7830193604846,0.35949671875,15.7305747159854,0.2965520452601,1.26183333913954,3.67999999999999e-05,5301405,496874.853983202,0,0,0,0,0,-312.791825676579,946168495
0.0626551724137931,0.0588235294117647,-4.98863727219009,0.85940171875,5.00913145058632,3.26100650115924,-0.422544111482273,3.67999999999999e-05,5301405,196876.459902562,0,0,0,0,0,-270.038493529131,272433307
0.0626551724137931,0.0588235294117647,-4.1359908977535,0.85940171875,7.62751933774507,5.0618916058015,1.09465050041645,3.68e-05,5301405,196874.821251271,0,0,0,0,0,-285.870123740076,63734604
0.0626551724137931,0.0588235294117647,-4.17609399755339,0.85940171875,7.84650836486644,4.59921835118316,1.80179377989692,3.68000000000001e-05,5301405,196874.660829541,0,0,0,0,0,-281.358850082654,1064691363
0.0626551724137931,0.0588235294117647,-2.13431722148351,0.85940171875,3.4988631066501,9.50608102052275,4.6770195262139,3.68e-05,5301405,196876.696828356,0,0,0,0,0,-236.147057003294,169787831
0.0626551724137931,0.0588235294117647,-5.282968684453,0.85940171875,5.93929354008166,3.29421508509594,-0.228495295803744,3.67999999999999e-05,5301405,196872.837790421,0,0,0,0,0,-273.327203649304,816018240
0.0626551724137931,0.0588235294117647,-4.91034416598423,0.23452046875,0.921575407070072,-0.935793089230629,-2.93401397334419,3.68e-05,5301405,421874.158786539,0,0,0,0,0,-177.053968385983,775416072
0.0626551724137931,0.0588235294117647,-4.74041000943257,0.23452046875,0.811590381564677,-0.960183968425539,-3.09551666394991,3.68e-05,5301405,421874.940366152,0,0,0,0,0,-174.049036937157,1066382381
0.0626551724137931,0.0588235294117647,-4.94145799527236,0.23452046875,1.03813335740928,-0.776660293885154,-3.27756421269252,3.68e-05,5301405,421876.829909138,0,0,0,0,0,-179.205566702803,613371621
0.0626551724137931,0.0588235294117647,-4.85143035867068,0.23452046875,0.88235642100703,-0.916437929060692,-3.06184637084494,3.67999999999999e-05,5301405,421874.844940685,0,0,0,0,0,-175.845549148146,640410660
0.0626551724137931,0.0588235294117647,-4.81139346613586,0.23452046875,0.912812571987729,-0.909418490728258,-3.11481161708981,3.68e-05,5301405,421874.318241146,0,0,0,0,0,-175.702998199673,986301811
0.0626551724137931,0.0588235294117647,2.24736471768534,0.73442546875,2.18624247262244,2.92826082615604,6.43139119321618,3.68e-05,5301405,121875.793120492,0,0,0,0,0,-212.873505939341,798920617
0.0626551724137931,0.0588235294117647,0.618843365114396,0.73442546875,2.3143280807841,4.56202288631706,7.1366724851863,3.68000000000001e-05,5301405,121878.051690759,0,0,0,0,0,-215.167505938497,164848585
0.0626551724137931,0.0588235294117647,2.83661182060954,0.73442546875,2.15970321240926,2.78009123850302,5.75499040213278,3.68e-05,5301405,121875.892646296,0,0,0,0,0,-212.430877278603,513086524
0.0626551724137931,0.0588235294117647,2.06651950865849,0.73442546875,2.19399763769402,2.99810147458842,6.42761415249406,3.68e-05,5301405,121875.339329257,0,0,0,0,0,-213.011545129766,316623215
0.0626551724137931,0.0588235294117647,1.6932270280292,0.73442546875,2.20147038061338,3.13021492866074,6.68376461376036,3.68e-05,5301405,121876.782074936,0,0,0,0,0,-213.341279944563,326084487
0.0626551724137931,0.0588235294117647,-4.31587663205179,0.98437796875,0.594195854706233,-1.14045855027315,-3.16143350818972,3.68e-05,5301405,571874.599308217,0,0,0,0,0,-172.819987475843,669179623
0.0626551724137931,0.0588235294117647,-4.30674994781366,0.98437796875,0.596701155348809,-1.14792603595113,-3.16260650113763,3.68000000000001e-05,5301405,571873.947067407,0,0,0,0,0,-172.872834373555,90721570
0.0626551724137931,0.0588235294117647,-4.29739138936221,0.98437796875,0.593835290423901,-1.16589207487341,-3.15829761323244,3.68e-05,5301405,571876.43703007,0,0,0,0,0,-172.838458938513,685992088
0.0626551724137931,0.0588235294117647,-4.29368410329446,0.98437796875,0.58608846641224,-1.14178409620983,-3.17103128593356,3.68e-05,5301405,571873.5411833,0,0,0,0,0,-172.855114076554,86022550
0.0626551724137931,0.0588235294117647,-4.29415615000075,0.98437796875,0.590155392759769,-1.15603471255025,-3.16751410484296,3.68e-05,5301405,571873.545254017,0,0,0,0,0,-172.839885469838,382315093
0.0626551724137931,0.0588235294117647,4.71486264851099,0.48447296875,18.3049193803292,-2.83280452711346,-1.23853638570015,3.68e-05,5301405,271876.065208765,0,0,0,0,0,-443.854099047757,698462894
0.0626551724137931,0.0588235294117647,5.14451945049655,0.48447296875,16.2987427402322,-0.658467566935345,-1.09133875005085,3.68e-05,5301405,271875.572042874,0,0,0,0,0,-428.119086973227,538251185
0.0626551724137931,0.0588235294117647,4.53194398894052,0.48447296875,69.1497620916586,-1.00700176268178,-0.38960573832624,3.67999999999999e-05,5301405,271875.715428004,0,0,0,0,0,-401.304450081975,695251747
0.0626551724137931,0.0588235294117647,5.9270385392866,0.48447296875,10.9560880550444,-1.15317333653997,-0.917109490210518,3.68000000000001e-05,5301405,271873.799481346,0,0,0,0,0,-423.371699810096,903911613
0.0626551724137931,0.0588235294117647,4.34123102520187,0.48447296875,7.40795948115297,-0.925764840886508,1.39120523385446,3.68e-05,5301405,271874.83422594,0,0,0,0,0,-407.818912868115,949838632
0.0626551724137931,0.0588235294117647,-16.0932043738871,0.79691359375,0.0422334689695406,-2.72721115465316,-1.08505470797857,3.68000000000001e-05,5301405,384375.251546598,0,0,0,0,0,-986.512740830375,790632295
0.0626551724137931,0.0588235294117647,-15.9798268770086,0.79691359375,0.0436448894784098,-2.98854412361478,-1.05844059263647,3.67999999999999e-05,5301405,384375.321299087,0,0,0,0,0,-986.503347199267,222216970
0.0626551724137931,0.0588235294117647,-16.0507617416993,0.79691359375,0.0451724611442154,-2.79406213896186,-1.07890703188843,3.68e-05,5301405,384375.250403565,0,0,0,0,0,-986.506311640204,41625790
0.0626551724137931,0.0588235294117647,-16.0214808657203,0.79691359375,0.0462297420775238,-2.78280682689592,-1.09185043780748,3.68e-05,5301405,384375.71256903,0,0,0,0,0,-986.51242435365,277771885
0.0626551724137931,0.0588235294117647,-16.0588032492044,0.79691359375,0.0427541569355433,-2.65447663710847,-1.11209028055881,3.68000000000001e-05,5301405,384375.398146975,0,0,0,0,0,-986.514095136987,662781158
0.0626551724137931,0.0588235294117647,-4.27562509224426,0.29700859375,0.750730491930085,-1.26293180392621,-3.09161619472192,3.67999999999999e-05,5301405,84377.5475680778,0,0,0,0,0,-174.630276847423,973273602
