"b_2","gamma","mu_EI","b_3","sigma_P","sigma_M","rho","b_1","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
-8,0.142857142857143,0.1,-7.89719406953956,0.82815765625,3.27218412667318,0.622839074565428,4.49675340673835,3.68e-05,5301405,239063.651420655,135936.539598045,0,0,0,0,0,-250.70596845124,626300791
-8,0.142857142857143,0.1,-7.26826590538633,0.82815765625,2.90312635650938,0.670550283954002,4.38319082843404,3.68e-05,5301405,239064.332315485,135935.935380041,0,0,0,0,0,-247.288023840718,473415140
-8,0.142857142857143,0.1,-0.935554167767666,0.32825265625,3.31193210673519,0.840815338013303,0.492173092338754,3.68e-05,5301405,89061.5433736824,285937.389755858,0,0,0,0,0,-242.402077006202,687771642
-8,0.142857142857143,0.1,-1.53660582142662,0.32825265625,2.84623608165317,0.802345061407112,1.04875175956473,3.68e-05,5301405,89063.4299713228,285936.447130098,0,0,0,0,0,-235.796288874738,931774444
-8,0.142857142857143,0.1,-1.23739218061316,0.32825265625,3.07681338160889,0.782711891368745,0.783277371736603,3.68e-05,5301405,89064.9945416883,285936.867896833,0,0,0,0,0,-239.569589972962,561404236
-8,0.142857142857143,0.1,-0.801309976073432,0.32825265625,3.28820216865245,0.855168005468012,0.235026289202201,3.68e-05,5301405,89061.4890308477,285937.654751793,0,0,0,0,0,-244.110644781149,157518720
-8,0.142857142857143,0.1,-1.81224898354565,0.32825265625,2.76991958775303,0.845082380608081,1.20104755386361,3.68e-05,5301405,89063.8151994013,285937.106639048,0,0,0,0,0,-234.079338682559,335197973
-8,0.142857142857143,0.1,-13.4209352792443,0.70318140625,41.1360505676287,0.248794727314893,2.2065218960596,3.68e-05,5301405,276563.791010514,98437.3382267717,0,0,0,0,0,-379.085275785121,512354429
-8,0.142857142857143,0.1,-12.1006773224175,0.70318140625,21.4685753745,0.500671438929297,0.970131769540773,3.68e-05,5301405,276562.85926672,98437.897284737,0,0,0,0,0,-395.082939873368,291607787
-8,0.142857142857143,0.1,-11.9308911948077,0.70318140625,18.276982324893,0.404250261479604,1.77884230896857,3.68e-05,5301405,276563.150459886,98439.0085372829,0,0,0,0,0,-388.721643241966,324285120
-8,0.142857142857143,0.1,-11.5647430104882,0.70318140625,20.1727248680488,0.400365785571713,2.33829005271407,3.68e-05,5301405,276562.043419445,98437.2716017255,0,0,0,0,0,-365.31671741501,392501604
-8,0.142857142857143,0.1,-11.410059413123,0.70318140625,122.494518410399,0.163037265948294,0.247100151094589,3.68e-05,5301405,276561.661832869,98438.9907606917,0,0,0,0,0,-416.340349882452,744612455
-8,0.142857142857143,0.1,-2.88203919258368,0.20327640625,20.0426236152674,0.634694089118232,7.0467023132386,3.68e-05,5301405,126562.859229193,248436.851668659,0,0,0,0,0,-335.017895751592,857085608
-8,0.142857142857143,0.1,-3.28342118747026,0.20327640625,11.9395542134544,0.555047135385372,4.81144020085866,3.68e-05,5301405,126564.809017218,248437.132095298,0,0,0,0,0,-309.577483640565,288858140
-8,0.142857142857143,0.1,-4.08399393801215,0.20327640625,13.263713382093,0.455419497909319,5.82199793454689,3.68e-05,5301405,126561.276150558,248435.869924011,0,0,0,0,0,-314.40359270311,399148377
-8,0.142857142857143,0.1,-3.73288704892492,0.20327640625,11.7281640292188,0.53125097786582,5.53864064341816,3.68e-05,5301405,126561.663297704,248437.568721392,0,0,0,0,0,-311.579015354314,724281504
-8,0.142857142857143,0.1,-2.3408057178451,0.20327640625,20.9967458463899,0.542030095992489,5.19357380527345,3.68e-05,5301405,126563.025216857,248437.333116197,0,0,0,0,0,-335.075508363193,119753380
-8,0.142857142857143,0.1,6.40807003404366,0.95313390625,23.1486653969615,0.549561839392721,5.62296729164301,3.68e-05,5301405,51563.2693388815,23436.8401305291,0,0,0,0,0,-352.42531097399,584664685
-8,0.142857142857143,0.1,6.07866054708937,0.95313390625,27.6133750267415,0.452548331918456,6.0773289381218,3.67999999999999e-05,5301405,51562.7898531006,23438.8923846823,0,0,0,0,0,-352.643125590685,78992714
-8,0.142857142857143,0.1,6.13594563498288,0.95313390625,24.3925746842779,0.658299309255532,6.85660112390386,3.68000000000001e-05,5301405,51563.7447664209,23438.5050955422,0,0,0,0,0,-342.830890415536,1022661473
-8,0.142857142857143,0.1,6.90491790779791,0.95313390625,22.0016536473838,0.687841822431563,5.66720379576047,3.68e-05,5301405,51561.6773157139,23437.8812707718,0,0,0,0,0,-344.989654472377,900158204
-8,0.142857142857143,0.1,7.27101480783015,0.95313390625,23.5894563692563,0.696546283702245,5.9082611933482,3.68e-05,5301405,51563.810331696,23438.5216996109,0,0,0,0,0,-345.26473121526,66982335
-8,0.142857142857143,0.1,-6.66344817836524,0.45322890625,0.0098645130275905,0.0253000404349174,-1.17249566770488,3.68e-05,5301405,201563.284183462,173437.717721925,0,0,0,0,0,-983.96790545516,953136934
-8,0.142857142857143,0.1,-6.21020499729556,0.45322890625,0.00785386311503227,0.0252650916327201,-1.23666878937362,3.68e-05,5301405,201563.030085244,173438.169521687,0,0,0,0,0,-983.90612405628,816883399
-8,0.142857142857143,0.1,-6.18528267221661,0.45322890625,0.0105720137474309,0.0252963181625631,-1.87830001616361,3.68e-05,5301405,201563.669180539,173437.822886861,0,0,0,0,0,-983.991356288766,248103439
-8,0.142857142857143,0.1,-6.82160904517812,0.45322890625,0.00907369194025904,0.0253092971876667,-1.46719802935138,3.68e-05,5301405,201562.16293662,173438.026933064,0,0,0,0,0,-983.942641004256,489115399
-8,0.142857142857143,0.1,-6.32134541968266,0.45322890625,0.0103585115846703,0.025283911441103,-1.45060117161507,3.68e-05,5301405,201562.80188887,173437.622835909,0,0,0,0,0,-983.984524525173,670965421
-8,0.142857142857143,0.1,-1.91105175778677,0.14078828125,2.76653008477468,0.801704712619103,1.56572712620174,3.68e-05,5301405,32814.1832029805,154686.334354768,0,0,0,0,0,-233.469474589452,908425647
-8,0.142857142857143,0.1,-1.57786201853835,0.14078828125,2.8928632917305,0.786574492812502,1.19530270667222,3.67999999999999e-05,5301405,32813.018402291,154686.414513085,0,0,0,0,0,-235.141769522816,460920173
-8,0.142857142857143,0.1,-1.46567276473675,0.14078828125,2.82807723809837,0.78474691012751,0.954425384019606,3.68e-05,5301405,32814.0011428318,154689.327720183,0,0,0,0,0,-236.233597989573,1060325331
-8,0.142857142857143,0.1,-1.949139773756,0.14078828125,2.61208691012952,0.82914418398328,1.574407336282,3.68e-05,5301405,32812.5796731648,154687.166370637,0,0,0,0,0,-233.204300039914,335256417
-8,0.142857142857143,0.1,-2.03606365409533,0.14078828125,2.79835100688987,0.82974354802804,1.68029396769103,3.68e-05,5301405,32814.7425845664,154689.677294884,0,0,0,0,0,-232.917760139937,972994977
-8,0.142857142857143,0.1,-10.395395416661,0.64069328125,3.14915839522792,0.647471291020467,5.0777007269526,3.68e-05,5301405,182815.54116037,4689.02721432301,0,0,0,0,0,-259.252241770839,720262931
-8,0.142857142857143,0.1,-9.45097445040239,0.64069328125,3.02115152168637,0.740263547222557,4.801125751601,3.68000000000001e-05,5301405,182814.30513939,4685.7573222814,0,0,0,0,0,-253.596756937243,155587398
-8,0.142857142857143,0.1,-9.1335500766436,0.64069328125,2.7596889263365,0.889253990636285,4.70214587549636,3.67999999999999e-05,5301405,182810.871671125,4687.32347241389,0,0,0,0,0,-249.159086379738,113066081
-8,0.142857142857143,0.1,-10.2309628693211,0.64069328125,3.28103253435372,0.820614740134148,4.79438800794035,3.68e-05,5301405,182812.404682204,4687.93166815903,0,0,0,0,0,-254.18733872478,407823767
-8,0.142857142857143,0.1,-10.9849883377621,0.64069328125,3.57221558446785,0.77014240302754,5.45332213543981,3.68e-05,5301405,182812.806064504,4689.56510399473,0,0,0,0,0,-258.527389962163,700335633
-8,0.142857142857143,0.1,-17.6453999908985,0.39074078125,106.58099733894,0.0984333644786824,3.2295002012079,3.68e-05,5301405,257810.784033814,229685.217597462,0,0,0,0,0,-407.352587368486,684516727
-8,0.142857142857143,0.1,-16.5105326440897,0.39074078125,121.32395336306,0.0409868633078732,2.72650790086722,3.68e-05,5301405,257811.140430639,229686.792266996,0,0,0,0,0,-414.279451052955,382053461
-8,0.142857142857143,0.1,-16.504679245792,0.39074078125,29.6365428528312,0.09616336305154,4.21996323424752,3.68e-05,5301405,257813.257516516,229687.923848415,0,0,0,0,0,-364.551211624062,996560819
-8,0.142857142857143,0.1,-16.9351417683277,0.39074078125,81.8597388974486,0.0608843196474632,4.3664686550428,3.68e-05,5301405,257814.084775545,229688.394390051,0,0,0,0,0,-389.591072099237,899773227
-8,0.142857142857143,0.1,-16.6466494356876,0.39074078125,90.3351224960058,0.0397033323923423,3.50480643226899,3.68e-05,5301405,257813.223300906,229688.366473379,0,0,0,0,0,-402.064410835711,490320339
-8,0.142857142857143,0.1,-3.49048814939841,0.89064578125,2.88013401975968,0.585691368839168,2.80299925995693,3.68e-05,5301405,107812.716766849,79689.4693862567,0,0,0,0,0,-236.304191139481,417090311
-8,0.142857142857143,0.1,-4.74389432307246,0.89064578125,12.5453177778602,0.610458757363198,1.68779034527439,3.68e-05,5301405,107813.200327341,79689.129487467,0,0,0,0,0,-308.042150449462,121194908
-8,0.142857142857143,0.1,-2.64871331294981,0.89064578125,2.26575088743207,0.862389571717762,2.09135596153595,3.68e-05,5301405,107812.859751503,79687.2003823273,0,0,0,0,0,-228.075524602722,479543026
-8,0.142857142857143,0.1,-3.42440213640823,0.89064578125,12.7801312719625,0.613285857989321,1.10716958827726,3.68e-05,5301405,107814.995572039,79687.8284132186,0,0,0,0,0,-304.45243207116,914984295
-8,0.142857142857143,0.1,-5.76023374902196,0.89064578125,25.8572929293454,0.653298453271856,-0.605377611608309,3.68e-05,5301405,107812.075126268,79688.2134507369,0,0,0,0,0,-377.811206907379,226882091
-8,0.142857142857143,0.1,-5.59070466351903,0.01581203125,2.73769372386345,0.884787213384222,3.56298074104683,3.68e-05,5301405,295311.938771605,267188.25826198,0,0,0,0,0,-235.7515767497,18654923
-8,0.142857142857143,0.1,-6.46798785456507,0.01581203125,2.88407410291036,0.767972873710596,3.9432547673438,3.68e-05,5301405,295313.367762204,267186.903839801,0,0,0,0,0,-241.604536161868,347693093
-8,0.142857142857143,0.1,-5.45853392405052,0.01581203125,2.48190240913095,0.905493133764204,3.60856838264578,3.68e-05,5301405,295311.358117872,267186.748548593,0,0,0,0,0,-234.971703916503,213083460
-8,0.142857142857143,0.1,-4.74245541598311,0.01581203125,2.5164776386722,0.907440756657582,3.27098389300492,3.68e-05,5301405,295311.13449265,267187.29428817,0,0,0,0,0,-232.039580571829,516775940
-8,0.142857142857143,0.1,-6.42104423692412,0.01581203125,2.57657925622568,0.864532537910491,3.84278287488291,3.68e-05,5301405,295312.8656695,267185.366326646,0,0,0,0,0,-239.414826564096,502278444
-8,0.142857142857143,0.1,4.82522884406944,0.51571703125,18.719780574913,0.470420578972487,7.94618856112977,3.68e-05,5301405,145312.393796062,117187.29563486,0,0,0,0,0,-344.9351455971,691991493
-8,0.142857142857143,0.1,4.47927071679006,0.51571703125,15.1669817771719,0.537251045318659,9.96190366820982,3.68e-05,5301405,145312.567393499,117188.461616922,0,0,0,0,0,-328.271691919556,830833102
-8,0.142857142857143,0.1,4.16373880226568,0.51571703125,23.4953422934182,0.374965607101047,9.93825890531049,3.68e-05,5301405,145311.582598453,117186.208361709,0,0,0,0,0,-338.186791690862,526417129
-8,0.142857142857143,0.1,5.41959609843578,0.51571703125,15.8014993391545,0.480374944699349,8.95027851274343,3.68e-05,5301405,145313.808980103,117191.118556274,0,0,0,0,0,-334.800468918485,1031044944
-8,0.142857142857143,0.1,4.33815835941338,0.51571703125,17.11090035225,0.508303313928252,9.03784573310962,3.68e-05,5301405,145312.927383769,117188.545807742,0,0,0,0,0,-335.925692414577,234128462
-8,0.142857142857143,0.1,-0.913206992685051,0.26576453125,0.00610441203012668,0.0617573689660065,4.46133229064974,3.68e-05,5301405,70313.1630599523,192187.484013072,0,0,0,0,0,-949.639193688005,403495544
-8,0.142857142857143,0.1,-0.728328208488774,0.26576453125,0.005953650988263,0.0624182235801406,3.73635204773355,3.68e-05,5301405,70312.8267219243,192187.704570108,0,0,0,0,0,-949.589102183094,310353058
-8,0.142857142857143,0.1,-3.78418067597804,0.26576453125,0.00636057161681521,0.064005286877915,6.37352560475879,3.68e-05,5301405,70312.6693182297,192186.615389733,0,0,0,0,0,-917.080468586784,658274478
-8,0.142857142857143,0.1,-1.67721541580531,0.26576453125,0.00528147605235803,0.06629817243071,1.76512044359856,3.68e-05,5301405,70313.2306536637,192189.683081961,0,0,0,0,0,-918.256697429708,1056971667
-8,0.142857142857143,0.1,-0.837810364199585,0.26576453125,0.00795737763393174,0.0620049590618165,4.17493370408399,3.68e-05,5301405,70314.2046915531,192188.767045318,0,0,0,0,0,-949.653378602444,15841016
-8,0.142857142857143,0.1,-13.4851131247382,0.76566953125,120.188227467116,0.131752277463851,0.541094916580581,3.67999999999999e-05,5301405,220313.214697035,42188.1463530869,0,0,0,0,0,-416.885910267802,385889048
-8,0.142857142857143,0.1,-13.8440353714429,0.76566953125,120.521081085775,0.210108017964081,-1.40925842959515,3.68e-05,5301405,220312.991823396,42189.1766733863,0,0,0,0,0,-416.836762457178,945502091
-8,0.142857142857143,0.1,-14.0184224911646,0.76566953125,120.130829053034,0.0806979843891944,-0.491651631271976,3.68000000000001e-05,5301405,220312.02725944,42187.9439376846,0,0,0,0,0,-416.90217677946,508729285
-8,0.142857142857143,0.1,-14.1612034255651,0.76566953125,120.94805973803,0.101942022731216,-0.815085798589481,3.68e-05,5301405,220313.463364305,42188.6238928363,0,0,0,0,0,-416.885211079971,328491121
-8,0.142857142857143,0.1,-13.6566305032255,0.76566953125,120.428818910399,0.0560336428516055,-0.781530589736426,3.68e-05,5301405,220312.813575158,42187.6342591588,0,0,0,0,0,-416.912217186842,793280990
-8,0.142857142857143,0.1,-10.7878146409872,0.98437796875,8.71213544887161,0.349659832098568,5.36510998061503,3.68000000000001e-05,5301405,117186.876629291,107812.594897753,0,0,0,0,0,-286.247310175976,465409064
-8,0.142857142857143,0.1,-10.2594406436395,0.98437796875,6.16796020518005,0.316640184196014,5.40060428332027,3.68e-05,5301405,117188.567645255,107813.970719693,0,0,0,0,0,-278.71433357076,361876642
-8,0.142857142857143,0.1,-10.5976577719658,0.98437796875,5.56463636617861,0.316145307117386,4.9567416898837,3.68e-05,5301405,117188.034115967,107812.631762547,0,0,0,0,0,-278.44030524015,248912343
-8,0.142857142857143,0.1,-11.3159560208442,0.98437796875,8.49070371283746,0.273162665153516,5.29532289626663,3.68000000000001e-05,5301405,117188.225012411,107813.763733422,0,0,0,0,0,-288.795727726449,585751017
-8,0.142857142857143,0.1,-11.91376032608,0.98437796875,9.25699714038332,0.393483892397469,5.50813834832956,3.68e-05,5301405,117186.418788252,107812.202931699,0,0,0,0,0,-288.791833116829,656414284
-8,0.142857142857143,0.1,-2.85156967437349,0.48447296875,2.46244827973864,0.841657570075867,2.22148080262245,3.68e-05,5301405,267188.395553063,257813.670319129,0,0,0,0,0,-229.746027609908,131528325
-8,0.142857142857143,0.1,-2.51914291498462,0.48447296875,2.38705939694933,0.836217147949696,1.90403128804948,3.68e-05,5301405,267188.025664646,257812.778503395,0,0,0,0,0,-231.151987495759,264719247
-8,0.142857142857143,0.1,-2.71283334383843,0.48447296875,2.5045411622803,0.845779210459096,2.00778036260559,3.68e-05,5301405,267187.781191358,257812.828730127,0,0,0,0,0,-230.33980856799,1038764588
-8,0.142857142857143,0.1,-2.91242426474152,0.48447296875,2.44073820570149,0.869683895794862,2.19932720082492,3.68e-05,5301405,267188.481430548,257811.917527078,0,0,0,0,0,-229.143255904579,357933452
-8,0.142857142857143,0.1,-2.80180382827266,0.48447296875,2.67526367465221,0.836011360916838,2.10148951578416,3.68e-05,5301405,267187.963554732,257813.392506302,0,0,0,0,0,-230.228497130732,616563381
-8,0.142857142857143,0.1,-5.63568629446831,0.73442546875,30.6583702028104,0.305293633619603,-1.68743804294421,3.68e-05,5301405,192188.331720901,32814.6948282539,0,0,0,0,0,-410.009407269578,279516024
-8,0.142857142857143,0.1,-4.89167967620853,0.73442546875,48.0514925389125,0.181912226086921,-1.97323397745861,3.68000000000001e-05,5301405,192188.204758021,32813.2023096625,0,0,0,0,0,-409.434508849018,834581235
-8,0.142857142857143,0.1,-5.08227077246315,0.73442546875,58.9973549415082,0.146711264850814,-1.16285022804332,3.68e-05,5301405,192189.139753878,32814.1229155251,0,0,0,0,0,-404.412146664292,260906159
-8,0.142857142857143,0.1,-5.60084809127327,0.73442546875,120.240445640453,0.154017340568385,-2.28277413190205,3.68e-05,5301405,192185.64163503,32812.6310520604,0,0,0,0,0,-416.849542532139,470848332
-8,0.142857142857143,0.1,-4.95569794544486,0.73442546875,43.9013045891196,0.36971574377827,-1.45146438369551,3.68e-05,5301405,192188.184797675,32813.1597557653,0,0,0,0,0,-391.797420681903,458321654
-8,0.142857142857143,0.1,-17.1405877060667,0.23452046875,120.65027057895,0.148054794665329,3.01558420382346,3.68e-05,5301405,42190.4662468427,182811.453957794,0,0,0,0,0,-414.048699031294,905110503
-8,0.142857142857143,0.1,-16.8671037071663,0.23452046875,119.643373321382,0.0961403575675608,2.61720270831315,3.68e-05,5301405,42188.9810095373,182814.575319163,0,0,0,0,0,-416.999357021231,436041703
-8,0.142857142857143,0.1,-17.7075927969506,0.23452046875,120.289918308345,0.1727441215692,2.73891356662043,3.68000000000001e-05,5301405,42187.2712623916,182811.446076447,0,0,0,0,0,-416.957203789033,583620574
-8,0.142857142857143,0.1,-17.0571857295431,0.23452046875,120.324025169348,0.186151506923409,2.82166685134529,3.68e-05,5301405,42188.8588209093,182813.881330249,0,0,0,0,0,-416.95343138982,562489335
-8,0.142857142857143,0.1,-17.5980904767462,0.23452046875,120.17933293048,0.126680168154266,3.01269079880904,3.68e-05,5301405,42188.0122814896,182813.032186016,0,0,0,0,0,-410.524322527948,737667938
-8,0.142857142857143,0.1,3.05631899969451,0.85940171875,20.3487058474548,0.518099579403437,8.36200086300159,3.68e-05,5301405,154687.258844527,70313.5831001798,0,0,0,0,0,-340.460694326719,955706712
-8,0.142857142857143,0.1,3.15374245343316,0.85940171875,20.4643053718896,0.538337676402459,8.96841755644812,3.68e-05,5301405,154689.742781145,70313.4994477265,0,0,0,0,0,-338.902641907131,982497810
-8,0.142857142857143,0.1,3.95766324091971,0.85940171875,17.5973040588624,0.592859049994657,9.25929799435136,3.68e-05,5301405,154687.808822922,70312.7483651873,0,0,0,0,0,-332.835046232043,973283087
-8,0.142857142857143,0.1,3.91425300400386,0.85940171875,17.2313413633678,0.561347971455618,8.77494318093484,3.68e-05,5301405,154688.620201734,70313.4295575922,0,0,0,0,0,-335.733526785594,699504555
-8,0.142857142857143,0.1,2.7013892253805,0.85940171875,15.046187688095,0.592550320608009,9.64091663876593,3.68e-05,5301405,154686.982680128,70313.5369844514,0,0,0,0,0,-332.908030303577,23593690
-8,0.142857142857143,0.1,-7.2210820147605,0.35949671875,12.2700538353891,0.330067625211844,3.61696483453422,3.68e-05,5301405,4688.93555736886,220313.306615429,0,0,0,0,0,-300.788591057812,430248275
-8,0.142857142857143,0.1,-7.68681575797329,0.35949671875,4.84315584263083,0.649209377697317,4.41810345160727,3.68e-05,5301405,4687.14751890067,220312.762810567,0,0,0,0,0,-270.915744315075,853841449
-8,0.142857142857143,0.1,-6.52616296180414,0.35949671875,4.38267596181411,0.740620151525037,4.07426079802747,3.68e-05,5301405,4688.73087877032,220313.685238425,0,0,0,0,0,-262.580308775368,882214323
-8,0.142857142857143,0.1,-8.04404524004051,0.35949671875,9.17668780319296,0.285627583328968,4.29496192249795,3.67999999999999e-05,5301405,4689.46061098308,220312.871625323,0,0,0,0,0,-293.574848429975,387198433
-8,0.142857142857143,0.1,-6.88414215132162,0.35949671875,5.24532605391204,0.594558583434337,4.10999742937027,3.68000000000001e-05,5301405,4687.18124979349,220312.262002518,0,0,0,0,0,-269.482065788811,53483494
-8,0.142857142857143,0.1,-14.3125370001319,0.60944921875,120.301023768792,0.208777065748589,-0.972732872516909,3.67999999999999e-05,5301405,79688.3943456255,145313.78113982,0,0,0,0,0,-416.916673953304,852189009
-8,0.142857142857143,0.1,-15.0356748827541,0.60944921875,120.409217050476,0.169412048704343,-1.42731860178027,3.68e-05,5301405,79687.9564178815,145313.137578377,0,0,0,0,0,-416.921516894933,284246483
-8,0.142857142857143,0.1,-14.5666703265523,0.60944921875,120.335630022119,0.273771220988807,-1.31821393243013,3.68e-05,5301405,79687.6765125118,145313.101482298,0,0,0,0,0,-416.909468997673,978946265
-8,0.142857142857143,0.1,-14.6218113609619,0.60944921875,120.467993116332,0.224138242127702,-2.03735565589714,3.68e-05,5301405,79689.223321401,145313.152919926,0,0,0,0,0,-416.912680206299,70878767
-8,0.142857142857143,0.1,-14.2841035056796,0.60944921875,120.529766654076,0.193868764440996,-1.42898148845722,3.68e-05,5301405,79688.5015284742,145311.106528051,0,0,0,0,0,-416.915934864024,632570056
-8,0.142857142857143,0.1,-3.50034606052758,0.10954421875,2.47490814818336,0.859800005069612,2.57175534442078,3.68e-05,5301405,229685.571911916,295312.126810527,0,0,0,0,0,-230.242353641879,303689347
-8,0.142857142857143,0.1,-3.21579233913786,0.10954421875,2.38571945623919,0.874888128224093,2.38210597425494,3.68e-05,5301405,229687.003113937,295312.587926487,0,0,0,0,0,-229.546937248255,434292089
-8,0.142857142857143,0.1,-3.06847641427057,0.10954421875,2.75410754727886,0.814723018589947,2.36845359307251,3.68e-05,5301405,229688.692426983,295312.535775642,0,0,0,0,0,-230.983739159928,178095253
-8,0.142857142857143,0.1,-3.26611372408796,0.10954421875,2.76422994275837,0.708262938672263,2.52940126824659,3.68e-05,5301405,229686.856037635,295312.089010808,0,0,0,0,0,-232.985249507072,730422621
-8,0.142857142857143,0.1,-3.05302887815008,0.10954421875,2.43783225386006,0.872089103624899,2.38453255043034,3.68e-05,5301405,229685.984870229,295313.219584457,0,0,0,0,0,-229.894062168184,479216234
-8,0.142857142857143,0.1,-14.6227530540245,0.29700859375,9.99636002783252,0.512006065564945,6.29906455524024,3.68e-05,5301405,135938.361884781,276561.533189768,0,0,0,0,0,-292.837628046048,582252232
-8,0.142857142857143,0.1,-15.6797029972571,0.29700859375,10.534705697546,0.519715420454888,6.45157326473923,3.68e-05,5301405,135937.646338825,276562.859834423,0,0,0,0,0,-295.09915385377,387959658
-8,0.142857142857143,0.1,-15.7426682758557,0.29700859375,9.88357386568554,0.552774606994689,6.45052110874254,3.68000000000001e-05,5301405,135937.955917206,276563.509778101,0,0,0,0,0,-292.276440639438,64265861
-8,0.142857142857143,0.1,-15.6174758045689,0.29700859375,10.2751971642926,0.54385885715978,6.28898718981695,3.68e-05,5301405,135935.498324593,276563.043858017,0,0,0,0,0,-295.825894749466,170840282
-8,0.142857142857143,0.1,-15.7642696730736,0.29700859375,10.4630157824402,0.537504431012678,6.35590029576754,3.68e-05,5301405,135937.025178631,276562.390741548,0,0,0,0,0,-295.493134543665,633744480
-8,0.142857142857143,0.1,-3.14383274247246,0.79691359375,2.31107313842498,0.894450759926402,2.43344263633004,3.68e-05,5301405,285936.273523726,126562.842739263,0,0,0,0,0,-227.237111906991,51942618
-8,0.142857142857143,0.1,-3.13165715560268,0.79691359375,2.29540253362284,0.920335619493646,2.38122108841731,3.68e-05,5301405,285934.429627288,126563.288750121,0,0,0,0,0,-226.781791924675,927562625
-8,0.142857142857143,0.1,-3.2097918004807,0.79691359375,2.35028131111679,0.934950094689718,2.44273971000286,3.68e-05,5301405,285937.324759143,126561.397727705,0,0,0,0,0,-226.755947424976,813947690
-8,0.142857142857143,0.1,-3.11298148444965,0.79691359375,2.37848499915574,0.908149335210334,2.45282565751404,3.68e-05,5301405,285936.784907993,126561.73227275,0,0,0,0,0,-227.154329558846,1017403160
-8,0.142857142857143,0.1,-3.25907098691175,0.79691359375,2.40655144826184,0.92206531497835,2.54995083229628,3.68e-05,5301405,285937.140868566,126562.142782897,0,0,0,0,0,-226.960364704956,678994985
-8,0.142857142857143,0.1,-2.40340683684204,0.04705609375,2.68569802803725,0.834510068957844,1.64212974126981,3.68e-05,5301405,210937.622774388,201563.989002547,0,0,0,0,0,-231.726000050276,72124047
-8,0.142857142857143,0.1,-1.84286282057328,0.04705609375,2.78984432422963,0.870363514960749,1.15778725292557,3.67999999999999e-05,5301405,210939.148092228,201562.592674425,0,0,0,0,0,-235.106097592867,949215010
-8,0.142857142857143,0.1,-2.06817076770518,0.04705609375,2.61197284447663,0.848815887150798,1.42896801431161,3.68e-05,5301405,210938.387257644,201562.846471655,0,0,0,0,0,-233.389505195329,299275768
-8,0.142857142857143,0.1,-2.06545658211639,0.04705609375,2.72751334424819,0.847897093306914,1.38753982672941,3.68e-05,5301405,210938.654309312,201563.67570828,0,0,0,0,0,-233.270078793357,767826036
