"","sigma_P","gamma","mu_EI","b_3","sigma_M","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed","Profile_Type"
"214",0.00019,0.142857142857143,0.1,-3.22895975842602,0.823929674801949,0.0132978955924761,-0.793562110820918,-1.34045598220619,3.68e-05,5301405,14062.8889528381,60938.1762721205,0,0,0,0,964.93224210932,-245.432488421116,925787378,"LHS_search"
"215",0.00019,0.142857142857143,0.1,-3.22754244093535,0.825158049289292,0.0131401413515273,-0.793810998627169,-1.3384291865294,3.68e-05,5301405,14062.6203330023,60938.1169286759,0,0,0,0,972.736340389495,-245.427732495527,652944890,"LHS_search"
"216",0.00019,0.142857142857143,0.1,-3.22496317591662,0.82673635603448,0.0132274346758994,-0.794614591851612,-1.34038519961769,3.67999999999999e-05,5301405,14062.6197695131,60937.1582782172,0,0,0,0,969.100105673505,-245.438071157039,611580294,"LHS_search"
"217",0.00019,0.142857142857143,0.1,-3.24035219956202,0.822645286436826,0.0131846880184022,-0.788497548842869,-1.34330203854714,3.67999999999999e-05,5301405,14062.1250140241,60937.5736927822,0,0,0,0,978.438676171393,-245.411877118633,994176209,"LHS_search"
"218",0.00019,0.142857142857143,0.1,-3.2303347240938,0.827460600540719,0.0132086926543447,-0.794633236262064,-1.33632961921092,3.67999999999999e-05,5301405,14061.5611378275,60937.8290201472,0,0,0,0,975.036396136818,-245.441397064399,1027535774,"LHS_search"
"219",0.00019,0.142857142857143,0.1,-3.21924238820863,0.826388241039294,0.0131477580708266,-0.795474976867465,-1.34398612841472,3.67999999999999e-05,5301405,14063.138351327,60938.0881997347,0,0,0,0,960.991472585482,-245.430284957494,361889051,"LHS_search"
"220",0.00019,0.142857142857143,0.1,-3.23614363166678,0.826486226067484,0.013257655333785,-0.791908292428141,-1.3358242441191,3.68e-05,5301405,14061.5120907136,60937.6335579686,0,0,0,0,977.094978877573,-245.434568690987,892806386,"LHS_search"
"221",0.00019,0.142857142857143,0.1,-3.22908131854046,0.825307954957643,0.0131528987930095,-0.792550872611052,-1.33815873627679,3.68000000000001e-05,5301405,14063.4346111338,60936.9327268072,0,0,0,0,974.655966344541,-245.424679137124,923317305,"LHS_search"
"222",0.00019,0.142857142857143,0.1,-3.23762978278099,0.827863169601113,0.0132717216240791,-0.788058539457858,-1.34303359151467,3.68e-05,5301405,14062.0373008729,60938.259066642,0,0,0,0,975.499747793651,-245.427028673395,960390421,"LHS_search"
"223",0.00019,0.142857142857143,0.1,-3.23585836133603,0.825874857492765,0.0131755062563345,-0.793994991706684,-1.3337451622002,3.68e-05,5301405,14062.6076330304,60937.1022605309,0,0,0,0,980.085979893449,-245.435057564652,568880455,"LHS_search"
"224",0.00019,0.142857142857143,0.1,-3.23958537620107,0.824707921386508,0.0131966340649639,-0.792152386814583,-1.33434693336252,3.68e-05,5301405,14062.6941219355,60937.6274168664,0,0,0,0,978.806102735252,-245.427347830065,152760944,"LHS_search"
"225",0.00019,0.142857142857143,0.1,-3.22467152038266,0.826627132130915,0.0131477967385327,-0.793167562698077,-1.33747348639614,3.67999999999999e-05,5301405,14061.6210410673,60938.4979656704,0,0,0,0,971.000010806501,-245.429342983246,951473370,"LHS_search"
"226",0.00019,0.142857142857143,0.1,-3.22208858491865,0.823595725899169,0.0131723701792481,-0.795880239948408,-1.34188132524896,3.68e-05,5301405,14061.7837140249,60938.3647100444,0,0,0,0,969.400213793721,-245.431781067138,776821769,"LHS_search"
"227",0.00019,0.142857142857143,0.1,-3.22377594854914,0.824846492972498,0.013253425967004,-0.790693276246914,-1.34497799334649,3.68e-05,5301405,14062.0053917751,60937.9962732361,0,0,0,0,958.150101926302,-245.421006941342,755375875,"LHS_search"
"228",0.00019,0.142857142857143,0.1,-3.22054477336033,0.826918341223169,0.0131056783153058,-0.794461279225051,-1.34283666996833,3.67999999999999e-05,5301405,14061.951410961,60936.971619107,0,0,0,0,972.288038500762,-245.431059202053,153666015,"LHS_search"
"229",0.00019,0.142857142857143,0.1,-3.23874559425659,0.825751745196877,0.0132469370005511,-0.789812362518834,-1.33830814081175,3.67999999999999e-05,5301405,14061.2556312718,60938.3834751106,0,0,0,0,976.110346967587,-245.425640394261,731480982,"LHS_search"
"230",0.00019,0.142857142857143,0.1,-3.22809771145299,0.824120035263318,0.0132599771614381,-0.790255867326955,-1.34377836348274,3.68e-05,5301405,14062.7357509159,60937.8324492293,0,0,0,0,961.021833097461,-245.418966797493,258956320,"LHS_search"
"231",0.00019,0.142857142857143,0.1,-3.23009122920568,0.826736819952736,0.0132139471714389,-0.792240402281871,-1.34151640419331,3.68e-05,5301405,14062.7546994892,60937.1005897443,0,0,0,0,965.519036322924,-245.427614107873,647733463,"LHS_search"
"232",0.00019,0.142857142857143,0.1,-3.23401420691344,0.825682600426442,0.0132811464242552,-0.791761600218379,-1.33718126362083,3.68e-05,5301405,14062.9365574668,60939.300803438,0,0,0,0,968.994699757087,-245.43057891963,812606778,"LHS_search"
"233",0.00019,0.142857142857143,0.1,-3.22125461096888,0.8223973115441,0.0132240684359487,-0.79454142989493,-1.3371700633172,3.68e-05,5301405,14061.8982185437,60936.8517788268,0,0,0,0,962.03345046291,-245.427588328425,133131999,"LHS_search"
"234",0.00019,0.142857142857143,0.1,-3.21268598886206,0.825140416094521,0.0132684752531568,-0.795234641076433,-1.35319436025967,3.67999999999999e-05,5301405,14062.0138424688,60937.7126859856,0,0,0,0,931.738087786869,-245.429320459538,702309571,"LHS_search"
"235",0.00019,0.142857142857143,0.1,-3.23308206289646,0.825766635371309,0.0132812026863262,-0.791602263171364,-1.33883265897768,3.68e-05,5301405,14061.5113428888,60936.370014257,0,0,0,0,966.784688495854,-245.430159276869,132665176,"LHS_search"
"236",0.00019,0.142857142857143,0.1,-3.23353440851896,0.826482795842671,0.0132041184000609,-0.794110551456504,-1.33459780020751,3.68000000000001e-05,5301405,14062.4667695365,60938.4072288489,0,0,0,0,977.904661463404,-245.436820196944,1020110135,"LHS_search"
"237",0.00019,0.142857142857143,0.1,-3.22837043484261,0.825089341505903,0.0132607280453288,-0.790272919155877,-1.34696767763126,3.68e-05,5301405,14063.345116756,60938.1030064172,0,0,0,0,961.908087264881,-245.420895329895,928350399,"LHS_search"
"238",0.00019,0.142857142857143,0.1,-3.22733499500058,0.825782663888447,0.0131624606332725,-0.792287972628635,-1.3394761894641,3.68e-05,5301405,14061.0750221136,60936.7743071365,0,0,0,0,972.709754313441,-245.425319496472,372230080,"LHS_search"
"239",0.00019,0.142857142857143,0.1,-3.22930351391169,0.824396923845206,0.013190877879613,-0.793869526933424,-1.33670330504194,3.67999999999999e-05,5301405,14061.1557145909,60939.0401075038,0,0,0,0,969.734401947392,-245.427637906482,112333921,"LHS_search"
"240",0.00019,0.142857142857143,0.1,-3.22896228528167,0.824623211587829,0.0132074502446575,-0.794475904329379,-1.33528250139614,3.68e-05,5301405,14061.8905219466,60938.5094269395,0,0,0,0,971.061228903738,-245.430897516556,584471522,"LHS_search"
"241",0.00019,0.142857142857143,0.1,-3.22387406744219,0.825091038795477,0.0131539185385893,-0.794023207536493,-1.34184568424164,3.68e-05,5301405,14062.4332550338,60937.9941219576,0,0,0,0,969.813731001783,-245.425813170993,1039544853,"LHS_search"
"242",0.0346662068965517,0.142857142857143,0.1,-3.23611328984142,0.826845031373459,0.0131794612164858,-0.793492945602109,-1.33147953272969,3.67999999999999e-05,5301405,14064.5290714898,60939.5975851748,0,0,0,0,984.951285253377,-245.446078023314,933722909,"LHS_search"
"243",0.0346662068965517,0.142857142857143,0.1,-3.23860454043418,0.824119200765532,0.0131821295791915,-0.791815482718757,-1.33537530834924,3.67999999999999e-05,5301405,14063.1324740784,60938.7096796845,0,0,0,0,980.145107874136,-245.432157656183,332341772,"LHS_search"
"244",0.0346662068965517,0.142857142857143,0.1,-3.22051228791866,0.825059194291644,0.0132929021742795,-0.791571351620349,-1.34371910950926,3.67999999999999e-05,5301405,14065.7402435241,60938.5171835957,0,0,0,0,952.419373672703,-245.433604775425,733116026,"LHS_search"
"245",0.0346662068965517,0.142857142857143,0.1,-3.22723096158758,0.826958571783479,0.0131633347030534,-0.792998130627793,-1.33901029891808,3.67999999999999e-05,5301405,14064.1150749421,60938.4105368473,0,0,0,0,973.360188435856,-245.439019433541,840203039,"LHS_search"
"246",0.0346662068965517,0.142857142857143,0.1,-3.22976585683278,0.824688728451971,0.0132594595846637,-0.792187674215064,-1.3403198218834,3.67999999999999e-05,5301405,14064.8262317864,60938.3097069486,0,0,0,0,972.999804727602,-245.437919016589,1022062590,"LHS_search"
"247",0.0346662068965517,0.142857142857143,0.1,-3.22212211813584,0.824685083469329,0.0132323962586538,-0.793187995316041,-1.33867607037003,3.67999999999999e-05,5301405,14065.6260101905,60938.9560317428,0,0,0,0,969.213236329786,-245.438203127689,499539505,"LHS_search"
"248",0.0346662068965517,0.142857142857143,0.1,-3.23773988637781,0.826467060608616,0.0131713652846134,-0.793051131980506,-1.33665419955689,3.68e-05,5301405,14065.2508883947,60939.3901375749,0,0,0,0,982.91637750804,-245.441882907665,398225824,"LHS_search"
"249",0.0346662068965517,0.142857142857143,0.1,-3.20981634722149,0.823853808805189,0.0131185529040285,-0.796110851597543,-1.34573136704164,3.68e-05,5301405,14063.997783736,60938.8108169317,0,0,0,0,957.037625398018,-245.434900357028,66040417,"LHS_search"
"250",0.0346662068965517,0.142857142857143,0.1,-3.22308422144142,0.825033672741729,0.0131752746492,-0.79453644553473,-1.3444516956135,3.67999999999999e-05,5301405,14065.9702358582,60938.3404629574,0,0,0,0,954.407030707798,-245.434587770066,1064061453,"LHS_search"
"251",0.0346662068965517,0.142857142857143,0.1,-3.22824032962973,0.823377275086043,0.0130502291397832,-0.797027370807532,-1.33956520941201,3.67999999999999e-05,5301405,14063.5499360783,60939.2726270926,0,0,0,0,979.595203043433,-245.437180631228,789368072,"LHS_search"
"252",0.0346662068965517,0.142857142857143,0.1,-3.2168919625489,0.823784987392623,0.0132077194586073,-0.795134381721231,-1.34653030862517,3.67999999999999e-05,5301405,14065.9216520149,60939.9004776443,0,0,0,0,951.113736932849,-245.433041933152,378836878,"LHS_search"
"253",0.0346662068965517,0.142857142857143,0.1,-3.20307241249523,0.825322296321842,0.0132417428705005,-0.797010872599233,-1.35318678970979,3.68e-05,5301405,14064.7433177024,60938.1285753434,0,0,0,0,929.49231842135,-245.441282780325,1062272670,"LHS_search"
"254",0.0346662068965517,0.142857142857143,0.1,-3.1962635815211,0.823842338577165,0.0132172406725787,-0.796524541645594,-1.36035026927462,3.67999999999999e-05,5301405,14064.7692702012,60937.269382058,0,0,0,0,926.839586183709,-245.43232214759,329225884,"LHS_search"
"255",0.0346662068965517,0.142857142857143,0.1,-3.21283134018977,0.82433701503421,0.0131487620475957,-0.796068992976399,-1.34680631328477,3.67999999999999e-05,5301405,14064.8701831615,60939.3082624978,0,0,0,0,958.552122947637,-245.436250259229,548594148,"LHS_search"
"256",0.0346662068965517,0.142857142857143,0.1,-3.22379437763984,0.824106961966786,0.0131434589218673,-0.794047126138677,-1.34638378742886,3.68e-05,5301405,14065.8134729706,60937.2803713234,0,0,0,0,960.714585583032,-245.429847151651,902067481,"LHS_search"
"257",0.0346662068965517,0.142857142857143,0.1,-3.23201675793969,0.826475393292097,0.013139355594039,-0.792174723785207,-1.34448361863337,3.67999999999999e-05,5301405,14065.4905876647,60938.1267268168,0,0,0,0,973.519924520062,-245.432828003682,284524320,"LHS_search"
"258",0.0346662068965517,0.142857142857143,0.1,-3.23274029543906,0.829737967427198,0.0132119756898416,-0.791931451281012,-1.34118234228131,3.68e-05,5301405,14065.1036859499,60938.5922571074,0,0,0,0,977.595386282348,-245.448378122911,933849605,"LHS_search"
"259",0.0346662068965517,0.142857142857143,0.1,-3.22408978318948,0.825442631410602,0.0131585012436913,-0.794612796717536,-1.33657180657365,3.67999999999999e-05,5301405,14064.4931945469,60938.6624076143,0,0,0,0,973.483526973753,-245.440388651806,1028231874,"LHS_search"
"260",0.0346662068965517,0.142857142857143,0.1,-3.23178390260314,0.825246417769288,0.0131452439916922,-0.791095952688235,-1.3387272622338,3.67999999999999e-05,5301405,14065.0184891363,60938.6974767327,0,0,0,0,977.294658529822,-245.428687244828,108498478,"LHS_search"
"261",0.0346662068965517,0.142857142857143,0.1,-3.22709372593416,0.825974082516406,0.0131535097807026,-0.794740660139684,-1.33601372295238,3.68e-05,5301405,14064.707628824,60937.9351449106,0,0,0,0,974.703071956545,-245.442396766923,493700147,"LHS_search"
"262",0.0346662068965517,0.142857142857143,0.1,-3.2248265886247,0.825967078096848,0.0131724969964881,-0.795048665130448,-1.33799375880119,3.67999999999999e-05,5301405,14065.4046607799,60939.3685530589,0,0,0,0,966.398315220699,-245.441598767101,830586761,"LHS_search"
"263",0.0346662068965517,0.142857142857143,0.1,-3.22477808455214,0.825474080279401,0.0131842936289358,-0.793699052819238,-1.34351792376311,3.67999999999999e-05,5301405,14065.3318467505,60938.8114493855,0,0,0,0,962.019321086231,-245.433208142092,608036796,"LHS_search"
"264",0.0346662068965517,0.142857142857143,0.1,-3.23224613844971,0.826415612526676,0.0131204273069685,-0.794051935665696,-1.33993463309558,3.67999999999999e-05,5301405,14065.3516755023,60937.945735453,0,0,0,0,973.41613600411,-245.43876732097,10422476,"LHS_search"
"265",0.0346662068965517,0.142857142857143,0.1,-3.22230271000015,0.822534367353148,0.0131623086063635,-0.796365533885163,-1.34085468556677,3.67999999999999e-05,5301405,14065.0811872357,60938.3427150656,0,0,0,0,964.950353423875,-245.435164897351,259280824,"LHS_search"
"266",0.0346662068965517,0.142857142857143,0.1,-3.21880469581614,0.824779644858057,0.0131787771734669,-0.794747880660229,-1.33714670131976,3.67999999999999e-05,5301405,14063.771873421,60937.9822399015,0,0,0,0,961.808838155233,-245.437154104098,799355409,"LHS_search"
"267",0.0346662068965517,0.142857142857143,0.1,-3.22264400865201,0.828105902700478,0.0132766282729741,-0.79338607999487,-1.34236068298174,3.67999999999999e-05,5301405,14064.0520410089,60939.1119764353,0,0,0,0,956.103380635821,-245.445695081854,280013245,"LHS_search"
"268",0.0346662068965517,0.142857142857143,0.1,-3.22170949433008,0.827713277183649,0.013183780288257,-0.795372197158318,-1.3405270799084,3.67999999999999e-05,5301405,14065.2252149231,60939.3621999416,0,0,0,0,965.164194492293,-245.446617132393,197668036,"LHS_search"
"269",0.0346662068965517,0.142857142857143,0.1,-3.23085182300849,0.826721396350255,0.0131955287470465,-0.792733714954294,-1.33346014359613,3.67999999999999e-05,5301405,14063.1645931428,60939.1559889158,0,0,0,0,982.560937418343,-245.442971651028,568838802,"LHS_search"
"270",0.0346662068965517,0.142857142857143,0.1,-3.22929104998166,0.825434972044576,0.0131176555029059,-0.793883538043449,-1.33729497376958,3.67999999999999e-05,5301405,14064.247579546,60939.637950311,0,0,0,0,972.916261261551,-245.434174758306,483794530,"LHS_search"
"271",0.0346662068965517,0.142857142857143,0.1,-3.22445440365869,0.824363014627591,0.0131767817734021,-0.793824555821538,-1.34998871626676,3.67999999999999e-05,5301405,14065.8243291609,60937.5131524655,0,0,0,0,963.85288054222,-245.433072035928,918073726,"LHS_search"
"272",0.0346662068965517,0.142857142857143,0.1,-3.22246844097395,0.825603222191217,0.0131404169864456,-0.794954287209102,-1.34130046145703,3.67999999999999e-05,5301405,14063.8612927277,60940.080225892,0,0,0,0,968.93118027221,-245.438117453845,969352364,"LHS_search"
"273",0.0346662068965517,0.142857142857143,0.1,-3.23681982054078,0.821599431632834,0.0132920913620727,-0.793262683448181,-1.3356832702744,3.67999999999999e-05,5301405,14064.7474414995,60938.4069702494,0,0,0,0,972.687066561304,-245.436843509695,847771472,"LHS_search"
"274",0.0346662068965517,0.142857142857143,0.1,-3.24247488011257,0.823497164903657,0.0131430545984835,-0.791921131086399,-1.33474938553287,3.67999999999999e-05,5301405,14066.6140811711,60938.2478027493,0,0,0,0,988.232281393204,-245.430815015677,29552644,"LHS_search"
"275",0.0346662068965517,0.142857142857143,0.1,-3.24026194270799,0.825367190342109,0.0132445625836254,-0.791847896016432,-1.33856636397918,3.67999999999999e-05,5301405,14064.0946118132,60938.7165253545,0,0,0,0,979.981997128645,-245.440243604294,990849277,"LHS_search"
"276",0.0346662068965517,0.142857142857143,0.1,-3.23557245713484,0.823313104028332,0.0132253029089016,-0.792940994318471,-1.33341359559147,3.67999999999999e-05,5301405,14063.9264120637,60938.5551580635,0,0,0,0,978.804282548302,-245.437001885319,840195836,"LHS_search"
"277",0.0346662068965517,0.142857142857143,0.1,-3.22507896913629,0.824820231516327,0.0130754080055195,-0.795700134954166,-1.3373558921219,3.67999999999999e-05,5301405,14064.9284643048,60937.7394254989,0,0,0,0,976.629863093488,-245.436496578727,1022603169,"LHS_search"
"278",0.0346662068965517,0.142857142857143,0.1,-3.23025469856517,0.82533547895203,0.0131735927242102,-0.793217162286443,-1.3345083362894,3.67999999999999e-05,5301405,14065.3809953193,60939.0421754153,0,0,0,0,973.381372291039,-245.437062835876,385251071,"LHS_search"
"279",0.0346662068965517,0.142857142857143,0.1,-3.22840200656875,0.826524955583062,0.0131787563077956,-0.79339695477855,-1.33839436775876,3.67999999999999e-05,5301405,14065.3932305122,60938.557459003,0,0,0,0,970.512590081622,-245.439905692301,912196304,"LHS_search"
"280",0.0346662068965517,0.142857142857143,0.1,-3.23216801418156,0.825721592574581,0.0132687602147832,-0.791336380555093,-1.3390103318139,3.68e-05,5301405,14064.3750763858,60937.7642169968,0,0,0,0,968.264969650477,-245.435679261702,204772332,"LHS_search"
"281",0.0346662068965517,0.142857142857143,0.1,-3.24263100421202,0.825566780468361,0.0132576363241255,-0.791711027070525,-1.33203854857629,3.67999999999999e-05,5301405,14064.4731143376,60938.573186714,0,0,0,0,988.87962083155,-245.444123348914,761343866,"LHS_search"
"282",0.0346662068965517,0.142857142857143,0.1,-3.21443553159433,0.822996799948151,0.0131420713810676,-0.797059498741677,-1.34498081394329,3.67999999999999e-05,5301405,14065.3140533037,60938.9280443781,0,0,0,0,956.580508198362,-245.435813588108,514664974,"LHS_search"
"283",0.0346662068965517,0.142857142857143,0.1,-3.23807119451919,0.82364300225124,0.0131381130759823,-0.794778186425704,-1.33140395777011,3.67999999999999e-05,5301405,14065.532938601,60938.1306810085,0,0,0,0,986.632693971644,-245.439102889032,533603346,"LHS_search"
"284",0.0346662068965517,0.142857142857143,0.1,-3.22061289648727,0.827214771324491,0.0131968875934281,-0.796110873791252,-1.34008920373443,3.67999999999999e-05,5301405,14064.3518373572,60938.1998742063,0,0,0,0,965.311422758145,-245.447717892797,214154832,"LHS_search"
"285",0.0346662068965517,0.142857142857143,0.1,-3.22230152647225,0.826543392961838,0.0132755992401841,-0.793165053777269,-1.34516315399197,3.67999999999999e-05,5301405,14064.4764283393,60938.8828130475,0,0,0,0,958.550580113534,-245.440599602697,559392276,"LHS_search"
"286",0.0346662068965517,0.142857142857143,0.1,-3.23218766040432,0.823920541370498,0.013198376553819,-0.792906105428284,-1.33699021134571,3.67999999999999e-05,5301405,14064.9307814386,60939.5030233853,0,0,0,0,971.080322600441,-245.435099150676,480294526,"LHS_search"
"287",0.0346662068965517,0.142857142857143,0.1,-3.22107021722717,0.823158277573937,0.0131029101033925,-0.796299814624626,-1.3386352384807,3.67999999999999e-05,5301405,14064.7593627682,60939.2648510356,0,0,0,0,974.148929662468,-245.435474963024,454875699,"LHS_search"
"288",0.0346662068965517,0.142857142857143,0.1,-3.22750602188639,0.824296571012894,0.0132138538599691,-0.792847888163331,-1.34359365007689,3.67999999999999e-05,5301405,14064.8973386845,60938.7027845163,0,0,0,0,970.752574956108,-245.433601419875,730585264,"LHS_search"
"289",0.0346662068965517,0.142857142857143,0.1,-3.22388222547052,0.825781045736984,0.0132414592765546,-0.791498110466497,-1.34846591689667,3.68e-05,5301405,14065.0628018254,60938.8817179142,0,0,0,0,959.701791936329,-245.430682100276,740031944,"LHS_search"
"290",0.0346662068965517,0.142857142857143,0.1,-3.2265814989957,0.828722944749383,0.0132329340380787,-0.794288623035789,-1.33980208597116,3.67999999999999e-05,5301405,14063.7210849886,60937.941164026,0,0,0,0,960.300127493785,-245.449542325987,55658197,"LHS_search"
"291",0.0346662068965517,0.142857142857143,0.1,-3.2366357724195,0.827490293369109,0.0131294334369114,-0.790689686484517,-1.33790800724302,3.67999999999999e-05,5301405,14065.8661425944,60938.6412090492,0,0,0,0,983.777270658671,-245.436971185612,448038012,"LHS_search"
"292",0.0346662068965517,0.142857142857143,0.1,-3.22552639237715,0.823932484087958,0.0132144583054392,-0.792195501648855,-1.34721359275957,3.68000000000001e-05,5301405,14061.2546921614,60937.6306538899,0,0,0,0,960.517365012028,-245.427261349614,138664671,"LHS_search"
"293",0.0346662068965517,0.142857142857143,0.1,-3.22827033618516,0.824572814855065,0.0132044788704522,-0.793980516773973,-1.34396147374353,3.68e-05,5301405,14062.8522199569,60936.3199431477,0,0,0,0,968.148715815879,-245.436885299866,568217024,"LHS_search"
"294",0.0346662068965517,0.142857142857143,0.1,-3.22570380788356,0.823305687597044,0.013124794459567,-0.79248221733067,-1.33932702241719,3.68e-05,5301405,14062.2764742131,60936.0624264591,0,0,0,0,975.853973664981,-245.426919203033,870390249,"LHS_search"
"295",0.0346662068965517,0.142857142857143,0.1,-3.22245280812957,0.825040384062938,0.0131597390274384,-0.793704516982313,-1.34245009297326,3.68e-05,5301405,14061.4881989109,60938.3922494839,0,0,0,0,968.002870400151,-245.435026365167,775774154,"LHS_search"
"296",0.0346662068965517,0.142857142857143,0.1,-3.23706496221957,0.828437942144736,0.013173219255026,-0.791953780491597,-1.33668660252011,3.68000000000001e-05,5301405,14062.3164583227,60937.6407999699,0,0,0,0,985.415823394422,-245.444144626443,506059752,"LHS_search"
"297",0.0346662068965517,0.142857142857143,0.1,-3.22739152670223,0.825659522153492,0.0132447155078838,-0.792904259456342,-1.33671287914525,3.68e-05,5301405,14061.6790715781,60937.5559234394,0,0,0,0,963.285330287959,-245.439890174323,56606773,"LHS_search"
"298",0.0346662068965517,0.142857142857143,0.1,-3.22731867239538,0.826860542516876,0.0132419025550142,-0.793038944580576,-1.33965883211761,3.68e-05,5301405,14061.9081124439,60936.6297156945,0,0,0,0,967.996500057345,-245.441891116817,290596563,"LHS_search"
"299",0.0346662068965517,0.142857142857143,0.1,-3.24037524020327,0.822485292763922,0.0132498848945064,-0.791067583726201,-1.34121401047174,3.68e-05,5301405,14061.6798429319,60937.7683844041,0,0,0,0,974.273144212005,-245.428275715839,640356208,"LHS_search"
"300",0.0346662068965517,0.142857142857143,0.1,-3.2273601066479,0.825932516244017,0.0132007658686794,-0.791529240773372,-1.34397665102642,3.68e-05,5301405,14061.7020583697,60937.5006138449,0,0,0,0,963.513397369157,-245.430958352033,344130425,"LHS_search"
"301",0.0346662068965517,0.142857142857143,0.1,-3.22900533696691,0.824147097046734,0.0131768905756256,-0.793595857345253,-1.33720334202226,3.68e-05,5301405,14062.4696573064,60937.0037735789,0,0,0,0,977.95203530768,-245.436913730507,495460217,"LHS_search"
"302",0.0346662068965517,0.142857142857143,0.1,-3.2293093256441,0.827838631418993,0.013204031272826,-0.794652252791684,-1.33420553123096,3.67999999999999e-05,5301405,14061.640799632,60936.8028125421,0,0,0,0,970.715003208958,-245.449169341228,404601940,"LHS_search"
"303",0.0346662068965517,0.142857142857143,0.1,-3.22512739276465,0.824580938951686,0.013205854733261,-0.793423437960074,-1.34488429067968,3.68e-05,5301405,14062.9285744045,60937.1596091593,0,0,0,0,964.64452557085,-245.433436033764,746403569,"LHS_search"
"304",0.0346662068965517,0.142857142857143,0.1,-3.22642899527866,0.824967569490018,0.0132744193520328,-0.793091873484598,-1.34009347878347,3.68e-05,5301405,14062.0284377875,60937.7643452452,0,0,0,0,959.974952738419,-245.438012515259,603248942,"LHS_search"
"305",0.0346662068965517,0.142857142857143,0.1,-3.22279129453549,0.824507156337446,0.0131216485209811,-0.793720960403964,-1.34419168932676,3.67999999999999e-05,5301405,14061.8010468044,60938.1766962421,0,0,0,0,967.07554326151,-245.428900735959,688802707,"LHS_search"
"306",0.0346662068965517,0.142857142857143,0.1,-3.22474500984508,0.826669798434818,0.0132412099519569,-0.794207501815863,-1.34466290488932,3.68e-05,5301405,14062.7740531178,60936.8958201482,0,0,0,0,957.939935810497,-245.440998611946,391148263,"LHS_search"
"307",0.0346662068965517,0.142857142857143,0.1,-3.22571864517643,0.825967280250393,0.013253201432533,-0.790603403531392,-1.34623559211256,3.68000000000001e-05,5301405,14061.8920935609,60937.8960314384,0,0,0,0,963.939613878729,-245.433663739188,586781526,"LHS_search"
"308",0.0346662068965517,0.142857142857143,0.1,-3.2285245063852,0.82630861494053,0.0131899127713868,-0.791970720895135,-1.3444209238438,3.68e-05,5301405,14061.9782762128,60936.3124170464,0,0,0,0,974.37961776095,-245.435090580283,818022893,"LHS_search"
"309",0.0346662068965517,0.142857142857143,0.1,-3.22718575299844,0.824200433149701,0.0132568985795145,-0.792127346419548,-1.34555442324001,3.67999999999999e-05,5301405,14062.2486067305,60936.924247124,0,0,0,0,967.682915356513,-245.433880970341,831419641,"LHS_search"
"310",0.0346662068965517,0.142857142857143,0.1,-3.23346545548464,0.830049430563017,0.0131260351984512,-0.794377353423314,-1.33202944217713,3.68e-05,5301405,14062.3809322085,60938.1831290989,0,0,0,0,981.914346032889,-245.452766064661,919018127,"LHS_search"
"311",0.0346662068965517,0.142857142857143,0.1,-3.2328537149687,0.824235845299419,0.0132042293589763,-0.79136267049443,-1.34076702926141,3.68e-05,5301405,14063.8092636203,60937.9955113277,0,0,0,0,972.423714769968,-245.429206712395,211524989,"LHS_search"
"312",0.0346662068965517,0.142857142857143,0.1,-3.22693614310837,0.824528755106194,0.0131336496536413,-0.793537445091185,-1.3424162222982,3.68e-05,5301405,14063.1157238894,60938.5227881945,0,0,0,0,970.224341832327,-245.431229524504,101083538,"LHS_search"
"313",0.0346662068965517,0.142857142857143,0.1,-3.22466198177818,0.82193181274543,0.0131721726447919,-0.794592718644649,-1.3422339599878,3.68e-05,5301405,14062.9072248756,60937.2315440616,0,0,0,0,965.519765573947,-245.430032493575,548848924,"LHS_search"
"314",0.0346662068965517,0.142857142857143,0.1,-3.21876297508463,0.823260052472506,0.0132287414287862,-0.792780755753164,-1.34581311483145,3.68e-05,5301405,14061.6967744982,60936.6570040846,0,0,0,0,957.427506090989,-245.428230769521,716726094,"LHS_search"
"315",0.0346662068965517,0.142857142857143,0.1,-3.22809816465542,0.825999383688806,0.013227735349238,-0.795221562319804,-1.33650516898022,3.68000000000001e-05,5301405,14062.092926892,60937.3743497992,0,0,0,0,966.428028695514,-245.445185329877,404236380,"LHS_search"
"316",0.0346662068965517,0.142857142857143,0.1,-3.23837274843695,0.822250305855208,0.0132091255168341,-0.791507728320306,-1.33970089084812,3.68000000000001e-05,5301405,14062.4995303688,60936.5365938021,0,0,0,0,979.816187109579,-245.427273151572,708360485,"LHS_search"
"317",0.0346662068965517,0.142857142857143,0.1,-3.22790743055152,0.827106395364,0.0132334954741288,-0.790675323487819,-1.34442429023974,3.68e-05,5301405,14059.9566517371,60936.4426370945,0,0,0,0,960.404410774322,-245.434800809359,559565328,"LHS_search"
"318",0.0346662068965517,0.142857142857143,0.1,-3.21945310760169,0.825238675378544,0.0131798594110644,-0.793935723188116,-1.34682188719522,3.68e-05,5301405,14061.5847008966,60938.2406425102,0,0,0,0,958.452297540294,-245.434197799068,903425696,"LHS_search"
"319",0.0346662068965517,0.142857142857143,0.1,-3.21844531179378,0.82400323351802,0.0131811720894075,-0.794428406909977,-1.34607189685057,3.68e-05,5301405,14061.6278243689,60938.8563330116,0,0,0,0,956.684740089259,-245.430020143105,716091359,"LHS_search"
