"rho","gamma","mu_EI","b_3","sigma_P","sigma_M","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.0934827586206897,0.142857142857143,0.1,4.33279034186562,0.304819609375,1.81143304313338,3.41352284543529,5.90450244771926,3.68e-05,5301405,260156.678580545,53907.3222419964,0,0,0,0,0,-204.151849224614,975627413
0.0934827586206897,0.142857142857143,0.1,4.32200301964143,0.304819609375,1.81512057639421,3.41749539196054,5.93543497239318,3.68e-05,5301405,260157.142379008,53906.4672205168,0,0,0,0,0,-204.151872400382,550314262
0.0934827586206897,0.142857142857143,0.1,4.03420326581255,0.554772109375,1.84727095974857,3.69505574393686,4.3670158159215,3.68e-05,5301405,185156.519919888,278905.922461743,0,0,0,0,0,-204.904514584808,743937208
0.0934827586206897,0.142857142857143,0.1,3.79029790335199,0.554772109375,1.86017959320389,3.85326592945396,3.85400054922748,3.68e-05,5301405,185157.281541263,278905.513252212,0,0,0,0,0,-205.523536986847,70151022
0.0934827586206897,0.142857142857143,0.1,3.83152069459817,0.554772109375,1.85259615111464,3.82365914438067,4.0227214945518,3.68e-05,5301405,185155.525182671,278907.453659641,0,0,0,0,0,-205.341585660722,500476558
0.0934827586206897,0.142857142857143,0.1,3.67230309525946,0.554772109375,1.87433048872389,3.9280328740472,3.6831620347044,3.68e-05,5301405,185155.772609597,278908.61151851,0,0,0,0,0,-205.749309917875,648834733
0.0934827586206897,0.142857142857143,0.1,3.76048764703034,0.554772109375,1.86436532547341,3.87447833162933,3.82942042980324,3.68e-05,5301405,185157.69272464,278904.998506514,0,0,0,0,0,-205.56268501038,574896293
0.0934827586206897,0.142857142857143,0.1,-13.1949477782046,0.054867109375,120.420935647041,-1.72910130593877,-6.00808082821493,3.68e-05,5301405,35156.8515292385,128907.245455306,0,0,0,0,0,-416.996406071005,74148021
0.0934827586206897,0.142857142857143,0.1,-13.0486806639626,0.054867109375,120.39699677074,-1.83807749556273,-6.57204439492956,3.68000000000001e-05,5301405,35155.8645176641,128908.050500297,0,0,0,0,0,-416.999721008847,615325622
0.0934827586206897,0.142857142857143,0.1,-13.9534599412614,0.054867109375,120.703916906679,-2.05397478253127,-6.18267882487644,3.68000000000001e-05,5301405,35156.7417548778,128905.224344949,0,0,0,0,0,-416.995556812954,999623231
0.0934827586206897,0.142857142857143,0.1,-12.72219585282,0.054867109375,120.544696123965,-2.13060520667687,-5.9853531660539,3.68e-05,5301405,35157.5004814035,128907.171549788,0,0,0,0,0,-416.994152758394,34746932
0.0934827586206897,0.142857142857143,0.1,-13.1079881760838,0.054867109375,120.087433740352,-1.1728235380068,-5.85003832149117,3.67999999999999e-05,5301405,35156.6510463067,128907.356044214,0,0,0,0,0,-416.999362442478,659251042
0.0934827586206897,0.142857142857143,0.1,-2.97450923769335,0.929700859375,0.680882365410509,-0.190231508652075,-2.98028614962922,3.68e-05,5301405,222655.405958534,241406.247279399,0,0,0,0,0,-175.097161000388,624223977
0.0934827586206897,0.142857142857143,0.1,-3.00793694740096,0.929700859375,0.67708245096454,-0.204811776961603,-2.92776922216408,3.68e-05,5301405,222655.484547078,241404.783684744,0,0,0,0,0,-175.086673006778,234572523
0.0934827586206897,0.142857142857143,0.1,-3.00373928022898,0.929700859375,0.676691306042882,-0.224245550758716,-2.9252854862467,3.67999999999999e-05,5301405,222657.87682835,241406.090380911,0,0,0,0,0,-175.074030688486,731815910
0.0934827586206897,0.142857142857143,0.1,-3.0092352081121,0.929700859375,0.673166973489206,-0.204453642450943,-2.93597933369297,3.68000000000001e-05,5301405,222655.056376773,241406.322094414,0,0,0,0,0,-175.073915931476,724277132
0.0934827586206897,0.142857142857143,0.1,-3.01153872987273,0.929700859375,0.678804345919279,-0.217264963564441,-2.92759278056743,3.68e-05,5301405,222656.977720063,241405.781047544,0,0,0,0,0,-175.064844125656,439161030
0.0934827586206897,0.142857142857143,0.1,-6.21956424944996,0.429795859375,10.1131590594135,1.19695800061468,0.345902026960381,3.67999999999999e-05,5301405,72656.5011840602,91405.9123440246,0,0,0,0,0,-284.635950618574,858537393
0.0934827586206897,0.142857142857143,0.1,-6.2488980328324,0.429795859375,8.56907521906693,1.0577023997045,0.419152572597508,3.68000000000001e-05,5301405,72656.2220596039,91405.6431962662,0,0,0,0,0,-280.395377059006,327748559
0.0934827586206897,0.142857142857143,0.1,-5.73450471582337,0.429795859375,6.61819570909515,0.636931001109157,0.120630842455233,3.68e-05,5301405,72657.2832870525,91408.6877692432,0,0,0,0,0,-261.792330349037,75215326
0.0934827586206897,0.142857142857143,0.1,-6.61928694902865,0.429795859375,10.0973711524682,1.16814508642264,0.207160272583258,3.68e-05,5301405,72656.819075907,91407.1214542433,0,0,0,0,0,-287.562996779065,1002455814
0.0934827586206897,0.142857142857143,0.1,-5.92927506424721,0.429795859375,8.21523270153868,0.877605674261277,-0.119736926639801,3.68e-05,5301405,72659.2355995328,91407.365192761,0,0,0,0,0,-281.913939555312,151216364
0.0934827586206897,0.142857142857143,0.1,-16.3581769831107,0.679748359375,13.5306494274706,3.13760816612272,-0.312906928493144,3.68000000000001e-05,5301405,147655.959251148,166407.79006933,0,0,0,0,0,-315.088476280893,993805102
0.0934827586206897,0.142857142857143,0.1,-14.9982252858836,0.679748359375,12.8557564123307,3.64319452430301,0.12311837087371,3.67999999999999e-05,5301405,147654.062661025,166408.763429461,0,0,0,0,0,-311.020702177787,24919690
0.0934827586206897,0.142857142857143,0.1,-16.3276817265489,0.679748359375,12.7094279031133,2.62709137799889,-0.993713631301059,3.68e-05,5301405,147654.857213546,166407.974196681,0,0,0,0,0,-318.102961080059,476469089
0.0934827586206897,0.142857142857143,0.1,-14.2741990581251,0.679748359375,13.6514557342509,2.74442023484357,-0.137176635399869,3.68e-05,5301405,147658.534442648,166405.627455628,0,0,0,0,0,-311.114383204627,546838017
0.0934827586206897,0.142857142857143,0.1,-15.721840263483,0.679748359375,11.6391066924079,3.07487324420393,0.295484142364385,3.68e-05,5301405,147657.025929939,166405.703993321,0,0,0,0,0,-313.340321484259,116645796
0.0934827586206897,0.142857142857143,0.1,-4.92682260059992,0.179843359375,15.7899395872511,7.1899284067237,-8.77273395331804,3.68e-05,5301405,297656.812695312,16406.2031192532,0,0,0,0,0,-333.288999227931,879248375
0.0934827586206897,0.142857142857143,0.1,-5.36561236786968,0.179843359375,21.7065568833205,7.71210941683317,-7.82596541638394,3.68e-05,5301405,297654.966865168,16405.2156910891,0,0,0,0,0,-328.821814706385,1044381051
0.0934827586206897,0.142857142857143,0.1,-5.50249491070082,0.179843359375,16.7407580742315,6.16170053790699,-6.78838527996239,3.68e-05,5301405,297656.9377431,16408.1548236348,0,0,0,0,0,-325.295057170416,804326715
0.0934827586206897,0.142857142857143,0.1,-5.57670408327592,0.179843359375,13.4332655285332,5.35772023492809,-7.43079131828088,3.67999999999999e-05,5301405,297656.270356188,16409.4729995233,0,0,0,0,0,-314.802809259862,1012239253
0.0934827586206897,0.142857142857143,0.1,-5.35188310661997,0.179843359375,17.8073800748421,6.31627043826394,-7.70004780334989,3.68e-05,5301405,297655.606924333,16406.6627590126,0,0,0,0,0,-322.706997750449,613413201
0.0883448275862069,0.142857142857143,0.1,-2.83680752853179,0.57820515625,0.571518228276048,-0.655633159939464,-2.87570661974297,3.68e-05,5301405,14063.1632251266,60936.9578105778,0,0,0,0,0,-172.618732262528,489098487
0.0883448275862069,0.142857142857143,0.1,-2.85942925644501,0.57820515625,0.578464849116221,-0.643574554000658,-2.89386804819277,3.68e-05,5301405,14062.9700410667,60938.9878497328,0,0,0,0,0,-172.842188057611,563747446
0.0883448275862069,0.142857142857143,0.1,-2.86249802389437,0.57820515625,0.568091666250442,-0.631620301938378,-2.88675587155845,3.68e-05,5301405,14063.3693393662,60937.8021628899,0,0,0,0,0,-172.671078514652,400088930
0.0883448275862069,0.142857142857143,0.1,-2.85069547613442,0.57820515625,0.572600775313353,-0.639513211215677,-2.88340864453404,3.68e-05,5301405,14061.5181384578,60940.0052553643,0,0,0,0,0,-172.707043698596,585647606
0.0883448275862069,0.142857142857143,0.1,-2.88274309653806,0.57820515625,0.561493287233867,-0.618667608726258,-2.87457980190406,3.68e-05,5301405,14062.5082370173,60938.6401883103,0,0,0,0,0,-172.661968915096,451784553
0.0883448275862069,0.142857142857143,0.1,-14.1873198518317,0.07830015625,13.9023104461187,0.756532374799708,2.75528335711398,3.68e-05,5301405,164063.631632615,210938.189773767,0,0,0,0,0,-322.591458212836,747359698
0.0883448275862069,0.142857142857143,0.1,-14.3985385859863,0.07830015625,14.7048472421504,-0.871097659775581,3.23534944493821,3.68e-05,5301405,164063.687102895,210936.731675847,0,0,0,0,0,-342.125260479267,4251744
0.088344827586207,0.142857142857143,0.1,-14.4536786379191,0.07830015625,19.944304837506,-1.31074098385274,2.46669611637204,3.68000000000001e-05,5301405,164062.79027564,210935.992904751,0,0,0,0,0,-338.808066667446,181310862
0.0883448275862069,0.142857142857143,0.1,-14.1599440699387,0.07830015625,15.777791828733,-0.982279078027293,3.22453243397289,3.68e-05,5301405,164063.187010795,210936.47357207,0,0,0,0,0,-345.13003634758,54585432
0.088344827586207,0.142857142857143,0.1,-15.4109764965847,0.07830015625,13.2049336183704,0.640955493075091,3.07478893747769,3.68000000000001e-05,5301405,164065.095371946,210938.992252576,0,0,0,0,0,-327.203564713374,114835446
0.0883448275862069,0.142857142857143,0.1,-7.04622171647736,0.82815765625,6.65193011136435,1.31583690677838,-1.1914863088646,3.67999999999999e-05,5301405,239061.201444278,135938.33254197,0,0,0,0,0,-265.165333529054,942052387
0.0883448275862069,0.142857142857143,0.1,-7.33701866177697,0.82815765625,10.5135676591831,1.75853946330099,-0.391492760133772,3.68e-05,5301405,239062.764351283,135936.696541665,0,0,0,0,0,-288.601108556035,474317951
0.0883448275862069,0.142857142857143,0.1,-7.09480184139619,0.82815765625,8.75163522643075,1.56821069436305,-0.302975281880982,3.68e-05,5301405,239063.192573858,135940.053209973,0,0,0,0,0,-288.285170671528,652775310
0.0883448275862069,0.142857142857143,0.1,-7.25335212205713,0.82815765625,6.23318256025408,1.30292302239286,-0.912913961994309,3.68e-05,5301405,239063.134208014,135937.973143923,0,0,0,0,0,-267.430209087206,539040379
0.0883448275862069,0.142857142857143,0.1,-7.30273526301051,0.82815765625,6.72176892731689,1.34704082276272,-0.858477332501431,3.67999999999999e-05,5301405,239061.884696388,135939.557383309,0,0,0,0,0,-269.994903380035,570063314
0.0883448275862069,0.142857142857143,0.1,-2.75498027425663,0.32825265625,0.920847820516769,-0.0265292025055296,-3.46158999545829,3.68e-05,5301405,89062.0889888029,285937.561044012,0,0,0,0,0,-177.827195453434,809520331
0.0883448275862069,0.142857142857143,0.1,-2.72254338761732,0.32825265625,1.76991907712627,0.571723639068143,-4.42127625808631,3.68e-05,5301405,89063.5288218435,285937.248725879,0,0,0,0,0,-202.910138924443,611777891
0.088344827586207,0.142857142857143,0.1,-2.85272845816146,0.32825265625,0.929911648738966,-0.0176616650965193,-3.36825498990422,3.68e-05,5301405,89063.0678900867,285937.305964507,0,0,0,0,0,-176.799449165597,654721291
0.0883448275862069,0.142857142857143,0.1,-2.39523402593792,0.32825265625,2.37239677525249,0.483216089271749,-4.7725658849173,3.68e-05,5301405,89062.9636277476,285936.455432432,0,0,0,0,0,-214.001920340964,620640057
0.0883448275862069,0.142857142857143,0.1,-2.60093491242264,0.32825265625,1.10429103809654,-0.061250031391871,-3.60124008106253,3.68e-05,5301405,89066.3580125806,285938.554854174,0,0,0,0,0,-181.518002547317,570609472
0.0883448275862069,0.142857142857143,0.1,-11.4865245719129,0.70318140625,14.8662216788212,0.625132281654247,-0.979579483784338,3.68e-05,5301405,276563.771181149,98439.9150632849,0,0,0,0,0,-320.108117136876,399193610
0.0883448275862069,0.142857142857143,0.1,-11.767295966171,0.70318140625,16.2946074679622,1.1535693732011,-1.20456624105345,3.68e-05,5301405,276563.405504792,98437.2190682651,0,0,0,0,0,-317.446984318546,929429722
0.0883448275862069,0.142857142857143,0.1,-10.6256995811054,0.70318140625,7.89589025215034,1.8453457102709,-1.54915195851165,3.68e-05,5301405,276564.125720947,98438.708529981,0,0,0,0,0,-293.629928091087,711112888
0.0883448275862069,0.142857142857143,0.1,-10.8065706844752,0.70318140625,7.67651063525676,1.67698920441835,-1.01839727018777,3.68e-05,5301405,276562.377750942,98438.5914486919,0,0,0,0,0,-296.673703785583,829821787
0.0883448275862069,0.142857142857143,0.1,-12.1967762929501,0.70318140625,14.6947260859725,0.616200101189548,-1.66417121792536,3.68000000000001e-05,5301405,276562.5125153,98437.8477829808,0,0,0,0,0,-333.989320062375,930257628
0.0883448275862069,0.142857142857143,0.1,4.07732999522377,0.20327640625,1.83705101306294,3.46754536175672,6.44139069518426,3.67999999999999e-05,5301405,126562.311502422,248436.757025785,0,0,0,0,0,-204.733648808153,735727178
0.0883448275862069,0.142857142857143,0.1,4.28578247439942,0.20327640625,1.83191865377668,3.37701180817313,6.39354791129573,3.68e-05,5301405,126562.701542675,248437.589403206,0,0,0,0,0,-204.635931564961,1069273526
0.0883448275862069,0.142857142857143,0.1,4.29974040736456,0.20327640625,1.8297349059756,3.40529212761268,6.10775053094003,3.67999999999999e-05,5301405,126563.99647811,248437.64715457,0,0,0,0,0,-204.606231358106,1019839165
0.0883448275862069,0.142857142857143,0.1,4.0520447064659,0.20327640625,1.83998547266676,3.40055404772372,7.19367063729104,3.68e-05,5301405,126561.880863034,248438.457377221,0,0,0,0,0,-204.855669048751,404345836
0.0883448275862069,0.142857142857143,0.1,4.33438768251451,0.20327640625,1.83034802238053,3.38711990093147,6.18540079753934,3.68e-05,5301405,126564.64065665,248437.819146545,0,0,0,0,0,-204.610313184068,830627708
0.0883448275862069,0.142857142857143,0.1,7.26329051135588,0.95313390625,8.6553037209827,2.22503008769135,2.39788549223524,3.68e-05,5301405,51563.435173607,23439.0236128944,0,0,0,0,0,-284.924401380313,835337238
0.0883448275862069,0.142857142857143,0.1,7.33403303418381,0.95313390625,27.9257057340136,0.556837275641067,2.04816328996347,3.68000000000001e-05,5301405,51566.4210890245,23438.7400365578,0,0,0,0,0,-354.49202896237,778159954
0.0883448275862069,0.142857142857143,0.1,7.4466726988215,0.95313390625,41.1884753913145,-0.363117755100851,1.5906002848491,3.68e-05,5301405,51562.5668668757,23436.8079961621,0,0,0,0,0,-378.016434742569,548349119
0.0883448275862069,0.142857142857143,0.1,7.29981846875923,0.95313390625,62.7148563030976,-2.08346495814517,1.51432395028178,3.67999999999999e-05,5301405,51565.2060184299,23438.6972884118,0,0,0,0,0,-399.371519846845,754354471
0.0883448275862069,0.142857142857143,0.1,6.949786833043,0.95313390625,48.7415547189677,-1.29795907312257,1.36754378044252,3.68e-05,5301405,51562.9421511332,23438.0667284615,0,0,0,0,0,-395.941991128061,437666135
0.0883448275862069,0.142857142857143,0.1,-4.10628726035292,0.45322890625,3.36712603868678,2.06156801086809,-5.38061719580564,3.68e-05,5301405,201563.813337979,173437.548594349,0,0,0,0,0,-240.302165458207,942371406
0.0883448275862069,0.142857142857143,0.1,-2.99919401271098,0.45322890625,0.725660556043476,-0.25699470854272,-2.96967465754281,3.68e-05,5301405,201563.478046354,173439.205868645,0,0,0,0,0,-174.187345169339,884212412
0.0883448275862069,0.142857142857143,0.1,-2.9963323181962,0.45322890625,0.723549800467129,-0.264355911874828,-2.95558720361141,3.68e-05,5301405,201564.255385084,173438.054718079,0,0,0,0,0,-174.203826982458,880878014
0.0883448275862069,0.142857142857143,0.1,-3.00179584303608,0.45322890625,0.724289613155641,-0.253826708916834,-2.97238064042909,3.68e-05,5301405,201563.924301018,173437.427359595,0,0,0,0,0,-174.201135685655,884519208
0.0883448275862069,0.142857142857143,0.1,-2.99554973103768,0.45322890625,0.722839426778323,-0.2575352065007,-2.96967341326193,3.68e-05,5301405,201562.830231508,173438.938452681,0,0,0,0,0,-174.18831367809,616836020
0.0883448275862069,0.142857142857143,0.1,-2.80527314353843,0.14078828125,0.762176571598312,-0.264843897209005,-3.27235476585711,3.68e-05,5301405,32813.892306436,154687.995562229,0,0,0,0,0,-174.063519934209,374709970
0.0883448275862069,0.142857142857143,0.1,-2.6654431196067,0.14078828125,2.45336316610301,0.70504986228479,-4.83355447957182,3.68e-05,5301405,32814.2184052571,154686.228437556,0,0,0,0,0,-214.978053864987,268402356
0.0883448275862069,0.142857142857143,0.1,-0.751428737695832,0.14078828125,7.9711725310117,4.75553076328074,-1.16873592183038,3.68e-05,5301405,32812.5278936408,154688.521600288,0,0,0,0,0,-281.482092583933,607096489
0.0883448275862069,0.142857142857143,0.1,-2.69069320778383,0.14078828125,1.44833395733731,0.788998104237651,-0.753823100695468,3.68e-05,5301405,32814.0535431234,154687.008965937,0,0,0,0,0,-203.167193745621,310454685
0.0883448275862069,0.142857142857143,0.1,-2.74679773994902,0.14078828125,1.44244093652935,0.713627779315257,-0.743645231844486,3.68e-05,5301405,32813.5845252278,154690.226348557,0,0,0,0,0,-202.729520463955,339159759
0.0883448275862069,0.142857142857143,0.1,-9.79943755470801,0.64069328125,5.4078546959136,-1.18211660159084,2.23843113506703,3.68e-05,5301405,182813.09562933,4687.55058174745,0,0,0,0,0,-344.157151432025,551247429
0.0883448275862069,0.142857142857143,0.1,-9.71362433045572,0.64069328125,11.2506266983936,0.727701220656217,1.64959313290025,3.67999999999999e-05,5301405,182812.938324203,4692.39256720858,0,0,0,0,0,-303.263623603957,459958002
0.0883448275862069,0.142857142857143,0.1,-9.97395232544721,0.64069328125,11.4213169972581,0.332095631774893,2.0097637212958,3.68e-05,5301405,182811.391959792,4688.45082006629,0,0,0,0,0,-308.349171694065,305880439
0.0883448275862069,0.142857142857143,0.1,-10.9930706665048,0.64069328125,13.2700070358426,-0.656762819769991,2.8229628320036,3.68e-05,5301405,182811.199314144,4689.97750236576,0,0,0,0,0,-324.43350139002,292029675
0.0883448275862069,0.142857142857143,0.1,-11.2523139741543,0.64069328125,14.6757998935515,-0.358034463037304,2.06368592869301,3.68e-05,5301405,182813.23447172,4689.35144531072,0,0,0,0,0,-317.518328860492,28578219
0.0883448275862069,0.142857142857143,0.1,-14.2704617919318,0.39074078125,13.6271328825053,4.00303116281465,0.984985433157085,3.68000000000001e-05,5301405,257812.932773853,229687.119722634,0,0,0,0,0,-309.640334234592,781514180
0.0883448275862069,0.142857142857143,0.1,-13.6424940610879,0.39074078125,13.5104904691604,4.11999886668061,1.07200359006936,3.68e-05,5301405,257811.818859261,229687.997361731,0,0,0,0,0,-308.962828569105,804013136
0.0883448275862069,0.142857142857143,0.1,-13.7602124003395,0.39074078125,13.3419669883522,3.81702126269074,1.18610236293549,3.68000000000001e-05,5301405,257812.688411972,229687.462225529,0,0,0,0,0,-308.768088366058,1000443690
0.088344827586207,0.142857142857143,0.1,-14.9016748662455,0.39074078125,14.0690769796515,4.41386216921982,1.30107761429083,3.68000000000001e-05,5301405,257811.511275822,229688.74891104,0,0,0,0,0,-310.722871593217,209441998
0.0883448275862069,0.142857142857143,0.1,-14.5375008566118,0.39074078125,13.6807698892386,4.11190789408668,1.23418186168012,3.68000000000001e-05,5301405,257812.220994568,229686.129204697,0,0,0,0,0,-310.073885146774,34110525
0.088344827586207,0.142857142857143,0.1,-2.98248310369367,0.89064578125,0.569849977442069,-0.425256231550298,-2.92438229519586,3.68000000000001e-05,5301405,107812.95600002,79687.1463534975,0,0,0,0,0,-170.830200310297,618715861
0.0883448275862069,0.142857142857143,0.1,-2.96833096517188,0.89064578125,0.571268184028835,-0.438206898670744,-2.92695743418056,3.68e-05,5301405,107812.753395567,79688.5023822802,0,0,0,0,0,-170.84539141679,112918970
0.0883448275862069,0.142857142857143,0.1,-2.99781621477906,0.89064578125,0.570823344848022,-0.419936612544411,-2.91916737264096,3.67999999999999e-05,5301405,107812.658788974,79689.0848244356,0,0,0,0,0,-170.845989105823,71831702
0.088344827586207,0.142857142857143,0.1,-2.97412053745229,0.89064578125,0.550595972019464,-0.434353867773672,-2.9283505102382,3.68000000000001e-05,5301405,107813.341113201,79687.1852346344,0,0,0,0,0,-170.877841700109,1032983516
0.0883448275862069,0.142857142857143,0.1,-2.96687931757987,0.89064578125,0.563929263376728,-0.438401895294282,-2.9315252018425,3.68e-05,5301405,107811.503416547,79687.1251663949,0,0,0,0,0,-170.849862862886,12942116
0.0883448275862069,0.142857142857143,0.1,-2.98172009096682,0.01581203125,0.823681900137696,-0.159382879639508,-2.85325474579118,3.68000000000001e-05,5301405,295313.862779947,267187.163720886,0,0,0,0,0,-176.426423466696,556069163
0.0883448275862069,0.142857142857143,0.1,-2.97453894603858,0.01581203125,0.820142664360193,-0.172539373185487,-2.84395362283752,3.68e-05,5301405,295312.062812023,267187.869304536,0,0,0,0,0,-176.435822263751,816961420
0.0883448275862069,0.142857142857143,0.1,-2.97515935226578,0.01581203125,0.818910058710374,-0.16708868774893,-2.84781243446186,3.68e-05,5301405,295313.104405269,267187.898045001,0,0,0,0,0,-176.436034023477,1072453780
0.0883448275862069,0.142857142857143,0.1,-2.97908057515635,0.01581203125,0.816233389379315,-0.169477311260606,-2.84014301598493,3.67999999999999e-05,5301405,295313.939091781,267187.612351738,0,0,0,0,0,-176.437630029971,384914140
0.0883448275862069,0.142857142857143,0.1,-2.97621759313635,0.01581203125,0.818959694408072,-0.171467556171653,-2.84276385051423,3.68e-05,5301405,295312.566400038,267188.318839099,0,0,0,0,0,-176.438805843922,229499803
0.088344827586207,0.142857142857143,0.1,4.30222513458963,0.51571703125,1.83561847858272,3.39453430688671,6.25582447935638,3.68000000000001e-05,5301405,145311.367525687,117189.042601296,0,0,0,0,0,-204.717443639485,1067447178
0.0883448275862069,0.142857142857143,0.1,4.31314307463513,0.51571703125,1.83498051266753,3.41321272279652,6.03918444738808,3.68e-05,5301405,145313.02814697,117186.469659882,0,0,0,0,0,-204.711796285052,445371333
0.0883448275862069,0.142857142857143,0.1,4.25071069061998,0.51571703125,1.83506263358138,3.39290553305849,6.47814577859263,3.68e-05,5301405,145311.940831276,117188.216779139,0,0,0,0,0,-204.740775123166,145737314
0.0883448275862069,0.142857142857143,0.1,4.15738505464548,0.51571703125,1.83688743819182,3.41799708576324,6.63316015106715,3.68e-05,5301405,145312.796604081,117187.63703559,0,0,0,0,0,-204.782846195132,403750366
0.0883448275862069,0.142857142857143,0.1,4.29721848064884,0.51571703125,1.8353366784746,3.3912349913329,6.29500465844124,3.68e-05,5301405,145313.420385033,117186.128601721,0,0,0,0,0,-204.718305360597,77774810
0.0883448275862069,0.142857142857143,0.1,-0.535721350242172,0.26576453125,0.0120937402017532,-1.55782682551713,0.159074336167232,3.68e-05,5301405,70313.5027246661,192187.880801893,0,0,0,0,0,-983.532501187648,3870526
0.0883448275862069,0.142857142857143,0.1,-0.901136402723096,0.26576453125,0.0130412586203246,-1.63642644530343,0.297142033618858,3.68e-05,5301405,70312.7426478944,192188.015340946,0,0,0,0,0,-983.559085189584,953034259
0.0883448275862069,0.142857142857143,0.1,-0.993777507676221,0.26576453125,0.015058182578294,-1.87872554391959,0.370243153958671,3.68e-05,5301405,70313.76197522,192187.890232923,0,0,0,0,0,-983.555748187333,221955986
0.0883448275862069,0.142857142857143,0.1,-0.925204589311109,0.26576453125,0.0126455555782498,-1.7470257174159,0.325043942376987,3.68e-05,5301405,70313.3839599254,192187.856965094,0,0,0,0,0,-983.553871821498,424732205
0.0883448275862069,0.142857142857143,0.1,0.141353257218509,0.26576453125,0.011640763901553,-1.30350827042093,-0.110118074733829,3.68e-05,5301405,70313.1339544122,192188.476621616,0,0,0,0,0,-983.473275989891,406294673
0.0883448275862069,0.142857142857143,0.1,-12.2203256431198,0.76566953125,10.7115146239701,4.20546749999403,-5.32250558454447,3.68e-05,5301405,220314.705707656,42187.7542971719,0,0,0,0,0,-302.320658704946,462230485
0.0883448275862069,0.142857142857143,0.1,-12.7571360713814,0.76566953125,12.4646799382588,4.62269953246464,-5.3780556666397,3.68e-05,5301405,220312.98831058,42185.8428310207,0,0,0,0,0,-305.68526549637,908074699
0.0883448275862069,0.142857142857143,0.1,-13.4096776790356,0.76566953125,11.735170758986,4.4772216803021,-5.09636252956956,3.68e-05,5301405,220312.296501895,42190.4743519297,0,0,0,0,0,-306.116930108938,5876435
0.0883448275862069,0.142857142857143,0.1,-13.1097350856266,0.76566953125,11.0806774109304,4.89990544879164,-5.43951552577646,3.67999999999999e-05,5301405,220311.471418756,42191.410642757,0,0,0,0,0,-306.830580684925,854767038
0.0883448275862069,0.142857142857143,0.1,-12.3348548993339,0.76566953125,11.9650068482577,4.38194479102751,-4.72809473812152,3.68000000000001e-05,5301405,220311.191240458,42187.3056874327,0,0,0,0,0,-305.782039124714,527321592
0.0883448275862069,0.142857142857143,0.1,-11.4593280488095,0.98437796875,12.7698186574663,3.49836023033374,1.3930118903123,3.68e-05,5301405,117188.817532243,107812.195883499,0,0,0,0,0,-304.205107645505,171118518
0.0883448275862069,0.142857142857143,0.1,-10.4628575881657,0.98437796875,12.1581163182877,2.79779244106828,1.04776008435826,3.68000000000001e-05,5301405,117186.757203367,107811.88554002,0,0,0,0,0,-301.144271144766,118520828
0.0883448275862069,0.142857142857143,0.1,-10.1654691024316,0.98437796875,11.8894912757587,2.80766484880447,0.960666709424882,3.68e-05,5301405,117188.865083761,107812.634058045,0,0,0,0,0,-300.476576020467,120713613
0.0883448275862069,0.142857142857143,0.1,-11.3771081978842,0.98437796875,12.5987291096325,3.27520721732193,1.27267031109524,3.68e-05,5301405,117186.890652165,107813.090674485,0,0,0,0,0,-303.584821180282,262893146
0.0883448275862069,0.142857142857143,0.1,-11.8110119965033,0.98437796875,12.7950103514172,3.43643810036428,1.44388463532155,3.68e-05,5301405,117188.203386774,107815.048138287,0,0,0,0,0,-304.576095514124,402750640
0.0883448275862069,0.142857142857143,0.1,-2.7451119424172,0.48447296875,1.09764079847723,-0.187757400328995,-1.56218565987585,3.68e-05,5301405,267186.587097963,257813.252680686,0,0,0,0,0,-188.03231864986,203686614
0.0883448275862069,0.142857142857143,0.1,-2.56500488525351,0.48447296875,1.19808317907532,0.762835932812746,-1.14735904025054,3.68e-05,5301405,267188.350803746,257812.764764935,0,0,0,0,0,-197.900585125948,443086546
0.088344827586207,0.142857142857143,0.1,-3.00314302776417,0.48447296875,0.774280932731923,-0.171500224529933,-2.89570472315155,3.68e-05,5301405,267187.849609463,257813.079478872,0,0,0,0,0,-176.035049508216,22469666
0.0883448275862069,0.142857142857143,0.1,-2.79242836714007,0.48447296875,1.0742151293337,-0.276714520863067,-1.66191485816872,3.68e-05,5301405,267185.879113172,257813.007297481,0,0,0,0,0,-187.048237822503,586333623
0.0883448275862069,0.142857142857143,0.1,-2.99399303486108,0.48447296875,0.769436096396985,-0.178588364255706,-2.89731114425274,3.68e-05,5301405,267186.248097269,257814.12567556,0,0,0,0,0,-176.050369493671,313915555
0.0883448275862069,0.142857142857143,0.1,-2.99803614559377,0.73442546875,1.75231346368566,0.804438109340496,-4.38829297677771,3.68e-05,5301405,192188.498999794,32813.5073820948,0,0,0,0,0,-201.042654550356,359974091
0.0883448275862069,0.142857142857143,0.1,-2.95100019536512,0.73442546875,0.673317672445542,-0.278961555571512,-3.13355672457645,3.68e-05,5301405,192185.786135152,32812.030312655,0,0,0,0,0,-172.718478879697,202312654
0.0883448275862069,0.142857142857143,0.1,-2.99540029891118,0.73442546875,0.697753196902938,-0.231374848049366,-3.12646509510505,3.68e-05,5301405,192188.997428061,32812.616656084,0,0,0,0,0,-172.842545513455,100034877
0.0883448275862069,0.142857142857143,0.1,-3.07179920205303,0.73442546875,0.798885657504151,0.0162514186240399,-3.29253733264746,3.67999999999999e-05,5301405,192189.116566756,32811.6594897145,0,0,0,0,0,-175.296463731541,664857126
