"I_0","gamma","b_3","sigma_P","sigma_M","rho","b_1","b_2","mu_H","N_0","R_0","C_0","r","g","epsilon","LL","seed"
1,0.0588235294117647,-3.15803149656001,0.29700859375,5.46497452212893,0.760854463186279,0.839552751716743,5.39492080182798,3.68e-05,5301405,0,0,0,0,0,-270.311528626003,356252133
1,0.0588235294117647,-2.20804862874297,0.29700859375,2.58428689374147,0.815098681550821,2.63530251563447,4.60038299961303,3.67999999999999e-05,5301405,0,0,0,0,0,-225.776526781484,171623332
1,0.0588235294117647,-8.5458219738596,0.04705609375,3.71105717307102,0.774743089642777,3.36715997134236,2.00217123667359,3.68e-05,5301405,0,0,0,0,0,-252.150151807635,1017629617
1,0.0588235294117647,-8.50722701068795,0.04705609375,3.44473842882643,0.708227909058495,3.44778567937978,1.99606546070918,3.68e-05,5301405,0,0,0,0,0,-254.065423774305,518352638
1,0.0588235294117647,-6.64641477030714,0.04705609375,2.38718593590624,0.81889967316093,2.48787466038808,1.32034701629882,3.68000000000001e-05,5301405,0,0,0,0,0,-227.750878205809,815079064
1,0.0588235294117647,-10.1035124622235,0.04705609375,8.12500168468745,0.764687041717489,4.65464286686135,1.39997163835974,3.68e-05,5301405,0,0,0,0,0,-288.90561299049,109908932
1,0.0588235294117647,-7.15522825767854,0.04705609375,2.73757416803833,0.762065406575813,2.90152811591745,1.48872711704336,3.68e-05,5301405,0,0,0,0,0,-236.550304864562,696115961
1,0.0588235294117647,1.34496872190371,0.54696109375,20.1928719535946,0.843947039726457,2.5281660517023,-3.94289569589338,3.68000000000001e-05,5301405,0,0,0,0,0,-346.611635132788,136371968
1,0.0588235294117647,0.369816747328388,0.54696109375,20.3394096524392,0.894980223596966,3.1251564049383,-3.92077949581427,3.68e-05,5301405,0,0,0,0,0,-341.216401531476,434001122
1,0.0588235294117647,1.20418296609237,0.54696109375,23.6981744574758,0.893748606159906,2.29521034123344,-4.93823793534525,3.68e-05,5301405,0,0,0,0,0,-351.781700383073,998147649
1,0.0588235294117647,1.97085880066109,0.54696109375,21.0952446149977,0.914916722426575,2.47148726171267,-3.84323178213286,3.68000000000001e-05,5301405,0,0,0,0,0,-344.233363451858,25754842
1,0.0588235294117647,0.0362656060256487,0.54696109375,25.0408995692783,0.875578630504898,1.12332689958565,-4.30200525504497,3.68e-05,5301405,0,0,0,0,0,-348.70367513629,520516609
1,0.0588235294117647,-6.54181948563356,0.42198484375,0.0105321357521256,0.0352290081773508,1.08231103762789,-1.61494085211725,3.68e-05,5301405,0,0,0,0,0,-992.842274516448,383107648
1,0.0588235294117647,-5.66338850768945,0.42198484375,0.0187159352513139,0.172592663495909,0.287246712197096,-0.16443885653706,3.68e-05,5301405,0,0,0,0,0,-881.852633676174,955691564
1,0.0588235294117647,-7.08352760926745,0.42198484375,0.0271312864600092,0.0252604218309421,1.35228337188522,-2.09450670316772,3.68e-05,5301405,0,0,0,0,0,-994.583877343969,728764350
1,0.0588235294117647,-7.15436645396446,0.42198484375,0.0420681933938389,0.0452777698930583,1.57240359084609,-2.35027966681829,3.68e-05,5301405,0,0,0,0,0,-994.54334361163,727512274
1,0.0588235294117647,-4.85740122334872,0.42198484375,0.00899131837208315,0.0793284546173582,3.4012195691643,-0.0946977658411947,3.68e-05,5301405,0,0,0,0,0,-957.872114808175,323158323
1,0.0588235294117647,4.01293389568083,0.92188984375,1.7656322108756,0.24809746249273,3.03320591271973,6.0316744967658,3.67999999999999e-05,5301405,0,0,0,0,0,-202.697923913064,816046557
1,0.0588235294117647,4.205501876453,0.92188984375,1.83013213249092,0.278299568770915,4.52119458414837,5.99426425405638,3.68e-05,5301405,0,0,0,0,0,-204.242414848046,711273723
1,0.0588235294117647,4.71916162172204,0.92188984375,1.83397082336808,0.286271824618802,4.56821449925697,6.0538477441862,3.68e-05,5301405,0,0,0,0,0,-204.29970352843,1047367659
1,0.0588235294117647,5.24565152330055,0.92188984375,1.82169179820162,0.272083676150051,4.01547004375606,6.32003269065774,3.68e-05,5301405,0,0,0,0,0,-204.072801694272,942285181
1,0.0588235294117647,4.18299529731593,0.92188984375,1.75487352579969,0.259297888601643,2.9711209783072,5.65829083937905,3.68e-05,5301405,0,0,0,0,0,-202.623431817601,1054371324
1,0.0588235294117647,-9.96304081662892,0.67193734375,4.96177655513224,0.780300456748232,-1.32731433983279,3.08911859133045,3.68e-05,5301405,0,0,0,0,0,-277.60933320927,751312186
1,0.0588235294117647,-11.4853030568106,0.67193734375,5.46569841629556,0.731572405538065,-1.15637344361667,3.66839136571155,3.68e-05,5301405,0,0,0,0,0,-284.588448785401,388867956
1,0.0588235294117647,-11.8121686514803,0.67193734375,6.05868623541563,0.747315196087642,-0.749112800923678,3.57457112400878,3.67999999999999e-05,5301405,0,0,0,0,0,-285.82358340421,96285155
1,0.0588235294117647,-8.36439420859889,0.67193734375,3.59053066904825,0.674854876353581,-1.26338645408379,2.40115303753607,3.68000000000001e-05,5301405,0,0,0,0,0,-253.965797236752,847690409
1,0.0588235294117647,-11.8060258811601,0.67193734375,6.18540408213161,0.680850913793471,-0.898226886256205,3.70997381493242,3.68e-05,5301405,0,0,0,0,0,-286.504409888263,870326962
1,0.0588235294117647,0.117750469147299,0.17203234375,1.46103742049447,0.796152946498403,3.71684893085359,1.84719001649313,3.68000000000001e-05,5301405,0,0,0,0,0,-195.329076416433,632575440
1,0.0588235294117647,0.144213162442511,0.17203234375,1.46646740312995,0.805562528720771,3.72274560993302,1.81462131497832,3.68e-05,5301405,0,0,0,0,0,-195.354733613285,699355865
1,0.0588235294117647,0.31027361826798,0.17203234375,1.45216250377158,0.664999893980829,3.66632071199932,1.98920277130731,3.68000000000001e-05,5301405,0,0,0,0,0,-195.025112084577,514898487
1,0.0588235294117647,0.070024114948204,0.17203234375,1.49456538011097,0.802322855117488,3.81461147426514,1.43621774608885,3.68e-05,5301405,0,0,0,0,0,-196.09376001074,503096740
1,0.0588235294117647,0.242917495364228,0.17203234375,1.45550772335409,0.700438304358811,3.69617357627397,1.88002777974162,3.68000000000001e-05,5301405,0,0,0,0,0,-195.11053614641,987122901
1,0.0588235294117647,-13.5135067847328,0.26576453125,7.78232934334877,0.744845919846889,7.14241472337545,2.58265166260849,3.68e-05,5301405,0,0,0,0,0,-292.726364332271,574099108
1,0.0588235294117647,-12.1399024103853,0.26576453125,8.08188309233596,0.716760682828163,6.35844058797426,2.25611068188067,3.68e-05,5301405,0,0,0,0,0,-291.843701183814,537547217
1,0.0588235294117647,-12.6776291680452,0.26576453125,7.41240341620576,0.760240227745915,6.91555984998271,2.51388490218826,3.67999999999999e-05,5301405,0,0,0,0,0,-292.011759697246,57025195
1,0.0588235294117647,-12.7387367512914,0.26576453125,7.91662251914831,0.771961916754668,5.85727376133405,2.61493701579218,3.68e-05,5301405,0,0,0,0,0,-290.724908093003,381241029
1,0.0588235294117647,-12.1573660735017,0.26576453125,8.90481843447373,0.736356766046142,6.52904417640421,2.2460193494857,3.68e-05,5301405,0,0,0,0,0,-292.541660573188,74219157
1,0.0588235294117647,-2.94168726613646,0.76566953125,1.70456534411941,0.753084840130665,2.01282079389748,-0.149385740749586,3.68e-05,5301405,0,0,0,0,0,-212.014678906364,24318549
1,0.0588235294117647,0.337550677841556,0.76566953125,1.45138046455412,0.638213642367192,3.70181988625922,2.11035105718908,3.67999999999999e-05,5301405,0,0,0,0,0,-195.463329812774,371380169
1,0.0588235294117647,-1.88281872009283,0.76566953125,3.20239052875319,0.765071376793573,4.24892326969996,-0.588177874325069,3.68000000000001e-05,5301405,0,0,0,0,0,-245.868554283631,820860472
1,0.0588235294117647,0.374419521827579,0.76566953125,1.43886874785661,0.591155257298946,3.69004698078244,2.14883023557043,3.68e-05,5301405,0,0,0,0,0,-195.383973400309,861722565
1,0.0588235294117647,-1.0616080384839,0.76566953125,1.87891938946181,0.804947582141929,4.51603032525111,0.734375275845879,3.68e-05,5301405,0,0,0,0,0,-210.243673386492,741982337
1,0.0588235294117647,-4.96227577221075,0.51571703125,8.93870450058264,0.900695381270797,6.16037877682395,-1.76056068791589,3.68e-05,5301405,0,0,0,0,0,-300.14073476689,941106937
1,0.0588235294117647,-5.62380879214506,0.51571703125,10.8510577761264,0.795899353779496,4.65730200860238,-1.3566869753009,3.68e-05,5301405,0,0,0,0,0,-303.125063651617,348378330
1,0.0588235294117647,-5.48836657870429,0.51571703125,8.36017385022024,0.840462336059514,5.66395624110597,-1.09548505000671,3.68e-05,5301405,0,0,0,0,0,-296.745280433074,215572718
1,0.0588235294117647,-4.78493312332899,0.51571703125,11.0655984709343,0.839786582358568,4.94645449368039,-2.13120712669216,3.67999999999999e-05,5301405,0,0,0,0,0,-308.686145101135,334546978
1,0.0588235294117647,-4.62957099692718,0.51571703125,14.0475441824106,0.876683404576986,3.6913660176682,-2.70590908384629,3.68e-05,5301405,0,0,0,0,0,-316.255506672314,973998060
1,0.0588235294117647,5.55484705925516,0.01581203125,1.76977686432948,0.241911912787739,2.6564624371869,5.00484117865423,3.68e-05,5301405,0,0,0,0,0,-202.840384718826,147117132
1,0.0588235294117647,4.28748046679337,0.01581203125,1.73972294003663,0.239772405111255,2.64609357466571,4.47022797450772,3.68e-05,5301405,0,0,0,0,0,-202.102836359615,734351420
1,0.0588235294117647,3.80719646079582,0.01581203125,1.72380966505904,0.239604368306271,2.57670327122779,4.75881187401706,3.68e-05,5301405,0,0,0,0,0,-201.676335785403,815564285
1,0.0588235294117647,4.67876906434187,0.01581203125,1.74154591222214,0.240937960598356,2.45639538713412,5.10741148878829,3.68e-05,5301405,0,0,0,0,0,-202.09281579785,235491609
1,0.0588235294117647,4.56203275637194,0.01581203125,1.74659298332006,0.259471808842402,2.61662389158902,4.56697563639751,3.68e-05,5301405,0,0,0,0,0,-202.292544316602,898480154
1,0.0588235294117647,-7.93962238754169,0.89064578125,3.04360817119199,0.813153166121776,-1.85764540831594,2.15490911002052,3.67999999999999e-05,5301405,0,0,0,0,0,-244.128224486677,361499518
1,0.0588235294117647,-7.55828943010493,0.89064578125,2.88322160858543,0.822603329955783,-1.4996301262046,2.16083424306178,3.68e-05,5301405,0,0,0,0,0,-237.447340391841,973612368
1,0.0588235294117647,-8.24575247112795,0.89064578125,3.34063253256425,0.802753366872792,-1.65266837016482,2.4328460245602,3.68e-05,5301405,0,0,0,0,0,-261.246775609608,926545324
1,0.0588235294117647,-7.89267473605599,0.89064578125,3.43354121949264,0.822962329449485,-1.83476858087373,2.39051659666241,3.68e-05,5301405,0,0,0,0,0,-243.444219178557,394609780
1,0.0588235294117647,-6.98949350793896,0.89064578125,3.01569603395639,0.77934182545357,-2.22033996426703,1.71404966215673,3.68e-05,5301405,0,0,0,0,0,-250.26264621794,236694154
1,0.0588235294117647,0.498667316031498,0.39074078125,1.45353036181443,0.537037103853058,3.60618484985686,2.25050273582289,3.68e-05,5301405,0,0,0,0,0,-195.065627883346,897771443
1,0.0588235294117647,0.479640874390342,0.39074078125,1.44836576833482,0.550833778792754,3.61521144289609,2.20927002710357,3.68e-05,5301405,0,0,0,0,0,-195.054994898883,958021467
1,0.0588235294117647,0.488061832525189,0.39074078125,1.44928380342207,0.548173608670677,3.60986398559117,2.22018858359212,3.68e-05,5301405,0,0,0,0,0,-195.052821572439,482740217
1,0.0588235294117647,0.493960288542033,0.39074078125,1.45266994697927,0.545115478739262,3.60521449732051,2.23447533296781,3.68e-05,5301405,0,0,0,0,0,-195.063848373275,322118779
1,0.0588235294117647,0.49830702126041,0.39074078125,1.45098915078797,0.542031414470967,3.60750113893401,2.24097866389342,3.67999999999999e-05,5301405,0,0,0,0,0,-195.062476779902,1031588446
1,0.0588235294117647,-15.4926966889159,0.14078828125,134.408978052593,0.0228628842327919,0.251057958897998,-5.88305083244552,3.67999999999999e-05,5301405,0,0,0,0,0,-423.148521336468,491487153
1,0.0588235294117647,-15.4222437241745,0.14078828125,134.608694638036,0.0560458906724258,0.348747591428122,-5.39977441557319,3.67999999999999e-05,5301405,0,0,0,0,0,-423.119285474427,848220031
1,0.0588235294117647,-15.706753470821,0.14078828125,133.966697479555,0.0268848295212169,-0.305867699509079,-5.80787718674991,3.68e-05,5301405,0,0,0,0,0,-423.156033092992,548373275
1,0.0588235294117647,-15.3289147781653,0.14078828125,134.74776053649,0.0240653688863581,0.487105020890064,-5.42509290381802,3.68e-05,5301405,0,0,0,0,0,-423.137544392357,577586551
1,0.0588235294117647,-14.5389562797398,0.14078828125,133.884926740105,0.0378573086029422,0.941909956166248,-5.16342514720041,3.68e-05,5301405,0,0,0,0,0,-423.133505272846,332302322
1,0.0588235294117647,-0.160065764582487,0.64069328125,1.5041745930023,0.478983084251233,3.80909043355208,5.52329562338971,3.67999999999999e-05,5301405,0,0,0,0,0,-196.287761512461,163108091
1,0.0588235294117647,0.413889178183753,0.64069328125,1.44327172940585,0.575722125228925,3.64528999037285,2.22322124726166,3.68e-05,5301405,0,0,0,0,0,-195.262600909432,911984307
1,0.0588235294117647,-0.595854343553268,0.64069328125,1.49018625255947,0.828796901431728,3.79701055044873,1.91511720334879,3.67999999999999e-05,5301405,0,0,0,0,0,-197.059982815644,347865884
1,0.0588235294117647,0.24802871790823,0.64069328125,1.45112514785724,0.673270708683801,3.70712396980874,2.04471476302092,3.68000000000001e-05,5301405,0,0,0,0,0,-195.408954488513,1022485758
1,0.0588235294117647,-0.325856012847852,0.64069328125,1.50754476085013,0.51694307447183,3.98609128637572,5.34771815200205,3.68e-05,5301405,0,0,0,0,0,-196.464413198064,778336829
1,0.0588235294117647,-1.63675246932377,0.07830015625,1.5749227724024,0.475690618788882,5.89785242820254,7.61020970448422,3.68000000000001e-05,5301405,0,0,0,0,0,-198.004424836351,695572226
1,0.0588235294117647,-2.05311612768227,0.07830015625,1.60327843620509,0.623670025238982,6.46117391876942,7.21498452944351,3.68e-05,5301405,0,0,0,0,0,-198.877980420875,449634180
1,0.0588235294117647,-1.95709007973093,0.07830015625,1.57639334256121,0.491565121925273,6.22838709204751,7.9810332610154,3.68000000000001e-05,5301405,0,0,0,0,0,-198.219242713288,922470274
1,0.0588235294117647,-1.61985639651741,0.07830015625,1.57491359925599,0.501312808759747,5.97732280272424,7.26960177728416,3.68000000000001e-05,5301405,0,0,0,0,0,-198.127940466648,40089849
1,0.0588235294117647,-1.47615893061469,0.07830015625,1.56926267391804,0.480284475896661,5.7916099228175,7.28023111084655,3.68e-05,5301405,0,0,0,0,0,-197.962359199697,485060575
1,0.0588235294117647,5.78967035018497,0.57820515625,2.13657604190742,0.714291110897027,3.89364466253832,1.4429250303643,3.68000000000001e-05,5301405,0,0,0,0,0,-211.050969574864,722932618
1,0.0588235294117647,5.45778688591958,0.57820515625,12.2624622613303,0.547967155782597,2.38321511504819,-0.953025445656746,3.67999999999999e-05,5301405,0,0,0,0,0,-300.090307576846,522439001
1,0.0588235294117647,5.20089792990374,0.57820515625,2.19756085862102,0.542832569501106,3.40749188944441,1.5068093331356,3.68000000000001e-05,5301405,0,0,0,0,0,-212.565552748622,357786961
1,0.0588235294117647,5.9478139574125,0.57820515625,8.71181351463729,0.433958355548993,2.61410226659712,-0.403086897181582,3.68e-05,5301405,0,0,0,0,0,-282.381984337703,703325719
1,0.0588235294117647,4.16723685042718,0.57820515625,2.6425884359553,0.612747290829104,3.69260746718546,0.652017818303957,3.67999999999999e-05,5301405,0,0,0,0,0,-220.09577749079,188976349
1,0.0588235294117647,-15.033437688473,0.82815765625,0.074890730426106,0.0307709628019232,3.17599064169871,-6.5931539075144,3.68e-05,5301405,0,0,0,0,0,-1017.74261110337,859110814
1,0.0588235294117647,-13.8246727413552,0.82815765625,0.136103738118259,0.0517337237618563,2.25932531689288,-6.73108862217154,3.67999999999999e-05,5301405,0,0,0,0,0,-1017.74261110337,431969736
1,0.0588235294117647,-14.8918835213845,0.82815765625,0.749959713544493,0.0477556585650395,2.37696860564525,-6.5225745656203,3.68e-05,5301405,0,0,0,0,0,-1014.53184442167,194570163
1,0.0588235294117647,-13.9794751854,0.82815765625,8.34929738459939,0.0342012888600596,1.66403184768931,-6.33511039100873,3.68e-05,5301405,0,0,0,0,0,-650.732873946662,156511738
1,0.0588235294117647,-13.9653479987435,0.82815765625,0.198947856806976,0.0554148199202469,1.98700401471648,-6.75641950566818,3.67999999999999e-05,5301405,0,0,0,0,0,-1017.74261110337,424709661
1,0.0588235294117647,-3.46287260508823,0.32825265625,1.47134915344738,0.481992514263272,-0.45854285933305,-0.0934003317063389,3.68e-05,5301405,0,0,0,0,0,-201.693363693803,672284964
1,0.0588235294117647,-3.47067970558369,0.32825265625,1.48832599778339,0.471883005873639,-0.552667656428689,-0.0911826215985999,3.67999999999999e-05,5301405,0,0,0,0,0,-201.632964475129,843473421
1,0.0588235294117647,-3.45247471882831,0.32825265625,1.45867374769987,0.46361736190614,-0.548118718585967,-0.104917716504241,3.68e-05,5301405,0,0,0,0,0,-201.662912493899,38192430
1,0.0588235294117647,-3.44549847070655,0.32825265625,1.47710205240872,0.488664156206032,-0.524093694599529,-0.103276776429147,3.68e-05,5301405,0,0,0,0,0,-201.657516655947,1002082238
1,0.0588235294117647,-3.49465837027684,0.32825265625,1.4475764730785,0.491878795955385,-0.483897203421255,-0.0765547044988828,3.68e-05,5301405,0,0,0,0,0,-201.650963421399,690368777
1,0.0588235294117647,-15.4373785555798,0.70318140625,8.11581585484189,0.818831562438827,-0.38094174944912,4.94529943584672,3.68e-05,5301405,0,0,0,0,0,-291.74841793755,653995239
1,0.0588235294117647,-14.4811016049474,0.70318140625,8.65184515793807,0.836172183480919,-0.322979977471198,4.56486439638864,3.68e-05,5301405,0,0,0,0,0,-290.683198814093,1024911261
1,0.0588235294117647,-14.257348578685,0.70318140625,7.80162946712395,0.833062320117363,0.280994489511432,4.34787993218461,3.68000000000001e-05,5301405,0,0,0,0,0,-289.172989673102,852180370
1,0.0588235294117647,-15.1460934081125,0.70318140625,8.33535774822133,0.79429034378401,-0.823258514296631,5.06498398728664,3.68e-05,5301405,0,0,0,0,0,-292.871923314184,364794348
1,0.0588235294117647,-15.046796038568,0.70318140625,9.48456205568174,0.799478583844115,-0.984754167445925,5.09459212345333,3.68e-05,5301405,0,0,0,0,0,-293.967619864287,50266052
1,0.0588235294117647,0.332991286934133,0.20327640625,1.45279029542511,0.648735130405795,3.6574678326599,2.02671361234153,3.68e-05,5301405,0,0,0,0,0,-195.015709826537,961754280
1,0.0588235294117647,-3.74135114258779,0.20327640625,1.46862167291143,0.74123775687925,0.0806541812109708,0.0731046156991043,3.68e-05,5301405,0,0,0,0,0,-201.9334745782,582861388
