"delta","gamma","phi","sigma_P","sigma_M","rho","Beta_0","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.379310344827586,0.0588235294117647,1.2200276904297,0.26576453125,0.819337470553911,0.021660449653977,0.0701796109518879,3.68e-05,5281842,215623.999177969,0,0,0,0.01721420632104,0,-177.066622838466,375902188
0.379310344827586,0.0588235294117647,1.21587339016053,0.26576453125,0.821973776737949,0.0215384446285546,0.0701157010546257,3.68e-05,5281842,215624.521271642,0,0,0,0.01721420632104,0,-177.051542943231,634157102
0.379310344827586,0.0588235294117647,1.22254209157831,0.26576453125,0.817947193173834,0.0215648019748907,0.0701363686557969,3.68e-05,5281842,215625.087294629,0,0,0,0.01721420632104,0,-177.054705139976,65636098
0.379310344827586,0.0588235294117647,1.22217410715564,0.26576453125,0.816931738379835,0.0216731306970716,0.0701275760208511,3.68e-05,5281842,215624.820009275,0,0,0,0.01721420632104,0,-177.063245433442,586730761
0.379310344827586,0.0588235294117647,1.2161514013018,0.26576453125,0.817113684002951,0.0216986536294796,0.0702527637326177,3.68e-05,5281842,215626.650147907,0,0,0,0.01721420632104,0,-177.067619122669,566021738
0.379310344827586,0.0588235294117647,1.7756782582716,0.76566953125,3.77873064537942,0.628909809762655,0.391950414268325,3.68e-05,5281842,515624.761597101,0,0,0,0.01721420632104,0,-318.433140282136,579387017
0.379310344827586,0.0588235294117647,2.10286564951962,0.76566953125,4.63078476157561,0.349115917309154,0.374769395693639,3.68e-05,5281842,515625.886772635,0,0,0,0.01721420632104,0,-324.86584309235,917365110
0.379310344827586,0.0588235294117647,1.23013621206064,0.76566953125,0.830310613791783,0.0287610321654536,0.0767072905561904,3.68e-05,5281842,515625.500520498,0,0,0,0.01721420632104,0,-183.173052733969,779159415
0.379310344827586,0.0588235294117647,1.63678102116406,0.76566953125,3.41562519842296,0.306741519135505,0.389767420778511,3.68000000000001e-05,5281842,515627.108013138,0,0,0,0.01721420632104,0,-338.532422119263,412669233
0.379310344827586,0.0588235294117647,1.38669649981936,0.76566953125,1.863553296898,0.233048827203955,0.133110498073198,3.68000000000001e-05,5281842,515626.851609581,0,0,0,0.01721420632104,0,-200.984914664265,551399442
0.379310344827586,0.0588235294117647,1.39194358141988,0.51571703125,0.858394140138492,0.0891726593642799,0.05284821500467,3.68000000000001e-05,5281842,65625.5148962453,0,0,0,0.01721420632104,0,-183.312002171753,861385127
0.379310344827586,0.0588235294117647,1.35848524135283,0.51571703125,0.851425380348763,0.0716083805461016,0.0536687715295072,3.68e-05,5281842,65624.7441289588,0,0,0,0.01721420632104,0,-183.168925454312,1044524674
0.379310344827586,0.0588235294117647,1.07575673427508,0.51571703125,0.743431478486646,0.018750928696515,0.0684975224420383,3.68e-05,5281842,65625.4779889928,0,0,0,0.01721420632104,0,-175.27288964996,351259938
0.379310344827586,0.0588235294117647,0.567301454107122,0.51571703125,1.26702572252148,0.0848046957846986,0.0994282033844245,3.68000000000001e-05,5281842,65625.2685830878,0,0,0,0.01721420632104,0,-191.966314171662,516599713
0.379310344827586,0.0588235294117647,0.907472529128132,0.51571703125,0.974621651579732,0.032763255532436,0.0669663102179017,3.68e-05,5281842,65627.1740197116,0,0,0,0.01721420632104,0,-180.669806330823,52624459
