"delta","gamma","phi","sigma_P","sigma_M","rho","Beta_0","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.724137931034483,0.0588235294117647,1.23481515014256,0.07830015625,0.69324145559289,0.0477623754452429,0.0662413503316931,3.68e-05,5281842,253126.287503425,0,0,0,0.01721420632104,0,-170.634888407594,1013572214
0.724137931034483,0.0588235294117647,1.29659167588077,0.07830015625,0.779416498497106,0.132518660520847,0.0562486914556444,3.68e-05,5281842,253126.594958082,0,0,0,0.01721420632104,0,-176.97575307268,346456406
0.724137931034483,0.0588235294117647,1.15082168149969,0.07830015625,0.595812514519884,0.0343963148842467,0.069139508623069,3.68e-05,5281842,253127.019343669,0,0,0,0.01721420632104,0,-166.955494825188,636831706
0.724137931034483,0.0588235294117647,1.17230112557394,0.07830015625,0.640264558619874,0.0388987444572705,0.0681346742589505,3.68e-05,5281842,253126.129383064,0,0,0,0.01721420632104,0,-167.601553577688,886550402
0.724137931034483,0.0588235294117647,1.15407861541793,0.07830015625,0.594500446366527,0.0346316794390228,0.0688983418067904,3.67999999999999e-05,5281842,253125.257710638,0,0,0,0.01721420632104,0,-166.943028730071,664816244
0.724137931034483,0.0588235294117647,1.18630089888872,0.57820515625,0.6319610788283,0.0394243729105105,0.0759217520373526,3.68e-05,5281842,553125.75865966,0,0,0,0.01721420632104,0,-171.766339300484,897487904
0.724137931034483,0.0588235294117647,1.18949103953133,0.57820515625,0.631634563280609,0.0402379518593676,0.0755784745115168,3.68e-05,5281842,553125.007982097,0,0,0,0.01721420632104,0,-171.761844923621,312656829
0.724137931034483,0.0588235294117647,1.18278325280116,0.57820515625,0.63258471514131,0.0400375655007732,0.0759527198940608,3.68e-05,5281842,553122.514397321,0,0,0,0.01721420632104,0,-171.796057122533,46285001
0.724137931034483,0.0588235294117647,1.18330659800598,0.57820515625,0.630274992722185,0.0403888986697704,0.0758380192064187,3.68e-05,5281842,553126.249779946,0,0,0,0.01721420632104,0,-171.78475149451,589912903
0.724137931034483,0.0588235294117647,1.18067880469066,0.57820515625,0.623225536892747,0.0388454942950274,0.0762315312037539,3.68e-05,5281842,553124.692827792,0,0,0,0.01721420632104,0,-171.769540099872,51918159
0.724137931034483,0.0588235294117647,2.28472100314758,0.82815765625,0.0704224663282493,0.196875460447019,3.26709122036004,3.68e-05,5281842,103126.389023723,0,0,0,0.01721420632104,0,-528.687545044105,492340411
0.724137931034483,0.0588235294117647,0.564285160380095,0.82815765625,3.39620639517085,0.0731629814763428,0.319277095391495,3.68e-05,5281842,103124.731970264,0,0,0,0.01721420632104,0,-475.829803437424,684798701
0.724137931034483,0.0588235294117647,2.35153208293719,0.82815765625,0.129981296729765,0.2349519889862,3.21255031636831,3.68e-05,5281842,103126.955142168,0,0,0,0.01721420632104,0,-507.710141721671,602388222
0.724137931034483,0.0588235294117647,0.644769060626123,0.82815765625,1.4365485353271,0.462655022476383,12.6748949544549,3.68e-05,5281842,103126.320250855,0,0,0,0.01721420632104,0,-195.098950480312,1064956398
0.724137931034483,0.0588235294117647,2.21940519690348,0.82815765625,1.66548171828249,0.170258964073392,4.00999949856538,3.68e-05,5281842,103124.178169811,0,0,0,0.01721420632104,0,-413.497917765908,972334893
0.724137931034483,0.0588235294117647,1.18036474464959,0.32825265625,0.615176860730428,0.0372624644617563,0.0720530736515784,3.68e-05,5281842,403125.778633688,0,0,0,0.01721420632104,0,-169.003469303463,404731672
0.724137931034483,0.0588235294117647,1.18169990665742,0.32825265625,0.612572704526479,0.036849533359794,0.0721994351031065,3.67999999999999e-05,5281842,403124.540267435,0,0,0,0.01721420632104,0,-169.002613733916,529653565
0.724137931034483,0.0588235294117647,1.17954871631104,0.32825265625,0.617978417980665,0.0372675970711437,0.0720476365118565,3.68e-05,5281842,403125.000691339,0,0,0,0.01721420632104,0,-169.005089201767,629105112
0.724137931034483,0.0588235294117647,1.18283631228072,0.32825265625,0.610363685757185,0.0371162820736899,0.0718711061850085,3.68e-05,5281842,403125.54497319,0,0,0,0.01721420632104,0,-168.96459404946,320594055
0.724137931034483,0.0588235294117647,1.17941212406958,0.32825265625,0.611194294719311,0.0368530350433007,0.0721826632872967,3.68e-05,5281842,403125.154425178,0,0,0,0.01721420632104,0,-168.998375989429,972403977
0.724137931034483,0.0588235294117647,1.06798268652464,0.70318140625,0.532837694463421,0.0310478432157069,0.071133735732594,3.68e-05,5281842,178125.906617613,0,0,0,0.01721420632104,0,-168.451028370998,54502609
0.724137931034483,0.0588235294117647,1.06876583924661,0.70318140625,0.52956740091246,0.0315619062526125,0.0709005807270048,3.68e-05,5281842,178125.202967011,0,0,0,0.01721420632104,0,-168.448727235202,555548199
0.724137931034483,0.0588235294117647,1.07055863192298,0.70318140625,0.526119420641342,0.0312058607723607,0.0710307924436795,3.68000000000001e-05,5281842,178126.7173339,0,0,0,0.01721420632104,0,-168.446765996155,111446562
