"delta","gamma","phi","sigma_P","sigma_M","rho","Beta_0","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.241379310344828,0.0588235294117647,1.22071143203853,0.445417890625,0.949120379814724,0.0215834028965546,0.0691133577721938,3.68e-05,5281842,145314.423070957,0,0,0,0.01721420632104,0,-182.612519882806,743890497
0.241379310344828,0.0588235294117647,1.22250917675586,0.445417890625,0.957413452886495,0.0212865727008897,0.0690748596200864,3.68e-05,5281842,145312.648995437,0,0,0,0.01721420632104,0,-182.592808270016,473138058
0.241379310344828,0.0588235294117647,1.23202451687522,0.445417890625,0.952901149460284,0.0219050728086294,0.0688767135230468,3.68e-05,5281842,145313.045243385,0,0,0,0.01721420632104,0,-182.603454507796,455230458
0.241379310344828,0.0588235294117647,1.22004186261149,0.445417890625,0.950386340542272,0.0215791122143419,0.0689091711441829,3.68e-05,5281842,145313.768282078,0,0,0,0.01721420632104,0,-182.599790665689,187874482
0.241379310344828,0.0588235294117647,1.2294966634723,0.445417890625,0.945537126962112,0.0211862218180044,0.0691389551891822,3.68e-05,5281842,145314.147345722,0,0,0,0.01721420632104,0,-182.605023245465,4564281
0.241379310344828,0.0588235294117647,1.25478392670729,0.945322890625,0.923699796922544,0.0255247577392862,0.0759359638510591,3.68e-05,5281842,445311.619883493,0,0,0,0.01721420632104,0,-187.564843848901,175308574
0.241379310344828,0.0588235294117647,1.29353419152747,0.945322890625,0.910334347384198,0.0278103565346012,0.0738121443506651,3.68e-05,5281842,445314.375395111,0,0,0,0.01721420632104,0,-187.537743398281,740662253
0.241379310344828,0.0588235294117647,1.27449400589457,0.945322890625,0.927785147254919,0.0258882265391667,0.0757931466800509,3.68e-05,5281842,445312.530625694,0,0,0,0.01721420632104,0,-187.66573195914,813160101
0.241379310344828,0.0588235294117647,1.18748883144314,0.945322890625,0.898003952935189,0.0252588799971178,0.0771154848860831,3.68e-05,5281842,445313.844389419,0,0,0,0.01721420632104,0,-187.794828263626,16603907
0.241379310344828,0.0588235294117647,1.24280880715578,0.945322890625,0.928759921302377,0.0275782103556892,0.0747392085258373,3.68e-05,5281842,445312.868034567,0,0,0,0.01721420632104,0,-187.625155532459,854390382
0.241379310344828,0.0588235294117647,1.53419206427817,0.695370390625,6.98674251861164,0.0921368629604084,0.182091418135548,3.68e-05,5281842,295313.337204881,0,0,0,0.01721420632104,0,-261.469130820338,348798832
0.241379310344828,0.0588235294117647,1.29205506206197,0.695370390625,0.97087256071801,0.0271566619970044,0.071284183106066,3.68e-05,5281842,295311.092873188,0,0,0,0.01721420632104,0,-186.099124222681,140860685
0.241379310344828,0.0588235294117647,1.26087612296516,0.695370390625,0.964209580003182,0.0266978466033984,0.071910598725211,3.68e-05,5281842,295313.264220812,0,0,0,0.01721420632104,0,-186.145830804329,173030586
0.241379310344828,0.0588235294117647,1.21555250981088,0.695370390625,0.956138645044151,0.0259005312820843,0.0726518217538518,3.68000000000001e-05,5281842,295312.023977057,0,0,0,0.01721420632104,0,-186.180092616414,100399553
0.241379310344828,0.0588235294117647,1.40822464231921,0.695370390625,1.94873832268477,0.205226762297348,0.100410116775926,3.68e-05,5281842,295314.403143101,0,0,0,0.01721420632104,0,-201.010954978505,274790626
0.241379310344828,0.0588235294117647,1.93282477429792,0.195465390625,0.24181794809936,0.0831580241493425,0.0308466157991422,3.68000000000001e-05,5281842,595312.729029276,0,0,0,0.01721420632104,0,-721.151173369185,421638606
0.241379310344828,0.0588235294117647,1.4307477340964,0.195465390625,0.069196428278403,0.0579134895198391,0.0319112335694456,3.67999999999999e-05,5281842,595312.11042847,0,0,0,0.01721420632104,0,-805.37978064486,428866619
0.241379310344828,0.0588235294117647,1.95997014701637,0.195465390625,1.34610287314401,0.167765372296313,0.0761009177751792,3.68e-05,5281842,595311.198985301,0,0,0,0.01721420632104,0,-202.836428025827,504586466
0.241379310344828,0.0588235294117647,1.47693151641576,0.195465390625,0.434578673272549,0.111222956124248,0.0381886098152286,3.68e-05,5281842,595312.823124631,0,0,0,0.01721420632104,0,-565.663267459561,778495313
0.241379310344828,0.0588235294117647,1.54858782405102,0.195465390625,1.39167852971939,0.358343259929858,0.0741935419029122,3.68e-05,5281842,595311.907842752,0,0,0,0.01721420632104,0,-197.526748762262,283655732
0.241379310344828,0.0588235294117647,1.09723378806998,0.820346640625,0.834050556561094,0.0189597958998179,0.0688977934534027,3.68e-05,5281842,70312.7936924035,0,0,0,0.01721420632104,0,-180.699249849923,307599701
0.241379310344828,0.0588235294117647,1.12031650991194,0.820346640625,0.829629720887114,0.0190261356220647,0.0683622284775428,3.68e-05,5281842,70313.2706435822,0,0,0,0.01721420632104,0,-180.671205080965,795046098
0.241379310344828,0.0588235294117647,1.10621591819022,0.820346640625,0.843315138345543,0.0192136564895042,0.0685115779073789,3.68e-05,5281842,70312.1994559789,0,0,0,0.01721420632104,0,-180.684816039617,698305343
0.241379310344828,0.0588235294117647,1.09142993859231,0.820346640625,0.837975765003272,0.0184541095591402,0.0686391661385728,3.67999999999999e-05,5281842,70313.6211256297,0,0,0,0.01721420632104,0,-180.65768934805,687610618
0.241379310344828,0.0588235294117647,1.08823812959931,0.820346640625,0.843446430631021,0.0190375943174321,0.0683062418315371,3.68e-05,5281842,70312.9590166831,0,0,0,0.01721420632104,0,-180.662979099214,352207035
0.241379310344828,0.0588235294117647,1.38290078018604,0.320441640625,1.18147612262513,0.0744930567164504,0.0712572133552909,3.68e-05,5281842,370313.770673395,0,0,0,0.01721420632104,0,-190.224306676995,539250848
0.241379310344828,0.0588235294117647,1.37976356434356,0.320441640625,1.17526221791424,0.0738008403357689,0.0711398115797975,3.68e-05,5281842,370312.398734642,0,0,0,0.01721420632104,0,-190.210643350544,935877411
0.241379310344828,0.0588235294117647,1.38948843878574,0.320441640625,1.18432406517979,0.0739525486805092,0.0712560327854017,3.68e-05,5281842,370313.085649814,0,0,0,0.01721420632104,0,-190.209120482263,273890638
0.241379310344828,0.0588235294117647,1.38424341735665,0.320441640625,1.18837965205461,0.0749378292746575,0.0710661006745776,3.67999999999999e-05,5281842,370314.106513288,0,0,0,0.01721420632104,0,-190.186674869901,385240365
0.241379310344828,0.0588235294117647,1.38107998556328,0.320441640625,1.18216372104442,0.0740468160567439,0.0712880708988591,3.68e-05,5281842,370311.7836787,0,0,0,0.01721420632104,0,-190.215684265068,751890793
0.241379310344828,0.0588235294117647,1.32759818178484,0.070489140625,1.09228858746113,0.0365344235229839,0.0698803966518776,3.68e-05,5281842,220313.9539903,0,0,0,0.01721420632104,0,-185.495490974004,59579361
0.241379310344828,0.0588235294117647,1.33222219349539,0.070489140625,1.08957044962812,0.0368453839386682,0.0696977284655582,3.67999999999999e-05,5281842,220313.043122478,0,0,0,0.01721420632104,0,-185.486573257838,278722529
0.241379310344828,0.0588235294117647,1.32498250499243,0.070489140625,1.09008367507182,0.036716179556433,0.069767736610628,3.68e-05,5281842,220312.755746282,0,0,0,0.01721420632104,0,-185.492988187206,688111153
0.241379310344828,0.0588235294117647,1.33075581349877,0.070489140625,1.09082750915141,0.0366623127570257,0.0697501564239645,3.68e-05,5281842,220314.766539666,0,0,0,0.01721420632104,0,-185.486804654648,555472636
0.241379310344828,0.0588235294117647,1.33353335417634,0.070489140625,1.09088545029073,0.0366021136922869,0.0697202641740892,3.68e-05,5281842,220313.740755856,0,0,0,0.01721420632104,0,-185.483363753443,892472484
0.241379310344828,0.0588235294117647,1.37095868726584,0.570394140625,1.15914178685268,0.0691710071256518,0.0758487271738799,3.68e-05,5281842,520313.292369147,0,0,0,0.01721420632104,0,-192.738339508681,226757725
0.241379310344828,0.0588235294117647,1.38476402270511,0.570394140625,1.227470770271,0.128985796832754,0.071970213197326,3.68e-05,5281842,520311.061026149,0,0,0,0.01721420632104,0,-193.077549058206,642037319
0.241379310344828,0.0588235294117647,1.39669119289809,0.570394140625,1.22264622215175,0.125322193928135,0.0718342809679562,3.67999999999999e-05,5281842,520312.621522323,0,0,0,0.01721420632104,0,-193.010277590847,946397787
0.241379310344828,0.0588235294117647,1.35042107525622,0.570394140625,1.19055762378058,0.0749617566237097,0.0752069860921359,3.68e-05,5281842,520311.897137387,0,0,0,0.01721420632104,0,-192.643236380806,1018943601
0.241379310344828,0.0588235294117647,1.38367351601921,0.570394140625,1.16565663391918,0.0771816102759571,0.0750071274738951,3.68e-05,5281842,520312.897230486,0,0,0,0.01721420632104,0,-192.673149161374,822076934
0.275862068965517,0.0588235294117647,1.55013490962933,0.60944921875,5.36019821936582,0.558347923617151,0.225269583428776,3.68e-05,5281842,346872.044085085,0,0,0,0.01721420632104,0,-257.919396346388,960761131
0.275862068965517,0.0588235294117647,1.2946656311514,0.60944921875,1.20797452300793,0.228015601998935,0.0585608620494796,3.68e-05,5281842,346875.421568531,0,0,0,0.01721420632104,0,-190.619418160289,7347832
0.275862068965517,0.0588235294117647,1.44403913620162,0.60944921875,4.12242113756472,0.327346740555368,0.246214590746806,3.68e-05,5281842,346875.219765626,0,0,0,0.01721420632104,0,-294.232312448895,808649257
0.275862068965517,0.0588235294117647,1.84547219981565,0.60944921875,5.01069889241812,0.447728588235649,0.228936896027238,3.68e-05,5281842,346872.989540119,0,0,0,0.01721420632104,0,-267.358261431792,910355982
0.275862068965517,0.0588235294117647,1.28559802540321,0.60944921875,0.969475376988403,0.0287669627199333,0.0726992924795341,3.68e-05,5281842,346877.012109206,0,0,0,0.01721420632104,0,-186.002976615657,258356844
0.275862068965517,0.0588235294117647,1.40403803690526,0.10954421875,1.13529681581795,0.374084958492245,0.0504687143263469,3.68e-05,5281842,46877.3209260988,0,0,0,0.01721420632104,0,-188.15871019482,139637593
0.275862068965517,0.0588235294117647,1.40627420303331,0.10954421875,1.15287505642421,0.404923013921478,0.0504165381494853,3.68e-05,5281842,46875.9250919266,0,0,0,0.01721420632104,0,-188.007326375782,934040564
0.275862068965517,0.0588235294117647,1.38226837059929,0.10954421875,1.14119972920355,0.39796771753017,0.0503846085251505,3.68e-05,5281842,46876.8865739974,0,0,0,0.01721420632104,0,-188.09788665346,120164713
0.275862068965517,0.0588235294117647,1.40884393263627,0.10954421875,1.14964437391984,0.36740270242266,0.0505507941860517,3.68000000000001e-05,5281842,46875.4260617747,0,0,0,0.01721420632104,0,-188.111809334523,103553364
0.275862068965517,0.0588235294117647,1.40202851944016,0.10954421875,1.14693554823243,0.394045300118917,0.0503803998840646,3.68e-05,5281842,46876.4864982193,0,0,0,0.01721420632104,0,-188.102401856003,929966495
0.275862068965517,0.0588235294117647,1.40022318423368,0.35949671875,1.21574364983066,0.101618271833234,0.0743836863424669,3.68000000000001e-05,5281842,496876.815937585,0,0,0,0.01721420632104,0,-191.71541852587,430993171
0.275862068965517,0.0588235294117647,1.41101901816303,0.35949671875,1.18976834467368,0.0941405637911382,0.0744731639501778,3.68e-05,5281842,496875.564747454,0,0,0,0.01721420632104,0,-191.704491099815,258446344
0.275862068965517,0.0588235294117647,1.42273995788147,0.35949671875,1.19599975431871,0.0967427615516813,0.0745765585621615,3.68e-05,5281842,496875.791047775,0,0,0,0.01721420632104,0,-191.707497025823,940350919
0.275862068965517,0.0588235294117647,1.42526584062107,0.35949671875,1.20400574646546,0.0946877622022279,0.0746800398184198,3.68e-05,5281842,496874.011558184,0,0,0,0.01721420632104,0,-191.711613545259,447313141
