"delta","gamma","phi","sigma_P","sigma_M","rho","Beta_0","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.206896551724138,0.0588235294117647,1.29354842596658,0.60944921875,1.08503215646626,0.0398339802525258,0.072089497101125,3.67999999999999e-05,5281842,346876.498679729,0,0,0,0.01721420632104,0,-189.964350066606,817985637
0.206896551724138,0.0588235294117647,1.34478804197281,0.60944921875,1.09517210946709,0.041942833632638,0.0717685460317985,3.68e-05,5281842,346874.505956003,0,0,0,0.01721420632104,0,-190.003570364092,189690784
0.206896551724138,0.0588235294117647,1.33827012100777,0.60944921875,1.16213905229332,0.0716020771392454,0.0677704818699547,3.68e-05,5281842,346875.045460203,0,0,0,0.01721420632104,0,-190.405642306582,172775381
0.206896551724138,0.0588235294117647,1.31658329055234,0.60944921875,1.09914119104495,0.0422848658566902,0.0717587050498754,3.68e-05,5281842,346875.337252606,0,0,0,0.01721420632104,0,-189.962792893484,213134399
0.206896551724138,0.0588235294117647,1.3463982279066,0.60944921875,1.10954964276673,0.0435289432022628,0.0709893142155252,3.67999999999999e-05,5281842,346874.876666691,0,0,0,0.01721420632104,0,-189.945806867663,348311369
0.206896551724138,0.0588235294117647,1.39469727307105,0.10954421875,1.22671404294495,0.389973362284791,0.0503411350165107,3.68e-05,5281842,46877.1856885644,0,0,0,0.01721420632104,0,-190.117516512901,986805281
0.206896551724138,0.0588235294117647,1.42175295287334,0.10954421875,1.22166030740097,0.374685385623015,0.0503971306682761,3.68e-05,5281842,46875.8756067086,0,0,0,0.01721420632104,0,-190.146322428541,602155454
0.206896551724138,0.0588235294117647,1.38699763519766,0.10954421875,1.22426939302099,0.405640035027424,0.0502951107148978,3.67999999999999e-05,5281842,46877.0629271625,0,0,0,0.01721420632104,0,-190.088244897116,443526880
0.206896551724138,0.0588235294117647,1.39667483526661,0.10954421875,1.23120794169582,0.408788769025531,0.0502645900857856,3.68e-05,5281842,46876.0320470608,0,0,0,0.01721420632104,0,-190.079360779734,1068779458
0.206896551724138,0.0588235294117647,1.41744405629885,0.10954421875,1.22507549007819,0.3867684206491,0.0503704832432781,3.68e-05,5281842,46876.1305769998,0,0,0,0.01721420632104,0,-190.104471595306,369787619
