"delta","gamma","phi","sigma_P","sigma_M","rho","Beta_0","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.310344827586207,0.0588235294117647,1.29179201699762,0.07830015625,0.996808335858509,0.0307736364242518,0.0710289054187282,3.67999999999999e-05,5281842,253125.782943764,0,0,0,0.01721420632104,0,-182.421583904167,177459949
0.310344827586207,0.0588235294117647,1.29552492617227,0.07830015625,0.992603580438325,0.0306573361425626,0.0710506625873027,3.68e-05,5281842,253125.367054612,0,0,0,0.01721420632104,0,-182.431060597683,133625366
0.310344827586207,0.0588235294117647,1.29694679075156,0.07830015625,0.995003249129589,0.0309416858738449,0.0709753428574066,3.68e-05,5281842,253125.515109078,0,0,0,0.01721420632104,0,-182.421592585013,873112814
0.310344827586207,0.0588235294117647,1.29333041508351,0.07830015625,0.992536336268948,0.0304917059470339,0.0711647263758863,3.68e-05,5281842,253124.297660354,0,0,0,0.01721420632104,0,-182.443623656145,745360944
0.310344827586207,0.0588235294117647,1.2943093068294,0.07830015625,0.989016207900324,0.0307040433618354,0.0710761922728448,3.68000000000001e-05,5281842,253124.97249103,0,0,0,0.01721420632104,0,-182.437593850891,207435072
0.310344827586207,0.0588235294117647,1.35610799372131,0.57820515625,1.08293730333484,0.0575614658806929,0.0768065975843286,3.68e-05,5281842,553124.200159018,0,0,0,0.01721420632104,0,-189.454201593117,871440897
0.310344827586207,0.0588235294117647,1.42154310129541,0.57820515625,1.31339485868189,0.311665818564333,0.0651275230079369,3.67999999999999e-05,5281842,553126.318069602,0,0,0,0.01721420632104,0,-192.971100081838,539512291
0.310344827586207,0.0588235294117647,1.34269004111892,0.57820515625,1.07334085325293,0.0481057171119899,0.0776198828407586,3.67999999999999e-05,5281842,553124.008055962,0,0,0,0.01721420632104,0,-189.370704861805,494725964
0.310344827586207,0.0588235294117647,1.66822660564235,0.57820515625,4.09245599347385,0.214862988867642,0.30761415323311,3.68e-05,5281842,553125.646218787,0,0,0,0.01721420632104,0,-421.55033996145,424619204
0.310344827586207,0.0588235294117647,1.33119853491068,0.57820515625,1.06500458255997,0.0531647355998797,0.0771813390671649,3.67999999999999e-05,5281842,553123.102839746,0,0,0,0.01721420632104,0,-189.42320829523,26290717
0.310344827586207,0.0588235294117647,-0.876067896074035,0.82815765625,1.37624071767256,0.063726557918126,0.19794729208773,3.68e-05,5281842,103126.037410989,0,0,0,0.01721420632104,0,-616.595670288709,345407070
0.310344827586207,0.0588235294117647,0.345728664473849,0.82815765625,4.26038670954251,0.0673751966618658,0.34639993401799,3.68e-05,5281842,103124.883772253,0,0,0,0.01721420632104,0,-496.812473615317,974987084
0.310344827586207,0.0588235294117647,0.299160222008215,0.82815765625,1.46765096592889,0.0573156552825062,0.226025815216246,3.68e-05,5281842,103126.01912113,0,0,0,0.01721420632104,0,-539.553742176636,1025225138
0.310344827586207,0.0588235294117647,1.41761754006513,0.82815765625,4.1965513796632,0.267184619197069,0.322079387049422,3.68e-05,5281842,103126.192505477,0,0,0,0.01721420632104,0,-292.000998532628,185136808
0.310344827586207,0.0588235294117647,2.10029207339036,0.82815765625,6.45757588053236,0.239872792821438,0.399691086374623,3.68e-05,5281842,103125.686760678,0,0,0,0.01721420632104,0,-354.998547577631,39720676
0.310344827586207,0.0588235294117647,1.35218134635495,0.32825265625,1.0727928063228,0.0512824939627106,0.0730667908142734,3.67999999999999e-05,5281842,403124.970245616,0,0,0,0.01721420632104,0,-187.013625594147,248677645
0.310344827586207,0.0588235294117647,1.34849768084667,0.32825265625,1.07706731056013,0.0505363489682405,0.0736765785183024,3.68e-05,5281842,403125.929298183,0,0,0,0.01721420632104,0,-187.079675311728,156112492
0.310344827586207,0.0588235294117647,1.3426021567036,0.32825265625,1.07314795483833,0.0511529347779801,0.0736453300031845,3.68e-05,5281842,403124.943403442,0,0,0,0.01721420632104,0,-187.07486225454,591281788
0.310344827586207,0.0588235294117647,1.35239517305745,0.32825265625,1.08171811012237,0.0505085619999899,0.0736527799856354,3.67999999999999e-05,5281842,403125.369951304,0,0,0,0.01721420632104,0,-187.052402557919,851933869
0.310344827586207,0.0588235294117647,1.34720588913636,0.32825265625,1.07084753127487,0.0506002770027796,0.0735198388267966,3.68e-05,5281842,403124.919901889,0,0,0,0.01721420632104,0,-187.049691548374,396490829
0.310344827586207,0.0588235294117647,1.18415599091185,0.70318140625,0.792377745933765,0.0204766271597655,0.0692426906482613,3.67999999999999e-05,5281842,178126.232681823,0,0,0,0.01721420632104,0,-179.342433131519,132641814
0.310344827586207,0.0588235294117647,1.18111192365957,0.70318140625,0.796889866920412,0.0201768326505653,0.0694200274298963,3.67999999999999e-05,5281842,178125.018593736,0,0,0,0.01721420632104,0,-179.33135799165,493741508
0.310344827586207,0.0588235294117647,1.18495540525173,0.70318140625,0.796346115119806,0.0202333078936789,0.0690669825378632,3.68e-05,5281842,178124.886448961,0,0,0,0.01721420632104,0,-179.318068879058,714191125
0.310344827586207,0.0588235294117647,1.17806616950819,0.70318140625,0.808403282086099,0.0205253163740954,0.0692990315003788,3.68e-05,5281842,178127.284543231,0,0,0,0.01721420632104,0,-179.335239479205,911741959
0.310344827586207,0.0588235294117647,1.18201711800365,0.70318140625,0.798896898771422,0.0201913133967931,0.06912473216101,3.67999999999999e-05,5281842,178126.362591407,0,0,0,0.01721420632104,0,-179.304671938554,547877269
0.310344827586207,0.0588235294117647,1.40852508335854,0.20327640625,1.17628498655437,0.0964441496525873,0.0742456036099029,3.68e-05,5281842,478125.687176388,0,0,0,0.01721420632104,0,-189.79786981836,186411493
0.310344827586207,0.0588235294117647,1.41747157288575,0.20327640625,1.18265112985917,0.0930110540776178,0.0744583679531649,3.68e-05,5281842,478123.981016506,0,0,0,0.01721420632104,0,-189.789826568351,1018438258
0.310344827586207,0.0588235294117647,1.40176300816792,0.20327640625,1.17485103061131,0.0931747846756501,0.0747618133457853,3.68e-05,5281842,478124.299216496,0,0,0,0.01721420632104,0,-189.842773532538,750067686
0.310344827586207,0.0588235294117647,1.4019961885904,0.20327640625,1.17895890372155,0.0944571701386101,0.0746682981727814,3.68e-05,5281842,478125.013062093,0,0,0,0.01721420632104,0,-189.829359118627,550085504
