"rho_MLE","R_naught_theo_MLE","gamma_MLE","sigma_P_MLE","N_0_MLE","MLE_R_naught_act","min_R_naught_act_2LL","max_R_naught_act_2LL","min_sigma_P_2_LL","max_sigma_P_2_LL","min_rho_2_LL","max_rho_2_LL","max_R_naught_theo_2_LL","min_R_naught_theo_2_LL","gamma_prof_min_R_naught_theo","gamma_prof_max_R_naught_theo","gamma_prof_min_gamma","gamma_prof_max_gamma","gamma_2_LL_from_profile_peak_min_R_naught_theo","gamma_2_LL_from_profile_peak_max_R_naught_theo","gamma_2_LL_from_profile_peak_min_rho","gamma_2_LL_from_profile_peak_max_rho","gamma_2_LL_from_profile_peak_min_gamma","gamma_2_LL_from_profile_peak_max_gamma"
0.0275487198359151,1.16611549628752,0.0588235294117647,0.00019,5281842,1.17008694182306,1.13326104500768,1.23574669412841,0.00019,1,0.021551724137931,0.0396295153181574,1.23122605279316,1.1292313044261,1.02459118286012,1.28235143236832,0.0454545454545455,0.217868338557994,1.02459118286012,1.28235143236832,0.0215462950741473,0.0494334993105072,0.0454545454545455,0.202194357366771
