"phi","gamma","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
2.38327718548191,0.0588235294117647,0.07830015625,1.44548470273741,0.253024712224168,0.0603091926999139,0.34910677883448,3.68e-05,5281842,384375.399872689,0,0,0,0.01721420632104,0,-197.297040369314,507333735
2.38327718548191,0.0588235294117647,0.07830015625,1.44790156289594,0.248096593888315,0.0603267514661465,0.350484119618696,3.68e-05,5281842,384375.273221876,0,0,0,0.01721420632104,0,-197.276325322415,441146820
2.38327718548191,0.0588235294117647,0.07830015625,1.45133678894603,0.252304619487392,0.0602936572000469,0.346413671138793,3.68000000000001e-05,5281842,384375.03487905,0,0,0,0.01721420632104,0,-197.272153736545,353278311
2.38327718548191,0.0588235294117647,0.07830015625,1.44498878679602,0.248091287940901,0.060322089318157,0.348242567884876,3.67999999999999e-05,5281842,384376.084662704,0,0,0,0.01721420632104,0,-197.275755426381,617754570
2.38327718548191,0.0588235294117647,0.07830015625,1.4459236632077,0.247008660559819,0.0603760676802827,0.347867052951641,3.68e-05,5281842,384374.138378847,0,0,0,0.01721420632104,0,-197.278620136137,18539501
2.38327718548191,0.0588235294117647,0.57820515625,1.18820043759084,0.044453766189682,0.0614083566878157,0.262500170197384,3.68e-05,5281842,84374.6471737757,0,0,0,0.01721420632104,0,-189.945978771784,289387911
2.38327718548191,0.0588235294117647,0.57820515625,1.24654182301914,0.106772300361512,0.0547375533404971,0.188603565310485,3.68e-05,5281842,84376.3181745376,0,0,0,0.01721420632104,0,-191.745445435195,813788169
2.38327718548191,0.0588235294117647,0.57820515625,1.18812162434898,0.044771000345746,0.061296934404607,0.262453671349429,3.68e-05,5281842,84376.5894996722,0,0,0,0.01721420632104,0,-189.939402500848,1010464452
2.38327718548191,0.0588235294117647,0.57820515625,1.20457722909071,0.0532428869742753,0.0599003690084115,0.285900000715612,3.68000000000001e-05,5281842,84374.8955419622,0,0,0,0.01721420632104,0,-190.110382087251,542012539
2.38327718548191,0.0588235294117647,0.57820515625,1.18895061303674,0.0373882829744892,0.0631241652279096,0.193765338103969,3.67999999999999e-05,5281842,84376.3909805922,0,0,0,0.01721420632104,0,-190.012403877137,948186428
2.38327718548191,0.0588235294117647,0.32825265625,1.48476302223411,0.315306869349189,0.0634536064933573,0.380094212708781,3.68e-05,5281842,534374.500931138,0,0,0,0.01721420632104,0,-199.567075905291,240746672
2.38327718548191,0.0588235294117647,0.32825265625,1.49153536895291,0.325367317328913,0.0631428076974346,0.382416346564706,3.67999999999999e-05,5281842,534373.704731465,0,0,0,0.01721420632104,0,-199.524342868077,995697363
2.38327718548191,0.0588235294117647,0.32825265625,1.49665207918531,0.320303902138711,0.0629403052860556,0.379849995369196,3.67999999999999e-05,5281842,534374.969301506,0,0,0,0.01721420632104,0,-199.46619180302,1073039932
2.38327718548191,0.0588235294117647,0.32825265625,1.63705578784102,0.429795704322946,0.0577893054755099,0.722879966086095,3.68e-05,5281842,534375.041720595,0,0,0,0.01721420632104,0,-203.592964857796,375188767
