"phi","gamma","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.324992343474806,0.0588235294117647,0.26576453125,1.43734037447563,0.482381536199336,0.0707920339926877,0.374633726948647,3.68000000000001e-05,5281842,346875.609404075,0,0,0,0.01721420632104,0,-200.389160031326,561184562
0.324992343474806,0.0588235294117647,0.26576453125,1.41637427157942,0.605734344214525,0.0682054368077409,0.333907235270069,3.68e-05,5281842,346876.237126159,0,0,0,0.01721420632104,0,-199.688859571939,948814974
0.324992343474806,0.0588235294117647,0.26576453125,1.41713029111475,0.571274896478604,0.0690388806617775,0.33214718531478,3.68e-05,5281842,346873.529960826,0,0,0,0.01721420632104,0,-199.888905361266,1069416523
0.324992343474806,0.0588235294117647,0.26576453125,1.43681672132301,0.397754541149086,0.0725419632044233,0.366348805665179,3.68000000000001e-05,5281842,346871.871765056,0,0,0,0.01721420632104,0,-201.1764506329,364443536
0.324992343474806,0.0588235294117647,0.26576453125,1.48352522532345,0.314024039884211,0.0744001182178897,0.435740943520438,3.68e-05,5281842,346873.785536584,0,0,0,0.01721420632104,0,-203.137235864646,413970919
0.324992343474806,0.0588235294117647,0.76566953125,0.924633448983373,0.0181909517844343,0.074758033259377,0.4065191287434,3.68e-05,5281842,46877.4487709217,0,0,0,0.01721420632104,0,-183.945698691161,777128470
0.324992343474806,0.0588235294117647,0.76566953125,0.936575006322909,0.0183455698269244,0.0751986789421511,0.395190446355615,3.68e-05,5281842,46874.8530082234,0,0,0,0.01721420632104,0,-183.991509369777,1007040793
0.324992343474806,0.0588235294117647,0.76566953125,0.927203291780931,0.0187448031974454,0.0741912697182143,0.380528777354551,3.68e-05,5281842,46875.0024354496,0,0,0,0.01721420632104,0,-183.935719614368,623165796
0.324992343474806,0.0588235294117647,0.76566953125,0.90482760881394,0.0173579530896193,0.0751774573357089,0.372730055343493,3.67999999999999e-05,5281842,46876.0588584908,0,0,0,0.01721420632104,0,-183.961666058471,762457818
0.324992343474806,0.0588235294117647,0.76566953125,0.921478960667436,0.0196353179359185,0.0742593269771469,0.396533748234477,3.68e-05,5281842,46874.7236223562,0,0,0,0.01721420632104,0,-183.955540741989,157464446
0.324992343474806,0.0588235294117647,0.01581203125,1.97568229024129,0.717522289594287,0.0692247829253882,0.240817453056004,3.68e-05,5281842,496875.142837919,0,0,0,0.01721420632104,0,-218.93223173656,62676279
0.324992343474806,0.0588235294117647,0.01581203125,1.98355577408427,0.814434988708459,0.0687993775517445,0.344736166139619,3.68000000000001e-05,5281842,496875.665836599,0,0,0,0.01721420632104,0,-219.368300679212,594596937
0.324992343474806,0.0588235294117647,0.01581203125,2.10497594428888,0.754824538795821,0.0681098176257939,0.42256327427325,3.68e-05,5281842,496876.012302424,0,0,0,0.01721420632104,0,-223.108932667557,449475952
0.324992343474806,0.0588235294117647,0.01581203125,1.999071761866,0.76285938150477,0.0683465462295854,0.284722985599716,3.68000000000001e-05,5281842,496875.715825967,0,0,0,0.01721420632104,0,-218.326624252272,67361851
0.324992343474806,0.0588235294117647,0.01581203125,1.98156129009402,0.815766862216728,0.0689279966246311,0.379531319608552,3.68e-05,5281842,496876.731166246,0,0,0,0.01721420632104,0,-220.684895558795,117015248
0.324992343474806,0.0588235294117647,0.51571703125,1.19576044798157,0.0537367569587608,0.0741667090091909,0.335153814963175,3.68e-05,5281842,196875.385700409,0,0,0,0.01721420632104,0,-192.885602473206,553675601
0.324992343474806,0.0588235294117647,0.51571703125,1.30784468547235,0.282860104317293,0.0610034861563448,0.406070214428499,3.68e-05,5281842,196876.094864187,0,0,0,0.01721420632104,0,-193.869070245402,656425333
0.324992343474806,0.0588235294117647,0.51571703125,1.21558703772653,0.0673996290504893,0.07258645585084,0.333872568573181,3.68e-05,5281842,196874.506090268,0,0,0,0.01721420632104,0,-192.934425457904,939187164
0.324992343474806,0.0588235294117647,0.51571703125,1.31566248449743,0.285820524531214,0.0619609053218379,0.438838307258846,3.68e-05,5281842,196874.804973063,0,0,0,0.01721420632104,0,-193.941546005449,789727674
0.324992343474806,0.0588235294117647,0.51571703125,1.20541662658868,0.0544109595471795,0.0749315549278902,0.346069030762348,3.68e-05,5281842,196876.344791373,0,0,0,0.01721420632104,0,-192.924268871963,146277936
0.324992343474806,0.0588235294117647,0.14078828125,1.58754678213519,0.625843076452888,0.0690443890357355,0.252350787672914,3.68000000000001e-05,5281842,421874.768865164,0,0,0,0.01721420632104,0,-208.148061924776,278820223
0.324992343474806,0.0588235294117647,0.14078828125,1.57547198980927,0.676298001094537,0.0700718342085715,0.235982765539235,3.68e-05,5281842,421877.761977183,0,0,0,0.01721420632104,0,-207.911158539538,787239886
0.324992343474806,0.0588235294117647,0.14078828125,1.54615561427157,0.684205662245364,0.0695949569395893,0.295965384020782,3.68e-05,5281842,421874.506167858,0,0,0,0.01721420632104,0,-207.974236505078,474224905
0.324992343474806,0.0588235294117647,0.14078828125,1.57039490284553,0.648611910086376,0.0691113138091978,0.168875548424642,3.68e-05,5281842,421874.798799173,0,0,0,0.01721420632104,0,-207.85251658014,827630791
0.324992343474806,0.0588235294117647,0.14078828125,1.59432897572093,0.730824852610385,0.0676494568871826,0.133617424271348,3.68e-05,5281842,421873.204630069,0,0,0,0.01721420632104,0,-206.714337160113,1073659074
0.324992343474806,0.0588235294117647,0.64069328125,1.0724145671413,0.0310574831543114,0.0757937870939626,0.418518717028382,3.67999999999999e-05,5281842,121875.808298179,0,0,0,0.01721420632104,0,-188.183823858744,587230369
0.324992343474806,0.0588235294117647,0.64069328125,1.18474186466352,0.0798760624289255,0.0631067478932828,0.376527645876666,3.67999999999999e-05,5281842,121876.962190927,0,0,0,0.01721420632104,0,-191.731480601394,478932260
0.324992343474806,0.0588235294117647,0.64069328125,3.56343736898864,0.451617981635362,0.205599877216253,0.901841225037139,3.68e-05,5281842,121874.561672484,0,0,0,0.01721420632104,0,-269.886669883927,195932274
0.324992343474806,0.0588235294117647,0.64069328125,1.22983081098286,0.112664149361141,0.0592353143730063,0.324768294528633,3.68e-05,5281842,121875.264825388,0,0,0,0.01721420632104,0,-192.117425836531,697967390
0.324992343474806,0.0588235294117647,0.64069328125,1.31284803776926,0.196993625234361,0.0659192605609274,0.654081552591892,3.68e-05,5281842,121875.914532105,0,0,0,0.01721420632104,0,-194.70383477814,1040938619
0.324992343474806,0.0588235294117647,0.39074078125,5.84902838591273,0.0755140238833569,0.091434554761818,0.0294070730441566,3.68000000000001e-05,5281842,571874.895688633,0,0,0,0.01721420632104,0,-266.040704592058,212700405
0.324992343474806,0.0588235294117647,0.39074078125,5.41157138723181,0.218445340017699,0.103563879569357,0.0111454463900857,3.68e-05,5281842,571876.032855796,0,0,0,0.01721420632104,0,-262.162209649109,369709114
0.324992343474806,0.0588235294117647,0.39074078125,3.02457994162816,0.188685030092538,0.0899885299008061,0.00888843120503685,3.68e-05,5281842,571874.321035841,0,0,0,0.01721420632104,0,-242.176797506529,1056286381
0.324992343474806,0.0588235294117647,0.39074078125,2.27648927440442,0.204614328298695,0.0848228711273494,0.0144995412137339,3.68e-05,5281842,571876.614094578,0,0,0,0.01721420632104,0,-229.289364717486,534798456
0.324992343474806,0.0588235294117647,0.39074078125,3.93902334302367,0.204443563563923,0.11568319807814,0.00932527464551127,3.68e-05,5281842,571875.443931955,0,0,0,0.01721420632104,0,-280.372847557905,652659133
0.324992343474806,0.0588235294117647,0.89064578125,0.96876551046396,0.0235995985913363,0.0825861663857041,0.373685564041761,3.68e-05,5281842,271875.070386497,0,0,0,0.01721420632104,0,-190.783935507674,61142637
0.324992343474806,0.0588235294117647,0.89064578125,0.957030037893584,0.0226574558698233,0.0806741178643932,0.358909113282127,3.68e-05,5281842,271874.539240916,0,0,0,0.01721420632104,0,-190.703616287017,761971755
0.324992343474806,0.0588235294117647,0.89064578125,0.97911773590809,0.0280997324666923,0.0772659712302226,0.408352815851541,3.68e-05,5281842,271876.952785976,0,0,0,0.01721420632104,0,-190.682832793092,786653239
0.324992343474806,0.0588235294117647,0.89064578125,0.982871223691364,0.0255388353207596,0.077908762269455,0.374500586931027,3.68e-05,5281842,271875.643517406,0,0,0,0.01721420632104,0,-190.539329080769,87368304
0.324992343474806,0.0588235294117647,0.89064578125,1.02223337380629,0.0283842927376584,0.0804336465304566,0.449363550246814,3.68000000000001e-05,5281842,271875.239885406,0,0,0,0.01721420632104,0,-190.867023320655,193172303
0.324992343474806,0.0588235294117647,0.07830015625,1.55327707933182,0.716088457224227,0.0688824741155323,0.251979558586747,3.68e-05,5281842,384375.181687629,0,0,0,0.01721420632104,0,-205.27504256253,1035471554
