"phi","gamma","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
2.81660031011499,0.0588235294117647,0.23452046875,1.51555740806409,0.362218383724279,0.0558749480583366,0.2757345552075,3.68e-05,5281842,215623.844186372,0,0,0,0.01721420632104,0,-198.590851733011,1003654623
2.81660031011499,0.0588235294117647,0.23452046875,1.47136095664018,0.272540123711402,0.0585967653408101,0.177739367659005,3.68e-05,5281842,215628.020711347,0,0,0,0.01721420632104,0,-197.633990727566,247965185
2.81660031011499,0.0588235294117647,0.23452046875,1.56937945848441,0.553097863019722,0.0533434610354195,0.37867184698925,3.68e-05,5281842,215625.899724121,0,0,0,0.01721420632104,0,-200.205126849818,320679458
2.81660031011499,0.0588235294117647,0.23452046875,1.48531880598235,0.297353938288355,0.0577689636886624,0.199330647216806,3.68e-05,5281842,215625.03263057,0,0,0,0.01721420632104,0,-197.801007285252,858401953
2.81660031011499,0.0588235294117647,0.23452046875,1.51735488475122,0.360852657848128,0.0560146516774665,0.283479088346358,3.68e-05,5281842,215624.76488392,0,0,0,0.01721420632104,0,-198.689056446445,475540057
2.81660031011499,0.0588235294117647,0.73442546875,1.55573825591702,0.505573916535864,0.0642917394542259,0.244665891460989,3.68e-05,5281842,515625.550341268,0,0,0,0.01721420632104,0,-202.894326152975,360547334
2.81660031011499,0.0588235294117647,0.73442546875,1.56453087653065,0.662393786833893,0.0629291768069336,0.23308550762605,3.68e-05,5281842,515624.934680469,0,0,0,0.01721420632104,0,-202.992545181171,302750357
2.81660031011499,0.0588235294117647,0.73442546875,1.57287526419304,0.493711061097328,0.0639027267419872,0.281471289307078,3.68e-05,5281842,515625.331295962,0,0,0,0.01721420632104,0,-203.125619483456,376351026
2.81660031011499,0.0588235294117647,0.73442546875,1.56055761412355,0.512920079469284,0.0644000587989271,0.234701006817616,3.68e-05,5281842,515625.899848958,0,0,0,0.01721420632104,0,-202.860319793041,237672057
2.81660031011499,0.0588235294117647,0.73442546875,1.50992319093128,0.391596844396234,0.0665789072684834,0.180693804769375,3.68e-05,5281842,515623.91902895,0,0,0,0.01721420632104,0,-202.693630795689,470613314
2.81660031011499,0.0588235294117647,0.48447296875,1.26883190783108,0.0406710428490038,0.0651232883620984,0.0615652598257682,3.67999999999999e-05,5281842,65626.9317776588,0,0,0,0.01721420632104,0,-192.1200695717,639452982
2.81660031011499,0.0588235294117647,0.48447296875,1.26318749676171,0.0388378067966781,0.0655554314097774,0.0503790208883956,3.68e-05,5281842,65625.915120909,0,0,0,0.01721420632104,0,-192.110391442852,141389366
2.81660031011499,0.0588235294117647,0.48447296875,1.26701970282387,0.0398471615331071,0.0654795246330568,0.0567825162236651,3.68e-05,5281842,65626.0204204726,0,0,0,0.01721420632104,0,-192.110797833803,588091814
2.81660031011499,0.0588235294117647,0.48447296875,1.26002934275538,0.038619611472953,0.0655024628450909,0.0575084582244296,3.67999999999999e-05,5281842,65625.8700465476,0,0,0,0.01721420632104,0,-192.108395598914,394359471
2.81660031011499,0.0588235294117647,0.48447296875,1.26901016327618,0.0402024135654052,0.0650926290163154,0.0552608021174418,3.68000000000001e-05,5281842,65627.4444427845,0,0,0,0.01721420632104,0,-192.108417790919,502408415
2.81660031011499,0.0588235294117647,0.98437796875,0.0110099051382858,0.486541968877077,1.32346248449612,0.318098820745746,3.68e-05,5281842,365623.978960938,0,0,0,0.01721420632104,0,-594.975732207549,118208326
2.81660031011499,0.0588235294117647,0.98437796875,0.00673254787553189,0.520818642551622,1.40204129508334,0.409167736463667,3.68e-05,5281842,365625.245792087,0,0,0,0.01721420632104,0,-561.976085272168,438295978
2.81660031011499,0.0588235294117647,0.98437796875,0.0115504738923714,0.763304123809674,1.12870142524228,0.184254435748313,3.68000000000001e-05,5281842,365626.662461625,0,0,0,0.01721420632104,0,-559.301161167185,796713473
2.81660031011499,0.0588235294117647,0.98437796875,0.0141342603576712,0.53554488876305,1.26585453911642,0.411208493823499,3.68e-05,5281842,365626.248689341,0,0,0,0.01721420632104,0,-599.411445972298,891933452
2.81660031011499,0.0588235294117647,0.98437796875,0.0153483813420261,0.353098891672759,0.603349949709271,0.159903210717832,3.68e-05,5281842,365623.741434062,0,0,0,0.01721420632104,0,-863.953369323025,731363352
2.81660031011499,0.0588235294117647,0.35949671875,1.49423271365872,0.343238313930304,0.0612977206658332,0.134553192352888,3.68e-05,5281842,290624.950103138,0,0,0,0.01721420632104,0,-199.541298487137,295927735
2.81660031011499,0.0588235294117647,0.35949671875,1.49791455956317,0.341037723859974,0.0614913118183494,0.12804159930348,3.68e-05,5281842,290625.911900308,0,0,0,0.01721420632104,0,-199.554396027315,810175365
2.81660031011499,0.0588235294117647,0.35949671875,1.49234690639547,0.333112662579586,0.061633370135823,0.130394977897998,3.68e-05,5281842,290625.954369299,0,0,0,0.01721420632104,0,-199.563518183924,449971467
2.81660031011499,0.0588235294117647,0.35949671875,1.48935443577111,0.343913005698154,0.0613640489951742,0.129498376859579,3.68e-05,5281842,290627.212653817,0,0,0,0.01721420632104,0,-199.541547972034,246566707
2.81660031011499,0.0588235294117647,0.35949671875,1.48925628854348,0.32936914176588,0.0614131578316259,0.13257681417816,3.68000000000001e-05,5281842,290625.720525998,0,0,0,0.01721420632104,0,-199.521766015369,709741230
2.81660031011499,0.0588235294117647,0.85940171875,13.4281607870943,0.352948408987166,0.426841825049223,0.618330216180289,3.68e-05,5281842,590626.213592715,0,0,0,0.01721420632104,0,-330.677952905625,560491392
2.81660031011499,0.0588235294117647,0.85940171875,7.00379816434525,0.559470032829397,0.406596817848128,0.660607454811998,3.68e-05,5281842,590625.314344325,0,0,0,0.01721420632104,0,-335.326057351012,271089841
2.81660031011499,0.0588235294117647,0.85940171875,8.11739061647681,0.624744291350829,0.394704878172495,0.677771705359511,3.68e-05,5281842,590624.90874139,0,0,0,0.01721420632104,0,-322.127006827648,691593984
2.81660031011499,0.0588235294117647,0.85940171875,2.28025712797378,0.593536531795814,0.073069652665851,0.482243192117164,3.68e-05,5281842,590624.539759638,0,0,0,0.01721420632104,0,-210.443102708767,697044253
2.81660031011499,0.0588235294117647,0.85940171875,5.30566399214808,0.480536957669632,0.221902174802143,0.448488850276302,3.68000000000001e-05,5281842,590624.154515183,0,0,0,0.01721420632104,0,-270.686120979819,234393077
2.81660031011499,0.0588235294117647,0.10954421875,1.40235252136265,0.129538549635825,0.0608817963629722,0.087937008072729,3.67999999999999e-05,5281842,140624.826220421,0,0,0,0.01721420632104,0,-194.748624752384,1034464887
2.81660031011499,0.0588235294117647,0.10954421875,1.40344311515924,0.129599480983147,0.0609064735634631,0.0908619053892054,3.68e-05,5281842,140625.601624979,0,0,0,0.01721420632104,0,-194.752070438441,1030744631
2.81660031011499,0.0588235294117647,0.10954421875,1.39676448067966,0.129331072323822,0.0609639183029813,0.0878594509992399,3.68e-05,5281842,140624.641368275,0,0,0,0.01721420632104,0,-194.755717039309,16323862
2.81660031011499,0.0588235294117647,0.10954421875,1.40023515877401,0.129379056541452,0.0608064167900337,0.0953837246721647,3.68e-05,5281842,140625.515435167,0,0,0,0.01721420632104,0,-194.755459830786,1043587673
2.81660031011499,0.0588235294117647,0.10954421875,1.4036672063434,0.129956083040485,0.0608256897192229,0.088774565863422,3.68e-05,5281842,140625.037542646,0,0,0,0.01721420632104,0,-194.745226973596,811848428
2.81660031011499,0.0588235294117647,0.60944921875,1.52543311673853,0.412361833472541,0.0652012049397657,0.1481588588038,3.68e-05,5281842,440624.22525462,0,0,0,0.01721420632104,0,-202.02315596414,451743068
2.81660031011499,0.0588235294117647,0.60944921875,1.50300047209477,0.376491852636783,0.0651706611983089,0.14571249014977,3.68e-05,5281842,440626.555088617,0,0,0,0.01721420632104,0,-201.988973168828,252952085
2.81660031011499,0.0588235294117647,0.60944921875,1.51425927379585,0.424587009357787,0.0649360928806172,0.143182281097185,3.68e-05,5281842,440623.085691766,0,0,0,0.01721420632104,0,-201.997903084853,765710382
