"phi","gamma","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
1.7332924985323,0.0588235294117647,0.398551796875,0.893510977598744,0.0330317484691528,0.0621922211463555,0.493651355291539,3.67999999999999e-05,5281842,145313.134857663,0,0,0,0.01721420632104,0,-179.897892301411,985642653
1.7332924985323,0.0588235294117647,0.398551796875,0.893392349495346,0.0331488048861799,0.0621907511741908,0.486709656095311,3.68e-05,5281842,145312.89088202,0,0,0,0.01721420632104,0,-179.910023540199,801722157
1.7332924985323,0.0588235294117647,0.398551796875,0.892814767836322,0.0330559574044297,0.0622354401892582,0.488895176178703,3.68e-05,5281842,145313.779767129,0,0,0,0.01721420632104,0,-179.877273569989,1041365327
1.7332924985323,0.0588235294117647,0.398551796875,0.90022238436095,0.03293315005841,0.0621876600800339,0.487493841001654,3.68e-05,5281842,145314.261514158,0,0,0,0.01721420632104,0,-179.909019293042,152566564
1.7332924985323,0.0588235294117647,0.398551796875,0.89427473999916,0.0321992370138144,0.0624183598718515,0.488202906810473,3.67999999999999e-05,5281842,145312.454940384,0,0,0,0.01721420632104,0,-179.891368846017,987470256
1.7332924985323,0.0588235294117647,0.898456796875,1.6205836402771,0.481310503295795,11.5070933511781,0.564089782150267,3.67999999999999e-05,5281842,445311.776390645,0,0,0,0.01721420632104,0,-200.154403711081,871911633
1.7332924985323,0.0588235294117647,0.898456796875,1.62130645607651,0.483612703186662,11.3659363684876,0.577180184470312,3.68000000000001e-05,5281842,445312.113533399,0,0,0,0.01721420632104,0,-200.168716308292,483055145
1.7332924985323,0.0588235294117647,0.898456796875,2.78738468207342,0.359027452600921,0.534702525909706,0.519547898415476,3.67999999999999e-05,5281842,445312.230146031,0,0,0,0.01721420632104,0,-291.207044338885,765126228
1.7332924985323,0.0588235294117647,0.898456796875,1.62572696524592,0.50319771656071,11.10220870423,0.614191695103346,3.68e-05,5281842,445312.979129559,0,0,0,0.01721420632104,0,-200.224491555746,398017525
1.7332924985323,0.0588235294117647,0.898456796875,1.62479672143766,0.495125241303347,10.9441905651427,0.641377228360621,3.68e-05,5281842,445313.193916535,0,0,0,0.01721420632104,0,-200.4120514467,919541885
1.7332924985323,0.0588235294117647,0.148599296875,1.69696743497289,0.8290802324298,0.0990535967821775,0.265870228680437,3.68e-05,5281842,295313.249058128,0,0,0,0.01721420632104,0,-205.148295093517,663592714
1.7332924985323,0.0588235294117647,0.148599296875,1.76323303841731,0.868168274024253,0.186346862703859,0.477308557245038,3.68000000000001e-05,5281842,295311.840254566,0,0,0,0.01721420632104,0,-213.382067677298,661000039
1.7332924985323,0.0588235294117647,0.148599296875,1.99312963103219,0.852884374451833,0.288920512227337,0.620679877158036,3.68e-05,5281842,295312.167457051,0,0,0,0.01721420632104,0,-218.352496935251,814594466
1.7332924985323,0.0588235294117647,0.148599296875,1.66834044410953,0.813332519578308,0.13431004139909,0.366393534979002,3.68e-05,5281842,295311.473174716,0,0,0,0.01721420632104,0,-209.212539297439,1009919934
1.7332924985323,0.0588235294117647,0.148599296875,1.71976207772909,0.867565665490442,0.135565530202213,0.365690515809923,3.68e-05,5281842,295315.063742509,0,0,0,0.01721420632104,0,-209.022559003264,117271523
1.7332924985323,0.0588235294117647,0.648504296875,1.40368846509789,0.242780000719921,0.0734811439935382,0.145982164951596,3.68e-05,5281842,595312.366434084,0,0,0,0.01721420632104,0,-199.336102933532,1026626275
1.7332924985323,0.0588235294117647,0.648504296875,1.0193277116292,0.0901712722389615,0.0647377652472336,0.611975410628231,3.68e-05,5281842,595312.894828218,0,0,0,0.01721420632104,0,-185.084961413198,842506423
1.7332924985323,0.0588235294117647,0.648504296875,1.06561489019377,0.141875335251478,0.0620158883295487,0.599084744025105,3.67999999999999e-05,5281842,595311.116755465,0,0,0,0.01721420632104,0,-186.634900557284,940702875
1.7332924985323,0.0588235294117647,0.648504296875,1.15312257922243,0.299827958570295,0.0588062933663628,0.609312381171844,3.68e-05,5281842,595314.052359522,0,0,0,0.01721420632104,0,-189.303272540109,486383570
1.7332924985323,0.0588235294117647,0.648504296875,1.12193985934817,0.209483516436641,0.0602795345936943,0.627027171776013,3.68e-05,5281842,595312.108646162,0,0,0,0.01721420632104,0,-187.812486314388,1063276787
1.7332924985323,0.0588235294117647,0.023623046875,0.9560448669446,0.375156208499411,0.0515431164122165,0.618911537419313,3.68e-05,5281842,70314.6448851438,0,0,0,0.01721420632104,0,-182.736648165362,139812721
1.7332924985323,0.0588235294117647,0.023623046875,0.948723573805595,0.364317978104966,0.0516428333001869,0.61572696683628,3.68e-05,5281842,70312.0480490259,0,0,0,0.01721420632104,0,-182.691239223096,710963627
1.7332924985323,0.0588235294117647,0.023623046875,2.6873011212243,0.925423973201921,0.689338825222033,0.813261500070833,3.68e-05,5281842,70313.018297842,0,0,0,0.01721420632104,0,-235.254739683451,806540590
1.7332924985323,0.0588235294117647,0.023623046875,0.94880779816162,0.39305445745962,0.0515679667607532,0.627220334192196,3.68e-05,5281842,70314.142809971,0,0,0,0.01721420632104,0,-182.674555133113,215532041
