"sigma_M","gamma","b_3","sigma_P","rho","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.413851724137931,0.0588235294117647,0.458084114703473,0.39074078125,0.484251807027474,3.44755398468249,2.65367092528185,3.68000000000001e-05,5301405,590623.235926899,0,0,0,0,0,-320.718068317987,889539661
0.413851724137931,0.0588235294117647,0.5929326312203,0.39074078125,0.481700371109852,3.30691571497093,2.91987551685684,3.68e-05,5301405,590623.3236089,0,0,0,0,0,-324.486451451898,887070979
0.413851724137931,0.0588235294117647,-15.9719783857404,0.14078828125,0.00998042818212856,5.02585626861571,1.49585279374807,3.68e-05,5301405,140624.610429781,0,0,0,0,0,-828.102526613479,35816865
0.413851724137931,0.0588235294117647,-14.7692296002172,0.14078828125,0.009061287278922,5.21192683587017,1.37407418040985,3.68000000000001e-05,5301405,140626.303333277,0,0,0,0,0,-823.165050405695,63134151
0.413851724137931,0.0588235294117647,-13.4968911018683,0.14078828125,0.0153312378072687,4.45049379892646,0.928364690840962,3.68000000000001e-05,5301405,140625.873678767,0,0,0,0,0,-842.168916909424,545101609
0.413851724137931,0.0588235294117647,-14.0451961919706,0.14078828125,0.00695698340688681,4.85063111290742,1.29401456312228,3.68e-05,5301405,140625.790882773,0,0,0,0,0,-842.196570204994,228216021
0.413851724137931,0.0588235294117647,-13.218297224099,0.14078828125,0.0118746869998064,4.3928947640712,0.7097787152916,3.68e-05,5301405,140625.12770563,0,0,0,0,0,-883.070256887776,490068183
0.413851724137931,0.0588235294117647,-0.436581360394311,0.64069328125,0.484390197656367,3.25901198104066,3.49464802474725,3.68e-05,5301405,440624.885180043,0,0,0,0,0,-333.45531099299,211354980
0.413851724137931,0.0588235294117647,0.129664243605924,0.64069328125,0.451407029719892,3.00736306300128,3.35611825288768,3.68e-05,5301405,440625.000138727,0,0,0,0,0,-329.23040985007,936201872
0.413851724137931,0.0588235294117647,-0.284146064590922,0.64069328125,0.453692999417796,3.15002955519539,3.40446713167913,3.67999999999999e-05,5301405,440624.5500094,0,0,0,0,0,-335.230936645069,803282104
0.413851724137931,0.0588235294117647,0.13506726706221,0.64069328125,0.487759057611765,2.95253249780977,3.69239200687579,3.68e-05,5301405,440627.487822902,0,0,0,0,0,-333.289510365088,20361888
0.413851724137931,0.0588235294117647,0.340888204355556,0.64069328125,0.502819244472601,3.18874911647517,3.62599708711258,3.68e-05,5301405,440624.770153434,0,0,0,0,0,-322.405013055874,764931652
0.413851724137931,0.0588235294117647,-8.37265121148213,0.07830015625,0.000980305160130542,1.14790550244052,2.50455931276835,3.68e-05,5301405,253125.597562226,0,0,0,0,0,-987.15277317144,732360225
0.413851724137931,0.0588235294117647,-7.45728109210536,0.07830015625,0.000981356560330586,0.536467655398342,2.20587846655844,3.68e-05,5301405,253126.095165245,0,0,0,0,0,-987.152809005229,754071714
0.413851724137931,0.0588235294117647,-8.23507714978146,0.07830015625,0.000981784063518616,0.389704871462958,2.22491928833138,3.68e-05,5301405,253124.764715462,0,0,0,0,0,-987.152822862761,899150097
0.413851724137931,0.0588235294117647,-7.97580221986683,0.07830015625,0.000979166946459387,0.828374187550042,2.20444812802333,3.68e-05,5301405,253124.744179016,0,0,0,0,0,-987.152740567404,858644886
0.413851724137931,0.0588235294117647,-7.74842748543486,0.07830015625,0.000977304277238635,0.703189031073188,2.40543546666485,3.68e-05,5301405,253125.670414682,0,0,0,0,0,-987.152706533197,778934455
0.413851724137931,0.0588235294117647,5.19308362067715,0.57820515625,0.0600389770201929,8.81250505430728,-4.48758880449024,3.68000000000001e-05,5301405,553125.356796926,0,0,0,0,0,-558.540769353029,808020291
0.413851724137931,0.0588235294117647,5.29967325071417,0.57820515625,0.191076900864385,8.00989147897523,-1.83086003300821,3.68e-05,5301405,553124.257816815,0,0,0,0,0,-543.109518327585,602368797
0.413851724137931,0.0588235294117647,5.80366439894671,0.57820515625,0.130182503700004,5.76967186416134,-0.181359694002196,3.68e-05,5301405,553124.576548837,0,0,0,0,0,-492.344381997201,748094101
0.413851724137931,0.0588235294117647,5.42000111860677,0.57820515625,0.0506388076231949,10.1700799304763,-5.11169853531292,3.68e-05,5301405,553127.464385402,0,0,0,0,0,-551.228861511749,71285600
0.413851724137931,0.0588235294117647,5.20040508664071,0.57820515625,0.0635553791228319,9.16094122753505,-4.55339905666464,3.68e-05,5301405,553126.357641363,0,0,0,0,0,-556.944288589093,971460685
0.413851724137931,0.0588235294117647,-12.5920419216368,0.82815765625,0.709521621881798,3.44766021863095,1.0130509065178,3.68000000000001e-05,5301405,103126.404043221,0,0,0,0,0,-596.126250294868,21605764
0.413851724137931,0.0588235294117647,-12.2113093853046,0.82815765625,0.689811756788159,4.81641789931159,0.362987858301064,3.68000000000001e-05,5301405,103126.559930037,0,0,0,0,0,-576.809752539857,240114752
0.413851724137931,0.0588235294117647,-12.9255578403555,0.82815765625,0.649209957429834,4.4594599178154,0.338312322666743,3.68000000000001e-05,5301405,103127.396937807,0,0,0,0,0,-628.819453979581,590906535
0.413851724137931,0.0588235294117647,-13.4019080875839,0.82815765625,0.753856191874403,3.90342362006191,-0.206208486523467,3.68e-05,5301405,103125.198576701,0,0,0,0,0,-658.952606970072,462844393
0.413851724137931,0.0588235294117647,-13.9329500597939,0.82815765625,0.654906216380893,4.69661592178931,0.0749167646037299,3.68000000000001e-05,5301405,103125.075938848,0,0,0,0,0,-677.693508743708,1008722807
0.413851724137931,0.0588235294117647,-4.10696263539511,0.32825265625,0.0363162797118923,-1.29389059047543,-3.07462032523961,3.68e-05,5301405,403126.668357577,0,0,0,0,0,-172.761999741771,489413676
0.413851724137931,0.0588235294117647,-4.12756880452444,0.32825265625,0.0358420817756327,-1.2715245322848,-3.05067102800716,3.68000000000001e-05,5301405,403124.526020403,0,0,0,0,0,-172.705864756569,799537437
0.413851724137931,0.0588235294117647,-4.1351150740529,0.32825265625,0.035954489650713,-1.2616652433823,-3.06512326471553,3.68e-05,5301405,403125.380418525,0,0,0,0,0,-172.673839442952,282292362
0.413851724137931,0.0588235294117647,-4.1312815962601,0.32825265625,0.0364728420393669,-1.27823988058429,-3.05867483399545,3.68e-05,5301405,403127.488449876,0,0,0,0,0,-172.702223366469,804451454
0.413851724137931,0.0588235294117647,-4.10188448640106,0.32825265625,0.034994767384828,-1.2748975083969,-3.0549458275424,3.68000000000001e-05,5301405,403125.682385912,0,0,0,0,0,-172.799176937838,644775523
0.413851724137931,0.0588235294117647,-14.9553786910869,0.70318140625,0.655456649550395,2.02716303345676,-4.24218261665969,3.68e-05,5301405,178126.558089106,0,0,0,0,0,-643.127783092972,658153920
0.413851724137931,0.0588235294117647,-15.9820000641881,0.70318140625,0.555132149822535,2.3445341477465,-4.58903329378789,3.68e-05,5301405,178125.367833387,0,0,0,0,0,-664.314367396814,512871110
0.413851724137931,0.0588235294117647,-15.6557066674073,0.70318140625,0.682054860468599,2.34108241586691,-4.62222562577022,3.68e-05,5301405,178125.628897945,0,0,0,0,0,-649.165597295759,834672137
0.413851724137931,0.0588235294117647,-16.4999053262426,0.70318140625,0.730053334402865,2.09951252202993,-3.91575769424031,3.68e-05,5301405,178126.271384484,0,0,0,0,0,-661.546883013944,242168880
0.413851724137931,0.0588235294117647,-16.6130253829833,0.70318140625,0.595938571309572,2.65388467693672,-4.89259246256298,3.68000000000001e-05,5301405,178124.875115744,0,0,0,0,0,-670.448136749683,241800436
0.413851724137931,0.0588235294117647,-3.65950903645711,0.20327640625,0.130859238114413,-1.60798910948769,-1.32144614030701,3.68e-05,5301405,478124.43067704,0,0,0,0,0,-690.960021381565,541961483
0.413851724137931,0.0588235294117647,-2.8106777972126,0.20327640625,0.0608452207510003,-1.09411913467616,-1.62789651406847,3.68e-05,5301405,478124.117904935,0,0,0,0,0,-775.528208439589,752075414
0.413851724137931,0.0588235294117647,-3.64298475611182,0.20327640625,0.124518065141178,-0.881051547025995,-1.29796533466458,3.68e-05,5301405,478124.25170148,0,0,0,0,0,-666.702298880428,909874132
0.413851724137931,0.0588235294117647,-3.82643602709732,0.20327640625,0.215553552537984,-0.522181716138832,-1.04281739619626,3.68e-05,5301405,478125.096916424,0,0,0,0,0,-666.410619382379,52826709
0.413851724137931,0.0588235294117647,-3.60397198570319,0.20327640625,0.117649327470128,-0.82035860112844,-1.47391044189614,3.68e-05,5301405,478125.479676181,0,0,0,0,0,-626.687484695935,559744050
0.413851724137931,0.0588235294117647,-7.30694284485524,0.45322890625,0.676127666703354,-0.422242369942168,-2.87926960611864,3.67999999999999e-05,5301405,28125.7762738033,0,0,0,0,0,-341.028957333303,167495970
0.413851724137931,0.0588235294117647,-7.37617132131567,0.45322890625,0.734925671677388,-0.316510420116372,-1.36362487442128,3.67999999999999e-05,5301405,28126.7955789429,0,0,0,0,0,-522.581150268303,661384385
0.413851724137931,0.0588235294117647,-7.96023775280055,0.45322890625,0.704729905842896,-0.0288873358088475,-1.49679993219372,3.67999999999999e-05,5301405,28124.9439717881,0,0,0,0,0,-567.512086594792,282168173
0.413851724137931,0.0588235294117647,-7.35328495586136,0.45322890625,0.554311352650233,-0.449289754829328,-1.23969280914605,3.68e-05,5301405,28128.2248818286,0,0,0,0,0,-566.778573955348,1025593966
0.413851724137931,0.0588235294117647,-9.68795656673937,0.45322890625,0.780254289884716,0.906234727294465,-1.07749752343807,3.68e-05,5301405,28126.6563593296,0,0,0,0,0,-691.651084877872,817256215
0.413851724137931,0.0588235294117647,0.743771751889795,0.95313390625,0.467662179313413,2.48440195375381,2.70503849092612,3.68e-05,5301405,328126.363245363,0,0,0,0,0,-276.116118706194,930403931
0.413851724137931,0.0588235294117647,1.03911552635237,0.95313390625,0.447276660880298,2.64530620258599,2.79939885223489,3.68e-05,5301405,328126.712986001,0,0,0,0,0,-290.704936548909,146114399
0.413851724137931,0.0588235294117647,0.276770878377806,0.95313390625,0.505174687860838,2.62444505269334,2.34747484174212,3.68000000000001e-05,5301405,328124.399410534,0,0,0,0,0,-283.299847567026,681406119
0.413851724137931,0.0588235294117647,0.791322678849999,0.95313390625,0.455651623714343,2.75978768958597,2.46210464593945,3.68e-05,5301405,328124.662523499,0,0,0,0,0,-283.461008797033,506783920
0.413851724137931,0.0588235294117647,0.463812388226225,0.95313390625,0.591910924694998,2.8336378194869,3.03702780982194,3.68000000000001e-05,5301405,328126.341226088,0,0,0,0,0,-306.99303302173,450077809
0.413851724137931,0.0588235294117647,-8.67652852297935,0.445417890625,0.00182465765366513,-2.20880224659221,1.37819716376822,3.68e-05,5301405,145314.073129801,0,0,0,0,0,-874.116120493769,180969449
0.413851724137931,0.0588235294117647,-8.62218069200619,0.445417890625,0.00115409138930405,-2.10685151991402,1.306588520047,3.68000000000001e-05,5301405,145313.390948359,0,0,0,0,0,-858.476768937787,80767109
0.413851724137931,0.0588235294117647,-8.25571011355327,0.445417890625,0.000959302397629655,-1.12825801568206,3.25689260997421,3.68e-05,5301405,145313.406706219,0,0,0,0,0,-987.152758220468,633166718
0.413851724137931,0.0588235294117647,-8.1882701946318,0.445417890625,0.000958166724825277,-1.42582612158314,3.44617071344862,3.68e-05,5301405,145313.053993254,0,0,0,0,0,-987.152729914898,241522008
0.413851724137931,0.0588235294117647,-9.72670764402681,0.445417890625,0.00225714193600766,-1.90584299291439,1.84616847742214,3.68e-05,5301405,145311.750065567,0,0,0,0,0,-963.180214970782,327291646
0.413851724137931,0.0588235294117647,1.31818441645458,0.945322890625,0.48492273232429,4.5165677716067,0.242507355841289,3.68e-05,5301405,445311.480470469,0,0,0,0,0,-395.21694667621,474780410
0.413851724137931,0.0588235294117647,1.30462937664458,0.945322890625,0.470653729365243,4.11148119140614,-0.730102854492872,3.68e-05,5301405,445312.552392475,0,0,0,0,0,-435.591577713266,1058085169
0.413851724137931,0.0588235294117647,0.467570266239096,0.945322890625,0.51448534322209,4.26744325780713,-0.515229772590301,3.68e-05,5301405,445313.570348747,0,0,0,0,0,-393.936896914983,261066062
0.413851724137931,0.0588235294117647,1.18351722351668,0.945322890625,0.517132472195927,4.05622244259827,-1.11789937354649,3.68000000000001e-05,5301405,445312.838234612,0,0,0,0,0,-432.81603810442,530492320
0.413851724137931,0.0588235294117647,0.637306271991466,0.945322890625,0.521773277823671,4.59660548740608,0.303291442873237,3.68e-05,5301405,445313.339530146,0,0,0,0,0,-368.371544469268,373236337
0.413851724137931,0.0588235294117647,-13.5276946649321,0.695370390625,0.836099225254274,8.08394276673728,0.845231005551499,3.68e-05,5301405,295311.883890632,0,0,0,0,0,-626.140901203047,438137285
0.413851724137931,0.0588235294117647,-12.5154906490737,0.695370390625,0.907164689289467,5.91852733594662,0.450820020097458,3.68e-05,5301405,295312.096883767,0,0,0,0,0,-561.301302745851,751630199
0.413851724137931,0.0588235294117647,-12.7031634911668,0.695370390625,0.740973915885246,6.74230013109348,0.187222232388999,3.68e-05,5301405,295314.204054916,0,0,0,0,0,-592.622284921947,52898681
0.413851724137931,0.0588235294117647,-12.7935750569782,0.695370390625,0.692040398360416,6.41420543942005,0.376811243294488,3.68000000000001e-05,5301405,295311.543295007,0,0,0,0,0,-599.412858012774,369112973
0.413851724137931,0.0588235294117647,-13.9182789092038,0.695370390625,0.844054128441581,7.51637618708161,0.87644292508278,3.68e-05,5301405,295314.14830446,0,0,0,0,0,-619.315516459484,1006895605
0.413851724137931,0.0588235294117647,-3.3782142153969,0.195465390625,0.670999704013193,4.57885174854524,-6.04013048226741,3.68000000000001e-05,5301405,595313.444964687,0,0,0,0,0,-633.976562194665,906510172
0.413851724137931,0.0588235294117647,-2.09927922051388,0.195465390625,0.383880497830869,2.82844143708975,-7.76412955576894,3.68000000000001e-05,5301405,595312.066444651,0,0,0,0,0,-738.849218751674,772954237
0.413851724137931,0.0588235294117647,-2.11626043795425,0.195465390625,0.374888338906312,3.39060413956496,-7.91772189726605,3.67999999999999e-05,5301405,595311.40769332,0,0,0,0,0,-730.020005531659,560419380
0.413851724137931,0.0588235294117647,-2.45183244628481,0.195465390625,0.330552984546501,3.41452310759707,-7.44236532022533,3.68e-05,5301405,595312.968554862,0,0,0,0,0,-723.744525662651,250973050
0.413851724137931,0.0588235294117647,-2.19995080254446,0.195465390625,0.328330601541429,2.75552671916908,-7.01059973642781,3.68e-05,5301405,595311.925732381,0,0,0,0,0,-758.338339016365,258030258
0.413851724137931,0.0588235294117647,-15.4433285718776,0.820346640625,0.00119945147358157,5.62672565098142,-3.84920401750957,3.68e-05,5301405,70313.5070727198,0,0,0,0,0,-957.604372535328,194614729
0.413851724137931,0.0588235294117647,-16.1567023584545,0.820346640625,0.00119383429232913,5.76994013177455,-3.20567867879718,3.68e-05,5301405,70313.3917334189,0,0,0,0,0,-957.62633155991,392804598
0.413851724137931,0.0588235294117647,-15.8649876799856,0.820346640625,0.00119655577818229,5.60350219651938,-2.88333488136766,3.68e-05,5301405,70310.9853436195,0,0,0,0,0,-957.544046108521,959929247
0.413851724137931,0.0588235294117647,-15.4140516563048,0.820346640625,0.00120884966094226,5.61276273564143,-3.82885927934029,3.68e-05,5301405,70313.5495624836,0,0,0,0,0,-957.619707360435,429893650
0.413851724137931,0.0588235294117647,-15.9461320294437,0.820346640625,0.00119901462399517,5.7933648206246,-3.86265101661415,3.68e-05,5301405,70313.9600493251,0,0,0,0,0,-957.66599173705,278047821
0.413851724137931,0.0588235294117647,-4.72569676749878,0.320441640625,0.244963243766435,1.56851986958265,-0.819220753421515,3.68e-05,5301405,370312.963972565,0,0,0,0,0,-498.653081458779,103726582
0.413851724137931,0.0588235294117647,-5.24129630823436,0.320441640625,0.00100141019157913,0.133713881948871,1.83743870495783,3.68e-05,5301405,370310.869233383,0,0,0,0,0,-987.152721458167,87357512
0.413851724137931,0.0588235294117647,-4.95186827023127,0.320441640625,0.19897013803808,0.516940499887291,-0.220821839622381,3.68e-05,5301405,370312.666733094,0,0,0,0,0,-864.34737620532,775021078
0.413851724137931,0.0588235294117647,-6.50267041074561,0.320441640625,0.00117208534700932,-1.22407158841691,0.153612057543663,3.68e-05,5301405,370313.524465435,0,0,0,0,0,-980.17743517828,211059031
0.413851724137931,0.0588235294117647,-5.18163392419933,0.320441640625,0.335714032204349,1.52021289500996,-0.53552577293906,3.68e-05,5301405,370312.164198089,0,0,0,0,0,-576.822028934406,579907862
0.413851724137931,0.0588235294117647,-7.07155496984067,0.070489140625,0.774084203566851,-0.711073941767822,-2.98822122908762,3.67999999999999e-05,5301405,220315.494312663,0,0,0,0,0,-250.598920802179,300861537
0.413851724137931,0.0588235294117647,-7.24332662781266,0.070489140625,0.814434508473738,-0.530641485050879,-2.20219227391623,3.67999999999999e-05,5301405,220313.158744304,0,0,0,0,0,-306.527490197953,482134860
0.413851724137931,0.0588235294117647,-8.24360449958642,0.070489140625,0.790198675165362,-0.811429457779918,-1.37833700880199,3.68000000000001e-05,5301405,220313.493481127,0,0,0,0,0,-374.47965856489,885921484
0.413851724137931,0.0588235294117647,-7.75440257504561,0.070489140625,0.780385370672526,-0.927649553540506,-1.30563820764674,3.68e-05,5301405,220314.849327024,0,0,0,0,0,-369.772812162501,314226448
0.413851724137931,0.0588235294117647,-7.94483996502008,0.070489140625,0.722997532659545,-0.823968086431272,-1.56000413669201,3.68e-05,5301405,220314.350737217,0,0,0,0,0,-353.218324331016,301464121
0.413851724137931,0.0588235294117647,0.404775645842804,0.570394140625,0.475793413799139,3.13084111875853,3.23448709951442,3.67999999999999e-05,5301405,520311.156640988,0,0,0,0,0,-325.078051466385,898239107
0.413851724137931,0.0588235294117647,0.487907074535419,0.570394140625,0.413084444786589,3.20159927466774,3.22182027593578,3.68e-05,5301405,520312.712895219,0,0,0,0,0,-318.795975366934,15931734
0.413851724137931,0.0588235294117647,0.62595997317784,0.570394140625,0.413458387844748,3.31906613782462,3.39749236547549,3.68e-05,5301405,520312.367615283,0,0,0,0,0,-318.945848675476,550598484
0.413851724137931,0.0588235294117647,0.792653980637887,0.570394140625,0.426376002946941,3.34916543601741,3.01452298993551,3.68e-05,5301405,520313.766841853,0,0,0,0,0,-318.43089074763,832634965
0.413851724137931,0.0588235294117647,0.56425849946531,0.570394140625,0.479357456405487,3.2067285874169,2.98292175770744,3.68e-05,5301405,520312.185933651,0,0,0,0,0,-322.520674853405,950048130
0.448331034482759,0.0588235294117647,-9.77354116967608,0.60944921875,0.481114838746628,4.77119821309956,0.785100932828326,3.67999999999999e-05,5301405,346873.772349242,0,0,0,0,0,-580.045441448417,249907805
0.448331034482759,0.0588235294117647,-12.633057013895,0.60944921875,0.624151167665273,5.27616785299677,0.583319855031894,3.68000000000001e-05,5301405,346876.310906231,0,0,0,0,0,-581.032045942175,173683730
0.448331034482759,0.0588235294117647,-10.2839461350068,0.60944921875,0.489073435741263,5.28793355573884,-0.0661484191820037,3.68e-05,5301405,346877.19942722,0,0,0,0,0,-567.698696802732,1011888783
0.448331034482759,0.0588235294117647,-11.6910416801533,0.60944921875,0.649399838353273,5.20691717130528,1.06915547446812,3.68000000000001e-05,5301405,346874.600338067,0,0,0,0,0,-582.151579084635,756233538
0.448331034482759,0.0588235294117647,-10.0827447392845,0.60944921875,0.616328355195437,4.47141579142695,0.937196375799914,3.68e-05,5301405,346875.351881975,0,0,0,0,0,-567.353092861272,385653270
0.448331034482759,0.0588235294117647,2.67650308173578,0.10954421875,0.0451711844622601,0.952999531464,-5.50889434075528,3.68000000000001e-05,5301405,46877.5599325447,0,0,0,0,0,-758.767788567012,511812698
0.448331034482759,0.0588235294117647,3.22255511224117,0.10954421875,0.0477628204667817,0.855775737134163,-5.81429769654578,3.68000000000001e-05,5301405,46875.7584952385,0,0,0,0,0,-729.835101972311,829566140
0.448331034482759,0.0588235294117647,3.38097653173663,0.10954421875,0.0505261002157752,0.047460382475489,-5.82548134020983,3.68000000000001e-05,5301405,46876.4524263086,0,0,0,0,0,-755.538107422027,944753079
0.448331034482759,0.0588235294117647,2.83558485499829,0.10954421875,0.0361479178133666,0.43805946549412,-5.55226244611098,3.68000000000001e-05,5301405,46876.1575183154,0,0,0,0,0,-777.185854081652,472315301
0.448331034482759,0.0588235294117647,3.36956246173357,0.10954421875,0.0463955152896723,-0.843222888806735,-6.04307338738746,3.68000000000001e-05,5301405,46874.9872290499,0,0,0,0,0,-813.865695973456,100594360
0.448331034482759,0.0588235294117647,-18.383112911192,0.35949671875,0.12864724326933,1.7384843245746,4.00742694201961,3.67999999999999e-05,5301405,496875.20758708,0,0,0,0,0,-785.809763593208,511502423
0.448331034482759,0.0588235294117647,-17.1404675232064,0.35949671875,0.267264757686885,1.86812707312403,3.41637938882355,3.67999999999999e-05,5301405,496874.598308569,0,0,0,0,0,-802.34152184853,187532456
0.448331034482759,0.0588235294117647,-18.2865205801807,0.35949671875,0.0189773165757371,3.72786851566612,3.19933983585159,3.67999999999999e-05,5301405,496875.303375984,0,0,0,0,0,-859.317390322505,556034254
0.448331034482759,0.0588235294117646,-17.487440523579,0.35949671875,0.123573913297647,3.63947141187807,3.38815858346977,3.68e-05,5301405,496877.087520857,0,0,0,0,0,-800.505477232565,295626329
0.448331034482759,0.0588235294117647,-18.1351938459531,0.35949671875,0.372218713203007,2.21149852803473,3.69711450492481,3.68e-05,5301405,496877.20035056,0,0,0,0,0,-774.074213444759,325809372
0.448331034482759,0.0588235294117647,-7.70312941687504,0.85940171875,0.753706606975828,6.4133156258444,-3.44093071931698,3.68000000000001e-05,5301405,196875.147196007,0,0,0,0,0,-535.123210762514,676023508
0.448331034482759,0.0588235294117647,-7.50574447052562,0.85940171875,0.683962308879175,6.21170710680341,-3.44994184956441,3.68000000000001e-05,5301405,196877.187727265,0,0,0,0,0,-540.950000481666,119135076
0.448331034482759,0.0588235294117646,-7.46220608343531,0.85940171875,0.709884526904654,5.55322404804891,-3.27123595437379,3.68e-05,5301405,196876.008508243,0,0,0,0,0,-542.289497837526,81998107
0.448331034482759,0.0588235294117647,-6.83969330841541,0.85940171875,0.680666972339809,6.21006954817328,-2.92928731411606,3.68000000000001e-05,5301405,196877.322674289,0,0,0,0,0,-546.385427209538,324080267
0.448331034482759,0.0588235294117647,-7.24040942493802,0.85940171875,0.71921299653341,5.81639823567525,-2.82578018001644,3.68e-05,5301405,196873.357069633,0,0,0,0,0,-539.629625893736,163947394
0.448331034482759,0.0588235294117647,-10.6086669247408,0.23452046875,0.775795183409592,0.869324337943914,-2.82816908674284,3.67999999999999e-05,5301405,421874.71507016,0,0,0,0,0,-549.44236124105,945488931
0.448331034482759,0.0588235294117647,-12.9077222838462,0.23452046875,0.730651712806163,0.812240536760197,-2.82003252164342,3.67999999999999e-05,5301405,421873.986568208,0,0,0,0,0,-528.096524957588,504628913
0.448331034482759,0.0588235294117647,-13.9815955965216,0.23452046875,0.770816794964361,1.34119360125486,-3.29933330258406,3.67999999999999e-05,5301405,421875.699726107,0,0,0,0,0,-560.444765188585,1024557307
0.448331034482759,0.0588235294117647,-11.9046744540076,0.23452046875,0.7618862982446,0.916363839039805,-3.21044789829521,3.68e-05,5301405,421876.08625466,0,0,0,0,0,-487.390664170177,993484459
0.448331034482759,0.0588235294117647,-10.7633044389614,0.23452046875,0.757224275051505,1.3399548332712,-4.36716418350638,3.68e-05,5301405,421875.536309846,0,0,0,0,0,-469.568143390178,694027202
0.448331034482759,0.0588235294117647,-0.00791276373128723,0.73442546875,0.640951931602314,3.41752240339055,2.71945454511051,3.68e-05,5301405,121874.716388534,0,0,0,0,0,-301.574269230887,255967079
0.448331034482759,0.0588235294117647,0.355922889647207,0.73442546875,0.656444792179366,3.4082214892299,2.53234349835702,3.68e-05,5301405,121875.817514816,0,0,0,0,0,-301.932150975422,1033169579
0.448331034482759,0.0588235294117647,-0.300308834559913,0.73442546875,0.823783813499193,3.35614097599114,2.20080781452386,3.67999999999999e-05,5301405,121875.679147521,0,0,0,0,0,-299.677799837592,658932802
0.448331034482759,0.0588235294117647,-0.457406556358575,0.73442546875,0.780195147281189,3.58117248020389,2.07902429345105,3.68e-05,5301405,121878.550470451,0,0,0,0,0,-305.432218572124,651597357
0.448331034482759,0.0588235294117647,0.0664521698503077,0.73442546875,0.582150635342992,3.04509275636456,2.43423351422441,3.68e-05,5301405,121876.241335899,0,0,0,0,0,-313.382899948675,595702643
0.448331034482759,0.0588235294117647,-6.78697968839579,0.98437796875,0.381309816647012,1.50657133179631,-5.71486174333003,3.68e-05,5301405,571873.390902268,0,0,0,0,0,-328.843163838104,690733104
0.448331034482759,0.0588235294117647,-7.27439713500917,0.98437796875,0.351282049419472,1.89789504704086,-6.26843282196523,3.68e-05,5301405,571876.503888687,0,0,0,0,0,-411.596575683973,657483132
0.448331034482759,0.0588235294117647,-6.46805673819571,0.98437796875,0.454950653382431,1.11465808136613,-5.97578239517189,3.68e-05,5301405,571875.03038026,0,0,0,0,0,-338.370419711778,1051914971
0.448331034482759,0.0588235294117647,-5.47751931951409,0.98437796875,0.278248599988529,1.48473751907343,-5.37079018833462,3.68e-05,5301405,571874.981617197,0,0,0,0,0,-292.995004575381,209212139
0.448331034482759,0.0588235294117647,-6.603173856804,0.98437796875,0.307748004222587,2.01245129817004,-5.75093654107004,3.68e-05,5301405,571874.238667757,0,0,0,0,0,-347.205323800078,232853263
0.448331034482759,0.0588235294117647,3.91624751286195,0.48447296875,0.505417082011827,-0.917443673808306,-0.934742303598345,3.68e-05,5301405,271875.886932763,0,0,0,0,0,-501.862044022838,186301792
0.448331034482759,0.0588235294117647,3.37815861537582,0.48447296875,0.407889912707075,-0.728167778942754,0.751333043573918,3.68e-05,5301405,271875.54214273,0,0,0,0,0,-476.938461826035,585747990
0.448331034482759,0.0588235294117647,4.51798590649342,0.48447296875,0.558002147399683,-1.40297398496596,-1.78463062638722,3.68000000000001e-05,5301405,271872.956584474,0,0,0,0,0,-532.002051746579,726273450
0.448331034482759,0.0588235294117647,3.51511959674602,0.48447296875,0.474018858058684,-0.977157828399219,-0.989615426652282,3.68e-05,5301405,271876.675244117,0,0,0,0,0,-506.855457710509,408339200
0.448331034482759,0.0588235294117647,2.71535617937785,0.48447296875,0.314795897854273,0.496436461483492,0.482747201671879,3.68e-05,5301405,271874.629651584,0,0,0,0,0,-447.256319731695,347067330
0.448331034482759,0.0588235294117647,-14.4517055372128,0.79691359375,0.793617402470667,-0.985447200452625,0.455545262367971,3.68000000000001e-05,5301405,384374.543770797,0,0,0,0,0,-660.578658405475,284894145
0.448331034482759,0.0588235294117647,-14.2638858239475,0.79691359375,0.482795637424631,-1.53605975991631,0.584941274898608,3.68e-05,5301405,384376.485782896,0,0,0,0,0,-568.143896669715,513444837
0.448331034482759,0.0588235294117647,-14.1442333327765,0.79691359375,0.568348500795128,-1.71336256643486,1.21181290957205,3.68000000000001e-05,5301405,384375.840776653,0,0,0,0,0,-738.995684822178,311998041
0.448331034482759,0.0588235294117647,-14.6881719610391,0.79691359375,0.567544113982158,-0.522206997740132,1.21570692308798,3.67999999999999e-05,5301405,384374.648359475,0,0,0,0,0,-775.972345016377,587499468
0.448331034482759,0.0588235294117647,-15.195247015187,0.79691359375,0.564054423501081,-1.48838253445898,1.55485640148666,3.68000000000001e-05,5301405,384378.095139954,0,0,0,0,0,-775.52008622926,796104539
0.448331034482759,0.0588235294117646,-4.590367393133,0.29700859375,0.849070972931054,3.63756702418433,-5.96853697475457,3.68000000000001e-05,5301405,84377.2406626064,0,0,0,0,0,-608.562171234513,252881568
0.448331034482759,0.0588235294117647,-4.77356810039819,0.29700859375,0.756904914909183,3.56097959054825,-5.52827670910863,3.68000000000001e-05,5301405,84375.5737134983,0,0,0,0,0,-616.44245910913,1017897501
0.448331034482759,0.0588235294117647,-4.64506822374671,0.29700859375,0.775981617585848,3.764623726393,-5.79854048280127,3.68e-05,5301405,84374.9194951913,0,0,0,0,0,-617.666862331177,161129202
