"sigma_M","gamma","b_3","sigma_P","rho","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.172496551724138,0.0588235294117647,-8.24429732443132,0.42198484375,0.32911812273722,5.84892261437465,-2.68502511430501,3.67999999999999e-05,5301405,309375.601210692,0,0,0,0,0,-737.838060793214,131703612
0.172496551724138,0.0588235294117647,2.01478476434563,0.92188984375,0.379765693392364,1.03344555689524,4.74415773677873,3.68e-05,5301405,9376.12514310958,0,0,0,0,0,-464.880762770843,474429748
0.172496551724138,0.0588235294117647,2.21996637520197,0.92188984375,0.246620589812159,1.57416650157515,3.23177884908269,3.68e-05,5301405,9375.05345885701,0,0,0,0,0,-444.842118165899,903842049
0.172496551724138,0.0588235294117647,2.28927311966438,0.92188984375,0.220976190809436,1.60387440662557,3.38175560375369,3.67999999999999e-05,5301405,9377.41878555594,0,0,0,0,0,-458.581991135014,953354099
0.172496551724138,0.0588235294117647,0.923858395495939,0.92188984375,0.382058240094544,1.9373792342328,3.98570756275955,3.68e-05,5301405,9377.43956954308,0,0,0,0,0,-438.887107419392,990140902
0.172496551724138,0.0588235294117647,2.40294154451283,0.92188984375,0.214406802276951,1.22514030590921,3.67307498954398,3.68e-05,5301405,9377.39841086002,0,0,0,0,0,-460.527122422312,148288193
0.172496551724138,0.0588235294117647,-12.5824663065052,0.67193734375,0.359407435040081,-3.73506310704116,-4.6035848561855,3.68000000000001e-05,5301405,459374.887708983,0,0,0,0,0,-986.578295178843,120802192
0.172496551724138,0.0588235294117647,-12.949923735652,0.67193734375,0.393403510129158,-3.75599489291904,-4.62553760205471,3.68000000000001e-05,5301405,459375.337872645,0,0,0,0,0,-986.578690601959,246821084
0.172496551724138,0.0588235294117647,-12.7666104389019,0.67193734375,0.348718227231867,-3.43290456931183,-4.56964426430673,3.68000000000001e-05,5301405,459375.851212511,0,0,0,0,0,-986.581119485238,483231243
0.172496551724138,0.0588235294117647,-12.7610749297014,0.67193734375,0.350131450109181,-3.51774783905525,-4.56106623983024,3.68000000000001e-05,5301405,459375.090083413,0,0,0,0,0,-986.578053273133,636901363
0.172496551724138,0.0588235294117647,-12.6663748547141,0.67193734375,0.347372246024243,-3.67779199536072,-4.54419587767638,3.68000000000001e-05,5301405,459375.34980291,0,0,0,0,0,-986.578667973688,136621817
0.172496551724138,0.0588235294117647,-0.147686328155441,0.17203234375,0.563015702702543,3.94007637019658,1.99545565633709,3.68e-05,5301405,159374.874309444,0,0,0,0,0,-534.315833626458,134768402
0.172496551724138,0.0588235294117647,0.684830877994044,0.17203234375,0.555925508940681,1.70532136155601,0.588110204240942,3.68000000000001e-05,5301405,159378.608612506,0,0,0,0,0,-474.266749309372,358111401
0.172496551724138,0.0588235294117647,1.0608505676818,0.17203234375,0.507007118949081,1.34338273226972,0.884385179453979,3.68000000000001e-05,5301405,159373.713130478,0,0,0,0,0,-469.154483856236,784406775
0.172496551724138,0.0588235294117647,0.211300930082314,0.17203234375,0.586647800607675,1.87975850415848,0.759132579791271,3.68e-05,5301405,159374.835698192,0,0,0,0,0,-484.078541553494,308947608
0.172496551724138,0.0588235294117647,0.482526265672549,0.17203234375,0.546104924624671,2.0324104392151,0.761357128570613,3.68e-05,5301405,159375.378695797,0,0,0,0,0,-484.012300277313,481820004
0.172496551724138,0.0588235294117647,-11.1685588577877,0.26576453125,0.00260822915026474,8.33394719002862,10.5213932584215,3.68e-05,5301405,215625.122489398,0,0,0,0,0,-785.808082092199,846990271
0.172496551724138,0.0588235294117647,-10.3436871436262,0.26576453125,0.00266130344960207,8.12132156510565,10.475241344601,3.67999999999999e-05,5301405,215625.022845066,0,0,0,0,0,-782.115543945612,487159780
0.172496551724138,0.0588235294117647,-10.5725614910211,0.26576453125,0.00258304430560233,8.40416650171873,9.63744550064963,3.68e-05,5301405,215626.016731863,0,0,0,0,0,-792.381639069474,772416180
0.172496551724138,0.0588235294117647,-8.30687912249738,0.26576453125,0.00247116877257619,6.97777057476995,12.6146891560961,3.68000000000001e-05,5301405,215624.65228112,0,0,0,0,0,-760.116952649488,750025637
0.172496551724138,0.0588235294117647,-8.89650636467922,0.26576453125,0.0025415846080487,7.39637421653295,11.3902571813545,3.68e-05,5301405,215624.55395077,0,0,0,0,0,-767.912842602109,859589415
0.172496551724138,0.0588235294117647,0.153360348241058,0.76566953125,0.517699317003438,2.81159631174496,-0.920211516862261,3.68e-05,5301405,515624.878330455,0,0,0,0,0,-506.676203770339,565662840
0.172496551724138,0.0588235294117647,-0.347248002345365,0.76566953125,0.521357708777563,3.01873367183985,-0.942953679259258,3.68e-05,5301405,515623.870844247,0,0,0,0,0,-514.455322173123,70891656
0.172496551724138,0.0588235294117647,0.0123889879064476,0.76566953125,0.40885673824238,3.57941150616421,-1.13301700128566,3.68e-05,5301405,515625.066843549,0,0,0,0,0,-533.834511474142,95763749
0.172496551724138,0.0588235294117647,1.15542302775438,0.76566953125,0.468244184238839,2.11616696289174,-0.33697290713359,3.68000000000001e-05,5301405,515625.415209607,0,0,0,0,0,-470.308373874308,798083758
0.172496551724138,0.0588235294117647,0.889269083614736,0.76566953125,0.279168545437305,2.80388005104047,-0.95436290098282,3.68e-05,5301405,515624.318396157,0,0,0,0,0,-522.946154801805,836941121
0.172496551724138,0.0588235294117647,-5.06668761809403,0.51571703125,0.016014770069261,-1.18611947764081,-1.56683011406826,3.68e-05,5301405,65623.4744490377,0,0,0,0,0,-508.881133626824,334930521
0.172496551724138,0.0588235294117647,-4.85777315683582,0.51571703125,0.0125530515205102,-1.1283306810977,-1.59033211959975,3.68000000000001e-05,5301405,65626.4589862342,0,0,0,0,0,-599.909953948454,676139683
0.172496551724138,0.0588235294117647,-5.29350145928106,0.51571703125,0.0326221024784215,-1.13173933964192,0.249957129548637,3.68000000000001e-05,5301405,65624.2923671602,0,0,0,0,0,-973.794644826089,1071044696
0.172496551724138,0.0588235294117647,-5.73473197110634,0.51571703125,0.020779145171816,-1.00084600636503,0.0737563891644221,3.68000000000001e-05,5301405,65627.0016122228,0,0,0,0,0,-971.718405194802,774556056
0.172496551724138,0.0588235294117647,-5.91142701742019,0.51571703125,0.0218511025696228,-0.296652048143134,-0.0913044983947957,3.68e-05,5301405,65627.1771912311,0,0,0,0,0,-811.457606177418,628019795
0.172496551724138,0.0588235294117647,4.14583635266751,0.01581203125,0.161220601237219,4.15921531406128,-3.37838534679799,3.68e-05,5301405,365625.570809281,0,0,0,0,0,-772.243111558802,663140149
0.172496551724138,0.0588235294117647,5.66352797696134,0.01581203125,0.0166410879621843,9.4650383401117,-5.54711270264712,3.68e-05,5301405,365627.426535875,0,0,0,0,0,-710.145424311193,674958763
0.172496551724138,0.0588235294117647,5.79777263960344,0.01581203125,0.0178929874917825,9.20373861024664,-5.55820617336391,3.68e-05,5301405,365625.113252888,0,0,0,0,0,-709.794026391727,371743152
0.172496551724138,0.0588235294117647,5.64316150266992,0.01581203125,0.0180419579482981,9.51114154486909,-5.57735379309691,3.68e-05,5301405,365624.993435651,0,0,0,0,0,-707.185410448476,133473402
0.172496551724138,0.0588235294117646,5.70425921000978,0.01581203125,0.0182057300320408,8.88288632425993,-5.47318536435057,3.68e-05,5301405,365626.77534379,0,0,0,0,0,-711.961759286736,962222943
0.172496551724138,0.0588235294117647,-8.37668192238285,0.89064578125,0.230372863218685,-2.31736272034974,-4.91485646992426,3.68000000000001e-05,5301405,290626.220753508,0,0,0,0,0,-986.704220259874,19612320
0.172496551724138,0.0588235294117647,-8.99545848150481,0.89064578125,0.275494147463635,-2.51077898568862,-4.94349096534327,3.68000000000001e-05,5301405,290624.624687371,0,0,0,0,0,-986.703299159887,109520497
0.172496551724138,0.0588235294117647,-8.87603663325639,0.89064578125,0.199437875601635,-2.81550979638363,-4.46608573403137,3.68000000000001e-05,5301405,290626.067501311,0,0,0,0,0,-986.708752328361,658061220
0.172496551724138,0.0588235294117647,-7.4157303828901,0.89064578125,0.217635264939593,-2.71865263321809,-4.91685917262162,3.68000000000001e-05,5301405,290628.106943246,0,0,0,0,0,-986.973186919232,713539540
0.172496551724138,0.0588235294117647,-6.25067735653414,0.89064578125,0.395735208720136,-2.21518969634985,-4.25383780347603,3.68000000000001e-05,5301405,290626.228455519,0,0,0,0,0,-710.495926703153,636581506
0.172496551724138,0.0588235294117647,3.02073171532684,0.39074078125,0.124219978377576,1.74085981899293,2.21864930172509,3.67999999999999e-05,5301405,590622.815029069,0,0,0,0,0,-587.52969510658,915819568
0.172496551724138,0.0588235294117647,2.87232479473869,0.39074078125,0.116815953162046,1.94931189215543,2.01423444567735,3.68e-05,5301405,590624.880633325,0,0,0,0,0,-600.501531380569,1029207540
0.172496551724138,0.0588235294117647,2.53084798606504,0.39074078125,0.14106962782658,1.63473355395968,2.25308595037973,3.67999999999999e-05,5301405,590624.764242638,0,0,0,0,0,-608.271823012192,101411072
0.172496551724138,0.0588235294117647,4.57285558464793,0.39074078125,0.0268909891941126,2.05101869015732,2.10301553780071,3.68e-05,5301405,590624.416239679,0,0,0,0,0,-551.117032928967,373915209
0.172496551724138,0.0588235294117647,2.69794945484071,0.39074078125,0.132839234378033,1.80452653265641,2.07782104612412,3.68e-05,5301405,590624.188950024,0,0,0,0,0,-602.154713201089,489966222
0.172496551724138,0.0588235294117647,-15.3678063269963,0.14078828125,0.0688960995137224,4.33123364107076,-1.78996996954333,3.68000000000001e-05,5301405,140625.601842511,0,0,0,0,0,-955.638741913829,923760966
0.172496551724138,0.0588235294117647,-14.9737759306277,0.14078828125,0.0491809823686621,4.17400044675685,-1.47133584926155,3.68000000000001e-05,5301405,140625.750619223,0,0,0,0,0,-955.467743209037,964114768
0.172496551724138,0.0588235294117647,-15.915619942723,0.14078828125,0.241502073038547,4.57950844150743,-3.23875184210356,3.68000000000001e-05,5301405,140626.071036416,0,0,0,0,0,-957.276842673656,830516049
0.172496551724138,0.0588235294117647,-16.0574395616078,0.14078828125,0.320536952187191,4.86301518179641,-3.53065042937505,3.68000000000001e-05,5301405,140626.681348751,0,0,0,0,0,-949.735886956099,1061720977
0.172496551724138,0.0588235294117647,-14.7539846470112,0.14078828125,0.0270602011551318,4.05518144594029,-0.873410722816747,3.68000000000001e-05,5301405,140627.355864168,0,0,0,0,0,-955.227350504757,1034874002
0.172496551724138,0.0588235294117647,-0.79425013742935,0.64069328125,0.629535220440328,2.80442900901429,3.04617063673739,3.68e-05,5301405,440626.420752004,0,0,0,0,0,-461.282304694272,497940171
0.172496551724138,0.0588235294117647,-1.84726778771709,0.64069328125,0.801616564024825,2.19100412636791,3.06361949623921,3.68000000000001e-05,5301405,440628.565533594,0,0,0,0,0,-492.251697481302,872479664
0.172496551724138,0.0588235294117647,-1.55498375562892,0.64069328125,0.827783628412272,2.35857687167271,3.16657922638594,3.68000000000001e-05,5301405,440623.475619195,0,0,0,0,0,-469.626890496184,912155948
0.172496551724138,0.0588235294117647,-0.0421555888545859,0.64069328125,0.619962907972969,2.338392097619,4.40867167795472,3.68e-05,5301405,440626.088153416,0,0,0,0,0,-446.519748887845,457258582
0.172496551724138,0.0588235294117647,-1.31155631110146,0.64069328125,0.797716049418074,2.06491518499192,3.09960879141386,3.68e-05,5301405,440624.174968739,0,0,0,0,0,-492.655168665333,893506452
0.172496551724138,0.0588235294117647,-8.49435677776899,0.07830015625,0.00659811663986502,1.1095875362599,-0.369780632170404,3.68000000000001e-05,5301405,253125.988774267,0,0,0,0,0,-912.975359133119,952053181
0.172496551724138,0.0588235294117647,-7.41535135723965,0.07830015625,0.0849590160852667,0.892124341788801,-1.22339422467218,3.68000000000001e-05,5301405,253125.58716968,0,0,0,0,0,-815.934199616746,39464083
0.172496551724138,0.0588235294117647,-9.20251128801246,0.07830015625,0.0184349098837824,2.60679031579897,0.157199159008914,3.68000000000001e-05,5301405,253125.57556516,0,0,0,0,0,-924.983218179737,10394532
0.172496551724138,0.0588235294117647,-5.63921335617618,0.07830015625,0.0242496098438081,0.130938749576103,-1.90845598063999,3.68000000000001e-05,5301405,253125.016381363,0,0,0,0,0,-765.893648949359,683838695
0.172496551724138,0.0588235294117647,-9.33823880305649,0.07830015625,0.109141675548534,1.8674469399369,0.229565832770157,3.68000000000001e-05,5301405,253124.62604066,0,0,0,0,0,-946.568388386509,610240264
0.172496551724138,0.0588235294117647,2.28289164283306,0.57820515625,0.00728741327256947,10.3923512925264,-5.01684016372001,3.68000000000001e-05,5301405,553124.91353404,0,0,0,0,0,-635.741012979013,985143993
0.172496551724138,0.0588235294117647,3.62579030257004,0.57820515625,0.00772016925760107,7.85346553650227,1.54236358407198,3.67999999999999e-05,5301405,553125.072067337,0,0,0,0,0,-607.583711696984,397918663
0.172496551724138,0.0588235294117647,2.11557316499,0.57820515625,0.0105233445368483,11.4683668551971,-4.69301600846173,3.68000000000001e-05,5301405,553124.433246463,0,0,0,0,0,-630.864162930837,619472811
0.172496551724138,0.0588235294117647,1.83517679096786,0.57820515625,0.00728833553597737,12.4979476326708,-4.99437576319564,3.68e-05,5301405,553125.278975674,0,0,0,0,0,-630.00044523074,1028430438
0.172496551724138,0.0588235294117647,2.78981967222881,0.57820515625,0.0143729069686349,8.82835228204124,-4.38954039600485,3.68e-05,5301405,553126.559150514,0,0,0,0,0,-655.092513303523,167284408
0.172496551724138,0.0588235294117647,-12.2283680165785,0.82815765625,0.030383381783698,3.28971700258346,-1.24197513750842,3.68000000000001e-05,5301405,103124.759047242,0,0,0,0,0,-956.296827791379,132878938
0.172496551724138,0.0588235294117647,-12.2956113436433,0.82815765625,0.0284035489297303,3.3204716894563,-1.14997246071919,3.68000000000001e-05,5301405,103126.480737889,0,0,0,0,0,-956.306991485323,47674055
0.172496551724138,0.0588235294117647,-12.5337752398037,0.82815765625,0.039368186252105,3.44183196385365,-1.43353694005855,3.68000000000001e-05,5301405,103125.90656771,0,0,0,0,0,-956.369814267105,447051826
0.172496551724138,0.0588235294117647,-12.1908367235912,0.82815765625,0.031714735491895,3.29991915905122,-1.27407706243138,3.68000000000001e-05,5301405,103126.447988202,0,0,0,0,0,-956.333482370537,100939850
0.172496551724138,0.0588235294117647,-12.2020868030174,0.82815765625,0.0315906768732173,3.28571512269639,-1.2723298659629,3.68000000000001e-05,5301405,103126.562220794,0,0,0,0,0,-956.312064790934,74935440
0.172496551724138,0.0588235294117647,-4.68883064495658,0.32825265625,0.191453862594305,-1.13226163117746,-3.56381104250791,3.68e-05,5301405,403127.298666962,0,0,0,0,0,-254.691126985866,605957229
0.172496551724138,0.0588235294117647,-4.65453169830507,0.32825265625,0.151392269533474,-1.17080003229319,-3.53541043536419,3.68e-05,5301405,403125.512972061,0,0,0,0,0,-251.055101241405,232854356
0.172496551724138,0.0588235294117647,-4.75621436567481,0.32825265625,0.183958090306604,-0.974219536955148,-3.56734387406717,3.68e-05,5301405,403126.374680594,0,0,0,0,0,-256.18367523799,649187727
0.172496551724138,0.0588235294117647,-4.68957919373827,0.32825265625,0.171333546805801,-1.09793067168865,-3.60208559981048,3.68e-05,5301405,403125.247012569,0,0,0,0,0,-254.456381204979,46867363
0.172496551724138,0.0588235294117647,-4.28598665962483,0.32825265625,0.153866710638282,-1.07087399313886,-3.88431876458043,3.68e-05,5301405,403127.684998134,0,0,0,0,0,-263.247117493406,716514609
0.172496551724138,0.0588235294117647,-16.6550060092592,0.70318140625,0.469846427897609,3.46227557021467,-4.09957610498721,3.68000000000001e-05,5301405,178125.330510758,0,0,0,0,0,-936.15863355768,295066129
0.172496551724138,0.0588235294117647,-16.9384758082156,0.70318140625,0.466218927175342,3.25938083810545,-3.94679172398711,3.68000000000001e-05,5301405,178124.214369012,0,0,0,0,0,-915.940234618596,221694759
0.172496551724138,0.0588235294117647,-16.4501439945328,0.70318140625,0.332496000991874,3.42468685369273,-4.09313764213814,3.68000000000001e-05,5301405,178125.63473026,0,0,0,0,0,-935.3200524493,478881021
0.172496551724138,0.0588235294117647,-16.5256140742742,0.70318140625,0.0552106291742296,3.62282709337286,-5.64837144686043,3.68000000000001e-05,5301405,178124.97229151,0,0,0,0,0,-960.742839858527,477742393
0.172496551724138,0.0588235294117647,-16.3664065950016,0.70318140625,0.557432372055153,3.36525895505208,-4.16018114698967,3.68000000000001e-05,5301405,178126.199606077,0,0,0,0,0,-926.79767155128,1052399789
0.172496551724138,0.0588235294117647,-2.56951578426387,0.20327640625,0.0138094533491782,0.554021857999678,-1.81057805145243,3.67999999999999e-05,5301405,478124.323670628,0,0,0,0,0,-780.708413313725,140374339
0.172496551724138,0.0588235294117647,-2.6987669235074,0.20327640625,0.014901131033891,1.1760767568613,-1.75455987334327,3.68e-05,5301405,478125.533209969,0,0,0,0,0,-736.107547553242,31949147
0.172496551724138,0.0588235294117647,-2.99844772190243,0.20327640625,0.00943190612812151,0.344130838035277,-1.94816247431373,3.68e-05,5301405,478127.076726169,0,0,0,0,0,-727.92770065724,927254724
0.172496551724138,0.0588235294117647,-2.6212398416123,0.20327640625,0.0150350786209626,1.16200848876727,-1.62730628564403,3.67999999999999e-05,5301405,478125.859463191,0,0,0,0,0,-859.653523218335,300434845
0.172496551724138,0.0588235294117647,-2.48458478124456,0.20327640625,0.0366622496522687,1.65690911505912,-1.72968323362409,3.68e-05,5301405,478124.659804975,0,0,0,0,0,-714.264800871657,578868872
0.172496551724138,0.0588235294117647,-9.02882683608181,0.45322890625,0.633389969978981,-0.15190941993791,-3.44259362665168,3.68e-05,5301405,28127.6424037067,0,0,0,0,0,-629.392525574494,1029793275
0.172496551724138,0.0588235294117647,-8.82791320798135,0.45322890625,0.695630022690039,-0.0865559734613324,-3.39145625618297,3.68000000000001e-05,5301405,28127.6833483202,0,0,0,0,0,-635.89662673678,718639215
0.172496551724138,0.0588235294117647,-7.84708597696844,0.45322890625,0.522622247172862,-0.103366218305414,-3.7754542277489,3.68e-05,5301405,28125.2830780083,0,0,0,0,0,-591.412256550157,742521652
0.172496551724138,0.0588235294117647,-7.56827813504357,0.45322890625,0.543228498118476,-0.310536208260057,-3.30108687105476,3.68e-05,5301405,28126.0216912215,0,0,0,0,0,-574.948857000635,692371102
0.172496551724138,0.0588235294117647,-8.42290512381309,0.45322890625,0.492550167140314,-0.283010941278604,-3.19104624982415,3.68e-05,5301405,28125.5486957377,0,0,0,0,0,-637.653821701161,883123324
0.172496551724138,0.0588235294117647,-0.0559509972032205,0.95313390625,0.537999948226126,3.23628767236207,3.27438290953359,3.68e-05,5301405,328124.726195168,0,0,0,0,0,-409.485183438534,628153173
0.172496551724138,0.0588235294117647,-0.368762919952551,0.95313390625,0.62493662324098,3.48799943890219,3.67102633925451,3.68e-05,5301405,328124.041240092,0,0,0,0,0,-386.990086907607,493781318
0.172496551724138,0.0588235294117647,0.020176796766811,0.95313390625,0.653846278829368,3.46663291518539,3.39169277100524,3.68e-05,5301405,328125.905550532,0,0,0,0,0,-390.355710649307,437527709
0.172496551724138,0.0588235294117647,1.24460023990648,0.95313390625,0.27864741075909,3.1813235972529,3.95610968963891,3.67999999999999e-05,5301405,328123.300993998,0,0,0,0,0,-485.023965066679,320515578
0.172496551724138,0.0588235294117647,1.6329994362232,0.95313390625,0.185370276684558,3.33573315836781,4.06332770484781,3.68e-05,5301405,328125.5817875,0,0,0,0,0,-522.301095250338,33361486
0.172496551724138,0.0588235294117647,-7.13655035487065,0.445417890625,0.0074854429007218,-0.267952768905184,-0.435831269694224,3.68000000000001e-05,5301405,145313.616962337,0,0,0,0,0,-896.121554434053,702980995
0.172496551724138,0.0588235294117647,-8.29376367624518,0.445417890625,0.00630653935241929,-0.472629359229638,-0.153330259076065,3.68000000000001e-05,5301405,145315.417058602,0,0,0,0,0,-901.414125034968,61372283
0.172496551724138,0.0588235294117647,-8.95404116952083,0.445417890625,0.00765415695547392,-1.32543403227952,0.075142541775133,3.68000000000001e-05,5301405,145315.360339086,0,0,0,0,0,-893.924926346573,69794566
0.172496551724138,0.0588235294117647,-8.53064928632765,0.445417890625,0.0130139633149961,-1.82230766514162,0.523328364237612,3.68000000000001e-05,5301405,145313.240509929,0,0,0,0,0,-895.482770212129,915520389
0.172496551724138,0.0588235294117647,-8.49479706812069,0.445417890625,0.0153525550152816,-2.63746805501166,0.503123235690195,3.68e-05,5301405,145313.676489286,0,0,0,0,0,-696.286117242725,259208938
0.172496551724138,0.0588235294117647,4.37021584471752,0.945322890625,0.0878197077381999,3.19324399157205,0.735353152443647,3.68e-05,5301405,445310.932977581,0,0,0,0,0,-581.473084584355,595213634
0.172496551724138,0.0588235294117647,3.12220676050111,0.945322890625,0.124563571585979,3.27767503612651,-2.0603303321283,3.68000000000001e-05,5301405,445313.523867271,0,0,0,0,0,-678.178612139424,490048700
0.172496551724138,0.0588235294117647,3.90968799071278,0.945322890625,0.110521776977198,3.6528107709593,-0.491283136790085,3.68e-05,5301405,445313.580153966,0,0,0,0,0,-637.068327889445,395343415
0.172496551724138,0.0588235294117647,3.59951853523058,0.945322890625,0.184711406712527,4.42741880962622,-2.19489729859633,3.68e-05,5301405,445312.521356802,0,0,0,0,0,-704.477700235782,701372586
0.172496551724138,0.0588235294117647,3.61529457572067,0.945322890625,0.14681061258944,3.43625643657525,-2.19145821354544,3.68e-05,5301405,445309.815280628,0,0,0,0,0,-673.940820602427,671652245
0.172496551724138,0.0588235294117647,-14.2973802013246,0.695370390625,0.00994430024488888,7.75163560023004,-0.386978325041639,3.68e-05,5301405,295311.77399473,0,0,0,0,0,-873.345398585643,805090236
0.172496551724138,0.0588235294117647,-13.9006432241459,0.695370390625,0.0141518624332723,7.38727950510733,0.247787112449047,3.68000000000001e-05,5301405,295314.907748191,0,0,0,0,0,-867.8542171595,984711075
0.172496551724138,0.0588235294117647,-14.7421160182207,0.695370390625,0.0199849993166417,7.51740394313582,0.168942306853727,3.68e-05,5301405,295312.604193261,0,0,0,0,0,-875.635982065248,53721720
0.172496551724138,0.0588235294117647,-13.5795222385367,0.695370390625,0.154332870065972,7.66438804648725,-0.189603140467805,3.67999999999999e-05,5301405,295314.3392453,0,0,0,0,0,-892.201023200585,364584242
0.172496551724138,0.0588235294117647,-14.0880248917388,0.695370390625,0.3308864768862,7.38852360706699,0.264159742056636,3.68e-05,5301405,295314.219358591,0,0,0,0,0,-847.186550235613,162809377
0.172496551724138,0.0588235294117647,-3.1265141204876,0.195465390625,0.00389898682769039,1.79768558575253,-2.40943288936531,3.68000000000001e-05,5301405,595311.984691264,0,0,0,0,0,-838.370193961277,600663833
0.172496551724138,0.0588235294117647,-3.85329376602056,0.195465390625,0.14081237903493,2.49434289612125,-6.06756524808161,3.68000000000001e-05,5301405,595312.024582163,0,0,0,0,0,-866.866137838423,802831187
0.172496551724138,0.0588235294117647,-3.48124766054883,0.195465390625,0.00511040776171945,1.90074519445099,-2.58157429781101,3.68000000000001e-05,5301405,595313.519512942,0,0,0,0,0,-837.176083080158,84622297
0.172496551724138,0.0588235294117647,-3.40292639601579,0.195465390625,0.00540684878639452,0.515905187036955,-2.17470972685436,3.68000000000001e-05,5301405,595312.373023372,0,0,0,0,0,-750.863361205785,973123239
0.172496551724138,0.0588235294117647,-4.20741673490836,0.195465390625,0.119733522681156,2.71182471241583,-5.39078089038065,3.68000000000001e-05,5301405,595311.11673168,0,0,0,0,0,-861.161229515778,13877520
0.172496551724138,0.0588235294117647,-16.7682016456767,0.820346640625,0.001157394284851,6.24825164509305,-4.7486745951444,3.68000000000001e-05,5301405,70311.7405242483,0,0,0,0,0,-956.904556617978,985202429
0.172496551724138,0.0588235294117647,-16.1225177368496,0.820346640625,0.00116155104418783,5.85096867078073,-3.7867796929753,3.68000000000001e-05,5301405,70313.2373792427,0,0,0,0,0,-956.745380055721,400451992
0.172496551724138,0.0588235294117647,-15.7005435240135,0.820346640625,0.00116126688944154,5.89691798572992,-4.89361175510693,3.68000000000001e-05,5301405,70312.4940805758,0,0,0,0,0,-956.765013435073,787974725
0.172496551724138,0.0588235294117647,-15.3752991131099,0.820346640625,0.00115403242314824,5.5124419850573,-3.4483196622698,3.68000000000001e-05,5301405,70312.895102222,0,0,0,0,0,-956.698583308112,616025201
0.172496551724138,0.0588235294117647,-16.4193522194928,0.820346640625,0.00115992625794358,6.10494802963303,-4.56918087450897,3.68000000000001e-05,5301405,70313.1315012424,0,0,0,0,0,-956.871973031574,443078117
0.172496551724138,0.0588235294117647,-3.43862759672092,0.320441640625,0.394848267089401,-0.179683761125771,-0.223843729337306,3.68000000000001e-05,5301405,370312.806424437,0,0,0,0,0,-938.23324756734,688725253
0.172496551724138,0.0588235294117647,-4.82854048342403,0.320441640625,0.126560171571549,-0.194061254247793,-0.271379986039232,3.68000000000001e-05,5301405,370312.851804795,0,0,0,0,0,-972.905301975928,309875412
0.172496551724138,0.0588235294117647,-5.60784460521205,0.320441640625,0.209463829263384,0.236827425976216,0.158368351626764,3.68000000000001e-05,5301405,370312.993146007,0,0,0,0,0,-980.695737563708,27074439
0.172496551724138,0.0588235294117647,-4.95166416238882,0.320441640625,0.449351731742222,-0.187189833496604,0.226703013143917,3.68000000000001e-05,5301405,370313.812221623,0,0,0,0,0,-960.340514768488,884012954
0.172496551724138,0.0588235294117647,-4.78826584155165,0.320441640625,0.10629642642658,-0.967255824973675,-0.15604263322962,3.68000000000001e-05,5301405,370313.395706473,0,0,0,0,0,-974.85185858256,975525507
0.172496551724138,0.0588235294117647,-11.0498580991496,0.070489140625,0.0644621123243835,-0.117728766218135,-2.37392661578165,3.68e-05,5301405,220314.011307708,0,0,0,0,0,-856.308570196156,336936768
0.172496551724138,0.0588235294117647,-11.9857140282439,0.070489140625,0.0448779953449769,-1.52758011094914,0.167335816636295,3.68000000000001e-05,5301405,220312.04320654,0,0,0,0,0,-928.44148664721,574753979
0.172496551724138,0.0588235294117647,-10.948442628299,0.070489140625,0.0448110665309918,-0.4556603018317,-2.05768752055181,3.68e-05,5301405,220311.91687153,0,0,0,0,0,-853.454743762493,799437962
0.172496551724138,0.0588235294117647,-11.8077860823271,0.070489140625,0.0396244689593827,-0.936838913199839,-1.0724560606188,3.68e-05,5301405,220312.543985934,0,0,0,0,0,-828.787299576715,912836460
0.172496551724138,0.0588235294117647,-10.7880296122699,0.070489140625,0.0380922288323775,-1.48962056323056,-1.50422392071577,3.68e-05,5301405,220313.397968115,0,0,0,0,0,-860.425626274748,70972522
0.172496551724138,0.0588235294117647,-0.156863373487742,0.570394140625,0.695296410993968,2.80537944193488,5.18872054729987,3.68e-05,5301405,520312.158148708,0,0,0,0,0,-449.062261588531,460031325
0.172496551724138,0.0588235294117647,-0.547692050724769,0.570394140625,0.785512165563424,2.87429386680629,5.63705054546124,3.68e-05,5301405,520313.993686471,0,0,0,0,0,-449.663735098508,318689431
0.172496551724138,0.0588235294117647,-0.331377036533861,0.570394140625,0.654282526604381,2.95179736645296,5.3087685754409,3.68e-05,5301405,520312.982753954,0,0,0,0,0,-453.694322211811,250395606
0.172496551724138,0.0588235294117647,-0.000477259680426974,0.570394140625,0.659200560461693,2.70271274595422,5.25561420098283,3.68e-05,5301405,520311.791929102,0,0,0,0,0,-451.629359275304,209949799
0.172496551724138,0.0588235294117647,-0.675705738868568,0.570394140625,0.68858524771527,3.49166721992678,3.39091698352194,3.68e-05,5301405,520311.920970401,0,0,0,0,0,-440.14335700623,820922683
0.206975862068966,0.0588235294117647,-9.77506294488634,0.60944921875,0.458396269102936,4.32570013960956,0.550904090268206,3.67999999999999e-05,5301405,346876.06078686,0,0,0,0,0,-710.77238273066,832762087
0.206975862068966,0.0588235294117647,-10.8495900340849,0.60944921875,0.378351353869434,6.04032195685929,-0.243696028964801,3.68e-05,5301405,346875.395518752,0,0,0,0,0,-772.055931582317,368262075
