"Beta_0","gamma","phi","sigma_P","sigma_M","rho","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.0862068965517241,0.0588235294117647,0.875925480818444,0.445417890625,0.823130684694467,0.024762670151839,0.690062373293637,3.68e-05,5281842,145313.601055766,0,0,0,0.01721420632104,0,-180.42930270997,379441589
0.0862068965517241,0.0588235294117647,0.921221209630969,0.445417890625,0.662300551471752,0.0215014378170932,0.62800088701679,3.68e-05,5281842,145314.699490861,0,0,0,0.01721420632104,0,-180.262310485404,991345567
0.0862068965517241,0.0588235294117647,0.881399444740195,0.445417890625,0.716874868810234,0.0257178149761004,0.759248606070205,3.68e-05,5281842,145314.956308379,0,0,0,0.01721420632104,0,-182.510125146938,898360798
0.0862068965517241,0.0588235294117647,0.895765478046244,0.445417890625,0.694058269057983,0.0226181154431288,0.646344578904344,3.68e-05,5281842,145313.761424167,0,0,0,0.01721420632104,0,-179.673111896328,285541075
0.0862068965517241,0.0588235294117647,0.868166544013527,0.445417890625,0.741727761064321,0.0264703515083297,0.723916569516203,3.68e-05,5281842,145313.793910762,0,0,0,0.01721420632104,0,-180.014509469334,859194519
0.0862068965517241,0.0588235294117647,1.08752960828716,0.945322890625,0.553460728058089,0.0274272963472596,0.725039655024449,3.68e-05,5281842,445311.979447423,0,0,0,0.01721420632104,0,-171.856198223246,713614718
0.0862068965517241,0.0588235294117647,1.08866365845237,0.945322890625,0.529217396481552,0.0263959138901656,0.717679424533685,3.67999999999999e-05,5281842,445312.984993837,0,0,0,0.01721420632104,0,-171.851327684712,674427108
0.0862068965517241,0.0588235294117647,1.08089188792986,0.945322890625,0.535115436218284,0.0269447671572745,0.723358725792253,3.68e-05,5281842,445311.75684564,0,0,0,0.01721420632104,0,-171.875167458646,786183241
0.0862068965517241,0.0588235294117647,1.0793900139441,0.945322890625,0.536399513220823,0.0268129636555832,0.718147086798692,3.68e-05,5281842,445312.716383503,0,0,0,0.01721420632104,0,-171.896451057157,697082569
0.0862068965517241,0.0588235294117647,1.07749014356705,0.945322890625,0.542743000067871,0.0265514511945413,0.713381717018705,3.68e-05,5281842,445313.734696756,0,0,0,0.01721420632104,0,-171.895754622487,767178970
0.0862068965517241,0.0588235294117647,1.05356994599886,0.695370390625,0.567377009375972,0.0241218084255142,0.701840169021556,3.68e-05,5281842,295312.758957708,0,0,0,0.01721420632104,0,-172.689291094113,574727591
0.0862068965517241,0.0588235294117647,1.05514796349433,0.695370390625,0.576598189234859,0.0240700694887987,0.70995173422365,3.68e-05,5281842,295314.022396661,0,0,0,0.01721420632104,0,-172.673341219257,354817443
0.0862068965517241,0.0588235294117647,1.06271362672689,0.695370390625,0.563504235885558,0.0243775105672484,0.711005350510171,3.68e-05,5281842,295312.85256897,0,0,0,0.01721420632104,0,-172.731791804335,91276992
0.0862068965517241,0.0588235294117647,1.05012639869966,0.695370390625,0.579455061306574,0.0247827524684323,0.72184275433769,3.68e-05,5281842,295312.743909978,0,0,0,0.01721420632104,0,-172.691536223086,252876489
0.0862068965517241,0.0588235294117647,1.05306351741984,0.695370390625,0.570121372015803,0.024329489468034,0.70865469153118,3.68e-05,5281842,295312.974411495,0,0,0,0.01721420632104,0,-172.703036514409,400105038
0.0862068965517241,0.0588235294117647,1.1768883216226,0.195465390625,1.39982601413551,0.518108253269265,0.371623720385867,3.68e-05,5281842,595312.747406818,0,0,0,0.01721420632104,0,-195.441240930703,623357723
0.0862068965517241,0.0588235294117647,1.36807260654298,0.195465390625,0.110097843969367,0.529696848225122,0.0320747990378522,3.68e-05,5281842,595312.777727978,0,0,0,0.01721420632104,0,-672.180302385934,999188189
0.0862068965517241,0.0588235294117647,1.10179802825974,0.195465390625,0.732482489820013,0.0502672861339946,0.774341864494816,3.68e-05,5281842,595311.434213927,0,0,0,0.01721420632104,0,-174.301988786819,910262451
0.0862068965517241,0.0588235294117647,2.13163075925697,0.195465390625,0.0477189262192251,0.543865823199266,0.0969555479900604,3.68e-05,5281842,595313.285314686,0,0,0,0.01721420632104,0,-622.310643295335,579413141
0.0862068965517241,0.0588235294117647,1.36905096766951,0.195465390625,1.41414484633997,0.491459074503797,0.310801550775058,3.68e-05,5281842,595312.396632037,0,0,0,0.01721420632104,0,-197.007379290325,167455938
0.0862068965517241,0.0588235294117647,0.948171594466131,0.820346640625,0.478503021176914,0.0205187479632609,0.699874742973671,3.68e-05,5281842,70314.2391564489,0,0,0,0.01721420632104,0,-173.082835636337,13242707
0.0862068965517241,0.0588235294117647,0.961602171540456,0.820346640625,0.531698908072228,0.0175148083345158,0.656124586410451,3.68e-05,5281842,70313.4011503712,0,0,0,0.01721420632104,0,-173.32946258119,222604915
0.0862068965517241,0.0588235294117647,0.955656931410765,0.820346640625,0.455648057631608,0.0167245022143376,0.681215694903931,3.68000000000001e-05,5281842,70311.4861431728,0,0,0,0.01721420632104,0,-173.426834796191,780915266
0.0862068965517241,0.0588235294117647,0.948543005909117,0.820346640625,0.477310361050086,0.018232473686236,0.668850261462584,3.68e-05,5281842,70310.7891233724,0,0,0,0.01721420632104,0,-173.099075004649,634140661
0.0862068965517241,0.0588235294117647,0.941818486545242,0.820346640625,0.452973585810893,0.0193041086662787,0.683456197943499,3.68e-05,5281842,70313.8926683262,0,0,0,0.01721420632104,0,-172.922411608588,291796827
0.0862068965517241,0.0588235294117647,0.99680477345429,0.320441640625,0.716996422780362,0.0356622093697848,0.728087672926093,3.68e-05,5281842,370313.019334749,0,0,0,0.01721420632104,0,-175.353359357391,246118826
0.0862068965517241,0.0588235294117647,1.0050786930994,0.320441640625,0.720705847553356,0.0342724059999851,0.715681580834986,3.68e-05,5281842,370312.983623515,0,0,0,0.01721420632104,0,-175.327806535461,495472462
0.0862068965517241,0.0588235294117647,0.997080495719379,0.320441640625,0.712318155510004,0.0352177392877348,0.720157158523459,3.68e-05,5281842,370312.651639563,0,0,0,0.01721420632104,0,-175.314201553826,372640435
0.0862068965517241,0.0588235294117647,0.998099584806761,0.320441640625,0.719478509898471,0.036093553228165,0.72661942626693,3.68000000000001e-05,5281842,370312.702198317,0,0,0,0.01721420632104,0,-175.369311872404,720479898
0.0862068965517241,0.0588235294117647,1.00663698075907,0.320441640625,0.725457260889547,0.0340366313152251,0.718087640076141,3.68e-05,5281842,370310.812791894,0,0,0,0.01721420632104,0,-175.318774692666,855475118
0.0862068965517241,0.0588235294117647,0.783589897024926,0.070489140625,0.891016397596556,0.0334966724916845,0.596829713316715,3.68e-05,5281842,220312.678799502,0,0,0,0.01721420632104,0,-179.516320929499,758861924
0.0862068965517241,0.0588235294117647,0.783010722298064,0.070489140625,0.893183993093798,0.033374551333745,0.59608122579535,3.68000000000001e-05,5281842,220312.688436463,0,0,0,0.01721420632104,0,-179.516368129734,231213577
0.0862068965517241,0.0588235294117647,0.782867647161011,0.070489140625,0.892477424902088,0.0336748978236833,0.602848853944049,3.68e-05,5281842,220312.99380444,0,0,0,0.01721420632104,0,-179.516297456044,634274170
