"sigma_P","gamma","b_3","sigma_M","rho","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.103618620689655,0.0588235294117647,-4.65810695947032,1.33472298905143,0.777134937604793,0.310750325815763,-1.21370104257446,3.68e-05,5301405,309376.780943638,0,0,0,0,0,-195.636009305193,31778017
0.103618620689655,0.0588235294117647,-5.04228122174008,1.36180370256206,0.857120486497099,0.339794370070899,-1.08042065237758,3.68e-05,5301405,309377.120311836,0,0,0,0,0,-196.363579608311,410551240
0.103618620689655,0.0588235294117647,1.77024448570721,1.62479040547666,0.296142611642421,2.76419966503019,6.57282653708904,3.68e-05,5301405,9375.98504726816,0,0,0,0,0,-199.270174673336,992352217
0.103618620689655,0.0588235294117647,1.09115315317319,1.57316441943419,0.313353571437111,3.07366597372935,6.06492301908191,3.68e-05,5301405,9376.23552384033,0,0,0,0,0,-197.868587396759,768908658
0.103618620689655,0.0588235294117647,0.969896291590695,1.55350603529776,0.309155644921818,3.11189641113281,6.27385761684527,3.68000000000001e-05,5301405,9374.99316156298,0,0,0,0,0,-197.575893759452,424132043
0.103618620689655,0.0588235294117647,1.33204614953661,1.5940863862739,0.302953971716437,2.93685370948504,6.37990636420549,3.68e-05,5301405,9376.4196500969,0,0,0,0,0,-198.379528908151,107611779
0.103618620689655,0.0588235294117647,1.15591652907352,1.57458381620992,0.290176291187357,2.95639584402646,6.69618729192394,3.68e-05,5301405,9376.21869067112,0,0,0,0,0,-198.024876288198,166343143
0.103618620689655,0.0588235294117647,-9.03286279702933,1.83031096666503,0.79685966886644,-0.421569074085633,-1.87526655800161,3.68e-05,5301405,459376.277184656,0,0,0,0,0,-210.135086780283,857880305
0.103618620689655,0.0588235294117647,-8.22661005024808,1.54717376858819,0.808133416788273,0.0412167724105886,-2.85511180921484,3.68e-05,5301405,459374.693115753,0,0,0,0,0,-200.215389059057,146203074
0.103618620689655,0.0588235294117647,-9.35513614982018,1.92313991720308,0.869077499025763,-0.101194169669634,-2.26201307966388,3.68e-05,5301405,459372.231286123,0,0,0,0,0,-211.049440670395,229171417
0.103618620689655,0.0588235294117647,-8.33218893076147,1.59128737728519,0.818313108515967,-0.192278747744198,-2.42334927286032,3.68000000000001e-05,5301405,459376.016067167,0,0,0,0,0,-201.688202158774,463075743
0.103618620689655,0.0588235294117647,-9.55429210901882,1.99589607295651,0.838532880329411,0.193566670287682,-2.68714947029038,3.68e-05,5301405,459375.643112077,0,0,0,0,0,-213.269077034031,914359326
0.103618620689655,0.0588235294117647,0.47906372215684,1.4430375069107,0.577023911513397,3.61989416490855,2.06777499609284,3.68e-05,5301405,159375.767014904,0,0,0,0,0,-194.751667844246,408993400
0.103618620689655,0.0588235294117647,0.483291908464858,1.44412469245962,0.578811751947223,3.62132142870191,2.06049070159115,3.67999999999999e-05,5301405,159376.358772501,0,0,0,0,0,-194.749132395121,359590144
0.103618620689655,0.0588235294117647,0.485506001996139,1.44827628312366,0.574637261556815,3.61887949513383,2.06899472830123,3.68e-05,5301405,159375.178754852,0,0,0,0,0,-194.75716950825,4314327
0.103618620689655,0.0588235294117647,0.477200709046405,1.44489662824139,0.580313042704074,3.62086001219003,2.06485513620477,3.68e-05,5301405,159374.885014707,0,0,0,0,0,-194.754291336701,703556099
0.103618620689655,0.0588235294117647,0.532128653703219,1.44038877482217,0.542577541832617,3.59763169832461,2.13634296028997,3.68e-05,5301405,159377.604775061,0,0,0,0,0,-194.763485062036,282623467
0.103618620689655,0.0588235294117647,-7.43266725835506,2.14613034707837,0.88138134967658,9.93017162905699,8.20344207762505,3.68e-05,5301405,215623.764808566,0,0,0,0,0,-217.327099353206,1004761433
0.103618620689655,0.0588235294117647,-7.00631904796457,2.22418061245052,0.778420849794976,8.83789014040066,8.31792431491135,3.68e-05,5301405,215624.867002367,0,0,0,0,0,-217.327112082774,261973885
0.103618620689655,0.0588235294117647,-7.06176709293652,2.10876398316122,0.784464790283428,8.35944724250787,8.75989946148811,3.67999999999999e-05,5301405,215623.020040098,0,0,0,0,0,-216.848953929152,595439963
0.103618620689655,0.0588235294117647,-7.18773735712105,2.16650830503985,0.777552044980536,9.00887074129506,8.32389353962445,3.68e-05,5301405,215624.006833162,0,0,0,0,0,-218.139404675479,892741375
0.103618620689655,0.0588235294117647,-6.5455529203613,1.86167792697287,0.774025988309968,9.306327276,9.4822814518396,3.68e-05,5301405,215626.494735864,0,0,0,0,0,-209.299499958243,793025335
0.103618620689655,0.0588235294117647,-4.2061245199524,1.19430734319522,0.292530431586468,-0.526671403087624,-1.75076388858208,3.68e-05,5301405,515623.889996992,0,0,0,0,0,-190.165615834035,858642706
0.103618620689655,0.0588235294117647,-4.1737011787482,1.28935388517997,0.644815169332029,-0.214482347213067,-1.63378785384095,3.68000000000001e-05,5301405,515623.594774602,0,0,0,0,0,-193.673618978683,623043180
0.103618620689655,0.0588235294117647,0.488297552933666,1.44568336845673,0.575425407344439,3.61847928346873,2.06417230405527,3.68e-05,5301405,515624.864609722,0,0,0,0,0,-194.709264427243,337292544
0.103618620689655,0.0588235294117647,-4.11593602754943,1.18799195499685,0.279938978799786,-0.690530604023342,-1.82375647124296,3.68000000000001e-05,5301405,515625.436849113,0,0,0,0,0,-189.780005836051,1061941741
0.103618620689655,0.0588235294117647,-4.42608075268133,0.93281699389503,0.0793347958552535,-1.20234686828071,-2.49464584144442,3.68000000000001e-05,5301405,515624.208505545,0,0,0,0,0,-179.210730798502,190954383
0.103618620689655,0.0588235294117647,-3.87771726821941,0.822039347520492,0.0267818082359339,-1.83343858054132,-2.55112402443231,3.67999999999999e-05,5301405,65625.8571874155,0,0,0,0,0,-173.693538873986,53465678
0.103618620689655,0.0588235294117647,-3.85021959698564,0.688193489515984,0.0255441481277416,-1.66898745274131,-2.82455365314591,3.68e-05,5301405,65625.9746537036,0,0,0,0,0,-171.012059488803,568174246
0.103618620689655,0.0588235294117647,-3.93502665679202,0.804820891662371,0.0274568283715843,-1.7323869363603,-2.64814078022086,3.67999999999999e-05,5301405,65626.4379917728,0,0,0,0,0,-172.457747538113,363228021
0.103618620689655,0.0588235294117647,-3.94833672150062,0.813078642515106,0.0289402836367127,-1.74771385583559,-2.61536867054657,3.68e-05,5301405,65628.9624302868,0,0,0,0,0,-172.950298404977,969636438
0.103618620689655,0.0588235294117647,-3.87475062096456,0.717919113332523,0.0264382643756694,-1.68026101701181,-2.77830996114451,3.67999999999999e-05,5301405,65623.8111476652,0,0,0,0,0,-171.15888683582,471401488
0.103618620689655,0.0588235294117647,6.01797733953161,1.98334616720606,0.6106986634375,7.08987826010197,1.37038356132894,3.68e-05,5301405,365625.776048802,0,0,0,0,0,-207.718267955376,615560746
0.103618620689655,0.0588235294117647,5.16987935452196,0.0407389217350701,0.255050355872771,3.18649627958399,-3.51318196915308,3.68e-05,5301405,365625.314423543,0,0,0,0,0,-824.579145839887,272968916
0.103618620689655,0.0588235294117647,5.07784255897641,0.0133403923695981,0.079625498555855,5.01207023479571,-4.81820894254967,3.68e-05,5301405,365624.573056616,0,0,0,0,0,-886.36997141525,377437859
0.103618620689655,0.0588235294117647,4.31703390894596,0.00919195296413958,0.298018911653681,2.77384816509861,-3.03877009811087,3.68e-05,5301405,365626.514340164,0,0,0,0,0,-820.467826197399,297962731
0.103618620689655,0.0588235294117647,6.6267924972584,7.98180204035285,0.39488134413015,6.28005586251172,-2.24002424476337,3.67999999999999e-05,5301405,365625.565143075,0,0,0,0,0,-277.868883506464,330607993
0.103618620689655,0.0588235294117647,-4.6604739663162,0.814436473563535,0.251257254814563,-1.12358611615542,-3.57881967255103,3.68e-05,5301405,290626.854752035,0,0,0,0,0,-177.213019377294,597444550
0.103618620689655,0.0588235294117647,-5.13237926437181,0.89892877504016,0.462000130813562,-0.823934115607386,-3.74230657166032,3.68e-05,5301405,290625.502927227,0,0,0,0,0,-180.833431917686,819062661
0.103618620689655,0.0588235294117647,-4.41946737610434,0.758447204755385,0.150899931375564,-1.23049628211956,-3.53569750757448,3.68e-05,5301405,290627.329808169,0,0,0,0,0,-175.246579645012,1052243878
0.103618620689655,0.0588235294117647,-4.94481494123707,0.871904811081952,0.298194006525251,-0.904354738181282,-3.69873012963312,3.68000000000001e-05,5301405,290627.34218654,0,0,0,0,0,-179.009660698237,930588193
0.103618620689655,0.0588235294117647,-4.71817164377729,0.809524201561777,0.287743493204646,-1.1278645845963,-3.54345778379754,3.68e-05,5301405,290625.347164717,0,0,0,0,0,-177.731827680901,939772576
0.103618620689655,0.0588235294117647,0.481341504674216,1.44034652169934,0.578744744779779,3.61994491744217,2.0554933239232,3.68000000000001e-05,5301405,590624.714551547,0,0,0,0,0,-194.695027198481,1004617727
0.103618620689655,0.0588235294117647,0.481038710855098,1.44923050160024,0.576554499401966,3.62034256952123,2.05466272067676,3.68e-05,5301405,590625.038517483,0,0,0,0,0,-194.703723569064,395665280
0.103618620689655,0.0588235294117647,0.478590297014615,1.44335163700901,0.577994157160137,3.62701192062677,2.04332167422059,3.68e-05,5301405,590625.597146505,0,0,0,0,0,-194.700905068694,24329205
0.103618620689655,0.0588235294117647,0.477480547182228,1.44055612551077,0.581642422319394,3.62106043331233,2.04529025965676,3.68e-05,5301405,590624.747496506,0,0,0,0,0,-194.694129031011,6289450
0.103618620689655,0.0588235294117647,0.48247607746082,1.44552730562699,0.573336746330913,3.62085107969411,2.05606350466314,3.68e-05,5301405,590625.901789692,0,0,0,0,0,-194.703041703991,880317509
0.103618620689655,0.0588235294117647,-13.9087738448577,11.3077515392283,0.80661866559689,4.37592094469006,-0.0212475899456676,3.68e-05,5301405,140623.05995263,0,0,0,0,0,-304.775797304002,692870248
0.103618620689655,0.0588235294117647,-16.007006415405,0.031111355605432,0.0786432133230291,4.53280107487269,-1.8272155402233,3.68e-05,5301405,140626.214949898,0,0,0,0,0,-954.387546910976,277867251
0.103618620689655,0.0588235294117647,-15.4059736500928,0.0253007767999284,0.0654353935261991,4.34144608843829,-1.73063132008248,3.68e-05,5301405,140625.700557649,0,0,0,0,0,-954.252023758435,620853070
0.103618620689655,0.0588235294117647,-13.8532067037838,11.7957612501954,0.820784598990964,3.81024221911932,-0.22688951364105,3.68000000000001e-05,5301405,140626.715972162,0,0,0,0,0,-304.675530289082,29849404
0.103618620689655,0.0588235294117647,-14.1087436100738,8.91439671822875,0.784997245296602,5.31020331424471,0.55711838601407,3.67999999999999e-05,5301405,140626.368854247,0,0,0,0,0,-300.700667499072,772812742
0.103618620689655,0.0588235294117647,-0.0815335301774219,1.50153354878102,0.480680367377143,3.75199995400039,5.36098013891746,3.68e-05,5301405,440624.589386673,0,0,0,0,0,-196.056162762034,90740027
0.103618620689655,0.0588235294117647,-0.0742482590162707,1.49876708910863,0.468143584032344,3.73222944430977,5.49440337979492,3.68e-05,5301405,440625.166293285,0,0,0,0,0,-196.046644837681,276433184
0.103618620689655,0.0588235294117647,0.463929991713794,1.4465902859336,0.596361634755604,3.62543092316737,2.05543126776398,3.67999999999999e-05,5301405,440625.362705061,0,0,0,0,0,-194.728127009757,761911648
0.103618620689655,0.0588235294117647,-0.0497072854961027,1.49468789960897,0.470581214336868,3.73124816968018,5.34764820473871,3.68e-05,5301405,440626.283789545,0,0,0,0,0,-196.043998260326,939364775
0.103618620689655,0.0588235294117647,-0.0635022458770878,1.50028190927408,0.464006035660315,3.72401101313949,5.4940061378894,3.68e-05,5301405,440625.438624029,0,0,0,0,0,-196.045520317945,780346155
0.103618620689655,0.0588235294117647,-9.44417348897209,1.56454215543094,0.0557191250697288,2.63405054137641,-0.0606440143071739,3.67999999999999e-05,5301405,253127.778804003,0,0,0,0,0,-596.225495191541,370815000
0.103618620689655,0.0588235294117647,-5.27829182890574,1.35458681113482,0.536614831022978,0.0141333148843031,-0.982138287749343,3.68e-05,5301405,253125.49870221,0,0,0,0,0,-196.077811463394,672689811
0.103618620689655,0.0588235294117647,-7.19685744873637,0.934937752202976,0.0307922766192051,1.42095171435236,-0.870329387650313,3.68e-05,5301405,253126.726582669,0,0,0,0,0,-703.458673486275,379890213
0.103618620689655,0.0588235294117647,-8.63677077074338,1.2552116618362,0.0543184908085712,0.965736283349198,-0.196642431782493,3.68e-05,5301405,253125.72453847,0,0,0,0,0,-652.025410215957,759817544
0.103618620689655,0.0588235294117647,-4.41775066830058,2.71946937925357,0.785748383106699,3.9614486610781,2.30756652581697,3.67999999999999e-05,5301405,253126.000395719,0,0,0,0,0,-231.751285638765,955333157
0.103618620689655,0.0588235294117647,5.72894507474655,1.88564633870477,0.358127747052971,8.9844498394231,2.74834601313491,3.68e-05,5301405,553125.980196369,0,0,0,0,0,-205.512869521858,763329103
0.103618620689655,0.0588235294117647,4.83130226964605,1.89718034082189,0.421816865584313,9.55088789472998,2.30899304621688,3.68e-05,5301405,553124.372543883,0,0,0,0,0,-205.776545925391,82243121
0.103618620689655,0.0588235294117647,5.46204650102788,1.88522273050567,0.374208767566638,8.74142867759108,2.65506303554887,3.68e-05,5301405,553126.856051072,0,0,0,0,0,-205.637464443635,61029043
0.103618620689655,0.0588235294117647,5.1982302969322,1.8792836894613,0.36115728436084,9.12232224265697,2.79458824756255,3.68000000000001e-05,5301405,553125.072953722,0,0,0,0,0,-205.496752555541,373836636
0.103618620689655,0.0588235294117647,5.56794414457262,1.88446649274207,0.370615862160587,8.30530315162297,2.82363835832964,3.68e-05,5301405,553124.993728115,0,0,0,0,0,-205.598101288761,831929285
0.103618620689655,0.0588235294117647,-12.9772026285749,7.48662712954021,0.807413274948105,3.40979866649187,2.02917221362118,3.68e-05,5301405,103125.261121009,0,0,0,0,0,-283.822840706085,564153501
0.103618620689655,0.0588235294117647,-9.91044989956091,3.09988017504458,0.870050689944067,0.981568619597533,1.05847538083873,3.67999999999999e-05,5301405,103125.643634199,0,0,0,0,0,-239.653402994263,28813746
0.103618620689655,0.0588235294117647,-9.7656797034344,3.17413845005529,0.780951562270118,1.14970446464893,1.01435191314448,3.68e-05,5301405,103125.876857832,0,0,0,0,0,-240.781943287977,1063854367
0.103618620689655,0.0588235294117647,-10.7318887940823,3.79720558140381,0.882368602759512,1.4610104446828,1.33394356333067,3.68000000000001e-05,5301405,103126.030638689,0,0,0,0,0,-250.339097601427,45345295
0.103618620689655,0.0588235294117647,-10.11194100618,3.20811128929742,0.869346853616325,1.84962400801473,1.12049421878064,3.68e-05,5301405,103125.588095046,0,0,0,0,0,-245.424947562861,465946205
0.103618620689655,0.0588235294117647,-4.1295032130735,0.631540021512093,0.0388726177249434,-1.27562965617028,-3.08091196647193,3.68e-05,5301405,403125.062077609,0,0,0,0,0,-168.591345338238,982687746
0.103618620689655,0.0588235294117647,-4.11887429702371,0.630096671105334,0.038956157664526,-1.27332538739903,-3.09290289065901,3.68000000000001e-05,5301405,403125.040717179,0,0,0,0,0,-168.598281514903,326740128
0.103618620689655,0.0588235294117647,-4.13256925496104,0.629700115514645,0.0391635312255135,-1.26679081248171,-3.09295591720581,3.68e-05,5301405,403126.140719675,0,0,0,0,0,-168.579007969587,921024428
0.103618620689655,0.0588235294117647,-4.1270912663073,0.631782788764103,0.0385985019185509,-1.27305351596065,-3.08074469651374,3.68e-05,5301405,403126.143067493,0,0,0,0,0,-168.598998310725,198576945
0.103618620689655,0.0588235294117647,-4.127546034915,0.629216980843193,0.0389125756809391,-1.27045501058098,-3.09376160797629,3.68e-05,5301405,403125.91434725,0,0,0,0,0,-168.576127589828,870499298
0.103618620689655,0.0588235294117647,-10.257532117146,2.56933680427119,0.926144876734992,0.56288897149535,-3.21697388378173,3.68000000000001e-05,5301405,178126.413707745,0,0,0,0,0,-228.765207279278,608166575
0.103618620689655,0.0588235294117647,-9.79161637572993,2.50309808702023,0.929955412182005,0.634071556008413,-3.45782621362669,3.68e-05,5301405,178125.262652442,0,0,0,0,0,-223.903449875382,1025001719
0.103618620689655,0.0588235294117647,-10.0583450093199,2.61327129303319,0.939533507605039,0.762068558325405,-3.60497257335435,3.68e-05,5301405,178127.439652436,0,0,0,0,0,-227.373516929416,84715755
0.103618620689655,0.0588235294117647,-9.09550958020242,2.20379551005896,0.917814082401052,0.835595784152897,-4.07589306085089,3.67999999999999e-05,5301405,178125.523077143,0,0,0,0,0,-218.032787377988,196134986
0.103618620689655,0.0588235294117647,-9.46993050303884,2.26694333272728,0.917888782969081,0.585912293645446,-3.49247223913872,3.67999999999999e-05,5301405,178125.856691711,0,0,0,0,0,-220.231095094692,626954335
0.103618620689655,0.0588235294117647,-4.16264112545627,0.659579753961584,0.0441243736465193,-1.21053414027565,-3.08835664344241,3.68e-05,5301405,478125.532328611,0,0,0,0,0,-170.21004152728,422249448
0.103618620689655,0.0588235294117647,-4.16277622184492,0.664536257210658,0.0435356158665386,-1.20565694863229,-3.0901022650976,3.68e-05,5301405,478125.68364374,0,0,0,0,0,-170.215213689223,95723149
0.103618620689655,0.0588235294117647,-4.16422332430347,0.664094024236773,0.0438394842912813,-1.20986766786779,-3.08419069052908,3.68e-05,5301405,478124.843556149,0,0,0,0,0,-170.214499829351,969934857
0.103618620689655,0.0588235294117647,-4.16818872976143,0.66411317094183,0.043900299359944,-1.20651859817363,-3.08963697687667,3.68e-05,5301405,478124.934303984,0,0,0,0,0,-170.205215455042,125063064
0.103618620689655,0.0588235294117647,-4.16624163537232,0.663331576202629,0.0438369167233578,-1.20711040428844,-3.08689915087141,3.68e-05,5301405,478124.617056877,0,0,0,0,0,-170.208654780712,542345063
0.103618620689655,0.0588235294117647,-4.25175458636045,0.92674941423022,0.0743026300718225,-1.40691776889496,-2.75192047798989,3.68e-05,5301405,28124.8015127561,0,0,0,0,0,-179.856795230328,693445698
0.103618620689655,0.0588235294117647,-4.79337942263354,1.08350839476959,0.211319274332495,-1.03656595259649,-2.85148890981139,3.68e-05,5301405,28125.31437441,0,0,0,0,0,-185.671459084277,53676407
0.103618620689655,0.0588235294117647,-4.55693326873314,1.0018295052255,0.122682294008327,-1.2464436170581,-2.73268267800777,3.68e-05,5301405,28125.8286222564,0,0,0,0,0,-182.630348580076,180857055
0.103618620689655,0.0588235294117647,-4.67903185955269,1.06230754144714,0.16842806946396,-1.12802947968578,-2.80969238076505,3.68000000000001e-05,5301405,28125.0367319493,0,0,0,0,0,-184.376769862297,878047396
0.103618620689655,0.0588235294117647,-4.7812779669757,1.07342332813039,0.192649337139924,-1.09391002176144,-2.78054894899147,3.68e-05,5301405,28126.3847956253,0,0,0,0,0,-185.206174276925,1041964005
0.103618620689655,0.0588235294117647,-0.0502050528941167,1.4994041951868,0.460774748704483,3.72377129320159,5.47343718195191,3.68e-05,5301405,328125.738825,0,0,0,0,0,-196.054042722655,56211183
0.103618620689655,0.0588235294117647,0.686538018270667,1.47221772536873,0.565044559583852,3.38649152479834,3.06033494897353,3.68e-05,5301405,328125.610003843,0,0,0,0,0,-195.471809632702,462675124
0.103618620689655,0.0588235294117647,0.651294862663893,1.45934335332852,0.565265758061087,3.45883775974463,2.71603478251235,3.67999999999999e-05,5301405,328126.670136504,0,0,0,0,0,-195.158165667992,55736737
0.103618620689655,0.0588235294117647,0.483493772480106,1.44196718484852,0.573309380758078,3.61828428207274,2.06767376985559,3.67999999999999e-05,5301405,328125.391027799,0,0,0,0,0,-194.729715512768,350863569
0.103618620689655,0.0588235294117647,0.522508116252953,1.44514871170435,0.558757716760565,3.59957589007152,2.13862179318625,3.68e-05,5301405,328125.125683877,0,0,0,0,0,-194.746257100792,1001154500
0.103618620689655,0.0588235294117647,-5.34319394702133,2.72411273447999,0.682163308701982,4.35030971852297,6.50300863551868,3.67999999999999e-05,5301405,145313.936028236,0,0,0,0,0,-230.886998256786,6400911
0.103618620689655,0.0588235294117647,-4.93528449326173,2.49414245063447,0.737146708248345,4.02454586030396,6.70177185846605,3.68e-05,5301405,145312.286209966,0,0,0,0,0,-227.163889623502,269894346
0.103618620689655,0.0588235294117647,-5.21803109517159,2.85467764925828,0.760738085033459,3.80123929986378,6.33439558154182,3.68000000000001e-05,5301405,145313.579788022,0,0,0,0,0,-233.612754412988,645835646
0.103618620689655,0.0588235294117647,-5.44850691916678,2.92378546727745,0.816280578734686,3.76959969579885,6.28889085436267,3.68e-05,5301405,145310.969865309,0,0,0,0,0,-235.299369388081,664429686
0.103618620689655,0.0588235294117647,-5.43277487589535,3.36229588030068,0.843843424381121,3.50576086060483,3.0849644933928,3.68e-05,5301405,145311.896207369,0,0,0,0,0,-243.747746012792,247412602
0.103618620689655,0.0588235294117647,0.481164552811366,1.44327147387748,0.577929020411534,3.62077464420791,2.05347726021106,3.68e-05,5301405,445313.900700656,0,0,0,0,0,-194.714392643519,706116930
0.103618620689655,0.0588235294117647,4.58702790523639,1.86549411147319,0.332014730801662,4.541368130732,3.69578145825258,3.68e-05,5301405,445314.891350122,0,0,0,0,0,-205.016858722382,637832427
0.103618620689655,0.0588235294117647,3.6086023494032,1.86614068171413,0.342457122566412,6.40910706188199,3.97659344880691,3.68e-05,5301405,445313.338430985,0,0,0,0,0,-205.179374889018,452621011
0.103618620689655,0.0588235294117647,3.5491757834999,1.73767373672286,0.269630588751122,2.9054939864792,3.8943043633958,3.67999999999999e-05,5301405,445312.330749006,0,0,0,0,0,-201.987893483643,220310158
0.103618620689655,0.0588235294117647,0.464251928743052,1.44511760045874,0.586220892643333,3.62659436399619,2.03422410694251,3.68e-05,5301405,445311.713926876,0,0,0,0,0,-194.716784626226,829627853
0.103618620689655,0.0588235294117647,-13.9225519362643,9.93819698162292,0.835283316384912,6.014901238911,0.578986649147181,3.68e-05,5301405,295312.296819159,0,0,0,0,0,-301.3143211134,549567788
0.103618620689655,0.0588235294117647,-13.7639953224709,9.78557917705229,0.809874120030316,6.3013371767203,0.313528115662375,3.68e-05,5301405,295315.026852829,0,0,0,0,0,-301.749568642494,952770703
0.103618620689655,0.0588235294117647,-13.3523178254822,8.83443542703059,0.812689243649915,5.900329166516,0.849432394950836,3.68000000000001e-05,5301405,295312.786084361,0,0,0,0,0,-299.731030443189,670353329
0.103618620689655,0.0588235294117647,-14.2650906197049,8.98322494500337,0.820275296358089,6.09185175048899,0.417268071902108,3.68e-05,5301405,295314.70193257,0,0,0,0,0,-301.045218234544,251728065
0.103618620689655,0.0588235294117647,-13.7679081949318,8.66557029565945,0.824593919153279,5.3094315123064,1.02654025297935,3.68e-05,5301405,295313.035917673,0,0,0,0,0,-299.479481633449,784074320
0.103618620689655,0.0588235294117647,-4.22313417435046,0.719141670935735,0.0528193912021759,-1.11128267996928,-3.06375340715256,3.68e-05,5301405,595312.550469559,0,0,0,0,0,-172.690815831566,467201065
0.103618620689655,0.0588235294117647,-4.21245567396191,0.716463896641242,0.0524438779305353,-1.11508933851871,-3.07013502582672,3.68e-05,5301405,595311.270526487,0,0,0,0,0,-172.692167152681,736035106
0.103618620689655,0.0588235294117647,-4.25260936266293,0.726204631749724,0.0558532208860036,-1.09424441537626,-3.09340202741432,3.68e-05,5301405,595313.757930814,0,0,0,0,0,-172.720551132976,105617382
0.103618620689655,0.0588235294117647,-4.20261971798866,0.7197765909834,0.0524833077954296,-1.11951983957382,-3.06761959168596,3.68e-05,5301405,595312.805016526,0,0,0,0,0,-172.710442817252,731788809
0.103618620689655,0.0588235294117647,-4.33895659108416,0.743276940384859,0.0652138011228123,-1.03910474788838,-3.18761103799687,3.68e-05,5301405,595314.307761762,0,0,0,0,0,-173.095558066365,576363705
0.103618620689655,0.0588235294117647,-14.7166698715032,12.4920004976615,0.862959507893414,5.05027370860378,-0.813962256645183,3.68e-05,5301405,70315.7442071609,0,0,0,0,0,-310.708356912479,22438408
0.103618620689655,0.0588235294117647,-14.1668718836651,9.69651525841907,0.734670195325497,6.65756068783513,-0.420747529061933,3.68e-05,5301405,70312.7862987026,0,0,0,0,0,-304.984780110934,717692460
0.103618620689655,0.0588235294117647,-14.8182795427938,13.2915770236463,0.865733263140073,4.79316336985848,-1.18160910542051,3.68e-05,5301405,70313.4159346767,0,0,0,0,0,-313.041967117899,765071099
0.103618620689655,0.0588235294117647,-14.7731656230342,9.42367838901895,0.775677273286723,6.10304659443341,0.376005782787905,3.68e-05,5301405,70312.3280053787,0,0,0,0,0,-301.814308055145,328144297
0.103618620689655,0.0588235294117647,-14.0904414053652,10.0543188111026,0.808552177110943,4.76121409957139,0.292221759280133,3.68e-05,5301405,70313.4246089583,0,0,0,0,0,-302.769694162511,93077314
0.103618620689655,0.0588235294117647,-0.381931874157466,1.49033650850002,0.843935565644735,3.76754668500269,1.72864706463761,3.68e-05,5301405,370311.680428886,0,0,0,0,0,-196.095064394192,1052112878
0.103618620689655,0.0588235294117647,0.0434620420124569,1.45424250928048,0.848359990162371,3.72241155839955,1.79816832274489,3.68e-05,5301405,370313.134047832,0,0,0,0,0,-195.199493061905,654789939
0.103618620689655,0.0588235294117647,-0.303244927394578,1.47208464950343,0.817553209898488,3.71929421191299,1.86892178779505,3.68e-05,5301405,370313.918265136,0,0,0,0,0,-195.948835752971,804015425
0.103618620689655,0.0588235294117647,0.0522039623303187,1.45932546332356,0.831079895596915,3.72954381395774,1.74274971684517,3.68e-05,5301405,370312.409201082,0,0,0,0,0,-195.154415369654,597210549
0.103618620689655,0.0588235294117647,-0.51844583740289,1.52620056697572,0.779153295483615,4.02190606848763,4.83479738666184,3.68e-05,5301405,370313.92281748,0,0,0,0,0,-196.967226034861,617178910
0.103618620689655,0.0588235294117647,-11.8046796691005,0.0129900753534694,0.113267488086595,-3.4237872484631,-2.31746980960036,3.68e-05,5301405,220313.102543884,0,0,0,0,0,-984.607765187759,634541741
0.103618620689655,0.0588235294117647,-11.4346548221031,0.0111124190950577,0.0935290937844234,-2.91706276184276,-2.28168243166849,3.68000000000001e-05,5301405,220313.127746119,0,0,0,0,0,-984.597356871241,841113628
0.103618620689655,0.0588235294117647,-11.592764193657,0.0120353172132269,0.110340655338775,-3.06488377717783,-2.42336759497312,3.68000000000001e-05,5301405,220312.788978817,0,0,0,0,0,-984.603354467214,942665565
0.103618620689655,0.0588235294117647,-11.392708661609,0.0135052518716502,0.098483611738718,-3.19908632532233,-2.30084746427329,3.68e-05,5301405,220312.745841185,0,0,0,0,0,-984.621916488385,369709594
0.103618620689655,0.0588235294117647,-11.6473549858946,0.014031310930607,0.0941933065648146,-3.42225322557823,-2.11937766900635,3.68e-05,5301405,220313.335464273,0,0,0,0,0,-984.630283329669,701056769
0.103618620689655,0.0588235294117647,0.508478016458442,1.44331845301828,0.563459582512187,3.60964316996832,2.08427154366589,3.68e-05,5301405,520314.572292792,0,0,0,0,0,-194.711259798664,617657628
0.103618620689655,0.0588235294117647,-0.0475133667300488,1.50092881040986,0.459024526242744,3.71297905840171,5.522622874331,3.68e-05,5301405,520312.501774127,0,0,0,0,0,-196.037828427334,770623878
0.103618620689655,0.0588235294117647,0.519562144290265,1.4383350825423,0.561739185532915,3.60525158452787,2.10453810185224,3.68e-05,5301405,520312.970826957,0,0,0,0,0,-194.708990653377,454209625
0.103618620689655,0.0588235294117647,-0.0583280818576024,1.49893451863563,0.458773414878868,3.71990920552189,5.52147384060368,3.68e-05,5301405,520313.118928661,0,0,0,0,0,-196.036324806409,506805395
0.103618620689655,0.0588235294117647,-0.0467819405014223,1.49672658031123,0.458917788618816,3.71796403130216,5.49826469687196,3.68e-05,5301405,520313.0806063,0,0,0,0,0,-196.034973050968,581049769
0.138094827586207,0.0588235294117647,-7.54478232176447,1.74218190101578,0.859887508535249,0.494003428883754,-0.220964305378982,3.68e-05,5301405,346874.085111459,0,0,0,0,0,-209.687523579776,336429944
0.138094827586207,0.0588235294117647,-5.45359040640707,1.38062671969144,0.829286073655156,0.264612053916671,-0.985357536323758,3.68e-05,5301405,346876.497825666,0,0,0,0,0,-196.94627955474,856580039
