"sigma_P","gamma","b_3","sigma_M","rho","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.00019,0.0588235294117647,-3.70128131998508,1.36398549523414,0.747680408353254,0.739397603356238,-1.46792587011271,3.68e-05,5301405,234372.476190599,0,0,0,0,0,-197.426303006454,374326278
0.00019,0.0588235294117647,-4.87601953356186,1.35531872685298,0.874436653869192,0.545757717304129,-1.11345106340723,3.67999999999999e-05,5301405,309376.262967287,0,0,0,0,0,-196.123397092933,163181256
0.00019,0.0588235294117647,-4.88682969744599,1.32824733396955,0.879809531424292,0.473109505368817,-1.11615099035581,3.68e-05,5301405,309374.936564859,0,0,0,0,0,-196.080904747374,996060986
0.00019,0.0588235294117647,-4.27593519731594,1.29741351412399,0.53422223924365,-0.21362751414227,-1.42281538353121,3.68e-05,5301405,309375.195863455,0,0,0,0,0,-193.431572376235,108040148
0.00019,0.0588235294117647,-5.41307243202489,1.36572185072725,0.815099284570633,0.537856894155688,-0.928006588424104,3.68e-05,5301405,309374.863584163,0,0,0,0,0,-196.884175566473,1001655881
0.00019,0.0588235294117647,-4.46701705538048,1.34587532535115,0.847829055283161,0.206318307837904,-1.28506185531026,3.68e-05,5301405,309375.158086366,0,0,0,0,0,-195.372939526535,967647581
0.00019,0.0588235294117647,0.419270649033204,1.51304210472853,0.355496264699198,3.44208655087022,5.72190296026526,3.68000000000001e-05,5301405,9376.34800022831,0,0,0,0,0,-196.493366051911,322501766
0.00019,0.0588235294117647,1.52869487866898,1.60385058907065,0.31668135934851,2.83245374121958,6.21041044872964,3.68e-05,5301405,9375.40906453235,0,0,0,0,0,-198.874738546868,884754329
0.00019,0.0588235294117647,1.77120378582184,1.63409405861134,0.294100404221317,2.76909032922077,6.10488639854036,3.68e-05,5301405,9374.93627270701,0,0,0,0,0,-199.408601120522,457695351
0.00019,0.0588235294117647,0.446113883299589,1.52015495542293,0.356974918927159,3.36109400285502,6.20036711688624,3.68e-05,5301405,9373.63233215373,0,0,0,0,0,-196.563324923828,245940703
0.00019,0.0588235294117647,1.89231477615409,1.64369545143523,0.284938525151773,2.77357144130012,5.72912456964039,3.68e-05,5301405,9375.49726419694,0,0,0,0,0,-199.751599887348,1073032885
0.00019,0.0588235294117647,-10.172403707155,2.32640057113405,0.855383318493476,0.0538041749536884,-2.3009685410995,3.68e-05,5301405,459373.902683834,0,0,0,0,0,-220.055378687958,569450786
0.00019,0.0588235294117647,-9.26711268945455,1.92611413263219,0.829128841698245,0.234251553400485,-2.83958655247246,3.68e-05,5301405,459374.246214131,0,0,0,0,0,-210.362200390778,509817619
0.00019,0.0588235294117647,-7.27134392130576,1.32945095172359,0.774324751211491,-0.0741309603691954,-3.05085375605833,3.68e-05,5301405,459376.315385519,0,0,0,0,0,-193.47892168552,791053764
0.00019,0.0588235294117647,-8.65931984081316,1.66129264148954,0.833910878806282,0.0552285106907706,-2.72917045431108,3.67999999999999e-05,5301405,459376.008616766,0,0,0,0,0,-204.009239399337,629693250
0.00019,0.0588235294117647,-9.28928172264498,1.90417628834047,0.878776399013183,0.173563551349926,-2.73664818689535,3.68e-05,5301405,459375.303750571,0,0,0,0,0,-209.812832247454,973427120
0.00019,0.0588235294117647,0.482850686215583,1.44125132935988,0.572968326544795,3.61913882286783,2.06394711931293,3.68e-05,5301405,159374.442292757,0,0,0,0,0,-194.733442917716,132077192
0.00019,0.0588235294117647,0.486494526789674,1.44685538942081,0.57017211273577,3.61672188655899,2.06754263610232,3.67999999999999e-05,5301405,159376.142787712,0,0,0,0,0,-194.741871523517,32078515
0.00019,0.0588235294117647,0.474756226541318,1.44501115622453,0.576907032802965,3.6229212812509,2.05676699989432,3.67999999999999e-05,5301405,159375.670455776,0,0,0,0,0,-194.737580055818,162153896
0.00019,0.0588235294117647,0.483706029311576,1.44523549015577,0.575718546510719,3.62263166090251,2.05590949398205,3.68e-05,5301405,159376.357469075,0,0,0,0,0,-194.738514379944,95232815
0.00019,0.0588235294117647,0.473105888098028,1.44654142188083,0.577503859377311,3.62442153007153,2.04000656909191,3.68000000000001e-05,5301405,159375.940974644,0,0,0,0,0,-194.738464270077,563044341
0.00019,0.0588235294117647,-6.83430532286642,2.00209556941924,0.728575430796703,9.54621217150857,8.77296494360934,3.68e-05,5301405,215624.233312042,0,0,0,0,0,-213.469843888318,683669169
0.00019,0.0588235294117647,-7.06649132857631,1.95896461923716,0.774288095826612,10.1310326371997,9.59159261283056,3.67999999999999e-05,5301405,215626.071451709,0,0,0,0,0,-211.039778457221,935246202
0.00019,0.0588235294117647,-7.00218926306591,1.97648716340556,0.765560416633018,9.2970030175154,9.28767555464022,3.68e-05,5301405,215625.570962399,0,0,0,0,0,-212.701646204293,857393510
0.00019,0.0588235294117647,-7.87327305433229,2.38039177471961,0.74887600814755,8.19444776405144,8.64809689670724,3.68e-05,5301405,215626.251959937,0,0,0,0,0,-224.764870254291,1030711054
0.00019,0.0588235294117647,-7.38152991005748,2.14839548748016,0.784868508942387,9.2242265052058,8.40744598538411,3.67999999999999e-05,5301405,215626.158848625,0,0,0,0,0,-218.603101052474,1384343
0.00019,0.0588235294117647,-4.42708823164404,0.984600424826061,0.0916516411826599,-1.19815602325779,-2.41199528378181,3.68000000000001e-05,5301405,515625.196505464,0,0,0,0,0,-181.036572329343,368965012
0.00019,0.0588235294117647,-4.15549546935774,1.16588383785406,0.241746746193222,-0.620670717783015,-1.80512998566683,3.68e-05,5301405,515625.439316492,0,0,0,0,0,-189.006328490882,584493094
0.00019,0.0588235294117647,-4.38232457654645,0.824333579783617,0.0716816393145109,-1.18582721504908,-2.94425735616191,3.67999999999999e-05,5301405,515625.759901781,0,0,0,0,0,-174.625534438897,539794541
0.00019,0.0588235294117647,0.476764850633724,1.44400619930465,0.579976932365021,3.62314052596026,2.03767963669802,3.68e-05,5301405,515625.126008882,0,0,0,0,0,-194.689798250546,686977057
0.00019,0.0588235294117647,-4.23398708166591,1.03246265570574,0.101321812378018,-1.2120279878948,-2.24929079455752,3.67999999999999e-05,5301405,515623.704434716,0,0,0,0,0,-183.05531742307,226297173
0.00019,0.0588235294117647,-3.93162080576962,0.811082281762517,0.0281381034726855,-1.76728444630647,-2.60217641290819,3.68e-05,5301405,65624.3599676457,0,0,0,0,0,-172.730680178396,603699558
0.00019,0.0588235294117647,-3.83449871908324,1.037317322273,0.036344363852402,-2.0418021820058,-2.25667864251745,3.68e-05,5301405,65627.2725365863,0,0,0,0,0,-181.028357128475,100920678
0.00019,0.0588235294117647,-3.82785489899932,0.69305386871858,0.0247854411170736,-1.68557611727522,-2.81860752041615,3.68e-05,5301405,65626.3272797456,0,0,0,0,0,-170.716140413644,129130712
0.00019,0.0588235294117647,-3.80084398974967,0.73319615874947,0.0229570366273345,-1.76111123340111,-2.73073699915383,3.68e-05,5301405,65626.3376094624,0,0,0,0,0,-171.132599561137,60350593
0.00019,0.0588235294117647,-3.8538407315313,0.690579408465076,0.0261049538493279,-1.66033610833108,-2.83566432853249,3.68e-05,5301405,65625.5110526132,0,0,0,0,0,-170.70861678275,275890592
0.00019,0.0588235294117647,5.36078013530393,0.0243254345493685,0.0786527211642304,5.14326592409141,-5.12410235040482,3.68e-05,5301405,365623.891886245,0,0,0,0,0,-879.882914732156,815569531
0.00019,0.0588235294117647,4.47720902307617,0.142180820616004,0.388977444616769,3.29626668712264,-3.07396593889902,3.68000000000001e-05,5301405,365627.151185291,0,0,0,0,0,-773.305317503045,97691120
0.00019,0.0588235294117647,4.87806491516327,0.00944557684074219,0.288628151285193,3.01152482106302,-3.35914600651114,3.68e-05,5301405,365623.015761491,0,0,0,0,0,-826.128082081083,534431861
0.00019,0.0588235294117647,6.46224930616886,5.91806665728205,0.586985144825497,7.18841793703135,-2.17467971316445,3.68e-05,5301405,365624.796400869,0,0,0,0,0,-259.573232523235,631508437
0.00019,0.0588235294117647,5.07121286869705,0.00673445786132466,0.27920497819737,3.12588614306796,-3.42555603315937,3.68e-05,5301405,365627.470740638,0,0,0,0,0,-826.270368093556,334920869
0.00019,0.0588235294117647,-4.75231339683037,0.836732410080165,0.326759900889031,-1.10570349001646,-3.57306068796259,3.68e-05,5301405,290625.172176409,0,0,0,0,0,-178.299972387014,392885041
0.00019,0.0588235294117647,-5.31638726494098,0.942600854347824,0.384906272706037,-0.737743327729992,-3.67430402383819,3.68000000000001e-05,5301405,290626.366315775,0,0,0,0,0,-181.622386673117,657807632
0.00019,0.0588235294117647,-5.75427006479335,1.01069119568899,0.575880669559316,-0.458312360780529,-3.86807323024356,3.68e-05,5301405,290625.835452636,0,0,0,0,0,-185.248683334241,374685730
0.00019,0.0588235294117647,-4.82367939164542,0.837318111700814,0.348341055824298,-1.05102211565609,-3.60145916671782,3.68e-05,5301405,290625.319165516,0,0,0,0,0,-178.65599319625,221184220
0.00019,0.0588235294117647,-4.85120389526242,0.849561513487721,0.404390088624965,-1.06550713486621,-3.58167704589781,3.67999999999999e-05,5301405,290624.970909317,0,0,0,0,0,-179.238526735595,1065854812
0.00019,0.0588235294117647,0.483763395002786,1.4444575895719,0.575111898430817,3.61841466431784,2.05339950339019,3.68e-05,5301405,590624.053957994,0,0,0,0,0,-194.683693965884,272626101
0.00019,0.0588235294117647,0.473516134663453,1.44257387403509,0.580985221304459,3.62278222624302,2.0561390668295,3.68000000000001e-05,5301405,590624.198366795,0,0,0,0,0,-194.685970248511,14467189
0.00019,0.0588235294117647,0.477581824650286,1.44326120795209,0.580189294237386,3.6239100951025,2.04347479816302,3.68000000000001e-05,5301405,590625.489483692,0,0,0,0,0,-194.682395134697,160814416
0.00019,0.0588235294117647,0.474743481524027,1.44312676662802,0.578654480072772,3.62296274349464,2.0393360481825,3.68e-05,5301405,590624.648908561,0,0,0,0,0,-194.681213277072,43110958
0.00019,0.0588235294117647,0.470839790662874,1.4440281083291,0.579938494928666,3.62197245691118,2.04764408551473,3.67999999999999e-05,5301405,590623.65015356,0,0,0,0,0,-194.684827307701,924460737
0.00019,0.0588235294117647,-13.6668131439908,11.5941281261577,0.782334518532382,2.96222928306105,0.398821998596867,3.68000000000001e-05,5301405,140627.763007688,0,0,0,0,0,-302.047533442144,335199315
0.00019,0.0588235294117647,-14.1175827885456,9.14623943653199,0.794316278301088,6.24925221442335,0.125468464141883,3.68e-05,5301405,140626.241570819,0,0,0,0,0,-301.586706134705,381832184
0.00019,0.0588235294117647,-14.8021066386397,12.7255955968352,0.809962523487487,4.99871159376386,-0.323830497376398,3.68e-05,5301405,140624.802901392,0,0,0,0,0,-308.234079537014,876450665
0.00019,0.0588235294117647,-13.6795179414249,12.3504811942374,0.786286559392738,3.50230338191568,-0.46176596838627,3.68e-05,5301405,140626.459004136,0,0,0,0,0,-305.090480489927,798294359
0.00019,0.0588235294117647,-13.8586585515677,10.9813780033366,0.790153343102203,3.91495103806555,0.101484920843568,3.68e-05,5301405,140625.883207337,0,0,0,0,0,-304.108187520694,277479342
0.00019,0.0588235294117647,-0.0611802942998564,1.49960660044017,0.468226944118306,3.73426060351545,5.40246039120971,3.68e-05,5301405,440626.386497274,0,0,0,0,0,-196.039357262396,978496505
0.00019,0.0588235294117647,0.607192402589233,1.47716411886531,0.645130865973645,3.40153217352148,3.02303588904325,3.68e-05,5301405,440625.190089802,0,0,0,0,0,-195.532541309292,608340087
0.00019,0.0588235294117647,-0.0510988701976878,1.49527919766263,0.469190428951005,3.73060408435627,5.33430163129015,3.68e-05,5301405,440624.880319609,0,0,0,0,0,-196.039217734968,124614620
0.00019,0.0588235294117647,-0.0545016982142073,1.49780577337823,0.465481617897644,3.73880486099099,5.3930077033456,3.68e-05,5301405,440626.619799815,0,0,0,0,0,-196.039844831919,750147895
0.00019,0.0588235294117647,-0.0590053615546725,1.4974290566115,0.46230313405756,3.72999353310827,5.4489648802406,3.68e-05,5301405,440625.180378181,0,0,0,0,0,-196.037476069842,522379359
0.00019,0.0588235294117647,-8.39504168221521,0.0240438741155244,0.0830240123507282,0.286982634512517,1.02260888043247,3.68e-05,5301405,253127.035360581,0,0,0,0,0,-984.436024796355,531057257
0.00019,0.0588235294117647,-9.38318942737251,0.0736237274758336,0.0447157058122569,1.47216583504101,0.804250351692085,3.68e-05,5301405,253124.531405745,0,0,0,0,0,-884.929520354677,998713548
0.00019,0.0588235294117647,-5.49823192689004,1.36971104973162,0.576706794397498,-0.147276616137891,-0.917397759513201,3.68e-05,5301405,253125.366740731,0,0,0,0,0,-196.290677730721,163902809
0.00019,0.0588235294117647,-3.20362532953766,2.27537984663143,0.810505017061372,3.82107917256408,2.19351004494933,3.68e-05,5301405,253125.020524357,0,0,0,0,0,-219.609691783006,1065186515
0.00019,0.0588235294117647,-4.33687916571616,2.83214244789452,0.802807878490906,3.78378699503022,2.53236256842282,3.68e-05,5301405,253126.817868026,0,0,0,0,0,-231.797273798717,72921604
0.00019,0.0588235294117647,5.6182951932485,1.8766162494116,0.337629848124138,9.31192645964659,2.97449293297416,3.68e-05,5301405,553123.730555898,0,0,0,0,0,-205.3411536338,887575912
0.00019,0.0588235294117647,5.68154176606842,1.87657392656295,0.346679726422722,9.33263839155288,2.84089084616571,3.68e-05,5301405,553125.468664355,0,0,0,0,0,-205.403309952655,1012591207
0.00019,0.0588235294117647,5.48071978563745,1.88055199373962,0.343119744403103,8.61332239696832,3.12159508270565,3.68e-05,5301405,553124.619002994,0,0,0,0,0,-205.371087140581,45284802
0.00019,0.0588235294117647,5.09691917542133,1.88251837948839,0.358898293845617,8.79254913641307,2.94958808932496,3.68e-05,5301405,553125.225324269,0,0,0,0,0,-205.469329801069,832040148
0.00019,0.0588235294117647,5.47888328123931,1.89477621711718,0.392617821376658,9.14180661386029,2.38449861997079,3.68e-05,5301405,553125.908777096,0,0,0,0,0,-205.749578969541,537784887
0.00019,0.0588235294117647,-10.007592337578,2.87007228183447,0.863227259846749,0.43095405528292,1.12619817529844,3.68e-05,5301405,103125.578416541,0,0,0,0,0,-239.088849820395,921822558
0.00019,0.0588235294117647,-10.918672310451,3.69882790235485,0.889729458237824,1.36755743738679,1.4256959704457,3.68e-05,5301405,103126.57105288,0,0,0,0,0,-250.822482667974,645821870
0.00019,0.0588235294117647,-11.0066200383827,3.50219781690862,0.876123983875025,1.42144495028892,1.44656496152441,3.68e-05,5301405,103124.463629439,0,0,0,0,0,-252.159562336601,59146597
0.00019,0.0588235294117647,-12.352017269024,5.11193762010286,0.90090031552245,2.76939554933171,1.8408767368356,3.68e-05,5301405,103127.649870714,0,0,0,0,0,-272.132999313717,508075596
0.00019,0.0588235294117647,-9.83580927664634,2.91217657519941,0.887110282762251,1.28739744367954,1.0429790502886,3.68000000000001e-05,5301405,103125.169839725,0,0,0,0,0,-238.733485100949,75150920
0.00019,0.0588235294117647,-4.13023126540646,0.633325679200333,0.0389697462528356,-1.26996966824865,-3.08617258602521,3.68e-05,5301405,403125.52040874,0,0,0,0,0,-168.405824674924,368324829
0.00019,0.0588235294117647,-4.13564868712746,0.630344302777433,0.0391018023021058,-1.26642986233522,-3.08774167930435,3.68e-05,5301405,403123.816144132,0,0,0,0,0,-168.4041824466,814919945
0.00019,0.0588235294117647,-4.12493040691669,0.630855694387453,0.0388842900780135,-1.27276509777521,-3.08334345765091,3.68e-05,5301405,403125.050480074,0,0,0,0,0,-168.424060193525,176594617
0.00019,0.0588235294117647,-4.12568500340791,0.627865227712706,0.0389507670601037,-1.27252888226564,-3.08728771182507,3.68e-05,5301405,403124.853010961,0,0,0,0,0,-168.398745408965,710892155
0.00019,0.0588235294117647,-4.12986125607572,0.630375566079561,0.0388442034422393,-1.26856501595115,-3.08814015036443,3.68e-05,5301405,403125.063504799,0,0,0,0,0,-168.399825152418,924557491
0.00019,0.0588235294117647,-9.67809431901052,2.44347952907892,0.915229748297503,0.703971425991518,-3.63950447321499,3.68000000000001e-05,5301405,178125.657944201,0,0,0,0,0,-223.39457201986,94511902
0.00019,0.0588235294117647,-8.70411983420831,1.88926540721133,0.942853462825143,0.390237120978917,-3.41605371694654,3.68e-05,5301405,178126.284004763,0,0,0,0,0,-210.325343054287,694008367
