"","time","sim_data_median","sim_data_low_Q","sim_data_high_Q","combo_num"
"444",181,2718.5,773.425,7644.65,18
"445",212,851,169.9,2299.15,18
"446",243,336.5,74.525,1036.775,18
"447",273,177,35.7,462.05,18
"448",304,142.5,35.375,360.4,18
"449",334,251,92.225,750.475,18
"450",365,862,161.8,2080.72499999999,18
"451",396,3263,667.05,8897.85,18
"452",424,7735.5,1365.075,21300.025,18
"453",455,10962.5,2307.65,35141.5,18
"454",485,7572.5,1183.85,19578.25,18
"455",516,2900.5,703.975,8255.59999999999,18
"456",546,827.5,175.925,2393.825,18
"457",577,255,90.55,820.849999999998,18
"458",608,62.5,16.475,173.1,18
"459",638,19,3,51.525,18
"460",669,11,1,39.6749999999999,18
"461",699,10,0.475,33,18
"462",730,20.5,5,76.1749999999998,18
"463",761,52,5.425,174.575,18
"464",790,82,21.475,274.575,18
"465",821,87,11.95,361.825,18
"466",851,46,7.95,176.375,18
"467",882,25.5,2,75.525,18
"468",912,5,0,19.525,18
"469",151,7097,1861.55,16965.25,19
"470",181,2672,571.575,9041.05,19
"471",212,1085,206.9,2945.7,19
"472",243,415,93.95,1200.65,19
"473",273,188.5,46.425,586.3,19
"474",304,166.5,53.95,370.675,19
"475",334,257,43.225,784.375,19
"476",365,746.5,155.95,1990.2,19
"477",396,2731,691.9,8788.75,19
"478",424,6740,1985.3,17242.6,19
"479",455,10572.5,2295.625,20831.775,19
"480",485,7245.5,1631.275,16403.55,19
"481",516,2862.5,654.125,6087.725,19
"482",546,848,162.725,1961.4,19
"483",577,222,39.475,535.7,19
"484",608,56,14.425,171.05,19
"485",638,21,2,50.575,19
"486",669,8,1,21.575,19
"487",699,10,1.475,29.575,19
"488",730,20,2.475,74.7749999999999,19
"489",761,39.5,9,108.15,19
"490",790,67,15.95,204.125,19
"491",821,67,15.95,208.875,19
"492",851,32,5.475,113.525,19
"493",882,15,3,40.2499999999999,19
"494",912,4,0,18.05,19
"495",151,7184,1924.175,21358.4,20
"496",181,2936,576.425,8701.84999999999,20
"497",212,1179.5,309.725,3381.6,20
"498",243,479,106.6,1262.45,20
"499",273,203,65.475,701.749999999998,20
"500",304,162,36.325,383.2,20
"501",334,259.5,44.375,677.15,20
"502",365,842.5,215.075,2302.675,20
"503",396,2974,882.65,7887.87499999999,20
"504",424,7159,1873.45,17136.575,20
"505",455,11267,2486.8,24346.75,20
"506",485,6479,1541.55,14221.975,20
"507",516,2706.5,510.3,6908.125,20
"508",546,812.5,161.4,2032.3,20
"509",577,209,31.75,564.774999999999,20
"510",608,64,17.475,154.6,20
"511",638,17,3,51.7249999999999,20
"512",669,10,1,28.05,20
"513",699,11,1,34.1499999999999,20
"514",730,18,3,52.3999999999999,20
"515",761,39,5,117.575,20
"516",790,63.5,19.95,179.1,20
"517",821,66,8.475,212.725,20
"518",851,37.5,9,165.65,20
"519",882,18.5,3,53.525,20
"520",912,4.5,0,18.575,20
"521",151,6349,1316.45,16079.45,21
"522",181,2454.5,610.15,5775.2,21
"523",212,886.5,294.25,2924.975,21
"524",243,399.5,93.925,931.324999999999,21
"525",273,181,54.475,441.5,21
"526",304,174,58.375,411.874999999999,21
"527",334,248,68.425,635.875,21
"528",365,722.5,174,1739.925,21
"529",396,3302.5,636.875,7522.425,21
"530",424,7038.5,2043.25,18445.35,21
"531",455,10967,1635.1,25191.525,21
"532",485,6890,1998.45,15399.4,21
"533",516,2743.5,691.225,8217.25,21
"534",546,945,268.375,2217.925,21
"535",577,267.5,74,652.95,21
"536",608,56.5,13.375,141.3,21
"537",638,22,6,54.05,21
"538",669,11,1.475,31.575,21
"539",699,10,1,33.525,21
"540",730,22,4,63.6749999999999,21
"541",761,38,8.425,150.625,21
"542",790,60,11.475,255.625,21
"543",821,60.5,13,158.1,21
"544",851,40.5,10.475,154.1,21
"545",882,14.5,2,63.525,21
"546",912,5,0.475,18.525,21
"547",151,5896.5,1671.475,14442.15,22
"548",181,2075,614.1,6704.725,22
"549",212,1024,223.075,2705.8,22
"550",243,392.5,103.225,970.2,22
"551",273,175.5,53.475,581.949999999999,22
"552",304,172.5,45.9,391.525,22
"553",334,238,77.875,530.675,22
"554",365,844.5,149.85,2067.5,22
"555",396,2673.5,807.25,6996.175,22
"556",424,7006.5,1020.65,18246.45,22
"557",455,11143.5,2071.275,24557.275,22
"558",485,6646,1684.75,18341.35,22
"559",516,3039,931.3,8269.69999999999,22
"560",546,898.5,237.7,2120.875,22
"561",577,260,59.375,602.3,22
"562",608,61,16.475,138.1,22
"563",638,22.5,3,57.525,22
"564",669,12,1.95,33.525,22
"565",699,11.5,1,32.1499999999999,22
"566",730,21,4,55.1499999999999,22
"567",761,37,3.95,147.45,22
"568",790,61.5,11,203.675,22
"569",821,69.5,16.475,262.625,22
"570",851,41,8,151.05,22
"571",882,17,2.475,77.6749999999999,22
"572",912,5,0,24.1,22
"573",151,6301.5,1280.325,16423.875,23
"574",181,2252,553.925,5774.525,23
"575",212,933,306.175,2800.45,23
"576",243,392,99.6,886.775,23
"577",273,191,56.425,438.124999999999,23
"578",304,162.5,45.95,441.424999999999,23
"579",334,244.5,76.65,634.45,23
"580",365,834,155.6,1875,23
"581",396,2806.5,481.45,7035,23
"582",424,6553,1521.75,20094.95,23
"583",455,10527.5,1787.95,24791.075,23
"584",485,6544,1984.075,17286.55,23
"585",516,2824.5,696.85,7946.27499999999,23
"586",546,1001,169.8,2336.5,23
"587",577,253.5,68.475,617.275,23
"588",608,68,14.425,163.625,23
"589",638,20,4.95,51.05,23
"590",669,11,2,36.575,23
"591",699,11.5,0.475,32,23
"592",730,19,5,48.2499999999999,23
"593",761,37.5,10,132.875,23
"594",790,51.5,7.95,189.825,23
"595",821,67,10.425,273.575,23
"596",851,34,7.475,141.575,23
"597",882,17,3.475,69.05,23
"598",912,5,0,23.1,23
"599",151,6013,1950.975,15233.725,24
"600",181,2714.5,770.225,6092.5,24
"601",212,1005.5,177.575,2602.15,24
"602",243,361.5,84.925,1028.35,24
"603",273,201.5,42.175,474.4,24
"604",304,153.5,42.325,386.175,24
"605",334,244,80.8,636.874999999999,24
"606",365,887,220.425,1948.85,24
"607",396,3090.5,841.375,6600.125,24
"608",424,6653.5,1405.875,18373.075,24
"609",455,10358.5,2531.125,27294.15,24
"610",485,6580,1176.075,19759.75,24
"611",516,3121.5,640.3,7527.325,24
"612",546,867.5,219.7,2370.325,24
"613",577,275,31.475,614.674999999999,24
"614",608,64.5,19.9,174.875,24
"615",638,24,5.475,58.625,24
"616",669,11.5,2.475,32,24
"617",699,9,2,25.05,24
"618",730,20,4,48.525,24
"619",761,41,4.475,116.575,24
"620",790,64.5,12.9,186.275,24
"621",821,79.5,15.475,189.2,24
"622",851,35.5,8,167.675,24
"623",882,17,2.475,57.625,24
"624",912,4,0,19.525,24
"625",151,5214,1954.55,17439.35,25
"626",181,2598,683.675,6609.275,25
"627",212,1063,333.85,2737.225,25
"628",243,400,97.975,951.499999999999,25
"629",273,184,41.475,472.25,25
"630",304,157,39.75,400.15,25
"631",334,278.5,49.325,678.85,25
"632",365,753.5,208.975,2216.625,25
"633",396,2964,407.175,7745.95,25
"634",424,6709,1824.55,15771.225,25
"635",455,9923,2340.05,27148.55,25
"636",485,7675,2368,20036.975,25
"637",516,3165,797.025,7447.3,25
"638",546,835,295.25,1824.95,25
"639",577,235,72.75,579.925,25
"640",608,49.5,8.375,157.675,25
"641",638,20,5,65.575,25
"642",669,11.5,3,39.1999999999999,25
"643",699,11,1.475,36.525,25
"644",730,16.5,2.475,56.625,25
"645",761,35,9.475,147.875,25
"646",790,61,8.95,201.45,25
"647",821,68.5,15.95,254.15,25
"648",851,43.5,8.475,159.725,25
"649",882,17.5,3,57.575,25
"650",912,4,0,23.1,25
"651",151,6126.5,1329.875,17639.775,26
"652",181,3686.5,694.175,8843.025,26
"653",212,1159.5,342.75,3645.8,26
"654",243,452.5,122.5,1120.975,26
"655",273,213,49.9,566.524999999999,26
"656",304,177.5,46.9,426,26
"657",334,281,63.1,710.549999999999,26
"658",365,852,169.45,1832.95,26
"659",396,3151,1051.625,7637.04999999999,26
"660",424,7393.5,1655.55,15275.9,26
"661",455,10593.5,2313.975,23329.775,26
"662",485,6220.5,1336.175,14985.275,26
"663",516,2848,521.375,7266.85,26
"664",546,698,173.875,2236.4,26
"665",577,242.5,49.5,534.124999999999,26
"666",608,58,12.475,159.625,26
"667",638,18.5,3,55.525,26
"668",669,13,2,43.1999999999999,26
"669",699,10,1,34.05,26
"670",730,18,3,56.525,26
"671",761,43,8.95,100.575,26
"672",790,55.5,6.95,192.025,26
"673",821,65,10.95,282.6,26
"674",851,44,7,145.525,26
"675",882,16,2,58.6749999999999,26
"676",912,4,0,24.1,26
"677",151,6646.5,1388.65,15595.225,27
"678",181,2556,753.3,7502.025,27
"679",212,1017.5,287.975,2382,27
"680",243,397,97.4,935.425,27
"681",273,188,56.85,473.8,27
"682",304,178,48.425,447,27
"683",334,248,68.6,581.55,27
"684",365,793,198.95,2048.5,27
"685",396,2961.5,821.4,7805.525,27
"686",424,7582,1990.425,18862.025,27
"687",455,9927.5,1995.1,24646.7,27
"688",485,7285,1455.25,17555.85,27
"689",516,2792.5,764.5,8106,27
"690",546,894,146.175,2114.375,27
"691",577,224,60,610.8,27
"692",608,67,14.475,173.625,27
"693",638,24,6,53.525,27
"694",669,10.5,1.475,38.625,27
"695",699,10.5,2,30.575,27
"696",730,18,3.475,63.525,27
"697",761,34.5,6.425,113.4,27
"698",790,49.5,8.475,207.45,27
"699",821,60.5,10.9,253,27
"700",851,37.5,9.475,169.3,27
"701",882,15,3,66.625,27
"702",912,4,0,17.525,27
"703",151,5063,1468.45,14702.025,28
"704",181,2520.5,653.9,7688.5,28
"705",212,1034,265.7,2569.3,28
"706",243,405,106.325,825.15,28
"707",273,193,59.325,572.799999999999,28
"708",304,158,46.9,380.575,28
"709",334,265,56.75,675.675,28
"710",365,804,182.275,2198.125,28
"711",396,2813,692.325,8297.075,28
"712",424,6875.5,1065.475,18257.175,28
"713",455,10522,2800.2,29100.3999999999,28
"714",485,6668,1701.275,19787.925,28
"715",516,3149.5,892.375,8083.87499999999,28
"716",546,972,258.85,2027.15,28
"717",577,206.5,71.425,551.325,28
"718",608,62,17.475,162.25,28
"719",638,20.5,2,51,28
"720",669,11,1,30.525,28
"721",699,12.5,2,28.575,28
"722",730,19,4,67.575,28
"723",761,37.5,7.475,157.675,28
"724",790,53,10.9,166.15,28
"725",821,64,17.95,286.575,28
"726",851,39,4.475,145.05,28
"727",882,18,4,86.7749999999999,28
"728",912,4.5,0,24.1999999999999,28
"729",151,6313,1601.75,14427.65,29
"730",181,2127,611.2,7217.075,29
"731",212,1029.5,224,2526,29
"732",243,396,106,926.475,29
"733",273,195,51.8,573.624999999999,29
"734",304,172,44,396.725,29
"735",334,254,75.95,576.825,29
"736",365,746.5,156.75,1994.1,29
"737",396,2875,839.725,6874.55,29
"738",424,6414.5,1110.8,21912.525,29
"739",455,10749,2922.825,26578.375,29
"740",485,6543,1243.425,19626.3,29
"741",516,3098.5,1161.425,7653.65,29
"742",546,899.5,256.95,2346.125,29
"743",577,277.5,63.475,562.2,29
"744",608,63,17,144.05,29
"745",638,20,3.475,59.05,29
"746",669,11,2.475,38.1,29
"747",699,11,2,30,29
