"","time","R_eff_median","R_eff_low_Q","R_eff_high_Q","combo_num"
"1",151,0.525115340336355,0.52496933735618,0.525267943747393,1
"2",181,0.468369750672643,0.468199907409675,0.468517440267035,1
"3",212,0.483897218980033,0.483700770754209,0.484045813647307,1
"4",243,0.58459109482287,0.584337251021461,0.584819114003857,1
"5",273,0.805356583809469,0.804992661755033,0.805670942994143,1
"6",304,1.17920439699621,1.17866741308304,1.17973789050484,1
"7",334,1.60634709406767,1.60541584248432,1.60731163137281,1
"8",365,1.84851035419903,1.84596346861275,1.85131478512544,1
"9",396,1.61244184750271,1.60421660752359,1.62013161901092,1
"10",424,1.16757863920602,1.15328853589876,1.18065246226079,1
"11",455,0.744478940423609,0.730050695013325,0.758191734300474,1
"12",485,0.507587198956653,0.496332315093101,0.51847242829478,1
"13",516,0.393092181377369,0.384238538832044,0.401746130546334,1
"14",546,0.353666431187788,0.3457346553532,0.361484148007215,1
"15",577,0.366879663117504,0.358671462781774,0.374968685790198,1
"16",608,0.444152869569657,0.434236882033275,0.453926215480307,1
"17",638,0.612731233905778,0.599084148206326,0.626200883760462,1
"18",669,0.898573647361602,0.878601167554351,0.918314730425679,1
"19",699,1.22737396165557,1.2001699702794,1.25434071459606,1
"20",730,1.42496215476206,1.39343384656655,1.45622214351815,1
"21",761,1.2843812148283,1.25607398867803,1.31253035902528,1
"22",790,0.984814154609422,0.963168564271657,1.00631116697707,1
"23",821,0.685017804025054,0.669980328499519,0.699860266950579,1
"24",851,0.491891425669925,0.481105189921586,0.502481744372788,1
"25",882,0.389505904588038,0.380980104458442,0.397874999729346,1
"26",912,0.35367973448418,0.345957054699562,0.361266845620339,1
"27",151,0.512075024445478,0.511919826089593,0.512204454773069,2
"28",181,0.45855982655789,0.458367408151339,0.458743600888155,2
"29",212,0.477314057874939,0.477086971644115,0.47751515218859,2
"30",243,0.582064210553531,0.581787842354917,0.582311814175093,2
"31",273,0.809345642616868,0.808940133379041,0.809705444437194,2
"32",304,1.19461406165054,1.19395198894326,1.19521970727715,2
"33",334,1.6345581095038,1.63330415213338,1.63559659833604,2
"34",365,1.87923667518005,1.87621139037451,1.88195010030202,2
"35",396,1.62592826253149,1.61745554455545,1.63419530285511,2
"36",424,1.16317934136145,1.14842590161136,1.17802453316813,2
"37",455,0.732390368419521,0.71736802278423,0.747736638799571,2
"38",485,0.495788491465755,0.484139980392646,0.507815945508027,2
"39",516,0.383403378212201,0.374206307699902,0.3930050583288,2
"40",546,0.346174616442953,0.337878024406983,0.354833417297685,2
"41",577,0.361695796078277,0.353055306533964,0.370721194265192,2
"42",608,0.44193490177031,0.431395307855611,0.452926627635904,2
"43",638,0.615320445915503,0.600663741734013,0.630597666262143,2
"44",669,0.909575014394798,0.887945687412197,0.932108713893394,2
"45",699,1.24779431394333,1.21813001325833,1.27858041341609,2
"46",730,1.44723567259813,1.4128649119193,1.48263761195412,2
"47",761,1.29454070062041,1.26404877039085,1.32583610962317,2
"48",790,0.981990494630599,0.959149759847401,1.00530932097283,2
"49",821,0.675142745409744,0.659587651529358,0.690806638233196,2
"50",851,0.480938474288123,0.469940204583683,0.491980148130973,2
"51",882,0.380064329927462,0.37140606922466,0.388748126524373,2
"52",912,0.346254509508944,0.338383080723165,0.354140878852547,2
"53",151,0.498263692784014,0.498105230830725,0.498402237775968,3
"54",181,0.446207339567044,0.44598143099381,0.446369505992707,3
"55",212,0.466302788640418,0.466055211218712,0.466507137990025,3
"56",243,0.573077080779614,0.572787571699058,0.573352423124128,3
"57",273,0.805212201988283,0.80480260270086,0.805625871302481,3
"58",304,1.20190862234728,1.2012510141932,1.202555262182,3
"59",334,1.65833009425712,1.65736644906748,1.65946850645969,3
"60",365,1.91292892010981,1.91076363918498,1.91595226395397,3
"61",396,1.64893829580325,1.64214868153364,1.65689637809773,3
"62",424,1.17105741645637,1.15815911327227,1.18510644340732,3
"63",455,0.730003413648859,0.71658025000444,0.744251288433138,3
"64",485,0.490057186745563,0.479736569886286,0.501019702874628,3
"65",516,0.37715594696255,0.369040086480208,0.38582651698265,3
"66",546,0.340369440291235,0.333049126557887,0.34821881096525,3
"67",577,0.356922651004884,0.34927650807017,0.365144898989189,3
"68",608,0.439410303987334,0.430020700330057,0.449515145922479,3
"69",638,0.618115408465713,0.604936600727227,0.632317486230321,3
"70",669,0.923804784542021,0.904171176184505,0.945006657318714,3
"71",699,1.27756484074718,1.25047741435634,1.30684292736237,3
"72",730,1.48554189171465,1.45414528485823,1.5195775891279,3
"73",761,1.32177089351698,1.29423643151972,1.35206711091985,3
"74",790,0.992766633505859,0.972549870658078,1.01558586454759,3
"75",821,0.674198420930733,0.660754043100088,0.689727450207466,3
"76",851,0.475466154989618,0.46609134873445,0.486405757717325,3
"77",882,0.373623214304956,0.36628913107696,0.382213582076963,3
"78",912,0.340137838497989,0.333485872120271,0.347949720603704,3
"79",151,0.528024162973037,0.527871780891271,0.528160213121036,4
"80",181,0.469668961675797,0.469488355322559,0.46983406895923,4
"81",212,0.483772044852046,0.483602147383109,0.483978861312781,4
"82",243,0.583085921491638,0.582883124520489,0.583338068599906,4
"83",273,0.802521039040399,0.80220720418205,0.802877477893403,4
"84",304,1.17543535285405,1.17493676827886,1.17597006047,4
"85",334,1.60329849291523,1.60221031273661,1.60404642063527,4
"86",365,1.84882981103621,1.84598314736548,1.85131178427043,4
"87",396,1.61682776997082,1.60970604699848,1.62520373354702,4
"88",424,1.17304085951905,1.1612325994461,1.18754382369596,4
"89",455,0.748503167314155,0.736642779862452,0.763369955162433,4
"90",485,0.509966996112862,0.500753858071189,0.521595934491235,4
"91",516,0.394158431461066,0.386851477026059,0.403404518356767,4
"92",546,0.353697084640985,0.347164684163066,0.362006706006714,4
"93",577,0.365836647245491,0.359101401261092,0.37440272845123,4
"94",608,0.441864564249317,0.433750048404691,0.45217921167672,4
"95",638,0.609022442108801,0.597860909950689,0.62319640965479,4
"96",669,0.8934077711706,0.877098247534443,0.914146098595356,4
"97",699,1.22187371870098,1.19966542328218,1.25016824794744,4
"98",730,1.42144295575581,1.39580881447983,1.45426625809852,4
"99",761,1.28434651144755,1.26154319147816,1.31384911565594,4
"100",790,0.986787821647114,0.969551214817603,1.00941376524732,4
"101",821,0.687360035227723,0.675516140210916,0.703079312937182,4
"102",851,0.493661976648581,0.485209160387485,0.504893446850758,4
"103",882,0.390310555117519,0.38366198008169,0.399170149379273,4
"104",912,0.35350322506901,0.347494067406519,0.36151246446936,4
"105",151,0.526128190390626,0.525980121567909,0.526258923310696,5
"106",181,0.469046615267296,0.468849651509101,0.46918688251122,5
"107",212,0.484264595125669,0.484031951021001,0.484464230924148,5
"108",243,0.584660010608998,0.584333123500866,0.58492628600042,5
"109",273,0.805025235244309,0.804555490019703,0.805392144282915,5
"110",304,1.17837323009207,1.17767155146601,1.17891659698656,5
"111",334,1.60505618865323,1.60397279056873,1.60604309476561,5
"112",365,1.84732894054822,1.84521073251884,1.85043816500404,5
"113",396,1.61227039589152,1.60529578644342,1.62037712474075,5
"114",424,1.16820443652437,1.15592315935293,1.1813662682435,5
"115",455,0.745181922758355,0.732952928207322,0.758903948526406,5
"116",485,0.508243825775231,0.498700381020869,0.518911027530576,5
"117",516,0.393510358789044,0.385983817293603,0.402016225575946,5
