"","sigma_P","gamma","mu_EI","b_3","sigma_M","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed","Profile_Type"
"121",0.655237931034483,0.142857142857143,0.1,-2.8222743615479,0.540384226583765,0.0312063289645615,-0.472565957449189,-2.58863635188807,3.67999999999999e-05,5301405,107812.288259629,79689.0470185776,0,0,0,0,0,-167.466994209721,446211163,"sigma_P"
"122",0.655237931034483,0.142857142857143,0.1,-2.81614657937454,0.542588269153604,0.0311796799985386,-0.474285591912419,-2.59785008886204,3.68e-05,5301405,107813.920200014,79689.8947788965,0,0,0,0,0,-167.487281088738,806539589,"sigma_P"
"123",0.655237931034483,0.142857142857143,0.1,-2.83063015871032,0.542885115710103,0.0314810840347025,-0.463412243771928,-2.59333828812958,3.68e-05,5301405,107813.564920684,79686.9946779096,0,0,0,0,0,-167.487121932146,531512636,"sigma_P"
"124",0.689714137931035,0.142857142857143,0.1,-2.82040427544216,0.526890015431805,0.0311135477561003,-0.473434701606028,-2.58384987853457,3.68e-05,5301405,107811.448748448,79686.9263288351,0,0,0,0,0,-167.531405787857,254261034,"sigma_P"
"125",0.689714137931035,0.142857142857143,0.1,-2.82212729899502,0.536596154264776,0.031592595621387,-0.481593102129511,-2.57603707306904,3.68e-05,5301405,107812.959134101,79688.477231237,0,0,0,0,0,-167.55103331999,510526447,"sigma_P"
"126",0.689714137931035,0.142857142857143,0.1,-2.81986670043109,0.541846097770448,0.031485915013654,-0.481169435877623,-2.59098902531562,3.68e-05,5301405,107813.293900455,79687.1846164875,0,0,0,0,0,-167.546568478753,255544089,"sigma_P"
"127",0.689714137931035,0.142857142857143,0.1,-2.82062710149358,0.527168570294833,0.0316918803292477,-0.466195085736978,-2.59770818051822,3.68000000000001e-05,5301405,107812.489013041,79688.4848837943,0,0,0,0,0,-167.511613277598,442599237,"sigma_P"
"128",0.26576453125,0.142857142857143,0.1,-2.81156085508994,0.620727586206897,0.0318509054008408,-0.444064309693127,-2.61657563784552,3.68e-05,5301405,70312.4009549657,192190.21911307,0,0,0,0,0,-167.366646521331,983709741,"sigma_M"
"129",0.26576453125,0.142857142857143,0.1,-2.83070349620431,0.620727586206897,0.0332857494050131,-0.420435915902211,-2.6435667524449,3.68e-05,5301405,70314.1010997593,192188.091641072,0,0,0,0,0,-167.350135456061,830502876,"sigma_M"
"130",0.26576453125,0.142857142857143,0.1,-2.8209386846348,0.620727586206897,0.0325486702443134,-0.433309356637184,-2.63273259001101,3.68e-05,5301405,70314.0732359431,192188.13399318,0,0,0,0,0,-167.342899233044,213814290,"sigma_M"
"131",0.14078828125,0.142857142857143,0.1,-2.80151371956649,0.571026450099197,0.0281718063656312,-0.522941640672134,-2.59644441676259,3.67999999999999e-05,5301405,154687.901029758,1,0,0,0,0,0,-166.025189171794,442737554,"I_0"
"132",0.14078828125,0.142857142857143,0.1,-2.80395715679688,0.566953339237784,0.0281505302831123,-0.517399183579436,-2.59973361173613,3.68e-05,5301405,154687.920005571,1,0,0,0,0,0,-166.008479890063,101913464,"I_0"
"133",0.14078828125,0.142857142857143,0.1,-2.80479879881017,0.5748656561293,0.0281310160383327,-0.520060954502285,-2.59162277554869,3.68e-05,5301405,154686.977060386,1,0,0,0,0,0,-166.03000562105,68532614,"I_0"
"134",0.14078828125,0.142857142857143,0.1,-2.80390651296033,0.572130486801509,0.0284269278142188,-0.517706324258099,-2.60148479202943,3.68e-05,5301405,154688.372920974,1,0,0,0,0,0,-166.027500641947,33749252,"I_0"
"135",0.14078828125,0.142857142857143,0.1,-2.80361157813571,0.570236135067904,0.0281261932644095,-0.516533309928265,-2.59538433944595,3.68e-05,5301405,154688.696384932,1,0,0,0,0,0,-166.008348688298,588947771,"I_0"
"136",0.17203234375,0.142857142857143,0.1,-2.85084752883944,0.599555220837901,0.0310207294742265,-0.464829210451458,-2.62044886965122,3.68e-05,5301405,239064.837105254,1,0,0,0,0,0,-167.435221449174,897431108,"I_0"
"137",0.17203234375,0.142857142857143,0.1,-2.8431212782711,0.599906843359953,0.0307889814757719,-0.466586446702604,-2.6194647844434,3.68e-05,5301405,239063.682035902,1,0,0,0,0,0,-167.463327286767,966711861,"I_0"
"138",0.17203234375,0.142857142857143,0.1,-2.8463526854152,0.596756635127327,0.0309548287295186,-0.466689495895,-2.62349876192942,3.68e-05,5301405,239061.765548053,1,0,0,0,0,0,-167.433041421996,993045385,"I_0"
"139",0.17203234375,0.142857142857143,0.1,-2.8475554846653,0.596850018103778,0.0310039789525297,-0.463758933614977,-2.62403412038928,3.68e-05,5301405,239061.783746086,1,0,0,0,0,0,-167.441857454641,588414313,"I_0"
"140",0.17203234375,0.142857142857143,0.1,-2.84923391792174,0.596404652699615,0.0311721374935919,-0.462730166580046,-2.62614909511306,3.68e-05,5301405,239060.300481606,1,0,0,0,0,0,-167.430190129737,515355617,"I_0"
"141",0.14078828125,0.142857142857143,0.1,-2.81091756565815,0.571621587578622,0.0287766580776222,-0.506171980967232,-2.60821127906569,3.68e-05,5301405,154688.701569107,10345.7931034483,0,0,0,0,0,-166.016128261688,666964157,"I_0"
"142",0.14078828125,0.142857142857143,0.1,-2.79821924263736,0.571026902353107,0.0283316647753449,-0.518696966445353,-2.60409854815954,3.68e-05,5301405,154686.440900056,10345.7931034483,0,0,0,0,0,-166.026682113217,485894686,"I_0"
"143",0.14078828125,0.142857142857143,0.1,-2.80619355845952,0.572307549172215,0.0286618705809174,-0.507993500280974,-2.60874539673786,3.68e-05,5301405,154686.131661405,10345.7931034483,0,0,0,0,0,-166.014332911739,404724580,"I_0"
"144",0.14078828125,0.142857142857143,0.1,-2.80520790933388,0.567483591855513,0.0285301833052316,-0.514207691582669,-2.60162152988337,3.68e-05,5301405,154687.327123383,10345.7931034483,0,0,0,0,0,-166.01794690932,968238041,"I_0"
"145",0.14078828125,0.142857142857143,0.1,-2.80918919133417,0.570107058291816,0.0290371659996981,-0.50312324360599,-2.6164440548724,3.68e-05,5301405,154687.861261166,20690.5862068966,0,0,0,0,0,-166.063672597862,788979529,"I_0"
"146",0.14078828125,0.142857142857143,0.1,-2.81376188115367,0.577369882116191,0.0288790383431944,-0.503792814864139,-2.60420621131425,3.68e-05,5301405,154687.075121254,20690.5862068966,0,0,0,0,0,-166.070257958229,649011225,"I_0"
"147",0.14078828125,0.142857142857143,0.1,-2.81261673181213,0.569506884731812,0.0289089222221878,-0.505022596550945,-2.60514024904742,3.68e-05,5301405,154688.43228938,20690.5862068966,0,0,0,0,0,-166.05100867131,191565618,"I_0"
"148",0.14078828125,0.142857142857143,0.1,-2.8089777205852,0.573127849257771,0.0290275213655848,-0.506384364279682,-2.61131008525732,3.68e-05,5301405,154687.993292282,20690.5862068966,0,0,0,0,0,-166.063382784017,1070456569,"I_0"
"149",0.14078828125,0.142857142857143,0.1,-2.81542066686459,0.572069335050087,0.0294042134046443,-0.490501116055087,-2.61626656044073,3.68e-05,5301405,154685.448226249,31035.3793103448,0,0,0,0,0,-166.125537088546,1041228989,"I_0"
"150",0.14078828125,0.142857142857143,0.1,-2.81533054660938,0.574252695095692,0.0291546328037662,-0.499380028123826,-2.60608779107615,3.68e-05,5301405,154687.17118022,31035.3793103448,0,0,0,0,0,-166.136061128577,869244456,"I_0"
"151",0.14078828125,0.142857142857143,0.1,-2.81270086621692,0.57439757948682,0.0292771262078106,-0.494919611801964,-2.61412409195943,3.68e-05,5301405,154687.771419123,31035.3793103448,0,0,0,0,0,-166.131480292138,972667086,"I_0"
"152",0.14078828125,0.142857142857143,0.1,-2.81334560282872,0.574300489659357,0.0292069978444764,-0.496411265006432,-2.61285050250949,3.68000000000001e-05,5301405,154686.580467806,31035.3793103448,0,0,0,0,0,-166.130645061129,246083963,"I_0"
"153",0.14078828125,0.142857142857143,0.1,-2.81265932396453,0.572898323293652,0.0293191205873061,-0.498056042393052,-2.61064458146502,3.68e-05,5301405,154688.456962421,31035.3793103448,0,0,0,0,0,-166.146665164918,271868192,"I_0"
"154",0.14078828125,0.142857142857143,0.1,-2.81573655691277,0.575288650318335,0.0295896692928471,-0.493152153684884,-2.61575326650072,3.68e-05,5301405,154687.687261466,41380.1724137931,0,0,0,0,0,-166.239313541782,354121239,"I_0"
"155",0.14078828125,0.142857142857143,0.1,-2.89377275259091,0.612658917357939,0.0306656590512456,-0.467968765537421,-2.54122715246359,3.68e-05,5301405,154688.687046361,41380.1724137931,0,0,0,0,0,-166.691595120912,761017356,"I_0"
"156",0.14078828125,0.142857142857143,0.1,-2.81467081171443,0.577563003447241,0.0295553438011362,-0.488960396760842,-2.61724756797641,3.68000000000001e-05,5301405,154689.300442942,41380.1724137931,0,0,0,0,0,-166.235438987404,151739583,"I_0"
"157",0.14078828125,0.142857142857143,0.1,-2.81634987083304,0.57317027240183,0.0294984789815357,-0.488298967914876,-2.61237476468342,3.68e-05,5301405,154688.22689788,41380.1724137931,0,0,0,0,0,-166.237572264811,924602248,"I_0"
"158",0.14078828125,0.142857142857143,0.1,-2.81739643497189,0.580348848616026,0.0296360572014386,-0.492020934802168,-2.61162611788246,3.68000000000001e-05,5301405,154687.463398191,41380.1724137931,0,0,0,0,0,-166.253112165049,229816625,"I_0"
"159",0.14078828125,0.142857142857143,0.1,-2.81991551307344,0.57988396814654,0.0298169849140296,-0.481617061880007,-2.61603174878049,3.68e-05,5301405,154687.130478939,51724.9655172414,0,0,0,0,0,-166.362379181683,57253080,"I_0"
"160",0.14078828125,0.142857142857143,0.1,-2.81889900502894,0.582061400185025,0.0300103062308412,-0.479196980682115,-2.62267783853668,3.68e-05,5301405,154689.229073438,51724.9655172414,0,0,0,0,0,-166.364408696662,920212530,"I_0"
"161",0.14078828125,0.142857142857143,0.1,-2.82043147734276,0.578339248784015,0.0302692861754563,-0.481266771852879,-2.62197675802415,3.68e-05,5301405,154687.62278376,51724.9655172414,0,0,0,0,0,-166.363364488705,612209598,"I_0"
"162",0.14078828125,0.142857142857143,0.1,-2.82385872932901,0.579825963978226,0.0298393165440149,-0.483075905374493,-2.61396313832892,3.68000000000001e-05,5301405,154686.999979817,51724.9655172414,0,0,0,0,0,-166.358262777885,593120452,"I_0"
"163",0.14078828125,0.142857142857143,0.1,-2.81959828741065,0.580480207277466,0.0299617195490779,-0.481484987423311,-2.62040120181203,3.68e-05,5301405,154688.9719607,51724.9655172414,0,0,0,0,0,-166.35223995503,401498844,"I_0"
"164",0.14078828125,0.142857142857143,0.1,-2.82596912334558,0.577849500282805,0.0302355517527825,-0.474182584362377,-2.61724474717449,3.67999999999999e-05,5301405,154688.27878825,62069.7586206897,0,0,0,0,0,-166.481342481028,108689623,"I_0"
"165",0.14078828125,0.142857142857143,0.1,-2.82263456621195,0.578572320849472,0.0300887941964982,-0.474335976224549,-2.61709907875518,3.67999999999999e-05,5301405,154688.67660501,62069.7586206897,0,0,0,0,0,-166.498128118603,280122977,"I_0"
"166",0.14078828125,0.142857142857143,0.1,-2.82068654163283,0.579312445233179,0.0302673702812199,-0.476112942985347,-2.61542519777015,3.68e-05,5301405,154687.642866533,62069.7586206897,0,0,0,0,0,-166.515587980097,531394863,"I_0"
"167",0.14078828125,0.142857142857143,0.1,-2.83482225615535,0.607009253716059,0.0293305186750599,-0.489823888979515,-2.56819938080568,3.68e-05,5301405,154689.020650445,62069.7586206897,0,0,0,0,0,-166.656345259655,829481437,"I_0"
"168",0.14078828125,0.142857142857143,0.1,-2.8261432301018,0.586637175838349,0.0308511416533751,-0.463960905013062,-2.62998284288326,3.68e-05,5301405,154687.334357971,72414.5517241379,0,0,0,0,0,-166.660973184397,954650465,"I_0"
"169",0.14078828125,0.142857142857143,0.1,-2.82616534562955,0.581542738210227,0.0307447950622728,-0.468374341495454,-2.6200345929159,3.68e-05,5301405,154688.073828705,72414.5517241379,0,0,0,0,0,-166.652055088592,667281166,"I_0"
"170",0.57820515625,0.142857142857143,0.1,-2.81131533945783,0.55238137198494,0.0309436973298774,-0.518665527630153,-2.56694160869412,3.67999999999999e-05,5301405,60938.6186714991,82759.3448275862,0,0,0,0,0,-167.451260355447,909381404,"I_0"
"171",0.57820515625,0.142857142857143,0.1,-2.80440401388164,0.549772098118182,0.0312168090940578,-0.513196628031754,-2.57983856877558,3.68e-05,5301405,60938.6894041621,82759.3448275862,0,0,0,0,0,-167.442463344062,568675323,"I_0"
"172",0.57820515625,0.142857142857143,0.1,-2.81813103642713,0.551898603907363,0.0314977472665985,-0.516499601791266,-2.56815413326052,3.68e-05,5301405,60939.3758171993,82759.3448275862,0,0,0,0,0,-167.462438005485,897153141,"I_0"
"173",0.57820515625,0.142857142857143,0.1,-2.81266353592476,0.556805940447103,0.0310496318043627,-0.51804169609775,-2.57378254780452,3.67999999999999e-05,5301405,60938.1801052864,82759.3448275862,0,0,0,0,0,-167.445471553923,546129596,"I_0"
"174",0.57820515625,0.142857142857143,0.1,-2.80414140943536,0.552363538251587,0.0304659267658034,-0.514149122202682,-2.56183706966062,3.68000000000001e-05,5301405,60939.2588303354,82759.3448275862,0,0,0,0,0,-167.454739050584,413373285,"I_0"
"175",0.14078828125,0.142857142857143,0.1,-2.82885114702486,0.584727173047689,0.0310582722969994,-0.459412133052956,-2.62623173832568,3.67999999999999e-05,5301405,154688.687625062,82759.3448275862,0,0,0,0,0,-166.822885813836,330630676,"I_0"
"176",0.14078828125,0.142857142857143,0.1,-2.83172358970976,0.588151988489468,0.0312489944038367,-0.454067541550715,-2.63064894084116,3.67999999999999e-05,5301405,154687.268868822,82759.3448275862,0,0,0,0,0,-166.82661207558,1064960658,"I_0"
"177",0.14078828125,0.142857142857143,0.1,-2.83208425685687,0.590993469810965,0.0312902377976189,-0.458328404763679,-2.62356615107879,3.68e-05,5301405,154685.852885245,82759.3448275862,0,0,0,0,0,-166.834461023758,499573,"I_0"
"178",0.14078828125,0.142857142857143,0.1,-2.83089403934245,0.586787416198409,0.0310596513672199,-0.455464050855264,-2.62625181277303,3.68e-05,5301405,154688.355663019,82759.3448275862,0,0,0,0,0,-166.822013072409,450516063,"I_0"
"179",0.57820515625,0.142857142857143,0.1,-2.81189057919851,0.545703870168732,0.0311008059216877,-0.511641842812426,-2.57336441290704,3.67999999999999e-05,5301405,60937.7451597234,93104.1379310345,0,0,0,0,0,-167.362281610085,825377020,"I_0"
"180",0.57820515625,0.142857142857143,0.1,-2.80748343035022,0.545579173046535,0.0308122810428769,-0.503544513324525,-2.57649820151987,3.68e-05,5301405,60938.2095702961,93104.1379310345,0,0,0,0,0,-167.335024910748,32004472,"I_0"
