"","time","sim_data_median","sim_data_low_Q","sim_data_high_Q","combo_num"
"1",151,6745,1981.625,15420.175,1
"2",181,3008.5,760,5686.4,1
"3",212,976.5,320.225,2615.1,1
"4",243,353.5,77,929.625,1
"5",273,171.5,45.7,562.675,1
"6",304,162.5,36.025,422.675,1
"7",334,272.5,64,615.225,1
"8",365,715,173.6,1958.025,1
"9",396,2807.5,1029.325,8600.8,1
"10",424,6789,1263.125,20019.85,1
"11",455,9904,2765.6,24893.975,1
"12",485,6346.5,1590.925,15535.375,1
"13",516,3081,674.225,7411.49999999999,1
"14",546,859,188.55,2100.725,1
"15",577,223,79,602.4,1
"16",608,57.5,16.375,136.975,1
"17",638,23.5,8,64.1499999999999,1
"18",669,11,3,33.575,1
"19",699,10.5,2.475,32.625,1
"20",730,20.5,5,66.1499999999999,1
"21",761,47,9.475,115,1
"22",790,63.5,15.9,176.1,1
"23",821,72.5,22.475,238.75,1
"24",851,38,8.475,110.1,1
"25",882,18,3,56.525,1
"26",912,5,0,19.525,1
"27",943,1,0,6,1
"28",974,0,0,2,1
"29",1004,0,0,2,1
"30",1035,0,0,1,1
"31",1065,0,0,1,1
"32",1096,0,0,1.52499999999999,1
"33",1127,0,0,3,1
"34",1155,0,0,3.52499999999999,1
"35",1186,0,0,8.52499999999999,1
"36",1216,0,0,5,1
"37",1247,0,0,1.52499999999999,1
"38",1277,0,0,0,1
"39",1308,0,0,0,1
"40",1339,0,0,0,1
"41",1369,0,0,0,1
"42",1400,0,0,0,1
"43",1430,0,0,0,1
"44",151,6136.5,1171.925,17743.85,2
"45",181,2384,431.45,7431.17499999998,2
"46",212,1024,335.9,2099.45,2
"47",243,340,75.9,1044.575,2
"48",273,181,66.65,517.1,2
"49",304,169,44.425,339.2,2
"50",334,254.5,54.55,659.075,2
"51",365,814.5,242.075,1838.125,2
"52",396,3312.5,689.1,7813.45,2
"53",424,6831.5,1539.225,17393.3,2
"54",455,10728,2790.275,27619.425,2
"55",485,6440.5,2130.7,16453.975,2
"56",516,3105,1148.375,7791.475,2
"57",546,851,219.625,2413.99999999999,2
"58",577,219,74.95,547.625,2
"59",608,64,9.95,137.575,2
"60",638,22,5.475,53.625,2
"61",669,11,2,36.625,2
"62",699,10,2.475,31.525,2
"63",730,19.5,3.475,81.1,2
"64",761,46.5,9,136.825,2
"65",790,74.5,14.85,199.825,2
"66",821,67.5,13.475,219.975,2
"67",851,45,9.95,171.125,2
"68",882,18,2,53.525,2
"69",912,5,1,20.525,2
"70",943,1,0,5.52499999999999,2
"71",974,0,0,2,2
"72",1004,0,0,1,2
"73",1035,0,0,1,2
"74",1065,0,0,1,2
"75",1096,0,0,2,2
"76",1127,0,0,3.52499999999999,2
"77",1155,0,0,4.52499999999999,2
"78",1186,0,0,4.52499999999999,2
"79",1216,0,0,4.52499999999999,2
"80",1247,0,0,2,2
"81",1277,0,0,0.524999999999991,2
"82",1308,0,0,0,2
"83",1339,0,0,0,2
"84",1369,0,0,0,2
"85",1400,0,0,0,2
"86",1430,0,0,0,2
"87",151,7085.5,1589.925,15337.5,3
"88",181,2507.5,568.075,7925.47499999999,3
"89",212,1025.5,237.175,2591.1,3
"90",243,354,90.425,814.15,3
"91",273,153,29.85,382.2,3
"92",304,143.5,31.85,383.7,3
"93",334,248,51.425,725.525,3
"94",365,777.5,242.4,1718.975,3
"95",396,3357.5,761.975,8851.34999999999,3
"96",424,7537.5,2082.775,23121.2,3
"97",455,11937.5,3619.575,28519.775,3
"98",485,7386,2393.575,23850.875,3
"99",516,3047,412.675,8273.37499999999,3
"100",546,840,193.9,2150.675,3
"101",577,214.5,45,561.674999999999,3
"102",608,62.5,16.95,185,3
"103",638,22,3,68.1,3
"104",669,11,2,32.05,3
"105",699,12,2.475,34,3
"106",730,23,4.475,63.7249999999999,3
"107",761,46,12.475,142.2,3
"108",790,81.5,12.425,210.35,3
"109",821,93.5,16.8,220.825,3
"110",851,59,9.475,149.25,3
"111",882,22.5,3.475,63,3
"112",912,5,0,18.525,3
"113",943,1,0,7,3
"114",974,0,0,2,3
"115",1004,0,0,1,3
"116",1035,0,0,1,3
"117",1065,0,0,1.52499999999999,3
"118",1096,0,0,1,3
"119",1127,0,0,2.52499999999999,3
"120",1155,0,0,4,3
"121",1186,0,0,5.52499999999999,3
"122",1216,0,0,5,3
"123",1247,0,0,2,3
"124",1277,0,0,0,3
"125",1308,0,0,0,3
"126",1339,0,0,0,3
"127",1369,0,0,0,3
"128",1400,0,0,0,3
"129",1430,0,0,0,3
"130",151,5764,1318.8,17098.875,4
"131",181,2920,584.775,6875.35,4
"132",212,995,332.075,2656.65,4
"133",243,418,103.925,961.949999999999,4
