"","time","R_eff_median","R_eff_low_Q","R_eff_high_Q","combo_num"
"1",151,0.525115340336355,0.52496933735618,0.525267943747393,1
"2",181,0.468369750672643,0.468199907409675,0.468517440267035,1
"3",212,0.483897218980033,0.483700770754209,0.484045813647307,1
"4",243,0.58459109482287,0.584337251021461,0.584819114003857,1
"5",273,0.805356583809469,0.804992661755033,0.805670942994143,1
"6",304,1.17920439699621,1.17866741308304,1.17973789050484,1
"7",334,1.60634709406767,1.60541584248432,1.60731163137281,1
"8",365,1.84851035419903,1.84596346861275,1.85131478512544,1
"9",396,1.61244184750271,1.60421660752359,1.62013161901092,1
"10",424,1.16757863920602,1.15328853589876,1.18065246226079,1
"11",455,0.744478940423609,0.730050695013325,0.758191734300474,1
"12",485,0.507587198956653,0.496332315093101,0.51847242829478,1
"13",516,0.393092181377369,0.384238538832044,0.401746130546334,1
"14",546,0.353666431187788,0.3457346553532,0.361484148007215,1
"15",577,0.366879663117504,0.358671462781774,0.374968685790198,1
"16",608,0.444152869569657,0.434236882033275,0.453926215480307,1
"17",638,0.612731233905778,0.599084148206326,0.626200883760462,1
"18",669,0.898573647361602,0.878601167554351,0.918314730425679,1
"19",699,1.22737396165557,1.2001699702794,1.25434071459606,1
"20",730,1.42496215476206,1.39343384656655,1.45622214351815,1
"21",761,1.2843812148283,1.25607398867803,1.31253035902528,1
"22",790,0.984814154609422,0.963168564271657,1.00631116697707,1
"23",821,0.685017804025054,0.669980328499519,0.699860266950579,1
"24",851,0.491891425669925,0.481105189921586,0.502481744372788,1
"25",882,0.389505904588038,0.380980104458442,0.397874999729346,1
"26",912,0.35367973448418,0.345957054699562,0.361266845620339,1
"27",943,0.369148741421832,0.36110099137538,0.37705711880712,1
"28",974,0.449359790122385,0.439574102546519,0.458967109543906,1
"29",1004,0.622075853618956,0.608543822577139,0.635357734066385,1
"30",1035,0.912179922489064,0.892358772984203,0.931613428961033,1
"31",1065,1.24144336914204,1.21451300344824,1.26785959957405,1
"32",1096,1.43081471108067,1.39981770791294,1.46124108697699,1
"33",1127,1.28066226813388,1.25297598217053,1.30786332874387,1
"34",1155,0.989531257425337,0.968170964062756,1.01053493679176,1
"35",1186,0.688707670328027,0.673858553239007,0.70330685957789,1
"36",1216,0.494684669481977,0.484033012901245,0.505153882175784,1
"37",1247,0.391754834659372,0.383336376440997,0.400033281874811,1
"38",1277,0.355735658101485,0.348099355149717,0.363239740305734,1
"39",1308,0.371289617310805,0.36333991706248,0.379110998145645,1
"40",1339,0.451962252936603,0.442299296025465,0.461467565188577,1
"41",1369,0.625680643469884,0.612320741765675,0.638814654571019,1
"42",1400,0.917463729713666,0.897896750656615,0.936677106780315,1
"43",1430,1.24862360406803,1.2220308097577,1.27473278953863,1
"44",151,0.512075024445478,0.511919826089593,0.512204454773069,2
"45",181,0.45855982655789,0.458367408151339,0.458743600888155,2
"46",212,0.477314057874939,0.477086971644115,0.47751515218859,2
"47",243,0.582064210553531,0.581787842354917,0.582311814175093,2
"48",273,0.809345642616868,0.808940133379041,0.809705444437194,2
"49",304,1.19461406165054,1.19395198894326,1.19521970727715,2
"50",334,1.6345581095038,1.63330415213338,1.63559659833604,2
"51",365,1.87923667518005,1.87621139037451,1.88195010030202,2
"52",396,1.62592826253149,1.61745554455545,1.63419530285511,2
"53",424,1.16317934136145,1.14842590161136,1.17802453316813,2
"54",455,0.732390368419521,0.71736802278423,0.747736638799571,2
"55",485,0.495788491465755,0.484139980392646,0.507815945508027,2
"56",516,0.383403378212201,0.374206307699902,0.3930050583288,2
"57",546,0.346174616442953,0.337878024406983,0.354833417297685,2
"58",577,0.361695796078277,0.353055306533964,0.370721194265192,2
"59",608,0.44193490177031,0.431395307855611,0.452926627635904,2
"60",638,0.615320445915503,0.600663741734013,0.630597666262143,2
"61",669,0.909575014394798,0.887945687412197,0.932108713893394,2
"62",699,1.24779431394333,1.21813001325833,1.27858041341609,2
"63",730,1.44723567259813,1.4128649119193,1.48263761195412,2
"64",761,1.29454070062041,1.26404877039085,1.32583610962317,2
"65",790,0.981990494630599,0.959149759847401,1.00530932097283,2
"66",821,0.675142745409744,0.659587651529358,0.690806638233196,2
"67",851,0.480938474288123,0.469940204583683,0.491980148130973,2
"68",882,0.380064329927462,0.37140606922466,0.388748126524373,2
"69",912,0.346254509508944,0.338383080723165,0.354140878852547,2
"70",943,0.363983253389123,0.355728341350472,0.372266679357732,2
"71",974,0.447166815843418,0.437043210958176,0.457321562821015,2
"72",1004,0.624745230959914,0.610624122488895,0.638909748461205,2
"73",1035,0.923303819239565,0.902470333757576,0.944195839494012,2
"74",1065,1.26180021133472,1.23335464482468,1.2903208588677,2
"75",1096,1.45245246818879,1.41976682684996,1.48522573870792,2
"76",1127,1.28989543633222,1.26094522501052,1.31895594130718,2
"77",1155,0.986431087881174,0.96434385479183,1.00864052363584,2
"78",1186,0.678647189660363,0.663494951020785,0.693915440346414,2
"79",1216,0.483609346680482,0.472833179233077,0.49446850005964,2
"80",1247,0.382227903551571,0.373719148896316,0.390788367976609,2
"81",1277,0.348234268498392,0.340496727900519,0.35602144485616,2
"82",1308,0.366072985767581,0.357942905706502,0.374241497639753,2
"83",1339,0.449726629777645,0.439759382548888,0.459743635787328,2
"84",1369,0.62831492755326,0.614417142855888,0.6422928514629,2
"85",1400,0.928567843897147,0.908072802444324,0.949198407987884,2
"86",1430,1.2689771380054,1.2410148390256,1.29712937786284,2
"87",151,0.498263692784014,0.498105230830725,0.498402237775968,3
"88",181,0.446207339567044,0.44598143099381,0.446369505992707,3
"89",212,0.466302788640418,0.466055211218712,0.466507137990025,3
"90",243,0.573077080779614,0.572787571699058,0.573352423124128,3
"91",273,0.805212201988283,0.80480260270086,0.805625871302481,3
"92",304,1.20190862234728,1.2012510141932,1.202555262182,3
"93",334,1.65833009425712,1.65736644906748,1.65946850645969,3
"94",365,1.91292892010981,1.91076363918498,1.91595226395397,3
"95",396,1.64893829580325,1.64214868153364,1.65689637809773,3
"96",424,1.17105741645637,1.15815911327227,1.18510644340732,3
"97",455,0.730003413648859,0.71658025000444,0.744251288433138,3
"98",485,0.490057186745563,0.479736569886286,0.501019702874628,3
"99",516,0.37715594696255,0.369040086480208,0.38582651698265,3
"100",546,0.340369440291235,0.333049126557887,0.34821881096525,3
"101",577,0.356922651004884,0.34927650807017,0.365144898989189,3
"102",608,0.439410303987334,0.430020700330057,0.449515145922479,3
"103",638,0.618115408465713,0.604936600727227,0.632317486230321,3
"104",669,0.923804784542021,0.904171176184505,0.945006657318714,3
"105",699,1.27756484074718,1.25047741435634,1.30684292736237,3
"106",730,1.48554189171465,1.45414528485823,1.5195775891279,3
"107",761,1.32177089351698,1.29423643151972,1.35206711091985,3
"108",790,0.992766633505859,0.972549870658078,1.01558586454759,3
"109",821,0.674198420930733,0.660754043100088,0.689727450207466,3
"110",851,0.475466154989618,0.46609134873445,0.486405757717325,3
"111",882,0.373623214304956,0.36628913107696,0.382213582076963,3
"112",912,0.340137838497989,0.333485872120271,0.347949720603704,3
"113",943,0.35887768487878,0.351870641566804,0.36709788664677,3
"114",974,0.444288476097123,0.435625335115522,0.454443566698556,3
"115",1004,0.627163333139577,0.614948621574294,0.641484243843707,3
"116",1035,0.937101187477434,0.91889340595714,0.958467143173703,3
