"","time","R_0","combo_num"
"1",151,0.563285173519781,1
"2",181,0.509016942857983,1
"3",212,0.52846826774101,1
"4",243,0.639705202016211,1
"5",273,0.882230308422198,1
"6",304,1.29330451339448,1
"7",334,1.76593735003106,1
"8",365,2.04972504991956,1
"9",396,1.84766952590167,1
"10",424,1.43259401646503,1
"11",455,0.997646755915041,1
"12",485,0.714643645345019,1
"13",516,0.563285173519781,1
"14",546,0.509016942857983,1
"15",577,0.52846826774101,1
"16",608,0.639705202016211,1
"17",638,0.882230308422198,1
"18",669,1.29330451339448,1
"19",699,1.76593735003106,1
"20",730,2.04972504991956,1
"21",761,1.84766952590167,1
"22",790,1.41709956773652,1
"23",821,0.98581152508684,1
"24",851,0.707746228052746,1
"25",882,0.560213166137382,1
"26",912,0.508460718634895,1
"27",151,0.548645887052047,2
"28",181,0.497361852096757,2
"29",212,0.520020403525092,2
"30",243,0.635271113279114,2
"31",273,0.884205118126654,2
"32",304,1.30651446146335,2
"33",334,1.79162206159726,2
"34",365,2.07737094009409,2
"35",396,1.85837203901586,2
"36",424,1.42620907113249,2
"37",455,0.981744367654127,2
"38",485,0.697601002570538,2
"39",516,0.548645887052047,2
"40",546,0.497361852096757,2
"41",577,0.520020403525092,2
"42",608,0.635271113279114,2
"43",638,0.884205118126654,2
"44",669,1.30651446146335,2
"45",699,1.79162206159726,2
"46",730,2.07737094009409,2
"47",761,1.85837203901586,2
"48",790,1.4102360883278,2
"49",821,0.969769473939361,2
"50",851,0.690747130344164,2
"51",882,0.54567052130775,2
"52",912,0.496906101668689,2
"53",151,0.533250523399257,3
"54",181,0.482998799833484,3
"55",212,0.506804339331128,3
"56",243,0.623829461368344,3
"57",273,0.877249404313885,3
"58",304,1.31062545709943,3
"59",334,1.81192940523719,3
"60",365,2.1065314797051,3
"61",396,1.87476497601066,3
"62",424,1.42546078496435,3
"63",455,0.969462371303171,3
"64",485,0.681961471709238,3
"65",516,0.533250523399257,3
"66",546,0.482998799833484,3
"67",577,0.506804339331128,3
"68",608,0.623829461368344,3
"69",638,0.877249404313885,3
"70",669,1.31062545709943,3
"71",699,1.81192940523719,3
"72",730,2.1065314797051,3
"73",761,1.87476497601066,3
"74",790,1.40896319684617,3
"75",821,0.957273013130587,3
"76",851,0.675079183697027,3
"77",882,0.530305148291903,3
"78",912,0.482578977041001,3
"79",151,0.566596224860922,4
"80",181,0.510700868281506,4
"81",212,0.528670870563955,4
"82",243,0.638484302604308,4
"83",273,0.879724295703223,4
"84",304,1.29002328441279,4
"85",334,1.7636982883483,4
"86",365,2.05134943411508,4
"87",396,1.85374437226493,4
"88",424,1.44037575994879,4
"89",455,1.00471398551285,4
"90",485,0.719906077850337,4
"91",516,0.566596224860922,4
"92",546,0.510700868281506,4
"93",577,0.528670870563955,4
"94",608,0.638484302604308,4
"95",638,0.879724295703223,4
"96",669,1.29002328441279,4
"97",699,1.7636982883483,4
"98",730,2.05134943411508,4
"99",761,1.85374437226493,4
"100",790,1.42489395372339,4
"101",821,0.992828064257709,4
"102",851,0.712943686219937,4
"103",882,0.563465520280614,4
"104",912,0.510094565516397,4
"105",151,0.564425961463431,5
"106",181,0.509835922188786,5
"107",212,0.528986282241876,5
"108",243,0.639912659125684,5
"109",273,0.882065088529468,5
"110",304,1.29264546760302,5
"111",334,1.76493940963869,5
"112",365,2.04911398873952,5
"113",396,1.84824148210122,5
"114",424,1.43402234365465,5
"115",455,0.999335860387156,5
"116",485,0.716133580930519,5
"117",516,0.564425961463431,5
"118",546,0.509835922188786,5
"119",577,0.528986282241876,5
"120",608,0.639912659125684,5
"121",638,0.882065088529468,5
"122",669,1.29264546760302,5
"123",699,1.76493940963869,5
"124",730,2.04911398873952,5
"125",761,1.84824148210122,5
"126",790,1.41854741684444,5
"127",821,0.987499086903442,5
"128",851,0.709225834878944,5
"129",882,0.561342628294054,5
"130",912,0.509269624909687,5
"131",151,0.559467647255091,6
"132",181,0.504057582253517,6
"133",212,0.523880384000864,6
"134",243,0.637695866507241,6
"135",273,0.887770016878893,6
"136",304,1.3160900958876,6
"137",334,1.81353934336394,6
"138",365,2.11422401669066,6
"139",396,1.90007021513984,6
"140",424,1.46231449995758,6
"141",455,1.00762441229819,6
"142",485,0.714774795931406,6
"143",516,0.559467647255091,6
"144",546,0.504057582253517,6
"145",577,0.523880384000864,6
"146",608,0.637695866507241,6
"147",638,0.887770016878893,6
