"gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.186520376175549,1.4649819840661,0.26576453125,0.840818597263173,0.151211290764721,0.229340185327797,0.322149328755761,3.68e-05,5281842,346875.809432727,0,0,0,0.01721420632104,0,-189.674879624066,292592282
0.186520376175549,1.47333447278176,0.26576453125,0.822788669638917,0.144505081940651,0.239364029714448,0.299443323073295,3.68e-05,5281842,346876.098065652,0,0,0,0.01721420632104,0,-190.964894653703,431559200
0.186520376175549,-4.79826612990246,0.26576453125,1.0752793818649,0.367242489512104,0.232864823567671,0.33354900815043,3.68e-05,5281842,346877.452017623,0,0,0,0.01721420632104,0,-191.535618077836,678611213
0.186520376175549,1.50180356922539,0.26576453125,0.852704826401811,0.148098703870713,0.241622914207972,0.310193941835196,3.68e-05,5281842,346875.427665458,0,0,0,0.01721420632104,0,-190.571231834629,752703251
0.186520376175549,1.48711856832071,0.26576453125,0.865709999825219,0.203698344439519,0.231447978351422,0.331327245429731,3.68e-05,5281842,346875.704465215,0,0,0,0.01721420632104,0,-189.611087901037,809983112
0.186520376175549,1.25547217374512,0.76566953125,0.102389132220156,0.0514725518295068,0.198569837393451,0.222939712778931,3.68e-05,5281842,46875.8402109889,0,0,0,0.01721420632104,0,-166.622453112037,381351252
0.186520376175549,1.31778964652732,0.76566953125,0.0561168388358731,0.0472097202471816,0.200352148242854,0.211995150019822,3.68e-05,5281842,46874.5459943035,0,0,0,0.01721420632104,0,-166.450603391111,731538255
0.186520376175549,1.28182808650784,0.76566953125,0.0506867253444096,0.0483847575426687,0.201319078621278,0.215939108609661,3.68000000000001e-05,5281842,46874.9028221362,0,0,0,0.01721420632104,0,-166.589869759494,51744722
0.186520376175549,1.31256690745055,0.76566953125,0.0447106686614039,0.0462461477867992,0.202247006937381,0.216205670650412,3.67999999999999e-05,5281842,46876.0872841679,0,0,0,0.01721420632104,0,-166.567897329394,551510299
0.186520376175549,1.2730475282444,0.76566953125,0.0735737923769586,0.0487371366043281,0.200993452708083,0.22943700315327,3.68e-05,5281842,46876.4273429907,0,0,0,0.01721420632104,0,-166.550655376791,173486905
0.186520376175549,1.63103501434099,0.01581203125,1.41182641713618,0.354896451522633,0.277464757241994,0.448145354097684,3.68e-05,5281842,496876.328007252,0,0,0,0.01721420632104,0,-206.04195118296,30956556
0.186520376175549,1.6424038485328,0.01581203125,1.29275781001456,0.501911826396124,0.267908300946533,0.439535184244936,3.68000000000001e-05,5281842,496875.607955078,0,0,0,0.01721420632104,0,-202.864414344173,911288910
0.186520376175549,1.60995479791716,0.01581203125,2.10209771735195,0.290015824272208,0.337159090513457,0.516428189877543,3.67999999999999e-05,5281842,496877.159414569,0,0,0,0.01721420632104,0,-215.880175546498,1030959385
0.186520376175549,1.62904787393057,0.01581203125,1.15585893417947,0.491145315680259,0.27278310127922,0.442361948696927,3.68e-05,5281842,496874.582102967,0,0,0,0.01721420632104,0,-204.192582769475,944088305
0.186520376175549,1.61336280088595,0.01581203125,1.22895982604203,0.45753663790274,0.280447372784538,0.453707337862336,3.68e-05,5281842,496873.282486449,0,0,0,0.01721420632104,0,-204.811405010496,912627013
0.186520376175549,1.4433701614575,0.51571703125,0.482490580180794,0.0682147798940386,0.204680530273431,0.245859015572104,3.68e-05,5281842,196875.260015824,0,0,0,0.01721420632104,0,-177.600999178332,406286429
0.186520376175549,1.43109507218798,0.51571703125,0.530285691419007,0.0718077034347888,0.205432707327349,0.24956446338128,3.68e-05,5281842,196874.429500525,0,0,0,0.01721420632104,0,-177.547349285686,815546215
0.186520376175549,1.47874741092175,0.51571703125,0.522184407528647,0.0735355692625144,0.204984811118337,0.24242471821562,3.68e-05,5281842,196875.52792137,0,0,0,0.01721420632104,0,-177.618006941704,318402636
0.186520376175549,1.45890210111594,0.51571703125,0.525716829134714,0.0701964614524082,0.205482146810282,0.24602211046172,3.68000000000001e-05,5281842,196877.275397683,0,0,0,0.01721420632104,0,-177.58768297497,519673020
0.186520376175549,1.44782114137511,0.51571703125,0.500260901006126,0.0649935592794592,0.207061888978468,0.243390592796102,3.68e-05,5281842,196875.814045456,0,0,0,0.01721420632104,0,-177.69682605066,1057473972
0.186520376175549,1.55237160183625,0.14078828125,1.05634642578959,0.389291556666286,0.255017387112836,0.401256863706936,3.68e-05,5281842,421875.55522655,0,0,0,0.01721420632104,0,-197.029819348843,89366894
0.186520376175549,1.52851469366698,0.14078828125,1.06976416935843,0.346504830337623,0.260861756889391,0.389792158761805,3.67999999999999e-05,5281842,421875.512582592,0,0,0,0.01721420632104,0,-198.478531433375,79292429
0.186520376175549,1.56870422446289,0.14078828125,1.19192488155017,0.238792543766039,0.272289665407935,0.373784394771548,3.68e-05,5281842,421874.519523447,0,0,0,0.01721420632104,0,-201.520244966076,1035488860
0.186520376175549,1.55383141418627,0.14078828125,1.08658614094974,0.283556043836882,0.261726279515283,0.381282619500353,3.68e-05,5281842,421877.022997538,0,0,0,0.01721420632104,0,-199.004956818357,816649887
0.186520376175549,1.55819450943767,0.14078828125,1.11270899400698,0.339702584184637,0.258696625690569,0.384000830231812,3.67999999999999e-05,5281842,421876.042918244,0,0,0,0.01721420632104,0,-198.028184234979,16899899
