"gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.421630094043887,0.357378794886,0.42198484375,0.0293984707737211,0.167185946474546,0.0281306049088995,0.743009043456206,3.68e-05,5281842,253126.17114121,0,0,0,0.01721420632104,0,-986.51471277597,223311917
0.421630094043887,0.23167445408734,0.42198484375,0.0413353180834746,0.135801594240397,0.0307925018504608,0.80308778319063,3.68e-05,5281842,253125.818584482,0,0,0,0.01721420632104,0,-986.490635888326,431432767
0.421630094043887,0.224072843747464,0.42198484375,0.0354319683496428,0.158311269948515,0.0280892880158706,0.755375680131495,3.68e-05,5281842,253125.37821202,0,0,0,0.01721420632104,0,-986.533668301804,420467121
0.421630094043887,0.394360134249716,0.42198484375,0.0432893029199777,0.153432473884972,0.0303832536641311,0.774461241738341,3.68e-05,5281842,253125.155333337,0,0,0,0.01721420632104,0,-986.528061547848,437177505
0.421630094043887,0.345468041652093,0.42198484375,0.0400721782238582,0.133421767397815,0.0335500491680336,0.739645372148686,3.67999999999999e-05,5281842,253125.980030259,0,0,0,0.01721420632104,0,-986.495157816821,862633117
0.421630094043887,1.49497551493516,0.92188984375,0.552591475749986,0.0675218590551213,0.540602724314902,0.115201734794768,3.68e-05,5281842,553126.038580933,0,0,0,0.01721420632104,0,-190.500748036763,236773038
0.421630094043887,1.56922550051358,0.92188984375,0.526053088836772,0.0586087522040751,0.54270970688108,0.127554973927108,3.68000000000001e-05,5281842,553124.214354981,0,0,0,0.01721420632104,0,-190.519071207725,846811578
0.421630094043887,1.64966356015753,0.92188984375,0.575428716215846,0.0689729695587073,0.54347817567902,0.113673995029865,3.68e-05,5281842,553125.464137283,0,0,0,0.01721420632104,0,-190.610018595068,784353356
0.421630094043887,1.68432664030164,0.92188984375,0.460140116346874,0.0515726987523026,0.533600205055565,0.0910993179339561,3.68e-05,5281842,553124.145538581,0,0,0,0.01721420632104,0,-190.538038299224,91880330
0.421630094043887,1.65016301910801,0.92188984375,0.536229558880186,0.0637259496675144,0.548598900874168,0.0977467631722245,3.68e-05,5281842,553124.727676056,0,0,0,0.01721420632104,0,-190.798275790942,874119062
0.421630094043887,1.61040091759201,0.17203234375,0.707762968402614,0.162671738018094,0.420010363584591,0.144107059400879,3.68e-05,5281842,103125.171523308,0,0,0,0.01721420632104,0,-191.726263413139,390720542
0.421630094043887,1.61729240652367,0.17203234375,0.681720816987504,0.194561222193789,0.414532571181449,0.143250327249206,3.68e-05,5281842,103123.27679932,0,0,0,0.01721420632104,0,-191.719273861079,1043068969
0.421630094043887,1.61372423859054,0.17203234375,0.756879431835389,0.131470825360673,0.438091636085069,0.141455350148166,3.68e-05,5281842,103124.364053571,0,0,0,0.01721420632104,0,-194.373756751537,72023742
0.421630094043887,1.57962021445225,0.17203234375,0.684288987459417,0.149189642951885,0.4194192099035,0.147683088868496,3.67999999999999e-05,5281842,103126.161718113,0,0,0,0.01721420632104,0,-191.145639215798,294745176
0.421630094043887,1.6354088972494,0.17203234375,0.69529028974395,0.132247281372073,0.418714795570805,0.142169741345067,3.68e-05,5281842,103126.038473263,0,0,0,0.01721420632104,0,-191.888766409614,896385241
0.421630094043887,2.49616027455771,0.67193734375,24.8058104130491,0.0246088471756298,2.25288275610834,0.0632304384705677,3.68e-05,5281842,403125.551580038,0,0,0,0.01721420632104,0,-495.05458263943,590319208
0.421630094043887,1.55458158686895,0.67193734375,1.60669080910615,0.0715864399351368,0.705956066416771,0.10658672444147,3.67999999999999e-05,5281842,403125.69076697,0,0,0,0.01721420632104,0,-205.103644826496,603028556
0.421630094043887,1.55742808137294,0.67193734375,12.3129124691759,0.039668840056797,1.58277109200637,0.031957382715074,3.68e-05,5281842,403125.505120086,0,0,0,0.01721420632104,0,-383.183583914371,811185882
0.421630094043887,1.60154372680114,0.67193734375,12.7347326532813,0.0826763737224317,1.53302170723415,0.0417607884289986,3.67999999999999e-05,5281842,403124.935022863,0,0,0,0.01721420632104,0,-331.211321057203,892864210
0.421630094043887,1.35539993500277,0.67193734375,11.0670762302501,0.157432344236432,1.67144038636326,0.0228705185205097,3.68e-05,5281842,403124.870529302,0,0,0,0.01721420632104,0,-317.948347053671,197183761
