"gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.296238244514107,-1.12535164779853,0.07830015625,120.156147711561,0.203130290381527,0.174867463740151,0.637716675593317,3.68e-05,5281842,384374.96988307,0,0,0,0.01721420632104,0,-416.863496461356,536247187
0.296238244514107,-2.85988398728509,0.07830015625,55.3549059959446,0.20067113341615,0.23738681130177,0.507433708090054,3.68e-05,5281842,384374.215318245,0,0,0,0.01721420632104,0,-372.565661613859,744434612
0.296238244514107,-3.00568072262044,0.07830015625,79.0750626813314,0.367912880074606,0.227676196410022,0.71245726583329,3.68000000000001e-05,5281842,384374.973082524,0,0,0,0.01721420632104,0,-390.141234468851,66190428
0.296238244514107,-0.908989878017816,0.07830015625,120.563975227563,0.146587494593364,0.187713260467384,0.496438529808291,3.68e-05,5281842,384375.674490884,0,0,0,0.01721420632104,0,-416.891834619987,162698956
0.296238244514107,-2.60109438525133,0.07830015625,106.912189506972,0.331299488104283,0.200902006827341,0.796864358856855,3.68e-05,5281842,384374.622206139,0,0,0,0.01721420632104,0,-408.898681291417,681934635
0.296238244514107,1.38920512960488,0.57820515625,0.298506629640103,0.0583362122455034,0.302838359395356,0.153378926740214,3.68e-05,5281842,84373.1330354027,0,0,0,0.01721420632104,0,-175.25111728727,237967413
0.296238244514107,1.38664721511724,0.57820515625,0.300972407809847,0.0595091297329653,0.302676490650396,0.145555317831257,3.68e-05,5281842,84374.1232347228,0,0,0,0.01721420632104,0,-175.362399042995,1002761971
0.296238244514107,1.37482326519312,0.57820515625,0.307540959667295,0.0606289853655945,0.301853767218641,0.142378300459017,3.68e-05,5281842,84377.2337261723,0,0,0,0.01721420632104,0,-175.440257839078,360987891
0.296238244514107,1.39756496034056,0.57820515625,0.28692288332345,0.0578964993375671,0.304789055997455,0.155556475274076,3.68e-05,5281842,84376.0593796658,0,0,0,0.01721420632104,0,-175.371235571838,664254750
0.296238244514107,1.40733129867431,0.57820515625,0.334998802900696,0.0599192125524329,0.30492752306548,0.156132451530149,3.68000000000001e-05,5281842,84376.3660636221,0,0,0,0.01721420632104,0,-175.452147199166,870480251
0.296238244514107,2.52600345069393,0.32825265625,0.0537478864186408,0.0103790984076024,1.57618056607628,0.917343026657293,3.68e-05,5281842,534373.740916322,0,0,0,0.01721420632104,0,-864.021836305734,778804173
