"gamma","phi","sigma_P","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.170846394984326,-3.38208291924621,0.23452046875,78.2294331952669,0.00936478298229912,0.13004542437138,0.991251320394353,3.68e-05,5281842,215626.340938352,0,0,0,0.01721420632104,0,-387.697050520776,370009093
0.170846394984326,-3.5195825345573,0.23452046875,69.2981086500301,0.00939679658721462,0.135643204845491,0.981653113581521,3.68e-05,5281842,215625.593514477,0,0,0,0.01721420632104,0,-383.561964379069,440284073
0.170846394984326,-1.25529274357532,0.23452046875,120.082005060612,0.00518943937825081,0.0995582063962127,0.982937100972364,3.68000000000001e-05,5281842,215625.769412311,0,0,0,0.01721420632104,0,-416.79600333612,882350766
0.170846394984326,-5.65807312920818,0.23452046875,28.2335523596901,0.0360173524334035,0.209364731702488,0.989703701657596,3.68e-05,5281842,215625.766941812,0,0,0,0.01721420632104,0,-348.304264093028,79977308
0.170846394984326,-3.90975509254536,0.23452046875,53.2867178607877,0.00399935694766818,0.147481182811367,0.991997534689798,3.68000000000001e-05,5281842,215625.147827064,0,0,0,0.01721420632104,0,-376.819441031559,139058606
0.170846394984326,1.44011971753721,0.73442546875,0.611688380103356,0.0804745678504439,0.224903205590985,0.274383072950914,3.67999999999999e-05,5281842,515626.050218273,0,0,0,0.01721420632104,0,-182.860961935781,72173553
0.170846394984326,1.47205485873423,0.73442546875,0.576071756203606,0.0638748108720367,0.225711359525184,0.275942296086296,3.68e-05,5281842,515622.544922448,0,0,0,0.01721420632104,0,-182.516821264925,1069590752
0.170846394984326,1.50091615880379,0.73442546875,0.562405960837696,0.0768690344461945,0.224693609526054,0.284836636669836,3.68e-05,5281842,515626.388746018,0,0,0,0.01721420632104,0,-182.694663167816,848794610
0.170846394984326,1.46524322342742,0.73442546875,0.537438440890573,0.0618088148962875,0.227659417295052,0.2849203113918,3.68000000000001e-05,5281842,515626.523754913,0,0,0,0.01721420632104,0,-182.553544109643,278269623
0.170846394984326,1.45968733013017,0.73442546875,0.538084430229666,0.0707715038412841,0.21958121570299,0.287626451036488,3.68e-05,5281842,515626.531780856,0,0,0,0.01721420632104,0,-182.32672844595,898987711
