"sigma_P","gamma","phi","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.551809310344828,0.0588235294117647,1.16467293622323,0.580407355073768,0.0346270294549129,0.0720385456914232,0.702062190851016,3.68e-05,5281842,384375.492816088,0,0,0,0.01721420632104,0,-169.204051689081,757564691
0.551809310344828,0.0588235294117647,1.15909003482015,0.583755366513606,0.0335902152133109,0.0726150674749341,0.702159202907881,3.68e-05,5281842,384375.608864298,0,0,0,0.01721420632104,0,-169.219160632967,84958180
0.551809310344828,0.0588235294117647,1.16085826892493,0.585461151165293,0.0340510520911824,0.0721874039017725,0.698117272464144,3.68e-05,5281842,384374.964537755,0,0,0,0.01721420632104,0,-169.217586366254,435136025
0.551809310344828,0.0588235294117647,1.1667634551923,0.5872561095959,0.0338820204429741,0.0721501790042295,0.695458818849966,3.68e-05,5281842,384375.085602841,0,0,0,0.01721420632104,0,-169.197120685738,854294054
0.551809310344828,0.0588235294117647,1.16731194984622,0.579780394066981,0.0336490955967544,0.0725157554304042,0.696546373608084,3.68e-05,5281842,384375.244267268,0,0,0,0.01721420632104,0,-169.237161416737,607618659
0.551809310344828,0.0588235294117647,1.04298020895266,0.554947424190529,0.0251586083566893,0.0692318136983657,0.606525952539909,3.68e-05,5281842,84376.7396862318,0,0,0,0.01721420632104,0,-169.203502416057,191026941
0.551809310344828,0.0588235294117647,1.29581841152113,0.812181297671431,0.137141021762293,0.0520808842737751,0.456443172302841,3.68e-05,5281842,84375.9228183798,0,0,0,0.01721420632104,0,-179.988945962623,840219994
0.551809310344828,0.0588235294117647,1.26857526450331,0.615934607382794,0.19148866536754,0.0525056159518656,0.675783230641722,3.68e-05,5281842,84375.258284457,0,0,0,0.01721420632104,0,-174.711807752241,93133797
0.551809310344828,0.0588235294117647,1.25987573433515,0.613239655273866,0.246150381545631,0.0521108176338241,0.699777403212619,3.68e-05,5281842,84376.75101181,0,0,0,0.01721420632104,0,-174.535627160749,230313351
0.551809310344828,0.0588235294117647,1.32845334037834,0.818663876670185,0.249730343715321,0.0512798566040005,0.514108362066179,3.68e-05,5281842,84376.3837255898,0,0,0,0.01721420632104,0,-178.919032006116,983346032
0.551809310344828,0.0588235294117647,2.94869098487819,0.0285127997352163,0.279197562141396,3.63073741946181,0.642162431273751,3.68e-05,5281842,534376.049916452,0,0,0,0.01721420632104,0,-512.205149263404,490000211
0.551809310344828,0.0588235294117647,2.15287721416171,0.105009721778925,0.298659477517564,2.74386259202062,0.777620587945672,3.68e-05,5281842,534374.723964211,0,0,0,0.01721420632104,0,-531.589746049326,721703539
0.551809310344828,0.0588235294117647,0.953512289510289,1.48680330612673,0.51934783366695,8.8359041726627,0.855102328328474,3.68e-05,5281842,534375.397274669,0,0,0,0.01721420632104,0,-196.657568430521,338930968
0.551809310344828,0.0588235294117647,1.58695104199304,0.0184660981294414,0.369760164345482,3.37617977104278,0.867793745478289,3.68e-05,5281842,534375.307904033,0,0,0,0.01721420632104,0,-592.45740788276,48818198
0.551809310344828,0.0588235294117647,0.669913687006411,1.44690252801785,0.466768474104721,12.3365373994803,0.712308651247668,3.68e-05,5281842,534377.073650924,0,0,0,0.01721420632104,0,-194.934553294572,827495092
0.551809310344828,0.0588235294117647,0.911314194021179,1.11587346260768,0.200366944917042,0.153065333410103,0.877542585215318,3.68e-05,5281842,234375.1614399,0,0,0,0.01721420632104,0,-188.519941348701,909615787
0.551809310344828,0.0588235294117647,1.13592991306966,0.548971864219592,0.0289505047173137,0.0699017005222378,0.660158417029405,3.67999999999999e-05,5281842,234377.441839072,0,0,0,0.01721420632104,0,-167.501161810291,996327100
0.551809310344828,0.0588235294117647,1.56387425003716,4.13609298558289,0.220082380460873,0.771598552499505,0.926590537428458,3.68e-05,5281842,234375.922710975,0,0,0,0.01721420632104,0,-243.151799536206,279829777
0.551809310344828,0.0588235294117647,1.13183997212891,0.545253564926705,0.0291824718708928,0.0696654863364038,0.659720748506903,3.68e-05,5281842,234378.218443634,0,0,0,0.01721420632104,0,-167.49431251511,308472352
0.551809310344828,0.0588235294117647,1.12970029734391,0.543981005261899,0.028936364731948,0.0696354683162183,0.660370861279225,3.68e-05,5281842,234376.553884063,0,0,0,0.01721420632104,0,-167.482611204157,80425162
0.551809310344828,0.0588235294117647,1.67102851865332,2.79364561358426,0.545892574282238,1.12935181365116,0.916233620346909,3.68e-05,5281842,309373.584759307,0,0,0,0.01721420632104,0,-238.93348992813,796086984
0.551809310344828,0.0588235294117647,1.45045251760431,2.09148346143897,0.492575258995485,0.612538853306997,0.919156050972644,3.68e-05,5281842,309375.315713605,0,0,0,0.01721420632104,0,-216.174637459733,524473504
0.551809310344828,0.0588235294117647,1.80647305421241,3.17642600259982,0.646213275035,1.37591733249112,0.909018625854168,3.68e-05,5281842,309376.114189678,0,0,0,0.01721420632104,0,-246.283236888937,282717606
0.551809310344828,0.0588235294117647,1.41224718588006,2.3462197823437,0.55915539550086,0.578113859540232,0.906622120781304,3.67999999999999e-05,5281842,309374.945227817,0,0,0,0.01721420632104,0,-215.600501155661,324317875
0.551809310344828,0.0588235294117647,1.78919579551674,3.1178807683271,0.598083981991571,1.61738960505142,0.943933018014749,3.68e-05,5281842,309373.929839992,0,0,0,0.01721420632104,0,-248.40196836298,464375229
0.551809310344828,0.0588235294117647,1.28727352041406,0.593259094660361,0.859788017685681,0.052504860868428,0.61792206427519,3.68e-05,5281842,9374.69035659531,0,0,0,0.01721420632104,0,-175.563372564536,464096906
0.551809310344828,0.0588235294117647,1.25891447095723,0.566693856628935,0.901773924741515,0.0521853595536912,0.622641299378742,3.68e-05,5281842,9375.45559062514,0,0,0,0.01721420632104,0,-175.373089224469,711212591
0.551809310344828,0.0588235294117647,1.29910796728126,0.607850479863666,0.853670952807725,0.0525913129047266,0.618497873223588,3.67999999999999e-05,5281842,9374.63808209668,0,0,0,0.01721420632104,0,-175.608923095485,525347804
0.551809310344828,0.0588235294117647,1.27456250443481,0.576669401497132,0.871353708296552,0.0524623030199513,0.626695810163288,3.68000000000001e-05,5281842,9378.17591129065,0,0,0,0.01721420632104,0,-175.524116045646,212244368
0.551809310344828,0.0588235294117647,1.27199468476035,0.559319279076167,0.870537376034875,0.052360971513035,0.624772050061582,3.68e-05,5281842,9374.11012219514,0,0,0,0.01721420632104,0,-175.546790687111,1053868925
0.551809310344828,0.0588235294117647,1.16646481063518,0.609360985140447,0.0373744369022126,0.0736543044270421,0.717154781179544,3.68000000000001e-05,5281842,459373.323451898,0,0,0,0.01721420632104,0,-170.326946862312,98612958
0.551809310344828,0.0588235294117647,1.17380222380987,0.608087796278105,0.0366892016592112,0.0740989148022732,0.718281770849995,3.67999999999999e-05,5281842,459375.194320623,0,0,0,0.01721420632104,0,-170.319434611769,787760870
0.551809310344828,0.0588235294117647,1.17324245327927,0.609737387308437,0.0378628595108933,0.0736202352642331,0.719906326380684,3.68e-05,5281842,459374.703733486,0,0,0,0.01721420632104,0,-170.30599719242,466705295
0.551809310344828,0.0588235294117647,1.17185543841457,0.608792324964703,0.0371452033364602,0.0737426286511524,0.716742996893822,3.68e-05,5281842,459374.916960295,0,0,0,0.01721420632104,0,-170.300249525574,1003652005
0.551809310344828,0.0588235294117647,1.19276774439125,0.670623332397591,0.056335829670845,0.069202132078768,0.771916417366157,3.68000000000001e-05,5281842,459375.273849728,0,0,0,0.01721420632104,0,-171.447555999936,719606308
0.551809310344828,0.0588235294117647,1.10135685750114,0.535549074086321,0.026760674231672,0.0692697621382729,0.63883056229186,3.68e-05,5281842,159374.929435051,0,0,0,0.01721420632104,0,-167.378939098503,523450142
0.551809310344828,0.0588235294117647,1.09891511065477,0.539763229918638,0.0271802468619687,0.0691555913972701,0.638727234669753,3.68e-05,5281842,159374.1207498,0,0,0,0.01721420632104,0,-167.412341303067,979001490
0.551809310344828,0.0588235294117647,1.10048846720141,0.532262706948416,0.0262776981122227,0.0693022646443556,0.632949915725961,3.68e-05,5281842,159374.492739217,0,0,0,0.01721420632104,0,-167.402656634328,263908993
