"sigma_P","gamma","phi","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed"
0.827618965517241,0.0588235294117647,1.10264750106213,0.501247136830897,0.0292753557082623,0.0708184356448388,0.66140509371736,3.68000000000001e-05,5281842,253125.624476216,0,0,0,0.01721420632104,0,-167.948400960008,752970519
0.827618965517241,0.0588235294117647,1.10789573779193,0.504015702908731,0.0299413190189358,0.0708296562104817,0.662049661311655,3.67999999999999e-05,5281842,253123.156214806,0,0,0,0.01721420632104,0,-167.94951786815,614669295
0.827618965517241,0.0588235294117647,1.0933695886117,0.503358875939932,0.0288629586227736,0.0715305057382496,0.66350995430633,3.68e-05,5281842,253126.081638091,0,0,0,0.01721420632104,0,-167.985843712329,436822045
0.827618965517241,0.0588235294117647,1.09476911356997,0.511219179488605,0.028910386940362,0.0718109552682896,0.667850653176343,3.68e-05,5281842,253124.498477533,0,0,0,0.01721420632104,0,-167.972757349932,547837560
0.827618965517241,0.0588235294117647,1.09737021208416,0.497572935738501,0.0292456728843297,0.071270153356291,0.67010456781859,3.68e-05,5281842,253125.625290982,0,0,0,0.01721420632104,0,-167.94627216573,898830279
0.827618965517241,0.0588235294117647,1.92514676501532,4.84889721739806,0.295209134133172,0.459828519954124,0.494200814303747,3.68e-05,5281842,553124.143938805,0,0,0,0.01721420632104,0,-289.590083849829,390064750
0.827618965517241,0.0588235294117647,0.638115272424955,1.4383379332323,0.464675227158403,12.7728037520061,0.726222625230994,3.68e-05,5281842,553125.189167092,0,0,0,0.01721420632104,0,-195.045808546591,217187943
0.827618965517241,0.0588235294117647,1.27151837545909,1.57517727558091,0.339624434559413,0.408318259287046,0.83079995192043,3.68e-05,5281842,553125.834848602,0,0,0,0.01721420632104,0,-202.229537013106,672735113
0.827618965517241,0.0588235294117647,1.55404211164821,3.88469840922308,0.171425255459394,0.334075390541919,0.615814887210776,3.68000000000001e-05,5281842,553125.912702997,0,0,0,0.01721420632104,0,-232.778533027904,14761427
0.827618965517241,0.0588235294117647,1.2779008586756,1.79039886490366,0.115173520767919,0.250481538833802,0.717012034849217,3.68e-05,5281842,553126.186016802,0,0,0,0.01721420632104,0,-201.253329036572,314042688
0.827618965517241,0.0588235294117647,0.656979062004598,1.44109164520062,0.449508394735914,12.5993134728311,0.738003887415451,3.68e-05,5281842,103125.318299197,0,0,0,0.01721420632104,0,-195.124347418529,883182323
0.827618965517241,0.0588235294117647,0.643121722968358,1.44269645646093,0.470419366770364,12.6716478847893,0.734508427809419,3.68e-05,5281842,103126.576594768,0,0,0,0.01721420632104,0,-195.093373348283,424519702
0.827618965517241,0.0588235294117647,1.33127098894275,2.1564015036347,0.52669585830427,6.88312185933027,0.933901393058773,3.68e-05,5281842,103126.171408808,0,0,0,0.01721420632104,0,-206.738494219042,369788889
0.827618965517241,0.0588235294117647,0.643004180041049,1.43467490770004,0.482280773228838,12.6770836172808,0.738129592650051,3.68000000000001e-05,5281842,103128.713112376,0,0,0,0.01721420632104,0,-195.087247289027,1036504016
0.827618965517241,0.0588235294117647,0.642133818657024,1.44324554792349,0.512873516034393,12.5351372910977,0.743224828184817,3.68e-05,5281842,103125.621076816,0,0,0,0.01721420632104,0,-195.109145717983,575161660
0.827618965517241,0.0588235294117647,1.13017517688336,0.543861689873975,0.0330567301111105,0.0733616539293452,0.692431306395811,3.68e-05,5281842,403126.265519227,0,0,0,0.01721420632104,0,-169.691870413761,714199319
0.827618965517241,0.0588235294117647,1.13318177188805,0.548828772907048,0.0331903752430419,0.0733373151951005,0.694256368437929,3.68e-05,5281842,403125.42844824,0,0,0,0.01721420632104,0,-169.666704359355,36619914
0.827618965517241,0.0588235294117647,1.14010495736157,0.534824747294291,0.0326675903561127,0.0736809130792281,0.698457855308388,3.68e-05,5281842,403126.92693119,0,0,0,0.01721420632104,0,-169.709560924277,931442403
0.827618965517241,0.0588235294117647,1.12962368382254,0.537857748056623,0.0331377656237097,0.0736247522786105,0.696554901142744,3.68e-05,5281842,403126.168967445,0,0,0,0.01721420632104,0,-169.72026495467,651621084
0.827618965517241,0.0588235294117647,1.13651157897359,0.54800656593881,0.0330034315820796,0.0734768548414576,0.694415138323872,3.68e-05,5281842,403125.867396684,0,0,0,0.01721420632104,0,-169.664303575164,980303322
0.827618965517241,0.0588235294117647,1.19370013507892,0.810456633822054,0.330024435488707,0.0521738078191446,0.68804721146689,3.68e-05,5281842,178126.719185065,0,0,0,0.01721420632104,0,-177.437020687029,437928233
0.827618965517241,0.0588235294117647,0.899739961494464,1.22817307695204,0.249863146066969,0.0544723672537756,0.407775317194906,3.68e-05,5281842,178121.429885234,0,0,0,0.01721420632104,0,-187.266710272287,632643644
