"b_1","gamma","mu_EI","b_3","sigma_P","sigma_M","rho","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
-3,0.142857142857143,0.1,-3.56874571443018,0.89064578125,26.9710088051102,0.679566605877666,-5.59421924361603,3.68e-05,5301405,107814.733227432,79686.2689353598,0,0,0,0,0,-372.865505979755,904717812
-3,0.142857142857143,0.1,-4.12893603747341,0.89064578125,25.243687651398,0.627198715883539,-6.43980321958357,3.68e-05,5301405,107813.678018289,79687.0361697781,0,0,0,0,0,-385.427645122044,666256503
-3,0.142857142857143,0.1,-4.14648485563301,0.89064578125,33.3699113848966,0.597023326339183,-5.89386510252795,3.68e-05,5301405,107813.137596104,79689.944144946,0,0,0,0,0,-379.592222362037,731874831
-3,0.142857142857143,0.1,-3.46961747524854,0.89064578125,27.3930679621376,0.596337771990622,-6.1936433950118,3.68e-05,5301405,107813.123365812,79687.7770272646,0,0,0,0,0,-378.660998722576,223703780
-3,0.142857142857143,0.1,-7.23865579100435,0.01581203125,15.9371234242,0.53244965692978,0.338720129607663,3.68e-05,5301405,295310.940687576,267188.494504678,0,0,0,0,0,-330.809261841145,81693644
-3,0.142857142857143,0.1,-6.41390146563789,0.01581203125,13.9341005882362,0.628126239151696,0.244136964871416,3.68e-05,5301405,295312.408938443,267187.558138062,0,0,0,0,0,-326.451691197212,803875134
-3,0.142857142857143,0.1,-7.88867559926576,0.01581203125,14.466646829624,0.731019613227248,-0.196324517395832,3.68e-05,5301405,295312.426696967,267185.643732795,0,0,0,0,0,-329.898353232079,91267566
-3,0.142857142857143,0.1,-6.58623491191751,0.01581203125,13.7538254067427,0.568424161102822,0.114269005286327,3.68e-05,5301405,295311.350208373,267189.60173399,0,0,0,0,0,-328.951129337284,684003815
-3,0.142857142857143,0.1,-7.76682367460883,0.01581203125,26.6087240413086,0.25641679169435,-1.64624246795771,3.68e-05,5301405,295311.968206829,267189.296632692,0,0,0,0,0,-370.047047148336,284143551
-3,0.142857142857143,0.1,4.46874154001199,0.51571703125,56.8181475475675,0.0799052486826406,6.02645461618657,3.67999999999999e-05,5301405,145315.067216748,117186.131517361,0,0,0,0,0,-390.63549800649,66975421
-3,0.142857142857143,0.1,5.34008455454805,0.51571703125,48.5581188967458,0.12997651733772,5.32867496646563,3.68e-05,5301405,145310.963700489,117189.272872916,0,0,0,0,0,-381.451951497664,995151264
-3,0.142857142857143,0.1,5.49064139079075,0.51571703125,31.3990217895082,0.152061437044312,5.96682207914227,3.67999999999999e-05,5301405,145313.138016184,117187.04990379,0,0,0,0,0,-374.443676099643,188389910
-3,0.142857142857143,0.1,6.89901297706447,0.51571703125,29.0820915947331,0.208692472286613,5.21596754448247,3.68e-05,5301405,145313.483699868,117188.809796359,0,0,0,0,0,-365.934593625216,450180477
-3,0.142857142857143,0.1,5.25918593376943,0.51571703125,61.7786184051487,0.0429392793038931,5.37994281848444,3.67999999999999e-05,5301405,145312.371045505,117185.863243198,0,0,0,0,0,-402.29088370765,215956456
-3,0.142857142857143,0.1,-1.20609332131437,0.26576453125,0.0119051728233075,0.391054601825728,2.8938070123565,3.68e-05,5301405,70313.7908833385,192188.069062857,0,0,0,0,0,-982.874554679355,829538988
-3,0.142857142857143,0.1,-1.37450745106082,0.26576453125,0.00915552971532332,0.415987690600804,3.22837724562592,3.67999999999999e-05,5301405,70312.2986361143,192187.537401265,0,0,0,0,0,-982.855317647401,1067137537
-3,0.142857142857143,0.1,-1.20303746046383,0.26576453125,0.00870669422840327,0.386800963736011,2.84238334285159,3.68000000000001e-05,5301405,70312.8959072495,192188.169832607,0,0,0,0,0,-982.870769938024,987356153
-3,0.142857142857143,0.1,-1.14703117508428,0.26576453125,0.0101151176629877,0.403745948052152,3.0657310449108,3.68e-05,5301405,70312.9908843987,192187.456140489,0,0,0,0,0,-982.857793805666,163510266
-3,0.142857142857143,0.1,-0.538179075790912,0.26576453125,0.0115932091998222,0.377262519674296,2.76533664344719,3.68e-05,5301405,70313.4465285261,192187.851019548,0,0,0,0,0,-982.865833552532,1048246320
-3,0.142857142857143,0.1,-13.6649227180196,0.76566953125,119.969247305777,0.104546043107236,-5.06992632977554,3.68e-05,5301405,220312.342831881,42188.3328215282,0,0,0,0,0,-416.893552835162,302165630
-3,0.142857142857143,0.1,-13.4406973968077,0.76566953125,120.326288628474,0.0743145249285791,-5.42614833745913,3.68e-05,5301405,220312.392706013,42188.7661105482,0,0,0,0,0,-416.900534667917,780411428
-3,0.142857142857143,0.1,-13.8002672609899,0.76566953125,120.615755762001,0.130438237760287,-5.96760599426768,3.68e-05,5301405,220312.919256533,42188.2673789692,0,0,0,0,0,-416.880465807567,301722456
-3,0.142857142857143,0.1,-14.0267567528248,0.76566953125,120.231912849452,0.10183304937601,-4.8435561008367,3.68e-05,5301405,220312.600253726,42187.7433029176,0,0,0,0,0,-416.890670025276,989330702
-3,0.142857142857143,0.1,-13.9568570029116,0.76566953125,120.38320107403,0.0967318002389828,-4.57898408626135,3.67999999999999e-05,5301405,220312.792773575,42187.1274960917,0,0,0,0,0,-416.889435921945,150297538
-3,0.142857142857143,0.1,-10.7731459849365,0.98437796875,61.5304489267128,0.00482184010463331,2.60016363149997,3.68e-05,5301405,117188.680370435,107812.474559198,0,0,0,0,0,-396.283646771119,968702137
-3,0.142857142857143,0.1,-11.8000837383227,0.98437796875,25.103378047279,0.0447993589972713,2.31095454617868,3.68e-05,5301405,117187.209458853,107812.801481016,0,0,0,0,0,-367.097258825802,880708643
-3,0.142857142857143,0.1,-12.4781693578466,0.98437796875,47.8881825572372,0.014288604281223,2.85392465326762,3.68e-05,5301405,117188.44495728,107812.032505997,0,0,0,0,0,-387.711212125147,897149868
-3,0.142857142857143,0.1,-12.4470812885466,0.98437796875,80.6829000781465,0.00625930759911928,3.26592546668727,3.67999999999999e-05,5301405,117188.131735885,107813.446682242,0,0,0,0,0,-396.291330935594,776264973
-3,0.142857142857143,0.1,-11.8152689344227,0.98437796875,24.6696609403687,0.0440461596869853,3.29632058577844,3.68e-05,5301405,117189.657278801,107811.633336027,0,0,0,0,0,-366.889722338887,441016097
-3,0.142857142857143,0.1,-1.2049079492141,0.48447296875,2.89014271644011,0.806686061371258,-2.43486138854382,3.68000000000001e-05,5301405,267186.270852839,257812.977187234,0,0,0,0,0,-248.10098266177,581527215
-3,0.142857142857143,0.1,-1.08041955671718,0.48447296875,3.27236961089637,0.819027132621716,-2.46024444548287,3.68e-05,5301405,267187.660608132,257813.261735974,0,0,0,0,0,-248.307932002971,957820868
-3,0.142857142857143,0.1,-0.98232614898141,0.48447296875,2.86983498036515,0.735704671224845,-2.50156045723586,3.68e-05,5301405,267188.610487664,257813.306901531,0,0,0,0,0,-246.667413795105,869139618
-3,0.142857142857143,0.1,-0.831197604747739,0.48447296875,2.7096928741761,0.893733600879851,-2.84659805067867,3.68e-05,5301405,267188.903549192,257813.223386304,0,0,0,0,0,-245.742081358365,533627210
-3,0.142857142857143,0.1,-1.00516448770238,0.48447296875,2.93159145630888,0.790894841304782,-2.63663105569936,3.67999999999999e-05,5301405,267187.060504716,257812.385730322,0,0,0,0,0,-247.133720802493,1045736902
-3,0.142857142857143,0.1,-5.19465077192184,0.73442546875,120.047268174155,0.187884181839537,-8.17846487375495,3.68e-05,5301405,192187.845324914,32813.6735306027,0,0,0,0,0,-416.852249916468,360531623
-3,0.142857142857143,0.1,-5.07007621300427,0.73442546875,120.141025149948,0.103094936626825,-7.46542783284367,3.68e-05,5301405,192188.301194157,32813.0189628762,0,0,0,0,0,-416.865997065,814138847
-3,0.142857142857143,0.1,-5.17391333860557,0.73442546875,120.045147432243,0.151178326687002,-7.42687066792021,3.68e-05,5301405,192188.025038116,32813.4945708585,0,0,0,0,0,-416.846820836031,540818085
-3,0.142857142857143,0.1,-5.97011610392294,0.73442546875,117.400806684729,0.125278647602899,-6.68529122306521,3.68e-05,5301405,192187.79682791,32814.3776178927,0,0,0,0,0,-416.927717647291,377156853
-3,0.142857142857143,0.1,-3.55055978256727,0.73442546875,43.7695057705002,0.268206097528385,-6.91781339192385,3.68000000000001e-05,5301405,192187.517600134,32814.1014156458,0,0,0,0,0,-399.541344920666,990015357
-3,0.142857142857143,0.1,-16.9783027002408,0.23452046875,119.84280262876,0.290015246934107,-0.253626407238888,3.68e-05,5301405,42188.0861105765,182813.202483911,0,0,0,0,0,-416.892348662061,1032520573
-3,0.142857142857143,0.1,-17.303456216978,0.23452046875,120.431281229218,0.231644484167094,-0.211217609577719,3.68000000000001e-05,5301405,42188.3488689548,182812.908699357,0,0,0,0,0,-416.889687267214,903768907
-3,0.142857142857143,0.1,-17.5212466769483,0.23452046875,120.255459208033,0.247803939636838,-0.551548842334596,3.68e-05,5301405,42188.9096945188,182812.787449991,0,0,0,0,0,-416.899275864184,143959570
-3,0.142857142857143,0.1,-17.0429563604638,0.23452046875,120.318661296304,0.240774478068925,-0.716405261699554,3.68e-05,5301405,42188.1014444481,182812.448794243,0,0,0,0,0,-416.899077640669,949233216
-3,0.142857142857143,0.1,-17.2241465632109,0.23452046875,120.39666949753,0.203360541127163,-0.788067763336791,3.68e-05,5301405,42187.4516796973,182813.345133592,0,0,0,0,0,-416.901406453248,922171171
-3,0.142857142857143,0.1,5.98379014931616,0.85940171875,19.9300277308289,0.49412522843861,5.39912630196374,3.68e-05,5301405,154685.665339184,70311.3523329722,0,0,0,0,0,-349.692445997403,416309671
-3,0.142857142857143,0.1,4.44447545270431,0.85940171875,20.8838408250632,0.491253197062593,5.80673447661744,3.68e-05,5301405,154688.867396081,70313.4001907165,0,0,0,0,0,-353.206721998547,1066141349
-3,0.142857142857143,0.1,4.37599770104937,0.85940171875,22.0354874290849,0.398091023687824,4.97508430865702,3.68e-05,5301405,154687.745389155,70314.8384898579,0,0,0,0,0,-364.494976762985,292271944
-3,0.142857142857143,0.1,5.18783327166176,0.85940171875,21.0401137239057,0.652968610206738,4.15463926300887,3.68e-05,5301405,154686.797490225,70314.1739793211,0,0,0,0,0,-355.445228511441,389731354
-3,0.142857142857143,0.1,5.31467353551677,0.85940171875,24.4189283625267,0.459259450749531,3.97587492492494,3.68e-05,5301405,154689.57211327,70315.4037524154,0,0,0,0,0,-362.884108248296,869763172
-3,0.142857142857143,0.1,-8.53897386172501,0.35949671875,28.8443039372518,0.14980123147047,-1.66688933539191,3.68e-05,5301405,4688.05889188413,220312.741655766,0,0,0,0,0,-385.259153851996,566208167
-3,0.142857142857143,0.1,-8.60719753870091,0.35949671875,120.472288433301,0.184491534573431,-2.40477001091213,3.68e-05,5301405,4689.68991607691,220313.981165426,0,0,0,0,0,-416.863419963676,180810083
-3,0.142857142857143,0.1,-8.28782221713504,0.35949671875,73.9400320349603,0.0931193587567448,-0.785654956952343,3.68e-05,5301405,4689.21848030755,220310.125910175,0,0,0,0,0,-392.336814552157,598334850
-3,0.142857142857143,0.1,-8.45249568640735,0.35949671875,24.0702065814066,0.370799849406394,-1.16204741504042,3.68e-05,5301405,4687.85313757823,220311.400869426,0,0,0,0,0,-354.441275609081,440342447
-3,0.142857142857143,0.1,-7.63706714861035,0.35949671875,20.7135377523488,0.276938008483807,-0.945965652769736,3.68e-05,5301405,4689.18068647323,220313.68101627,0,0,0,0,0,-353.021571393818,313026299
-3,0.142857142857143,0.1,-15.2320263354326,0.60944921875,120.546719989774,0.201099358925339,-5.89978226606719,3.68e-05,5301405,79687.0573521877,145313.139283589,0,0,0,0,0,-416.913293691341,999728544
-3,0.142857142857143,0.1,-14.253973687431,0.60944921875,120.479137328026,0.131310788548007,-5.0180985726159,3.68e-05,5301405,79689.4195372814,145311.946079916,0,0,0,0,0,-416.925189408708,258670809
-3,0.142857142857143,0.1,-14.3141740142933,0.60944921875,120.545044006832,0.237290397876217,-5.56498661948738,3.68e-05,5301405,79686.3933818445,145312.539589708,0,0,0,0,0,-416.90789290662,585751376
-3,0.142857142857143,0.1,-15.3250654114995,0.60944921875,120.103034108231,0.217610059598815,-5.80147988240027,3.68e-05,5301405,79688.6538999575,145314.014054688,0,0,0,0,0,-416.91701428348,267683004
-3,0.142857142857143,0.1,-14.4137299142003,0.60944921875,119.765643988837,0.278451288345268,-5.60786011277324,3.68e-05,5301405,79689.058662668,145313.439291907,0,0,0,0,0,-416.91580616179,94779128
-3,0.142857142857143,0.1,-0.790826437306823,0.10954421875,3.77906642196024,0.85415027253669,-3.15700119102494,3.68e-05,5301405,229687.707482222,295312.991135949,0,0,0,0,0,-255.198531507271,200578824
-3,0.142857142857143,0.1,-0.885021661326809,0.10954421875,3.87458691387907,0.838700660543546,-2.96176217822005,3.68e-05,5301405,229686.119657904,295313.096862332,0,0,0,0,0,-255.961092460099,1054380260
-3,0.142857142857143,0.1,-0.914955889075966,0.10954421875,3.80129774821324,0.845892053101171,-2.96119139872354,3.68e-05,5301405,229686.215989629,295312.66106381,0,0,0,0,0,-255.510635195309,960941884
-3,0.142857142857143,0.1,-0.896087566915945,0.10954421875,3.89349436360751,0.842267778324437,-2.95993868166227,3.68e-05,5301405,229687.775870867,295312.505172746,0,0,0,0,0,-255.80858541272,161056775
-3,0.142857142857143,0.1,-0.846917911812602,0.10954421875,3.79457134055705,0.912706615695352,-3.05962210240669,3.68e-05,5301405,229687.524501807,295312.535498206,0,0,0,0,0,-253.854834536723,460123282
-3,0.142857142857143,0.1,-15.1608451729015,0.29700859375,31.4273577144363,0.11059270650576,4.2941620754448,3.68e-05,5301405,135936.500260375,276563.020445854,0,0,0,0,0,-362.41958593892,225651410
-3,0.142857142857143,0.1,-16.9244887474171,0.29700859375,18.0518548434121,0.105823172637308,3.27725548821469,3.68e-05,5301405,135937.66637759,276561.72696346,0,0,0,0,0,-366.975202761969,865722015
-3,0.142857142857143,0.1,-15.9569916470078,0.29700859375,73.6397695677086,0.0313087937132731,3.45892831792092,3.68e-05,5301405,135937.673481851,276562.652848421,0,0,0,0,0,-389.551771687502,77459579
-3,0.142857142857143,0.1,-15.3423679766561,0.29700859375,28.6192090691947,0.0788724971136495,3.98235984663746,3.68e-05,5301405,135939.481289248,276563.110088565,0,0,0,0,0,-365.450037765102,459756697
-3,0.142857142857143,0.1,-15.3977166550307,0.29700859375,19.0762838326384,0.210269106415621,3.7320460193117,3.68e-05,5301405,135939.339294083,276559.661004599,0,0,0,0,0,-347.400250719663,665824479
-3,0.142857142857143,0.1,-1.55451361273744,0.79691359375,2.29306849001782,0.657595825614251,-1.55584807877952,3.68e-05,5301405,285938.743034768,126562.586215856,0,0,0,0,0,-231.578057055997,1022304075
-3,0.142857142857143,0.1,-1.67093820899151,0.79691359375,2.70509978099873,0.386727021123791,-1.33884096173231,3.68e-05,5301405,285937.161708107,126561.016346206,0,0,0,0,0,-252.471237850137,521661793
-3,0.142857142857143,0.1,-1.26516496706421,0.79691359375,3.78264031707698,0.163429681430376,-1.55866243330535,3.68000000000001e-05,5301405,285938.967229931,126562.520335595,0,0,0,0,0,-270.892202042046,773217045
-3,0.142857142857143,0.1,-1.21375899566431,0.79691359375,2.3796220117984,0.486956878141087,-1.62365773302174,3.68e-05,5301405,285938.449134697,126562.626969333,0,0,0,0,0,-244.257763568286,412944939
-3,0.142857142857143,0.1,-1.58868545587449,0.79691359375,2.34149856846949,0.550380823115425,-1.63551898748587,3.67999999999999e-05,5301405,285936.705930139,126562.456572863,0,0,0,0,0,-234.791945201476,238049442
-3,0.142857142857143,0.1,-0.987797994483774,0.04705609375,3.47737650591082,0.914720007823979,-2.89758151609689,3.68e-05,5301405,210939.739255167,201564.4405467,0,0,0,0,0,-247.787787820458,601470459
