"b_2","gamma","b_3","sigma_P","sigma_M","rho","b_1","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
-8,0.0588235294117647,-4.86117824498791,0.51571703125,2.36471771451762,0.935252095469789,1.05611960615271,3.68000000000001e-05,5301405,65627.1622993178,0,0,0,0,0,-222.203277330137,996588911
-8,0.0588235294117647,-4.24097173578197,0.51571703125,2.31591555886278,0.921687733945758,0.677750695623581,3.68e-05,5301405,65626.4501785827,0,0,0,0,0,-219.748233953152,371144683
-8,0.0588235294117647,6.04633893183948,0.01581203125,40.0419066893221,0.47928142642047,1.20464854222529,3.68e-05,5301405,365624.243957124,0,0,0,0,0,-383.667361381498,852675833
-8,0.0588235294117647,6.21295306653822,0.01581203125,6.92197965983339,0.213218313405317,-0.978884622552291,3.68e-05,5301405,365624.24464548,0,0,0,0,0,-441.707909159631,119107481
-8,0.0588235294117647,5.9746769052024,0.01581203125,13.5165994516067,0.220190736446779,-0.000707346144981712,3.68e-05,5301405,365625.075585633,0,0,0,0,0,-422.406426853364,743360255
-8,0.0588235294117647,6.29090794521806,0.01581203125,8.39347529238281,0.263611615910626,-0.892264379553682,3.68e-05,5301405,365625.104137134,0,0,0,0,0,-441.031774163886,496813858
-8,0.0588235294117647,6.11014983524261,0.01581203125,42.7339822041132,0.467238626381517,0.74715653502069,3.68e-05,5301405,365624.064747701,0,0,0,0,0,-385.737050041846,63842700
-8,0.0588235294117647,-5.61524044491556,0.89064578125,2.18589177297652,0.905159772739994,1.57689934003648,3.68e-05,5301405,290624.364141826,0,0,0,0,0,-220.6344527429,481911662
-8,0.0588235294117647,-6.13056321134767,0.89064578125,2.36944496119899,0.842263568805898,1.74959704743829,3.68e-05,5301405,290625.75630999,0,0,0,0,0,-223.965138424844,589788162
-8,0.0588235294117647,-6.03149592048011,0.89064578125,2.30404233551139,0.860379373858965,1.71748612176708,3.68e-05,5301405,290624.415468409,0,0,0,0,0,-223.056636315486,823038313
-8,0.0588235294117647,-5.95469000816643,0.89064578125,2.30179783626701,0.879211042149747,1.69732795539755,3.68000000000001e-05,5301405,290626.958776017,0,0,0,0,0,-222.503959750065,828734219
-8,0.0588235294117647,-6.75940186297893,0.89064578125,2.55906631696111,0.870263232977584,2.00155539402945,3.68000000000001e-05,5301405,290625.110789851,0,0,0,0,0,-227.081775747109,172032888
-8,0.0588235294117647,2.50507140555169,0.39074078125,30.8028977159482,0.652576658195767,4.55742414584134,3.68e-05,5301405,590624.017124211,0,0,0,0,0,-363.683792691614,22125325
-8,0.0588235294117647,2.89414538851142,0.39074078125,20.9258180606024,0.725171613929408,4.84628689949899,3.68e-05,5301405,590624.881700895,0,0,0,0,0,-360.976528504829,494878003
-8,0.0588235294117647,3.46744366685437,0.39074078125,21.4698468581495,0.82510627890272,4.95782054101552,3.68e-05,5301405,590624.740400803,0,0,0,0,0,-355.35746016256,789364668
-8,0.0588235294117647,3.45963846891178,0.39074078125,20.5413647432392,0.784880496709664,5.94089731052468,3.68e-05,5301405,590625.687373652,0,0,0,0,0,-351.037602614785,539117904
-8,0.0588235294117647,2.07196331248646,0.39074078125,29.931705531054,0.699127534617585,3.92866733411638,3.68e-05,5301405,590626.351936626,0,0,0,0,0,-364.292247617465,1009793227
-8,0.0588235294117647,-11.1784724760426,0.14078828125,5.91044553771618,0.844460978192906,3.15691978196031,3.68e-05,5301405,140625.209064164,0,0,0,0,0,-275.648287776773,84401685
-8,0.0588235294117647,-12.4934848533626,0.14078828125,7.20146132502313,0.818964512493897,3.495431851518,3.68e-05,5301405,140625.750656862,0,0,0,0,0,-288.252324361216,275217625
-8,0.0588235294117647,-10.7013012692644,0.14078828125,5.26290183952994,0.90523989035414,3.03736469946241,3.68e-05,5301405,140624.814273224,0,0,0,0,0,-269.559891442823,528963136
-8,0.0588235294117647,-12.1266089800797,0.14078828125,6.74822470130869,0.828932365936101,3.3094561363129,3.68e-05,5301405,140625.637701113,0,0,0,0,0,-284.587900448335,944542799
-8,0.0588235294117647,-10.2691572338921,0.14078828125,5.00030516286108,0.856728700835025,2.88364219469616,3.68e-05,5301405,140627.493557095,0,0,0,0,0,-266.43442503636,739713505
-8,0.0588235294117647,-4.21537339952243,0.64069328125,22.5983002451732,0.819846160313684,6.89699703944802,3.68e-05,5301405,440626.09524843,0,0,0,0,0,-341.865759853813,508109042
-8,0.0588235294117647,-4.13058451078446,0.64069328125,20.8452193726853,0.861894433125509,7.41353698168119,3.68e-05,5301405,440625.370243074,0,0,0,0,0,-341.106966656586,853909307
-8,0.0588235294117647,-4.29575044975088,0.64069328125,21.0903712722384,0.853155989766339,6.80875526068956,3.68e-05,5301405,440625.81924142,0,0,0,0,0,-340.798452044896,600242554
-8,0.0588235294117647,-2.42422498228012,0.64069328125,20.4606956294849,0.858953586182861,7.77089135891781,3.68e-05,5301405,440626.275527671,0,0,0,0,0,-343.564498782443,1059502603
-8,0.0588235294117647,-5.14877890463999,0.64069328125,21.9143925143488,0.905046859950039,7.02146700063826,3.67999999999999e-05,5301405,440624.824081037,0,0,0,0,0,-338.720353671537,674259336
-8,0.0588235294117647,-7.88754181265289,0.07830015625,3.43869049643702,0.774093176829875,2.19819809443201,3.67999999999999e-05,5301405,253127.19506455,0,0,0,0,0,-241.403075644761,858362642
-8,0.0588235294117647,-7.08243853918231,0.07830015625,2.8837917200551,0.830715320814084,1.90638547241805,3.68000000000001e-05,5301405,253124.873199107,0,0,0,0,0,-233.810479930857,906940308
-8,0.0588235294117647,-9.20339802715885,0.07830015625,13.9259497754802,0.871504929143803,3.5652711954423,3.68e-05,5301405,253127.509842529,0,0,0,0,0,-316.598041065493,324995008
-8,0.0588235294117647,-7.88410998336721,0.07830015625,13.7507287652287,0.889678429890967,2.95822755084187,3.68e-05,5301405,253125.51489206,0,0,0,0,0,-293.066694919827,691931808
-8,0.0588235294117647,-8.03384812224202,0.07830015625,3.74810741421078,0.864993203722995,2.249841139299,3.68e-05,5301405,253126.395920773,0,0,0,0,0,-240.905023796957,343786176
-8,0.0588235294117647,4.73381502858,0.57820515625,28.8604917046929,0.668213210051816,2.46521508571035,3.68000000000001e-05,5301405,553127.177520401,0,0,0,0,0,-372.362178538872,5807735
-8,0.0588235294117647,4.18197871511297,0.57820515625,36.843342732468,0.729364051423688,0.607400774498609,3.68e-05,5301405,553123.954569581,0,0,0,0,0,-377.935496920058,715455454
-8,0.0588235294117647,3.5601963699931,0.57820515625,38.3801158477071,0.570164447574212,1.85308647367925,3.67999999999999e-05,5301405,553127.340981111,0,0,0,0,0,-377.192122636155,968309426
-8,0.0588235294117647,3.20752418239534,0.57820515625,36.4596903101682,0.711817669728282,1.15976816049881,3.68000000000001e-05,5301405,553124.808559692,0,0,0,0,0,-375.440515241231,447116414
-8,0.0588235294117647,4.47252044622604,0.57820515625,40.9910686174832,0.657860403215054,0.869991062248401,3.68e-05,5301405,553126.877354213,0,0,0,0,0,-379.223790632088,535041730
-8,0.0588235294117647,-11.8374593830996,0.82815765625,0.0718427495888279,0.208632676961058,4.26160914601401,3.68000000000001e-05,5301405,103125.048810925,0,0,0,0,0,-959.283401380058,204022151
-8,0.0588235294117647,-11.8269269686107,0.82815765625,10.350050403223,0.506323330479607,3.86772969006736,3.68e-05,5301405,103126.599076779,0,0,0,0,0,-297.564975720224,1053898892
-8,0.0588235294117647,-12.3010047806313,0.82815765625,0.164545221635269,0.296392967433472,3.73588587868438,3.68e-05,5301405,103126.012213981,0,0,0,0,0,-968.499144093942,535857541
-8,0.0588235294117647,-12.3279419904561,0.82815765625,0.073871252586556,0.231691134908988,2.92570592613245,3.68e-05,5301405,103125.007959781,0,0,0,0,0,-874.700180737421,526252524
-8,0.0588235294117647,-13.3419997994868,0.82815765625,0.0578770661185521,0.475320505694975,3.06711676604597,3.68e-05,5301405,103125.644145551,0,0,0,0,0,-848.342151582262,1065398856
-8,0.0588235294117647,-4.35272111276488,0.32825265625,2.33828589672898,0.9282473342128,0.54209586984904,3.68e-05,5301405,403123.513324524,0,0,0,0,0,-222.810891524757,305726307
-8,0.0588235294117647,-4.20640269895681,0.32825265625,2.39040277217362,0.927529812493013,0.474179749635403,3.68e-05,5301405,403125.200312211,0,0,0,0,0,-223.139960719145,634892238
-8,0.0588235294117647,-4.14984392168637,0.32825265625,2.30438867500135,0.940033528374063,0.448103623402849,3.68e-05,5301405,403126.891477892,0,0,0,0,0,-222.964680155933,682085694
-8,0.0588235294117647,-4.35452353773113,0.32825265625,2.33601826380566,0.934548067258278,0.553292582175942,3.68e-05,5301405,403124.984840066,0,0,0,0,0,-222.734110554977,176417357
-8,0.0588235294117647,-4.10415225948551,0.32825265625,2.29466561896659,0.958869841911057,0.428856307073138,3.67999999999999e-05,5301405,403125.524991237,0,0,0,0,0,-222.898989744259,667313502
-8,0.0588235294117647,-16.5502663668889,0.70318140625,33.138779715839,0.865171931671783,1.38469603177067,3.68e-05,5301405,178124.782167055,0,0,0,0,0,-371.162699986885,172759664
-8,0.0588235294117647,-14.8605471610089,0.70318140625,11.5271706284216,0.721755666679538,3.80448989843847,3.68e-05,5301405,178126.257397164,0,0,0,0,0,-306.457393693395,867330486
-8,0.0588235294117647,-15.0196523598658,0.70318140625,22.530901322363,0.814520742603556,2.28594656369542,3.68e-05,5301405,178124.06168355,0,0,0,0,0,-349.539495719073,575258935
-8,0.0588235294117647,-15.6155289959923,0.70318140625,33.0316226113396,0.823113761399483,1.83231512203449,3.68e-05,5301405,178123.749676879,0,0,0,0,0,-363.549694772569,401916137
-8,0.0588235294117647,-14.6771944340626,0.70318140625,20.9397414838901,0.698922704262506,2.84741601376182,3.68e-05,5301405,178126.636502408,0,0,0,0,0,-335.194118729711,746414926
-8,0.0588235294117647,-4.84478100482554,0.20327640625,2.32502478438391,0.958902603695617,0.802929781848375,3.68e-05,5301405,478125.160688014,0,0,0,0,0,-223.691748029521,406746223
-8,0.0588235294117647,-5.36477326474948,0.20327640625,2.37988178069561,0.932378530161694,1.07831736410001,3.68e-05,5301405,478126.001210295,0,0,0,0,0,-224.61512388307,649305630
