"min_Sigma_P_profile_2_LL_bound","max_Sigma_P_profile_2_LL_bound","model_name","rho_MLE","gamma_MLE","sigma_P_MLE","N_0_MLE","MLE_R_naught_act","min_R_naught_act_2LL","max_R_naught_act_2LL","min_sigma_P_2_LL","max_sigma_P_2_LL","min_rho_2_LL","max_rho_2_LL","min_Sigma_P_profile_2_LL_bound","max_Sigma_P_profile_2_LL_bound"
"0.00019","1","A_7","0.0275487198359151","0.0588235294117647","0.00019","5281842","1.17008694182306","1.13326104500768","1.23574669412841","0.00019","1","0.021551724137931","0.0396295153181574","0.00019","1"
"0.00019","1","A_6","0.0318275862068965","0.0588235294117647","0.070489140625","5301405","1.12737322828845","1.10087967602203","1.15588410550197","0.070489140625","0.85940171875","0.021551724137931","0.0421034482758621","0.00019","1"
"0.00019","0.689714137931035","A_5","0.0296591939780147","0.142857142857143","0.00019","5301405","1.10399898037225","1.09006090256565","1.14157170375573","0.00019","0.689714137931035","0.021551724137931","0.0421034482758621","0.00019","0.689714137931035"
